season,casual,registered,atemp,weathersit,hr,windspeed,holiday,temp,mnth,hum,weekday,yr,workingday,cnt
3.0,74.0,107.0,0.7424,3.0,18.0,0.8507,0.0,0.8,7.0,0.49,0.0,0.0,0.0,181.0
3.0,100.0,83.0,0.6061,2.0,19.0,0.194,0.0,0.66,7.0,0.83,0.0,0.0,0.0,183.0
3.0,83.0,93.0,0.6061,3.0,20.0,0.0,0.0,0.66,7.0,0.83,0.0,0.0,0.0,176.0
3.0,75.0,92.0,0.6061,2.0,21.0,0.1642,0.0,0.66,7.0,0.83,0.0,0.0,0.0,167.0
3.0,69.0,93.0,0.6061,2.0,22.0,0.1045,0.0,0.66,7.0,0.78,0.0,0.0,0.0,162.0
3.0,70.0,77.0,0.5758,1.0,23.0,0.1642,0.0,0.64,7.0,0.83,0.0,0.0,0.0,147.0
3.0,63.0,77.0,0.5758,1.0,0.0,0.1343,1.0,0.64,7.0,0.83,1.0,0.0,0.0,140.0
3.0,43.0,76.0,0.5758,1.0,1.0,0.0896,1.0,0.64,7.0,0.83,1.0,0.0,0.0,119.0
3.0,33.0,30.0,0.5758,1.0,2.0,0.0,1.0,0.64,7.0,0.83,1.0,0.0,0.0,63.0
3.0,13.0,13.0,0.5909,1.0,3.0,0.0,1.0,0.64,7.0,0.78,1.0,0.0,0.0,26.0
3.0,8.0,4.0,0.6061,2.0,4.0,0.0896,1.0,0.66,7.0,0.78,1.0,0.0,0.0,12.0
3.0,1.0,3.0,0.5758,2.0,5.0,0.1343,1.0,0.64,7.0,0.83,1.0,0.0,0.0,4.0
3.0,5.0,11.0,0.5758,1.0,6.0,0.1642,1.0,0.64,7.0,0.89,1.0,0.0,0.0,16.0
3.0,17.0,19.0,0.6061,1.0,7.0,0.1343,1.0,0.66,7.0,0.83,1.0,0.0,0.0,36.0
3.0,42.0,44.0,0.6667,1.0,8.0,0.1045,1.0,0.7,7.0,0.74,1.0,0.0,0.0,86.0
3.0,142.0,96.0,0.6818,2.0,9.0,0.0896,1.0,0.72,7.0,0.66,1.0,0.0,0.0,238.0
3.0,166.0,114.0,0.697,2.0,10.0,0.0896,1.0,0.76,7.0,0.55,1.0,0.0,0.0,280.0
3.0,177.0,172.0,0.697,2.0,11.0,0.0896,1.0,0.76,7.0,0.55,1.0,0.0,0.0,349.0
3.0,237.0,210.0,0.7121,2.0,12.0,0.0,1.0,0.78,7.0,0.52,1.0,0.0,0.0,447.0
3.0,242.0,181.0,0.7121,2.0,13.0,0.0,1.0,0.78,7.0,0.49,1.0,0.0,0.0,423.0
3.0,235.0,173.0,0.7273,1.0,14.0,0.0,1.0,0.8,7.0,0.46,1.0,0.0,0.0,408.0
3.0,224.0,184.0,0.7424,1.0,15.0,0.0896,1.0,0.82,7.0,0.43,1.0,0.0,0.0,408.0
3.0,236.0,216.0,0.7424,1.0,16.0,0.0,1.0,0.82,7.0,0.41,1.0,0.0,0.0,452.0
3.0,240.0,196.0,0.7273,1.0,17.0,0.0,1.0,0.8,7.0,0.46,1.0,0.0,0.0,436.0
3.0,222.0,196.0,0.7273,1.0,18.0,0.1343,1.0,0.8,7.0,0.46,1.0,0.0,0.0,418.0
3.0,170.0,205.0,0.7121,2.0,19.0,0.1642,1.0,0.78,7.0,0.49,1.0,0.0,0.0,375.0
3.0,195.0,191.0,0.697,2.0,20.0,0.1045,1.0,0.76,7.0,0.55,1.0,0.0,0.0,386.0
3.0,195.0,262.0,0.6818,2.0,21.0,0.1045,1.0,0.74,7.0,0.62,1.0,0.0,0.0,457.0
3.0,115.0,211.0,0.6818,2.0,22.0,0.1343,1.0,0.74,7.0,0.62,1.0,0.0,0.0,326.0
3.0,44.0,94.0,0.6818,2.0,23.0,0.1045,1.0,0.72,7.0,0.7,1.0,0.0,0.0,138.0
3.0,19.0,36.0,0.6515,2.0,0.0,0.1642,0.0,0.7,7.0,0.65,2.0,0.0,1.0,55.0
3.0,15.0,24.0,0.6515,1.0,1.0,0.1045,0.0,0.7,7.0,0.65,2.0,0.0,1.0,39.0
3.0,8.0,5.0,0.6212,1.0,2.0,0.0896,0.0,0.66,7.0,0.74,2.0,0.0,1.0,13.0
3.0,1.0,7.0,0.6212,1.0,3.0,0.2239,0.0,0.66,7.0,0.74,2.0,0.0,1.0,8.0
3.0,1.0,4.0,0.6212,1.0,4.0,0.1642,0.0,0.66,7.0,0.69,2.0,0.0,1.0,5.0
3.0,1.0,19.0,0.6212,1.0,5.0,0.0,0.0,0.66,7.0,0.69,2.0,0.0,1.0,20.0
3.0,3.0,91.0,0.6212,1.0,6.0,0.0896,0.0,0.66,7.0,0.74,2.0,0.0,1.0,94.0
3.0,22.0,248.0,0.6515,1.0,7.0,0.0896,0.0,0.7,7.0,0.65,2.0,0.0,1.0,270.0
3.0,41.0,391.0,0.6818,1.0,8.0,0.1343,0.0,0.72,7.0,0.62,2.0,0.0,1.0,432.0
3.0,50.0,177.0,0.6818,1.0,9.0,0.1343,0.0,0.74,7.0,0.58,2.0,0.0,1.0,227.0
3.0,55.0,84.0,0.697,1.0,10.0,0.1045,0.0,0.76,7.0,0.52,2.0,0.0,1.0,139.0
3.0,75.0,97.0,0.697,1.0,11.0,0.1045,0.0,0.78,7.0,0.46,2.0,0.0,1.0,172.0
3.0,71.0,130.0,0.7273,1.0,12.0,0.1045,0.0,0.8,7.0,0.43,2.0,0.0,1.0,201.0
3.0,67.0,136.0,0.7424,1.0,13.0,0.1045,0.0,0.82,7.0,0.43,2.0,0.0,1.0,203.0
3.0,66.0,112.0,0.7424,1.0,14.0,0.1642,0.0,0.8,7.0,0.49,2.0,0.0,1.0,178.0
3.0,51.0,111.0,0.7424,1.0,15.0,0.0,0.0,0.82,7.0,0.43,2.0,0.0,1.0,162.0
3.0,79.0,202.0,0.7576,1.0,16.0,0.1045,0.0,0.82,7.0,0.46,2.0,0.0,1.0,281.0
3.0,79.0,466.0,0.7576,1.0,17.0,0.1045,0.0,0.82,7.0,0.46,2.0,0.0,1.0,545.0
3.0,70.0,426.0,0.7576,1.0,18.0,0.1642,0.0,0.8,7.0,0.55,2.0,0.0,1.0,496.0
3.0,71.0,297.0,0.7727,1.0,19.0,0.1343,0.0,0.8,7.0,0.59,2.0,0.0,1.0,368.0
3.0,59.0,225.0,0.7273,1.0,20.0,0.1045,0.0,0.76,7.0,0.66,2.0,0.0,1.0,284.0
3.0,77.0,168.0,0.7424,1.0,21.0,0.2537,0.0,0.78,7.0,0.62,2.0,0.0,1.0,245.0
3.0,31.0,124.0,0.7273,1.0,22.0,0.2239,0.0,0.76,7.0,0.66,2.0,0.0,1.0,155.0
3.0,19.0,54.0,0.697,1.0,23.0,0.1642,0.0,0.74,7.0,0.66,2.0,0.0,1.0,73.0
3.0,11.0,26.0,0.697,1.0,0.0,0.194,0.0,0.72,7.0,0.74,3.0,0.0,1.0,37.0
3.0,4.0,11.0,0.6667,1.0,1.0,0.1343,0.0,0.7,7.0,0.74,3.0,0.0,1.0,15.0
3.0,1.0,4.0,0.6667,1.0,2.0,0.0896,0.0,0.7,7.0,0.79,3.0,0.0,1.0,5.0
3.0,0.0,6.0,0.6667,1.0,3.0,0.0,0.0,0.7,7.0,0.79,3.0,0.0,1.0,6.0
3.0,0.0,6.0,0.6364,2.0,4.0,0.0896,0.0,0.68,7.0,0.83,3.0,0.0,1.0,6.0
3.0,5.0,30.0,0.6364,1.0,5.0,0.0896,0.0,0.68,7.0,0.83,3.0,0.0,1.0,35.0
3.0,9.0,112.0,0.6667,1.0,6.0,0.0896,0.0,0.7,7.0,0.79,3.0,0.0,1.0,121.0
3.0,24.0,288.0,0.697,2.0,7.0,0.0,0.0,0.72,7.0,0.79,3.0,0.0,1.0,312.0
3.0,31.0,397.0,0.697,2.0,8.0,0.1045,0.0,0.72,7.0,0.74,3.0,0.0,1.0,428.0
3.0,31.0,158.0,0.6667,3.0,9.0,0.194,0.0,0.7,7.0,0.79,3.0,0.0,1.0,189.0
3.0,13.0,30.0,0.6667,3.0,10.0,0.0896,0.0,0.7,7.0,0.79,3.0,0.0,1.0,43.0
3.0,24.0,103.0,0.697,2.0,11.0,0.0,0.0,0.72,7.0,0.74,3.0,0.0,1.0,127.0
3.0,38.0,114.0,0.697,2.0,12.0,0.0896,0.0,0.74,7.0,0.66,3.0,0.0,1.0,152.0
3.0,33.0,107.0,0.697,2.0,13.0,0.1045,0.0,0.74,7.0,0.7,3.0,0.0,1.0,140.0
3.0,50.0,113.0,0.7273,1.0,14.0,0.2836,0.0,0.76,7.0,0.66,3.0,0.0,1.0,163.0
3.0,55.0,130.0,0.7273,1.0,15.0,0.2836,0.0,0.76,7.0,0.7,3.0,0.0,1.0,185.0
3.0,57.0,218.0,0.7273,1.0,16.0,0.2537,0.0,0.76,7.0,0.7,3.0,0.0,1.0,275.0
3.0,79.0,517.0,0.7424,1.0,17.0,0.2239,0.0,0.78,7.0,0.59,3.0,0.0,1.0,596.0
3.0,77.0,486.0,0.7121,1.0,18.0,0.194,0.0,0.76,7.0,0.62,3.0,0.0,1.0,563.0
3.0,71.0,323.0,0.697,1.0,19.0,0.2239,0.0,0.74,7.0,0.7,3.0,0.0,1.0,394.0
3.0,55.0,257.0,0.697,1.0,20.0,0.2537,0.0,0.72,7.0,0.74,3.0,0.0,1.0,312.0
3.0,66.0,175.0,0.6667,1.0,21.0,0.194,0.0,0.7,7.0,0.79,3.0,0.0,1.0,241.0
3.0,30.0,156.0,0.6667,1.0,22.0,0.194,0.0,0.7,7.0,0.79,3.0,0.0,1.0,186.0
3.0,20.0,78.0,0.6364,1.0,23.0,0.2239,0.0,0.68,7.0,0.83,3.0,0.0,1.0,98.0
3.0,6.0,29.0,0.5909,1.0,0.0,0.1343,0.0,0.66,7.0,0.89,4.0,0.0,1.0,35.0
3.0,2.0,14.0,0.5909,1.0,1.0,0.194,0.0,0.66,7.0,0.89,4.0,0.0,1.0,16.0
3.0,1.0,7.0,0.5909,1.0,2.0,0.194,0.0,0.66,7.0,0.89,4.0,0.0,1.0,8.0
3.0,2.0,2.0,0.5606,1.0,3.0,0.1045,0.0,0.64,7.0,0.94,4.0,0.0,1.0,4.0
3.0,0.0,4.0,0.5758,1.0,4.0,0.1045,0.0,0.64,7.0,0.89,4.0,0.0,1.0,4.0
3.0,2.0,30.0,0.5758,1.0,5.0,0.1045,0.0,0.64,7.0,0.89,4.0,0.0,1.0,32.0
3.0,11.0,107.0,0.5758,2.0,6.0,0.1343,0.0,0.64,7.0,0.89,4.0,0.0,1.0,118.0
3.0,13.0,279.0,0.5909,2.0,7.0,0.1045,0.0,0.66,7.0,0.89,4.0,0.0,1.0,292.0
3.0,28.0,415.0,0.6667,2.0,8.0,0.194,0.0,0.7,7.0,0.79,4.0,0.0,1.0,443.0
3.0,25.0,154.0,0.697,1.0,9.0,0.1642,0.0,0.74,7.0,0.7,4.0,0.0,1.0,179.0
3.0,29.0,72.0,0.7424,1.0,10.0,0.0,0.0,0.78,7.0,0.62,4.0,0.0,1.0,101.0
3.0,30.0,112.0,0.7727,1.0,11.0,0.1343,0.0,0.82,7.0,0.52,4.0,0.0,1.0,142.0
3.0,32.0,139.0,0.7727,1.0,12.0,0.0,0.0,0.84,7.0,0.41,4.0,0.0,1.0,171.0
3.0,48.0,107.0,0.7879,1.0,13.0,0.0,0.0,0.86,7.0,0.41,4.0,0.0,1.0,155.0
3.0,39.0,121.0,0.7879,1.0,14.0,0.2537,0.0,0.86,7.0,0.41,4.0,0.0,1.0,160.0
3.0,47.0,119.0,0.7879,1.0,15.0,0.2537,0.0,0.86,7.0,0.41,4.0,0.0,1.0,166.0
3.0,47.0,218.0,0.7727,1.0,16.0,0.2239,0.0,0.86,7.0,0.39,4.0,0.0,1.0,265.0
3.0,80.0,489.0,0.7576,1.0,17.0,0.2537,0.0,0.86,7.0,0.36,4.0,0.0,1.0,569.0
3.0,70.0,492.0,0.7576,1.0,18.0,0.2985,0.0,0.84,7.0,0.44,4.0,0.0,1.0,562.0
3.0,79.0,286.0,0.7727,1.0,19.0,0.2836,0.0,0.82,7.0,0.52,4.0,0.0,1.0,365.0
3.0,61.0,224.0,0.7121,1.0,20.0,0.3582,0.0,0.76,7.0,0.58,4.0,0.0,1.0,285.0
3.0,39.0,170.0,0.6818,1.0,21.0,0.1642,0.0,0.74,7.0,0.62,4.0,0.0,1.0,209.0
3.0,32.0,150.0,0.6818,1.0,22.0,0.1642,0.0,0.74,7.0,0.62,4.0,0.0,1.0,182.0
3.0,31.0,98.0,0.6818,1.0,23.0,0.0,0.0,0.72,7.0,0.66,4.0,0.0,1.0,129.0
3.0,6.0,41.0,0.697,1.0,0.0,0.1045,0.0,0.74,7.0,0.66,5.0,0.0,1.0,47.0
3.0,9.0,25.0,0.697,1.0,1.0,0.0,0.0,0.72,7.0,0.79,5.0,0.0,1.0,34.0
3.0,10.0,12.0,0.6667,2.0,2.0,0.1642,0.0,0.7,7.0,0.74,5.0,0.0,1.0,22.0
3.0,2.0,4.0,0.6364,1.0,3.0,0.1045,0.0,0.68,7.0,0.79,5.0,0.0,1.0,6.0
3.0,7.0,4.0,0.6667,1.0,4.0,0.2537,0.0,0.7,7.0,0.79,5.0,0.0,1.0,11.0
3.0,3.0,24.0,0.6364,1.0,5.0,0.2537,0.0,0.68,7.0,0.79,5.0,0.0,1.0,27.0
3.0,11.0,91.0,0.6667,1.0,6.0,0.1045,0.0,0.7,7.0,0.74,5.0,0.0,1.0,102.0
3.0,30.0,302.0,0.6667,2.0,7.0,0.194,0.0,0.7,7.0,0.79,5.0,0.0,1.0,332.0
3.0,36.0,421.0,0.697,2.0,8.0,0.2537,0.0,0.72,7.0,0.74,5.0,0.0,1.0,457.0
3.0,30.0,211.0,0.7273,2.0,9.0,0.2985,0.0,0.76,7.0,0.7,5.0,0.0,1.0,241.0
3.0,30.0,108.0,0.697,2.0,10.0,0.3582,0.0,0.74,7.0,0.7,5.0,0.0,1.0,138.0
3.0,61.0,104.0,0.7121,2.0,11.0,0.2537,0.0,0.74,7.0,0.74,5.0,0.0,1.0,165.0
3.0,49.0,164.0,0.7273,2.0,12.0,0.2836,0.0,0.76,7.0,0.7,5.0,0.0,1.0,213.0
3.0,54.0,175.0,0.7576,2.0,13.0,0.2836,0.0,0.78,7.0,0.66,5.0,0.0,1.0,229.0
3.0,53.0,163.0,0.7879,2.0,14.0,0.3582,0.0,0.8,7.0,0.63,5.0,0.0,1.0,216.0
3.0,39.0,102.0,0.7879,2.0,15.0,0.3582,0.0,0.8,7.0,0.63,5.0,0.0,1.0,141.0
3.0,27.0,105.0,0.6364,3.0,16.0,0.4478,0.0,0.68,7.0,0.83,5.0,0.0,1.0,132.0
3.0,6.0,161.0,0.5909,3.0,17.0,0.4478,0.0,0.66,7.0,0.89,5.0,0.0,1.0,167.0
3.0,35.0,281.0,0.6061,1.0,18.0,0.0896,0.0,0.66,7.0,0.83,5.0,0.0,1.0,316.0
3.0,45.0,225.0,0.6061,1.0,19.0,0.0896,0.0,0.66,7.0,0.83,5.0,0.0,1.0,270.0
3.0,30.0,220.0,0.6061,1.0,20.0,0.1642,0.0,0.66,7.0,0.83,5.0,0.0,1.0,250.0
3.0,46.0,158.0,0.6061,2.0,21.0,0.2537,0.0,0.66,7.0,0.83,5.0,0.0,1.0,204.0
3.0,33.0,136.0,0.6061,2.0,22.0,0.194,0.0,0.66,7.0,0.78,5.0,0.0,1.0,169.0
3.0,40.0,111.0,0.6061,2.0,23.0,0.0896,0.0,0.66,7.0,0.78,5.0,0.0,1.0,151.0
3.0,31.0,90.0,0.6061,2.0,0.0,0.1343,0.0,0.66,7.0,0.83,6.0,0.0,0.0,121.0
3.0,5.0,48.0,0.5758,2.0,1.0,0.1045,0.0,0.64,7.0,0.89,6.0,0.0,0.0,53.0
3.0,12.0,43.0,0.5758,1.0,2.0,0.1642,0.0,0.64,7.0,0.89,6.0,0.0,0.0,55.0
3.0,7.0,23.0,0.5758,1.0,3.0,0.1343,0.0,0.64,7.0,0.89,6.0,0.0,0.0,30.0
3.0,2.0,4.0,0.5758,1.0,4.0,0.2239,0.0,0.64,7.0,0.83,6.0,0.0,0.0,6.0
3.0,4.0,11.0,0.5606,2.0,5.0,0.1642,0.0,0.62,7.0,0.88,6.0,0.0,0.0,15.0
3.0,11.0,27.0,0.5758,2.0,6.0,0.194,0.0,0.64,7.0,0.83,6.0,0.0,0.0,38.0
3.0,21.0,50.0,0.6061,1.0,7.0,0.194,0.0,0.66,7.0,0.78,6.0,0.0,0.0,71.0
3.0,68.0,114.0,0.6515,1.0,8.0,0.2537,0.0,0.7,7.0,0.7,6.0,0.0,0.0,182.0
3.0,77.0,170.0,0.6818,1.0,9.0,0.2836,0.0,0.74,7.0,0.58,6.0,0.0,0.0,247.0
3.0,87.0,177.0,0.697,1.0,10.0,0.1642,0.0,0.76,7.0,0.52,6.0,0.0,0.0,264.0
3.0,101.0,189.0,0.697,1.0,11.0,0.2985,0.0,0.78,7.0,0.46,6.0,0.0,0.0,290.0
3.0,145.0,221.0,0.7273,1.0,12.0,0.2537,0.0,0.8,7.0,0.46,6.0,0.0,0.0,366.0
3.0,167.0,249.0,0.7424,1.0,13.0,0.2239,0.0,0.82,7.0,0.41,6.0,0.0,0.0,416.0
3.0,158.0,215.0,0.7424,1.0,14.0,0.1343,0.0,0.84,7.0,0.36,6.0,0.0,0.0,373.0
3.0,182.0,220.0,0.7273,1.0,15.0,0.0896,0.0,0.84,7.0,0.34,6.0,0.0,0.0,402.0
3.0,171.0,245.0,0.7273,1.0,16.0,0.0,0.0,0.82,7.0,0.38,6.0,0.0,0.0,416.0
3.0,160.0,241.0,0.7273,1.0,17.0,0.0,0.0,0.84,7.0,0.32,6.0,0.0,0.0,401.0
3.0,132.0,246.0,0.7273,1.0,18.0,0.1045,0.0,0.82,7.0,0.36,6.0,0.0,0.0,378.0
3.0,128.0,178.0,0.697,1.0,19.0,0.1642,0.0,0.76,7.0,0.55,6.0,0.0,0.0,306.0
3.0,129.0,185.0,0.7121,1.0,20.0,0.2239,0.0,0.76,7.0,0.58,6.0,0.0,0.0,314.0
3.0,83.0,155.0,0.6818,1.0,21.0,0.1642,0.0,0.74,7.0,0.58,6.0,0.0,0.0,238.0
3.0,60.0,154.0,0.6818,1.0,22.0,0.1642,0.0,0.72,7.0,0.62,6.0,0.0,0.0,214.0
3.0,47.0,93.0,0.6667,1.0,23.0,0.194,0.0,0.72,7.0,0.58,6.0,0.0,0.0,140.0
3.0,42.0,112.0,0.6515,1.0,0.0,0.1642,0.0,0.7,7.0,0.61,0.0,0.0,0.0,154.0
3.0,19.0,94.0,0.6515,1.0,1.0,0.1343,0.0,0.7,7.0,0.61,0.0,0.0,0.0,113.0
3.0,28.0,68.0,0.6364,1.0,2.0,0.0896,0.0,0.68,7.0,0.69,0.0,0.0,0.0,96.0
3.0,6.0,19.0,0.6212,1.0,3.0,0.0896,0.0,0.66,7.0,0.74,0.0,0.0,0.0,25.0
3.0,0.0,5.0,0.6212,1.0,4.0,0.0896,0.0,0.66,7.0,0.69,0.0,0.0,0.0,5.0
3.0,7.0,10.0,0.6212,1.0,5.0,0.0,0.0,0.66,7.0,0.74,0.0,0.0,0.0,17.0
3.0,8.0,17.0,0.5909,1.0,6.0,0.0896,0.0,0.64,7.0,0.78,0.0,0.0,0.0,25.0
3.0,27.0,38.0,0.6515,1.0,7.0,0.0896,0.0,0.7,7.0,0.7,0.0,0.0,0.0,65.0
3.0,27.0,65.0,0.6818,1.0,8.0,0.0,0.0,0.72,7.0,0.66,0.0,0.0,0.0,92.0
3.0,62.0,107.0,0.697,1.0,9.0,0.0896,0.0,0.74,7.0,0.66,0.0,0.0,0.0,169.0
3.0,95.0,173.0,0.697,1.0,10.0,0.1343,0.0,0.76,7.0,0.55,0.0,0.0,0.0,268.0
3.0,110.0,177.0,0.7273,1.0,11.0,0.194,0.0,0.78,7.0,0.55,0.0,0.0,0.0,287.0
3.0,133.0,244.0,0.7576,1.0,12.0,0.2836,0.0,0.82,7.0,0.46,0.0,0.0,0.0,377.0
3.0,139.0,228.0,0.7273,1.0,13.0,0.2985,0.0,0.8,7.0,0.46,0.0,0.0,0.0,367.0
3.0,122.0,227.0,0.7424,1.0,14.0,0.3284,0.0,0.82,7.0,0.41,0.0,0.0,0.0,349.0
3.0,142.0,219.0,0.7424,1.0,15.0,0.2836,0.0,0.84,7.0,0.39,0.0,0.0,0.0,361.0
3.0,128.0,244.0,0.7576,1.0,16.0,0.2836,0.0,0.84,7.0,0.41,0.0,0.0,0.0,372.0
3.0,146.0,217.0,0.7424,1.0,17.0,0.2239,0.0,0.84,7.0,0.36,0.0,0.0,0.0,363.0
3.0,141.0,222.0,0.7424,1.0,18.0,0.2836,0.0,0.82,7.0,0.43,0.0,0.0,0.0,363.0
3.0,120.0,183.0,0.7424,1.0,19.0,0.3284,0.0,0.8,7.0,0.49,0.0,0.0,0.0,303.0
3.0,101.0,167.0,0.697,1.0,20.0,0.194,0.0,0.76,7.0,0.55,0.0,0.0,0.0,268.0
3.0,65.0,162.0,0.6818,1.0,21.0,0.2537,0.0,0.74,7.0,0.62,0.0,0.0,0.0,227.0
3.0,56.0,87.0,0.697,1.0,22.0,0.2239,0.0,0.74,7.0,0.66,0.0,0.0,0.0,143.0
3.0,19.0,53.0,0.6818,1.0,23.0,0.2537,0.0,0.72,7.0,0.66,0.0,0.0,0.0,72.0
3.0,10.0,25.0,0.6515,1.0,0.0,0.194,0.0,0.7,7.0,0.65,1.0,0.0,1.0,35.0
3.0,5.0,5.0,0.6515,1.0,1.0,0.2836,0.0,0.7,7.0,0.61,1.0,0.0,1.0,10.0
3.0,8.0,4.0,0.6515,1.0,2.0,0.2239,0.0,0.7,7.0,0.61,1.0,0.0,1.0,12.0
3.0,2.0,8.0,0.6364,1.0,3.0,0.1642,0.0,0.68,7.0,0.65,1.0,0.0,1.0,10.0
3.0,0.0,4.0,0.6212,1.0,4.0,0.2239,0.0,0.66,7.0,0.74,1.0,0.0,1.0,4.0
3.0,5.0,21.0,0.6212,1.0,5.0,0.1343,0.0,0.66,7.0,0.74,1.0,0.0,1.0,26.0
3.0,19.0,102.0,0.6364,1.0,6.0,0.194,0.0,0.68,7.0,0.74,1.0,0.0,1.0,121.0
3.0,28.0,289.0,0.6667,1.0,7.0,0.2537,0.0,0.7,7.0,0.74,1.0,0.0,1.0,317.0
3.0,35.0,385.0,0.697,1.0,8.0,0.2836,0.0,0.74,7.0,0.66,1.0,0.0,1.0,420.0
3.0,41.0,167.0,0.7424,1.0,9.0,0.2985,0.0,0.78,7.0,0.59,1.0,0.0,1.0,208.0
3.0,44.0,73.0,0.7576,1.0,10.0,0.3582,0.0,0.8,7.0,0.55,1.0,0.0,1.0,117.0
3.0,39.0,89.0,0.7879,1.0,11.0,0.2985,0.0,0.82,7.0,0.56,1.0,0.0,1.0,128.0
3.0,40.0,108.0,0.803,1.0,12.0,0.2836,0.0,0.84,7.0,0.53,1.0,0.0,1.0,148.0
3.0,22.0,119.0,0.8182,1.0,13.0,0.2537,0.0,0.86,7.0,0.5,1.0,0.0,1.0,141.0
3.0,40.0,94.0,0.8333,1.0,14.0,0.2836,0.0,0.86,7.0,0.53,1.0,0.0,1.0,134.0
3.0,38.0,108.0,0.8485,1.0,15.0,0.4179,0.0,0.86,7.0,0.56,1.0,0.0,1.0,146.0
3.0,57.0,182.0,0.8485,1.0,16.0,0.3881,0.0,0.86,7.0,0.56,1.0,0.0,1.0,239.0
3.0,59.0,455.0,0.8485,1.0,17.0,0.4179,0.0,0.86,7.0,0.56,1.0,0.0,1.0,514.0
3.0,57.0,415.0,0.8333,1.0,18.0,0.3881,0.0,0.86,7.0,0.53,1.0,0.0,1.0,472.0
3.0,80.0,293.0,0.8333,1.0,19.0,0.3284,0.0,0.84,7.0,0.59,1.0,0.0,1.0,373.0
3.0,42.0,194.0,0.697,1.0,20.0,0.4179,0.0,0.72,7.0,0.74,1.0,0.0,1.0,236.0
3.0,21.0,109.0,0.6667,1.0,21.0,0.4179,0.0,0.7,7.0,0.79,1.0,0.0,1.0,130.0
3.0,20.0,70.0,0.697,1.0,22.0,0.1343,0.0,0.72,7.0,0.74,1.0,0.0,1.0,90.0
3.0,11.0,44.0,0.6667,1.0,23.0,0.1343,0.0,0.7,7.0,0.79,1.0,0.0,1.0,55.0
3.0,3.0,19.0,0.6667,1.0,0.0,0.1343,0.0,0.7,7.0,0.79,2.0,0.0,1.0,22.0
3.0,6.0,8.0,0.6667,1.0,1.0,0.0896,0.0,0.7,7.0,0.79,2.0,0.0,1.0,14.0
3.0,2.0,7.0,0.6667,1.0,2.0,0.1045,0.0,0.7,7.0,0.79,2.0,0.0,1.0,9.0
3.0,2.0,6.0,0.6667,2.0,3.0,0.0,0.0,0.7,7.0,0.79,2.0,0.0,1.0,8.0
3.0,0.0,6.0,0.6667,1.0,4.0,0.1642,0.0,0.7,7.0,0.79,2.0,0.0,1.0,6.0
3.0,4.0,21.0,0.6667,1.0,5.0,0.0896,0.0,0.7,7.0,0.79,2.0,0.0,1.0,25.0
3.0,13.0,102.0,0.6818,1.0,6.0,0.2239,0.0,0.74,7.0,0.58,2.0,0.0,1.0,115.0
3.0,29.0,301.0,0.697,1.0,7.0,0.194,0.0,0.76,7.0,0.55,2.0,0.0,1.0,330.0
3.0,35.0,382.0,0.7121,1.0,8.0,0.2239,0.0,0.76,7.0,0.58,2.0,0.0,1.0,417.0
3.0,27.0,149.0,0.7273,1.0,9.0,0.4925,0.0,0.78,7.0,0.55,2.0,0.0,1.0,176.0
3.0,38.0,85.0,0.7727,1.0,10.0,0.1642,0.0,0.82,7.0,0.52,2.0,0.0,1.0,123.0
3.0,39.0,86.0,0.7727,1.0,11.0,0.1642,0.0,0.82,7.0,0.52,2.0,0.0,1.0,125.0
3.0,38.0,125.0,0.7879,1.0,12.0,0.2985,0.0,0.86,7.0,0.44,2.0,0.0,1.0,163.0
3.0,32.0,104.0,0.803,1.0,13.0,0.2239,0.0,0.86,7.0,0.47,2.0,0.0,1.0,136.0
3.0,33.0,91.0,0.8485,1.0,14.0,0.2985,0.0,0.9,7.0,0.42,2.0,0.0,1.0,124.0
3.0,37.0,111.0,0.8485,1.0,15.0,0.3582,0.0,0.9,7.0,0.42,2.0,0.0,1.0,148.0
3.0,25.0,177.0,0.7879,1.0,16.0,0.2836,0.0,0.86,7.0,0.44,2.0,0.0,1.0,202.0
3.0,48.0,380.0,0.8182,1.0,17.0,0.2836,0.0,0.88,7.0,0.44,2.0,0.0,1.0,428.0
3.0,39.0,472.0,0.803,1.0,18.0,0.2985,0.0,0.86,7.0,0.47,2.0,0.0,1.0,511.0
3.0,42.0,295.0,0.7576,1.0,19.0,0.2836,0.0,0.84,7.0,0.44,2.0,0.0,1.0,337.0
3.0,57.0,251.0,0.7424,1.0,20.0,0.194,0.0,0.82,7.0,0.43,2.0,0.0,1.0,308.0
3.0,49.0,209.0,0.7424,1.0,21.0,0.1045,0.0,0.82,7.0,0.43,2.0,0.0,1.0,258.0
3.0,44.0,150.0,0.7273,1.0,22.0,0.1343,0.0,0.8,7.0,0.46,2.0,0.0,1.0,194.0
3.0,20.0,59.0,0.7121,1.0,23.0,0.0,0.0,0.78,7.0,0.52,2.0,0.0,1.0,79.0
3.0,9.0,37.0,0.7121,1.0,0.0,0.0,0.0,0.76,7.0,0.62,3.0,0.0,1.0,46.0
3.0,1.0,11.0,0.697,1.0,1.0,0.0,0.0,0.76,7.0,0.55,3.0,0.0,1.0,12.0
3.0,2.0,3.0,0.697,1.0,2.0,0.0,0.0,0.76,7.0,0.55,3.0,0.0,1.0,5.0
3.0,0.0,4.0,0.6818,1.0,3.0,0.194,0.0,0.74,7.0,0.58,3.0,0.0,1.0,4.0
