casual,yr,holiday,windspeed,atemp,temp,hum,workingday,weathersit,season,weekday,mnth,hr,cnt,registered
1.0,0.0,0.0,0.2239,0.6667,0.7,0.84,0.0,2.0,3.0,6.0,8.0,4.0,4.0,3.0
1.0,0.0,0.0,0.2985,0.6667,0.7,0.84,0.0,2.0,3.0,6.0,8.0,5.0,12.0,11.0
3.0,0.0,0.0,0.2985,0.6667,0.7,0.84,0.0,2.0,3.0,6.0,8.0,6.0,18.0,15.0
2.0,0.0,0.0,0.3582,0.6667,0.7,0.84,0.0,2.0,3.0,6.0,8.0,7.0,28.0,26.0
14.0,0.0,0.0,0.2537,0.6667,0.7,0.84,0.0,2.0,3.0,6.0,8.0,8.0,76.0,62.0
28.0,0.0,0.0,0.4179,0.6667,0.7,0.84,0.0,2.0,3.0,6.0,8.0,9.0,156.0,128.0
51.0,0.0,0.0,0.4627,0.6667,0.7,0.79,0.0,2.0,3.0,6.0,8.0,10.0,205.0,154.0
15.0,0.0,0.0,0.4179,0.5909,0.66,0.89,0.0,3.0,3.0,6.0,8.0,11.0,88.0,73.0
11.0,0.0,0.0,0.4925,0.6061,0.66,0.83,0.0,3.0,3.0,6.0,8.0,12.0,76.0,65.0
10.0,0.0,0.0,0.3881,0.6061,0.66,0.83,0.0,3.0,3.0,6.0,8.0,13.0,43.0,33.0
4.0,0.0,0.0,0.5522,0.5758,0.64,0.89,0.0,3.0,3.0,6.0,8.0,14.0,23.0,19.0
2.0,0.0,0.0,0.5522,0.5758,0.64,0.89,0.0,3.0,3.0,6.0,8.0,15.0,30.0,28.0
10.0,0.0,0.0,0.5224,0.5758,0.64,0.89,0.0,3.0,3.0,6.0,8.0,16.0,24.0,14.0
2.0,0.0,0.0,0.8358,0.5758,0.64,0.89,0.0,3.0,3.0,6.0,8.0,17.0,16.0,14.0
0.0,0.0,0.0,0.3582,0.5758,0.62,0.83,0.0,3.0,3.0,0.0,8.0,7.0,1.0,1.0
2.0,0.0,0.0,0.4179,0.5758,0.62,0.83,0.0,3.0,3.0,0.0,8.0,8.0,8.0,6.0
7.0,0.0,0.0,0.4179,0.6212,0.66,0.74,0.0,1.0,3.0,0.0,8.0,9.0,53.0,46.0
27.0,0.0,0.0,0.6119,0.6515,0.7,0.61,0.0,1.0,3.0,0.0,8.0,10.0,142.0,115.0
59.0,0.0,0.0,0.3881,0.6515,0.7,0.58,0.0,1.0,3.0,0.0,8.0,11.0,237.0,178.0
88.0,0.0,0.0,0.3881,0.6667,0.74,0.51,0.0,1.0,3.0,0.0,8.0,12.0,306.0,218.0
129.0,0.0,0.0,0.3582,0.6818,0.76,0.45,0.0,1.0,3.0,0.0,8.0,13.0,431.0,302.0
157.0,0.0,0.0,0.4179,0.697,0.78,0.43,0.0,1.0,3.0,0.0,8.0,14.0,447.0,290.0
155.0,0.0,0.0,0.3582,0.697,0.78,0.43,0.0,1.0,3.0,0.0,8.0,15.0,469.0,314.0
196.0,0.0,0.0,0.3881,0.7121,0.8,0.36,0.0,1.0,3.0,0.0,8.0,16.0,491.0,295.0
145.0,0.0,0.0,0.2985,0.6818,0.76,0.4,0.0,1.0,3.0,0.0,8.0,17.0,398.0,253.0
145.0,0.0,0.0,0.2239,0.6667,0.74,0.42,0.0,1.0,3.0,0.0,8.0,18.0,402.0,257.0
140.0,0.0,0.0,0.1045,0.6667,0.72,0.48,0.0,1.0,3.0,0.0,8.0,19.0,387.0,247.0
64.0,0.0,0.0,0.1045,0.6515,0.72,0.45,0.0,1.0,3.0,0.0,8.0,20.0,214.0,150.0
60.0,0.0,0.0,0.1343,0.6212,0.66,0.61,0.0,1.0,3.0,0.0,8.0,21.0,186.0,126.0
25.0,0.0,0.0,0.1045,0.6061,0.64,0.69,0.0,1.0,3.0,0.0,8.0,22.0,98.0,73.0
16.0,0.0,0.0,0.1045,0.5909,0.62,0.73,0.0,1.0,3.0,0.0,8.0,23.0,64.0,48.0
13.0,0.0,0.0,0.1045,0.5909,0.62,0.73,1.0,1.0,3.0,1.0,8.0,0.0,34.0,21.0
5.0,0.0,0.0,0.1045,0.5909,0.6,0.69,1.0,1.0,3.0,1.0,8.0,1.0,20.0,15.0
8.0,0.0,0.0,0.194,0.5909,0.6,0.69,1.0,1.0,3.0,1.0,8.0,2.0,13.0,5.0
1.0,0.0,0.0,0.1045,0.5909,0.6,0.69,1.0,1.0,3.0,1.0,8.0,3.0,6.0,5.0
0.0,0.0,0.0,0.1343,0.5303,0.56,0.68,1.0,1.0,3.0,1.0,8.0,4.0,3.0,3.0
0.0,0.0,0.0,0.1343,0.5303,0.56,0.73,1.0,1.0,3.0,1.0,8.0,5.0,17.0,17.0
3.0,0.0,0.0,0.1343,0.5303,0.56,0.73,1.0,1.0,3.0,1.0,8.0,6.0,102.0,99.0
11.0,0.0,0.0,0.2239,0.6061,0.6,0.6,1.0,1.0,3.0,1.0,8.0,7.0,284.0,273.0
20.0,0.0,0.0,0.2537,0.6212,0.62,0.57,1.0,1.0,3.0,1.0,8.0,8.0,404.0,384.0
22.0,0.0,0.0,0.2537,0.6212,0.62,0.53,1.0,1.0,3.0,1.0,8.0,9.0,188.0,166.0
42.0,0.0,0.0,0.2239,0.6212,0.66,0.47,1.0,1.0,3.0,1.0,8.0,10.0,115.0,73.0
38.0,0.0,0.0,0.1642,0.6212,0.66,0.47,1.0,1.0,3.0,1.0,8.0,11.0,138.0,100.0
48.0,0.0,0.0,0.1642,0.6364,0.68,0.44,1.0,2.0,3.0,1.0,8.0,12.0,207.0,159.0
48.0,0.0,0.0,0.0,0.6364,0.7,0.39,1.0,2.0,3.0,1.0,8.0,13.0,218.0,170.0
55.0,0.0,0.0,0.0,0.6364,0.7,0.42,1.0,1.0,3.0,1.0,8.0,14.0,182.0,127.0
56.0,0.0,0.0,0.1642,0.6364,0.7,0.42,1.0,1.0,3.0,1.0,8.0,15.0,220.0,164.0
56.0,0.0,0.0,0.1642,0.6515,0.72,0.42,1.0,1.0,3.0,1.0,8.0,16.0,282.0,226.0
67.0,0.0,0.0,0.2239,0.6364,0.7,0.47,1.0,2.0,3.0,1.0,8.0,17.0,591.0,524.0
60.0,0.0,0.0,0.2537,0.6212,0.66,0.47,1.0,1.0,3.0,1.0,8.0,18.0,547.0,487.0
50.0,0.0,0.0,0.2537,0.6212,0.66,0.47,1.0,1.0,3.0,1.0,8.0,19.0,367.0,317.0
50.0,0.0,0.0,0.1642,0.6212,0.64,0.53,1.0,1.0,3.0,1.0,8.0,20.0,277.0,227.0
34.0,0.0,0.0,0.194,0.6212,0.64,0.53,1.0,1.0,3.0,1.0,8.0,21.0,202.0,168.0
23.0,0.0,0.0,0.1343,0.6212,0.62,0.57,1.0,1.0,3.0,1.0,8.0,22.0,142.0,119.0
19.0,0.0,0.0,0.0896,0.6061,0.6,0.6,1.0,1.0,3.0,1.0,8.0,23.0,75.0,56.0
10.0,0.0,0.0,0.1343,0.5303,0.56,0.73,1.0,1.0,3.0,2.0,8.0,0.0,27.0,17.0
6.0,0.0,0.0,0.1045,0.5303,0.56,0.68,1.0,1.0,3.0,2.0,8.0,1.0,13.0,7.0
2.0,0.0,0.0,0.1045,0.5152,0.54,0.73,1.0,1.0,3.0,2.0,8.0,2.0,10.0,8.0
2.0,0.0,0.0,0.194,0.5152,0.54,0.73,1.0,1.0,3.0,2.0,8.0,3.0,4.0,2.0
0.0,0.0,0.0,0.1642,0.5,0.52,0.77,1.0,1.0,3.0,2.0,8.0,4.0,6.0,6.0
1.0,0.0,0.0,0.0896,0.5,0.52,0.77,1.0,1.0,3.0,2.0,8.0,5.0,28.0,27.0
4.0,0.0,0.0,0.1045,0.5152,0.54,0.73,1.0,1.0,3.0,2.0,8.0,6.0,119.0,115.0
19.0,0.0,0.0,0.1343,0.5303,0.56,0.68,1.0,1.0,3.0,2.0,8.0,7.0,357.0,338.0
34.0,0.0,0.0,0.1343,0.6212,0.62,0.57,1.0,1.0,3.0,2.0,8.0,8.0,493.0,459.0
38.0,0.0,0.0,0.2239,0.6212,0.66,0.5,1.0,1.0,3.0,2.0,8.0,9.0,218.0,180.0
28.0,0.0,0.0,0.2239,0.6364,0.7,0.39,1.0,1.0,3.0,2.0,8.0,10.0,137.0,109.0
60.0,0.0,0.0,0.194,0.6515,0.72,0.37,1.0,1.0,3.0,2.0,8.0,11.0,175.0,115.0
65.0,0.0,0.0,0.0,0.6515,0.72,0.37,1.0,1.0,3.0,2.0,8.0,12.0,237.0,172.0
59.0,0.0,0.0,0.1045,0.6515,0.74,0.35,1.0,1.0,3.0,2.0,8.0,13.0,229.0,170.0
58.0,0.0,0.0,0.1642,0.6515,0.74,0.33,1.0,1.0,3.0,2.0,8.0,14.0,209.0,151.0
34.0,0.0,0.0,0.2239,0.6515,0.74,0.35,1.0,1.0,3.0,2.0,8.0,15.0,196.0,162.0
42.0,0.0,0.0,0.1642,0.6515,0.74,0.37,1.0,1.0,3.0,2.0,8.0,16.0,337.0,295.0
62.0,0.0,0.0,0.194,0.6515,0.72,0.42,1.0,1.0,3.0,2.0,8.0,17.0,611.0,549.0
60.0,0.0,0.0,0.1642,0.6364,0.7,0.45,1.0,1.0,3.0,2.0,8.0,18.0,576.0,516.0
68.0,0.0,0.0,0.0896,0.6212,0.66,0.5,1.0,1.0,3.0,2.0,8.0,19.0,465.0,397.0
39.0,0.0,0.0,0.0,0.6212,0.66,0.5,1.0,1.0,3.0,2.0,8.0,20.0,298.0,259.0
43.0,0.0,0.0,0.0896,0.6061,0.64,0.65,1.0,1.0,3.0,2.0,8.0,21.0,223.0,180.0
22.0,0.0,0.0,0.0,0.6061,0.62,0.61,1.0,1.0,3.0,2.0,8.0,22.0,143.0,121.0
19.0,0.0,0.0,0.0,0.6061,0.62,0.61,1.0,1.0,3.0,2.0,8.0,23.0,93.0,74.0
8.0,0.0,0.0,0.0,0.5909,0.6,0.69,1.0,1.0,3.0,3.0,8.0,0.0,32.0,24.0
2.0,0.0,0.0,0.0,0.5909,0.6,0.69,1.0,1.0,3.0,3.0,8.0,1.0,15.0,13.0
1.0,0.0,0.0,0.0,0.5303,0.56,0.73,1.0,1.0,3.0,3.0,8.0,2.0,6.0,5.0
2.0,0.0,0.0,0.0,0.5303,0.56,0.78,1.0,1.0,3.0,3.0,8.0,3.0,6.0,4.0
0.0,0.0,0.0,0.0,0.5303,0.56,0.73,1.0,1.0,3.0,3.0,8.0,4.0,5.0,5.0
2.0,0.0,0.0,0.0896,0.5152,0.54,0.83,1.0,1.0,3.0,3.0,8.0,5.0,27.0,25.0
4.0,0.0,0.0,0.0,0.5152,0.54,0.77,1.0,1.0,3.0,3.0,8.0,6.0,111.0,107.0
12.0,0.0,0.0,0.0,0.5758,0.6,0.78,1.0,1.0,3.0,3.0,8.0,7.0,328.0,316.0
27.0,0.0,0.0,0.0,0.6061,0.62,0.69,1.0,1.0,3.0,3.0,8.0,8.0,467.0,440.0
27.0,0.0,0.0,0.0896,0.6061,0.64,0.69,1.0,1.0,3.0,3.0,8.0,9.0,244.0,217.0
33.0,0.0,0.0,0.1045,0.6364,0.7,0.45,1.0,1.0,3.0,3.0,8.0,10.0,138.0,105.0
28.0,0.0,0.0,0.1343,0.6515,0.72,0.42,1.0,1.0,3.0,3.0,8.0,11.0,171.0,143.0
68.0,0.0,0.0,0.1343,0.6667,0.74,0.43,1.0,1.0,3.0,3.0,8.0,12.0,260.0,192.0
39.0,0.0,0.0,0.1045,0.6515,0.74,0.37,1.0,1.0,3.0,3.0,8.0,13.0,221.0,182.0
48.0,0.0,0.0,0.1343,0.6515,0.74,0.4,1.0,1.0,3.0,3.0,8.0,14.0,196.0,148.0
34.0,0.0,0.0,0.1343,0.6515,0.74,0.4,1.0,1.0,3.0,3.0,8.0,15.0,172.0,138.0
46.0,0.0,0.0,0.1343,0.6667,0.74,0.42,1.0,1.0,3.0,3.0,8.0,16.0,309.0,263.0
83.0,0.0,0.0,0.1343,0.6515,0.72,0.45,1.0,1.0,3.0,3.0,8.0,17.0,608.0,525.0
70.0,0.0,0.0,0.2239,0.6515,0.7,0.51,1.0,1.0,3.0,3.0,8.0,18.0,565.0,495.0
53.0,0.0,0.0,0.2537,0.7727,0.84,0.47,1.0,1.0,3.0,3.0,8.0,19.0,446.0,393.0
30.0,0.0,0.0,0.1343,0.6212,0.66,0.57,1.0,1.0,3.0,3.0,8.0,20.0,289.0,259.0
27.0,0.0,0.0,0.0896,0.6212,0.66,0.61,1.0,1.0,3.0,3.0,8.0,21.0,201.0,174.0
20.0,0.0,0.0,0.0,0.6061,0.64,0.69,1.0,1.0,3.0,3.0,8.0,22.0,157.0,137.0
24.0,0.0,0.0,0.1045,0.5758,0.6,0.78,1.0,1.0,3.0,3.0,8.0,23.0,84.0,60.0
18.0,0.0,0.0,0.1045,0.5758,0.6,0.78,1.0,1.0,3.0,4.0,9.0,0.0,51.0,33.0
7.0,0.0,0.0,0.0896,0.5909,0.6,0.73,1.0,1.0,3.0,4.0,9.0,1.0,21.0,14.0
14.0,0.0,0.0,0.0896,0.5455,0.58,0.78,1.0,1.0,3.0,4.0,9.0,2.0,25.0,11.0
7.0,0.0,0.0,0.0896,0.5455,0.58,0.78,1.0,1.0,3.0,4.0,9.0,3.0,14.0,7.0
0.0,0.0,0.0,0.0896,0.5303,0.56,0.83,1.0,1.0,3.0,4.0,9.0,4.0,7.0,7.0
1.0,0.0,0.0,0.0896,0.5303,0.56,0.73,1.0,1.0,3.0,4.0,9.0,5.0,23.0,22.0
2.0,0.0,0.0,0.0,0.5758,0.6,0.78,1.0,1.0,3.0,4.0,9.0,6.0,105.0,103.0
7.0,0.0,0.0,0.0,0.5758,0.6,0.78,1.0,1.0,3.0,4.0,9.0,7.0,342.0,335.0
31.0,0.0,0.0,0.1343,0.5909,0.62,0.73,1.0,1.0,3.0,4.0,9.0,8.0,498.0,467.0
29.0,0.0,0.0,0.1045,0.6061,0.64,0.69,1.0,1.0,3.0,4.0,9.0,9.0,207.0,178.0
46.0,0.0,0.0,0.1343,0.6364,0.68,0.61,1.0,1.0,3.0,4.0,9.0,10.0,138.0,92.0
51.0,0.0,0.0,0.1343,0.6667,0.72,0.51,1.0,1.0,3.0,4.0,9.0,11.0,192.0,141.0
64.0,0.0,0.0,0.1343,0.6667,0.72,0.51,1.0,2.0,3.0,4.0,9.0,12.0,229.0,165.0
50.0,0.0,0.0,0.0896,0.6667,0.72,0.48,1.0,2.0,3.0,4.0,9.0,13.0,219.0,169.0
54.0,0.0,0.0,0.2537,0.6667,0.72,0.54,1.0,3.0,3.0,4.0,9.0,14.0,198.0,144.0
39.0,0.0,0.0,0.1343,0.6667,0.72,0.51,1.0,1.0,3.0,4.0,9.0,15.0,174.0,135.0
55.0,0.0,0.0,0.194,0.6667,0.74,0.51,1.0,1.0,3.0,4.0,9.0,16.0,308.0,253.0
61.0,0.0,0.0,0.2537,0.6667,0.72,0.54,1.0,1.0,3.0,4.0,9.0,17.0,628.0,567.0
69.0,0.0,0.0,0.2239,0.6667,0.72,0.54,1.0,1.0,3.0,4.0,9.0,18.0,531.0,462.0
79.0,0.0,0.0,0.1642,0.6515,0.7,0.58,1.0,1.0,3.0,4.0,9.0,19.0,443.0,364.0
33.0,0.0,0.0,0.2239,0.6212,0.66,0.61,1.0,1.0,3.0,4.0,9.0,20.0,280.0,247.0
17.0,0.0,0.0,0.194,0.6212,0.66,0.57,1.0,2.0,3.0,4.0,9.0,21.0,177.0,160.0
34.0,0.0,0.0,0.2239,0.6212,0.66,0.57,1.0,2.0,3.0,4.0,9.0,22.0,179.0,145.0
15.0,0.0,0.0,0.2537,0.6061,0.64,0.65,1.0,1.0,3.0,4.0,9.0,23.0,126.0,111.0
6.0,0.0,0.0,0.194,0.6061,0.64,0.65,1.0,1.0,3.0,5.0,9.0,0.0,64.0,58.0
4.0,0.0,0.0,0.1045,0.5909,0.62,0.73,1.0,3.0,3.0,5.0,9.0,1.0,32.0,28.0
9.0,0.0,0.0,0.1045,0.5909,0.62,0.73,1.0,3.0,3.0,5.0,9.0,2.0,20.0,11.0
4.0,0.0,0.0,0.1642,0.5606,0.6,0.83,1.0,2.0,3.0,5.0,9.0,3.0,8.0,4.0
2.0,0.0,0.0,0.0896,0.5606,0.6,0.83,1.0,1.0,3.0,5.0,9.0,4.0,4.0,2.0
0.0,0.0,0.0,0.1343,0.5606,0.6,0.83,1.0,2.0,3.0,5.0,9.0,5.0,20.0,20.0
3.0,0.0,0.0,0.1343,0.5606,0.6,0.83,1.0,1.0,3.0,5.0,9.0,6.0,76.0,73.0
6.0,0.0,0.0,0.1045,0.5606,0.6,0.83,1.0,1.0,3.0,5.0,9.0,7.0,259.0,253.0
22.0,0.0,0.0,0.194,0.5909,0.62,0.78,1.0,1.0,3.0,5.0,9.0,8.0,456.0,434.0
30.0,0.0,0.0,0.1045,0.5758,0.62,0.83,1.0,2.0,3.0,5.0,9.0,9.0,220.0,190.0
34.0,0.0,0.0,0.1642,0.6061,0.64,0.76,1.0,2.0,3.0,5.0,9.0,10.0,140.0,106.0
51.0,0.0,0.0,0.1045,0.6212,0.66,0.74,1.0,2.0,3.0,5.0,9.0,11.0,192.0,141.0
82.0,0.0,0.0,0.2239,0.6212,0.66,0.69,1.0,2.0,3.0,5.0,9.0,12.0,260.0,178.0
72.0,0.0,0.0,0.1343,0.6364,0.68,0.65,1.0,2.0,3.0,5.0,9.0,13.0,279.0,207.0
75.0,0.0,0.0,0.1045,0.6515,0.7,0.61,1.0,2.0,3.0,5.0,9.0,14.0,283.0,208.0
69.0,0.0,0.0,0.2537,0.6515,0.7,0.61,1.0,2.0,3.0,5.0,9.0,15.0,346.0,277.0
82.0,0.0,0.0,0.1343,0.6515,0.7,0.61,1.0,2.0,3.0,5.0,9.0,16.0,381.0,299.0
78.0,0.0,0.0,0.1642,0.6364,0.68,0.65,1.0,2.0,3.0,5.0,9.0,17.0,455.0,377.0
50.0,0.0,0.0,0.194,0.6364,0.68,0.65,1.0,2.0,3.0,5.0,9.0,18.0,355.0,305.0
67.0,0.0,0.0,0.1343,0.6212,0.66,0.69,1.0,1.0,3.0,5.0,9.0,19.0,287.0,220.0
38.0,0.0,0.0,0.0,0.6061,0.64,0.73,1.0,1.0,3.0,5.0,9.0,20.0,196.0,158.0
28.0,0.0,0.0,0.0896,0.6061,0.64,0.73,1.0,2.0,3.0,5.0,9.0,21.0,149.0,121.0
33.0,0.0,0.0,0.1642,0.6061,0.64,0.73,1.0,2.0,3.0,5.0,9.0,22.0,147.0,114.0
30.0,0.0,0.0,0.1642,0.6061,0.64,0.73,1.0,2.0,3.0,5.0,9.0,23.0,98.0,68.0
22.0,0.0,0.0,0.1045,0.6061,0.64,0.73,0.0,2.0,3.0,6.0,9.0,0.0,87.0,65.0
17.0,0.0,0.0,0.2537,0.6061,0.64,0.69,0.0,2.0,3.0,6.0,9.0,1.0,74.0,57.0
15.0,0.0,0.0,0.2239,0.6061,0.64,0.69,0.0,2.0,3.0,6.0,9.0,2.0,41.0,26.0
17.0,0.0,0.0,0.1642,0.5909,0.62,0.73,0.0,1.0,3.0,6.0,9.0,3.0,35.0,18.0
3.0,0.0,0.0,0.1642,0.5909,0.62,0.73,0.0,1.0,3.0,6.0,9.0,4.0,7.0,4.0
3.0,0.0,0.0,0.194,0.6061,0.62,0.69,0.0,1.0,3.0,6.0,9.0,5.0,12.0,9.0
4.0,0.0,0.0,0.1642,0.5909,0.62,0.73,0.0,1.0,3.0,6.0,9.0,6.0,23.0,19.0
5.0,0.0,0.0,0.194,0.5909,0.62,0.73,0.0,1.0,3.0,6.0,9.0,7.0,38.0,33.0
24.0,0.0,0.0,0.1642,0.6061,0.64,0.69,0.0,1.0,3.0,6.0,9.0,8.0,89.0,65.0
83.0,0.0,0.0,0.2537,0.6212,0.66,0.69,0.0,2.0,3.0,6.0,9.0,9.0,201.0,118.0
90.0,0.0,0.0,0.2537,0.6212,0.66,0.65,0.0,3.0,3.0,6.0,9.0,10.0,258.0,168.0
66.0,0.0,0.0,0.2836,0.6212,0.66,0.69,0.0,3.0,3.0,6.0,9.0,11.0,194.0,128.0
97.0,0.0,0.0,0.2239,0.6515,0.7,0.61,0.0,1.0,3.0,6.0,9.0,12.0,257.0,160.0
153.0,0.0,0.0,0.2239,0.6515,0.7,0.65,0.0,1.0,3.0,6.0,9.0,13.0,353.0,200.0
204.0,0.0,0.0,0.1642,0.6818,0.72,0.66,0.0,2.0,3.0,6.0,9.0,14.0,380.0,176.0
187.0,0.0,0.0,0.1642,0.6818,0.72,0.7,0.0,1.0,3.0,6.0,9.0,15.0,388.0,201.0
186.0,0.0,0.0,0.194,0.6818,0.72,0.7,0.0,1.0,3.0,6.0,9.0,16.0,374.0,188.0
170.0,0.0,0.0,0.2239,0.6818,0.72,0.7,0.0,1.0,3.0,6.0,9.0,17.0,371.0,201.0
160.0,0.0,0.0,0.1642,0.6818,0.72,0.7,0.0,1.0,3.0,6.0,9.0,18.0,339.0,179.0
147.0,0.0,0.0,0.1343,0.6667,0.7,0.74,0.0,1.0,3.0,6.0,9.0,19.0,295.0,148.0
99.0,0.0,0.0,0.1642,0.6667,0.7,0.79,0.0,1.0,3.0,6.0,9.0,20.0,219.0,120.0
71.0,0.0,0.0,0.1343,0.6364,0.68,0.83,0.0,1.0,3.0,6.0,9.0,21.0,164.0,93.0
66.0,0.0,0.0,0.1045,0.6364,0.68,0.83,0.0,1.0,3.0,6.0,9.0,22.0,162.0,96.0
46.0,0.0,0.0,0.1343,0.6212,0.66,0.85,0.0,1.0,3.0,6.0,9.0,23.0,123.0,77.0
33.0,0.0,0.0,0.194,0.5909,0.66,0.89,0.0,1.0,3.0,0.0,9.0,0.0,109.0,76.0
37.0,0.0,0.0,0.1343,0.6061,0.66,0.83,0.0,1.0,3.0,0.0,9.0,1.0,75.0,38.0
17.0,0.0,0.0,0.194,0.6061,0.66,0.83,0.0,1.0,3.0,0.0,9.0,2.0,60.0,43.0
20.0,0.0,0.0,0.194,0.5758,0.64,0.89,0.0,1.0,3.0,0.0,9.0,3.0,43.0,23.0
0.0,0.0,0.0,0.1642,0.5758,0.64,0.83,0.0,1.0,3.0,0.0,9.0,4.0,4.0,4.0
1.0,0.0,0.0,0.1343,0.5758,0.64,0.83,0.0,1.0,3.0,0.0,9.0,5.0,6.0,5.0
0.0,0.0,0.0,0.2239,0.5758,0.64,0.84,0.0,1.0,3.0,0.0,9.0,6.0,3.0,3.0
10.0,0.0,0.0,0.194,0.6061,0.66,0.78,0.0,1.0,3.0,0.0,9.0,7.0,30.0,20.0
21.0,0.0,0.0,0.1642,0.6061,0.66,0.78,0.0,1.0,3.0,0.0,9.0,8.0,70.0,49.0
87.0,0.0,0.0,0.1642,0.6061,0.66,0.78,0.0,1.0,3.0,0.0,9.0,9.0,189.0,102.0
150.0,0.0,0.0,0.1343,0.6667,0.7,0.74,0.0,1.0,3.0,0.0,9.0,10.0,297.0,147.0
174.0,0.0,0.0,0.1642,0.697,0.74,0.7,0.0,1.0,3.0,0.0,9.0,11.0,337.0,163.0
214.0,0.0,0.0,0.1642,0.7273,0.76,0.66,0.0,1.0,3.0,0.0,9.0,12.0,435.0,221.0
245.0,0.0,0.0,0.2836,0.7424,0.78,0.62,0.0,2.0,3.0,0.0,9.0,13.0,419.0,174.0
205.0,0.0,0.0,0.3284,0.7576,0.78,0.66,0.0,1.0,3.0,0.0,9.0,14.0,361.0,156.0
218.0,0.0,0.0,0.2836,0.7576,0.78,0.66,0.0,1.0,3.0,0.0,9.0,15.0,410.0,192.0
196.0,0.0,0.0,0.2239,0.7727,0.8,0.59,0.0,1.0,3.0,0.0,9.0,16.0,337.0,141.0
204.0,0.0,0.0,0.2239,0.7273,0.76,0.66,0.0,1.0,3.0,0.0,9.0,17.0,376.0,172.0
187.0,0.0,0.0,0.194,0.7273,0.76,0.66,0.0,1.0,3.0,0.0,9.0,18.0,356.0,169.0
178.0,0.0,0.0,0.194,0.697,0.74,0.7,0.0,1.0,3.0,0.0,9.0,19.0,328.0,150.0
104.0,0.0,0.0,0.2985,0.697,0.74,0.7,0.0,1.0,3.0,0.0,9.0,20.0,229.0,125.0
104.0,0.0,0.0,0.2537,0.697,0.72,0.74,0.0,1.0,3.0,0.0,9.0,21.0,207.0,103.0
70.0,0.0,0.0,0.2836,0.697,0.72,0.74,0.0,2.0,3.0,0.0,9.0,22.0,155.0,85.0
46.0,0.0,0.0,0.1642,0.6818,0.72,0.7,0.0,2.0,3.0,0.0,9.0,23.0,104.0,58.0
31.0,0.0,1.0,0.2239,0.6667,0.7,0.74,0.0,2.0,3.0,1.0,9.0,0.0,97.0,66.0
19.0,0.0,1.0,0.1045,0.6364,0.68,0.79,0.0,2.0,3.0,1.0,9.0,1.0,54.0,35.0
17.0,0.0,1.0,0.1642,0.6364,0.68,0.79,0.0,2.0,3.0,1.0,9.0,2.0,39.0,22.0
4.0,0.0,1.0,0.2985,0.6364,0.68,0.74,0.0,2.0,3.0,1.0,9.0,3.0,16.0,12.0
3.0,0.0,1.0,0.2836,0.6364,0.68,0.69,0.0,2.0,3.0,1.0,9.0,4.0,8.0,5.0
2.0,0.0,1.0,0.1642,0.6212,0.66,0.74,0.0,2.0,3.0,1.0,9.0,5.0,6.0,4.0
6.0,0.0,1.0,0.1343,0.6212,0.66,0.74,0.0,2.0,3.0,1.0,9.0,6.0,11.0,5.0
11.0,0.0,1.0,0.1642,0.6212,0.66,0.74,0.0,1.0,3.0,1.0,9.0,7.0,41.0,30.0
45.0,0.0,1.0,0.194,0.6061,0.66,0.78,0.0,2.0,3.0,1.0,9.0,8.0,101.0,56.0
63.0,0.0,1.0,0.1642,0.6364,0.68,0.74,0.0,3.0,3.0,1.0,9.0,9.0,152.0,89.0
107.0,0.0,1.0,0.1642,0.6515,0.7,0.7,0.0,2.0,3.0,1.0,9.0,10.0,244.0,137.0
101.0,0.0,1.0,0.1642,0.6667,0.7,0.74,0.0,2.0,3.0,1.0,9.0,11.0,308.0,207.0
141.0,0.0,1.0,0.194,0.6818,0.72,0.7,0.0,2.0,3.0,1.0,9.0,12.0,353.0,212.0
154.0,0.0,1.0,0.1343,0.697,0.74,0.7,0.0,2.0,3.0,1.0,9.0,13.0,389.0,235.0
145.0,0.0,1.0,0.1642,0.697,0.74,0.7,0.0,1.0,3.0,1.0,9.0,14.0,357.0,212.0
111.0,0.0,1.0,0.2836,0.6364,0.68,0.79,0.0,2.0,3.0,1.0,9.0,15.0,253.0,142.0
92.0,0.0,1.0,0.2836,0.6364,0.68,0.79,0.0,2.0,3.0,1.0,9.0,16.0,284.0,192.0
37.0,0.0,1.0,0.1045,0.5909,0.66,0.89,0.0,2.0,3.0,1.0,9.0,17.0,114.0,77.0
31.0,0.0,1.0,0.0896,0.5909,0.66,0.89,0.0,1.0,3.0,1.0,9.0,18.0,123.0,92.0
52.0,0.0,1.0,0.1045,0.5909,0.66,0.94,0.0,3.0,3.0,1.0,9.0,19.0,175.0,123.0
26.0,0.0,1.0,0.2537,0.5909,0.66,0.94,0.0,3.0,3.0,1.0,9.0,20.0,82.0,56.0
20.0,0.0,1.0,0.2985,0.5909,0.66,0.94,0.0,2.0,3.0,1.0,9.0,21.0,60.0,40.0
15.0,0.0,1.0,0.5821,0.5455,0.6,0.88,0.0,2.0,3.0,1.0,9.0,22.0,64.0,49.0
3.0,0.0,1.0,0.3881,0.5303,0.56,0.88,0.0,3.0,3.0,1.0,9.0,23.0,20.0,17.0
1.0,0.0,0.0,0.3582,0.5152,0.54,0.94,1.0,3.0,3.0,2.0,9.0,0.0,8.0,7.0
0.0,0.0,0.0,0.2537,0.5152,0.54,0.94,1.0,3.0,3.0,2.0,9.0,2.0,2.0,2.0
