temp,hum,weekday,yr,cnt,registered,season,hr,workingday,atemp,holiday,casual,weathersit,mnth,windspeed
0.46,0.88,1.0,0.0,78.0,60.0,2.0,22.0,1.0,0.4545,0.0,18.0,1.0,3.0,0.2239
0.46,0.88,1.0,0.0,30.0,22.0,2.0,23.0,1.0,0.4545,0.0,8.0,1.0,3.0,0.0896
0.46,0.88,2.0,0.0,11.0,7.0,2.0,0.0,1.0,0.4545,0.0,4.0,1.0,3.0,0.194
0.42,1.0,2.0,0.0,19.0,13.0,2.0,1.0,1.0,0.4242,0.0,6.0,1.0,3.0,0.1343
0.44,0.94,2.0,0.0,1.0,1.0,2.0,2.0,1.0,0.4394,0.0,0.0,1.0,3.0,0.0896
0.44,0.82,2.0,0.0,5.0,2.0,2.0,3.0,1.0,0.4394,0.0,3.0,1.0,3.0,0.2239
0.42,0.82,2.0,0.0,1.0,1.0,2.0,4.0,1.0,0.4242,0.0,0.0,2.0,3.0,0.1642
0.4,0.87,2.0,0.0,12.0,11.0,2.0,5.0,1.0,0.4091,0.0,1.0,2.0,3.0,0.1343
0.4,0.87,2.0,0.0,60.0,58.0,2.0,6.0,1.0,0.4091,0.0,2.0,1.0,3.0,0.2537
0.4,0.76,2.0,0.0,136.0,132.0,2.0,7.0,1.0,0.4091,0.0,4.0,2.0,3.0,0.1045
0.4,0.58,2.0,0.0,336.0,312.0,2.0,8.0,1.0,0.4091,0.0,24.0,2.0,3.0,0.2985
0.4,0.58,2.0,0.0,178.0,159.0,2.0,9.0,1.0,0.4091,0.0,19.0,2.0,3.0,0.4627
0.44,0.54,2.0,0.0,124.0,95.0,2.0,10.0,1.0,0.4394,0.0,29.0,2.0,3.0,0.2985
0.44,0.51,2.0,0.0,86.0,64.0,2.0,11.0,1.0,0.4394,0.0,22.0,1.0,3.0,0.3284
0.46,0.47,2.0,0.0,121.0,86.0,2.0,12.0,1.0,0.4545,0.0,35.0,1.0,3.0,0.2537
0.5,0.45,2.0,0.0,106.0,85.0,2.0,13.0,1.0,0.4848,0.0,21.0,1.0,3.0,0.2239
0.5,0.42,2.0,0.0,101.0,71.0,2.0,14.0,1.0,0.4848,0.0,30.0,1.0,3.0,0.3284
0.5,0.42,2.0,0.0,134.0,79.0,2.0,15.0,1.0,0.4848,0.0,55.0,1.0,3.0,0.2239
0.5,0.42,2.0,0.0,165.0,125.0,2.0,16.0,1.0,0.4848,0.0,40.0,1.0,3.0,0.1045
0.5,0.42,2.0,0.0,307.0,265.0,2.0,17.0,1.0,0.4848,0.0,42.0,1.0,3.0,0.1045
0.48,0.44,2.0,0.0,312.0,271.0,2.0,18.0,1.0,0.4697,0.0,41.0,1.0,3.0,0.0896
0.44,0.54,2.0,0.0,164.0,142.0,2.0,19.0,1.0,0.4394,0.0,22.0,2.0,3.0,0.2537
0.44,0.54,2.0,0.0,135.0,116.0,2.0,20.0,1.0,0.4394,0.0,19.0,2.0,3.0,0.3582
0.42,0.54,2.0,0.0,87.0,63.0,2.0,21.0,1.0,0.4242,0.0,24.0,2.0,3.0,0.2836
0.4,0.58,2.0,0.0,70.0,57.0,2.0,22.0,1.0,0.4091,0.0,13.0,2.0,3.0,0.2537
0.4,0.58,2.0,0.0,32.0,28.0,2.0,23.0,1.0,0.4091,0.0,4.0,2.0,3.0,0.2537
0.36,0.71,3.0,0.0,11.0,8.0,2.0,0.0,1.0,0.3485,0.0,3.0,3.0,3.0,0.2239
0.34,0.76,3.0,0.0,7.0,7.0,2.0,1.0,1.0,0.3182,0.0,0.0,3.0,3.0,0.2239
0.34,0.76,3.0,0.0,2.0,1.0,2.0,2.0,1.0,0.3182,0.0,1.0,3.0,3.0,0.2239
0.34,0.76,3.0,0.0,3.0,3.0,2.0,3.0,1.0,0.3182,0.0,0.0,2.0,3.0,0.2537
0.32,0.87,3.0,0.0,10.0,10.0,2.0,5.0,1.0,0.3182,0.0,0.0,3.0,3.0,0.194
0.34,0.87,3.0,0.0,44.0,43.0,2.0,6.0,1.0,0.3182,0.0,1.0,2.0,3.0,0.2537
0.32,0.93,3.0,0.0,118.0,111.0,2.0,7.0,1.0,0.303,0.0,7.0,2.0,3.0,0.2239
0.32,0.87,3.0,0.0,261.0,247.0,2.0,8.0,1.0,0.3182,0.0,14.0,2.0,3.0,0.194
0.32,0.81,3.0,0.0,182.0,174.0,2.0,9.0,1.0,0.303,0.0,8.0,2.0,3.0,0.2537
0.34,0.81,3.0,0.0,75.0,60.0,2.0,10.0,1.0,0.3182,0.0,15.0,2.0,3.0,0.2836
0.34,0.87,3.0,0.0,71.0,53.0,2.0,11.0,1.0,0.3333,0.0,18.0,2.0,3.0,0.194
0.34,0.87,3.0,0.0,87.0,73.0,2.0,12.0,1.0,0.3182,0.0,14.0,2.0,3.0,0.2239
0.34,0.87,3.0,0.0,108.0,94.0,2.0,13.0,1.0,0.3333,0.0,14.0,3.0,3.0,0.1343
0.36,0.87,3.0,0.0,84.0,71.0,2.0,14.0,1.0,0.3636,0.0,13.0,2.0,3.0,0.1045
0.38,0.82,3.0,0.0,85.0,74.0,2.0,15.0,1.0,0.3939,0.0,11.0,2.0,3.0,0.2239
0.4,0.76,3.0,0.0,136.0,123.0,2.0,16.0,1.0,0.4091,0.0,13.0,2.0,3.0,0.2239
0.4,0.76,3.0,0.0,273.0,245.0,2.0,17.0,1.0,0.4091,0.0,28.0,2.0,3.0,0.2239
0.38,0.82,3.0,0.0,238.0,218.0,2.0,18.0,1.0,0.3939,0.0,20.0,3.0,3.0,0.2537
0.38,0.82,3.0,0.0,159.0,147.0,2.0,19.0,1.0,0.3939,0.0,12.0,3.0,3.0,0.2537
0.36,0.87,3.0,0.0,75.0,72.0,2.0,20.0,1.0,0.303,0.0,3.0,3.0,3.0,0.6418
0.32,1.0,3.0,0.0,22.0,22.0,2.0,21.0,1.0,0.2879,0.0,0.0,3.0,3.0,0.4179
0.32,0.93,3.0,0.0,44.0,38.0,2.0,22.0,1.0,0.3182,0.0,6.0,2.0,3.0,0.1642
0.32,0.9,3.0,0.0,26.0,24.0,2.0,23.0,1.0,0.3333,0.0,2.0,3.0,3.0,0.0
0.32,0.93,4.0,0.0,11.0,11.0,2.0,0.0,1.0,0.303,0.0,0.0,2.0,3.0,0.2239
0.3,1.0,4.0,0.0,3.0,3.0,2.0,1.0,1.0,0.2879,0.0,0.0,2.0,3.0,0.2239
0.3,1.0,4.0,0.0,6.0,6.0,2.0,2.0,1.0,0.2879,0.0,0.0,2.0,3.0,0.2537
0.28,1.0,4.0,0.0,1.0,0.0,2.0,3.0,1.0,0.2727,0.0,1.0,2.0,3.0,0.194
0.28,1.0,4.0,0.0,1.0,1.0,2.0,4.0,1.0,0.2727,0.0,0.0,2.0,3.0,0.194
0.28,0.93,4.0,0.0,9.0,8.0,2.0,5.0,1.0,0.2727,0.0,1.0,2.0,3.0,0.2239
0.28,0.93,4.0,0.0,41.0,41.0,2.0,6.0,1.0,0.2727,0.0,0.0,2.0,3.0,0.2239
0.26,1.0,4.0,0.0,108.0,106.0,2.0,7.0,1.0,0.2576,0.0,2.0,3.0,3.0,0.2239
0.26,1.0,4.0,0.0,124.0,120.0,2.0,8.0,1.0,0.2273,0.0,4.0,3.0,3.0,0.2985
0.26,0.93,4.0,0.0,97.0,94.0,2.0,9.0,1.0,0.2576,0.0,3.0,2.0,3.0,0.2239
0.26,0.93,4.0,0.0,65.0,55.0,2.0,10.0,1.0,0.2273,0.0,10.0,2.0,3.0,0.3284
0.3,0.81,4.0,0.0,71.0,61.0,2.0,11.0,1.0,0.2727,0.0,10.0,2.0,3.0,0.2985
0.3,0.7,4.0,0.0,94.0,82.0,2.0,12.0,1.0,0.2727,0.0,12.0,2.0,3.0,0.3284
0.32,0.7,4.0,0.0,101.0,90.0,2.0,13.0,1.0,0.303,0.0,11.0,2.0,3.0,0.2239
0.3,0.7,4.0,0.0,83.0,66.0,2.0,14.0,1.0,0.303,0.0,17.0,2.0,3.0,0.1343
0.3,0.7,4.0,0.0,90.0,77.0,2.0,15.0,1.0,0.2879,0.0,13.0,2.0,3.0,0.2537
0.3,0.65,4.0,0.0,84.0,78.0,2.0,16.0,1.0,0.2879,0.0,6.0,2.0,3.0,0.2239
0.3,0.7,4.0,0.0,233.0,221.0,2.0,17.0,1.0,0.2879,0.0,12.0,2.0,3.0,0.2239
0.3,0.61,4.0,0.0,214.0,197.0,2.0,18.0,1.0,0.2727,0.0,17.0,2.0,3.0,0.2985
0.3,0.56,4.0,0.0,138.0,122.0,2.0,19.0,1.0,0.2727,0.0,16.0,1.0,3.0,0.3881
0.28,0.61,4.0,0.0,118.0,110.0,2.0,20.0,1.0,0.2576,0.0,8.0,1.0,3.0,0.2836
0.26,0.65,4.0,0.0,78.0,67.0,2.0,21.0,1.0,0.2576,0.0,11.0,1.0,3.0,0.2239
0.26,0.65,4.0,0.0,62.0,59.0,2.0,22.0,1.0,0.2576,0.0,3.0,1.0,3.0,0.1642
0.24,0.65,4.0,0.0,33.0,24.0,2.0,23.0,1.0,0.2273,0.0,9.0,1.0,3.0,0.194
0.24,0.6,5.0,0.0,18.0,17.0,2.0,0.0,1.0,0.2273,0.0,1.0,1.0,3.0,0.194
0.2,0.69,5.0,0.0,5.0,5.0,2.0,1.0,1.0,0.2121,0.0,0.0,1.0,3.0,0.1642
0.2,0.69,5.0,0.0,5.0,5.0,2.0,2.0,1.0,0.197,0.0,0.0,1.0,3.0,0.2239
0.2,0.69,5.0,0.0,2.0,2.0,2.0,3.0,1.0,0.2273,0.0,0.0,1.0,3.0,0.1045
0.18,0.74,5.0,0.0,5.0,2.0,2.0,4.0,1.0,0.2121,0.0,3.0,1.0,3.0,0.1045
0.18,0.74,5.0,0.0,9.0,9.0,2.0,5.0,1.0,0.197,0.0,0.0,1.0,3.0,0.1642
0.18,0.74,5.0,0.0,32.0,32.0,2.0,6.0,1.0,0.1818,0.0,0.0,1.0,3.0,0.2239
0.2,0.59,5.0,0.0,104.0,100.0,2.0,7.0,1.0,0.1818,0.0,4.0,1.0,3.0,0.3582
0.22,0.51,5.0,0.0,237.0,228.0,2.0,8.0,1.0,0.2121,0.0,9.0,1.0,3.0,0.2836
0.24,0.48,5.0,0.0,166.0,150.0,2.0,9.0,1.0,0.2121,0.0,16.0,1.0,3.0,0.2985
0.26,0.48,5.0,0.0,68.0,53.0,2.0,10.0,1.0,0.2576,0.0,15.0,1.0,3.0,0.0
0.3,0.45,5.0,0.0,75.0,58.0,2.0,11.0,1.0,0.2879,0.0,17.0,1.0,3.0,0.2836
0.32,0.42,5.0,0.0,145.0,108.0,2.0,12.0,1.0,0.303,0.0,37.0,1.0,3.0,0.2537
0.32,0.39,5.0,0.0,138.0,104.0,2.0,13.0,1.0,0.3182,0.0,34.0,1.0,3.0,0.194
0.36,0.32,5.0,0.0,133.0,103.0,2.0,14.0,1.0,0.3333,0.0,30.0,1.0,3.0,0.3284
0.34,0.36,5.0,0.0,122.0,79.0,2.0,15.0,1.0,0.3182,0.0,43.0,2.0,3.0,0.2537
0.34,0.34,5.0,0.0,150.0,127.0,2.0,16.0,1.0,0.303,0.0,23.0,2.0,3.0,0.2985
0.32,0.36,5.0,0.0,225.0,202.0,2.0,17.0,1.0,0.2879,0.0,23.0,2.0,3.0,0.3582
0.3,0.39,5.0,0.0,198.0,190.0,2.0,18.0,1.0,0.2879,0.0,8.0,1.0,3.0,0.2537
0.3,0.36,5.0,0.0,135.0,126.0,2.0,19.0,1.0,0.2879,0.0,9.0,2.0,3.0,0.2836
0.3,0.39,5.0,0.0,81.0,75.0,2.0,20.0,1.0,0.303,0.0,6.0,2.0,3.0,0.1343
0.3,0.39,5.0,0.0,75.0,64.0,2.0,21.0,1.0,0.303,0.0,11.0,2.0,3.0,0.1642
0.28,0.38,5.0,0.0,43.0,40.0,2.0,22.0,1.0,0.2576,0.0,3.0,2.0,3.0,0.3284
0.26,0.38,5.0,0.0,39.0,31.0,2.0,23.0,1.0,0.2424,0.0,8.0,2.0,3.0,0.2836
0.26,0.38,6.0,0.0,28.0,25.0,2.0,0.0,0.0,0.2424,0.0,3.0,2.0,3.0,0.2836
0.26,0.38,6.0,0.0,27.0,24.0,2.0,1.0,0.0,0.2273,0.0,3.0,1.0,3.0,0.2985
0.22,0.44,6.0,0.0,25.0,21.0,2.0,2.0,0.0,0.2121,0.0,4.0,1.0,3.0,0.2239
0.2,0.47,6.0,0.0,9.0,7.0,2.0,3.0,0.0,0.197,0.0,2.0,1.0,3.0,0.194
0.22,0.44,6.0,0.0,6.0,4.0,2.0,4.0,0.0,0.2121,0.0,2.0,1.0,3.0,0.2239
0.2,0.51,6.0,0.0,8.0,8.0,2.0,5.0,0.0,0.197,0.0,0.0,1.0,3.0,0.194
0.18,0.55,6.0,0.0,10.0,8.0,2.0,6.0,0.0,0.1818,0.0,2.0,1.0,3.0,0.194
0.2,0.51,6.0,0.0,41.0,23.0,2.0,7.0,0.0,0.197,0.0,18.0,1.0,3.0,0.194
0.22,0.44,6.0,0.0,66.0,42.0,2.0,8.0,0.0,0.2273,0.0,24.0,1.0,3.0,0.1343
0.24,0.41,6.0,0.0,100.0,68.0,2.0,9.0,0.0,0.2424,0.0,32.0,1.0,3.0,0.1343
0.26,0.41,6.0,0.0,125.0,93.0,2.0,10.0,0.0,0.2576,0.0,32.0,1.0,3.0,0.1642
0.28,0.38,6.0,0.0,168.0,93.0,2.0,11.0,0.0,0.2727,0.0,75.0,1.0,3.0,0.1642
0.3,0.36,6.0,0.0,227.0,129.0,2.0,12.0,0.0,0.2879,0.0,98.0,1.0,3.0,0.194
0.32,0.33,6.0,0.0,239.0,145.0,2.0,13.0,0.0,0.303,0.0,94.0,1.0,3.0,0.2239
0.34,0.29,6.0,0.0,216.0,123.0,2.0,14.0,0.0,0.3182,0.0,93.0,1.0,3.0,0.2239
0.34,0.29,6.0,0.0,219.0,109.0,2.0,15.0,0.0,0.3333,0.0,110.0,1.0,3.0,0.194
0.34,0.23,6.0,0.0,248.0,130.0,2.0,16.0,0.0,0.3333,0.0,118.0,1.0,3.0,0.194
0.32,0.24,6.0,0.0,203.0,101.0,2.0,17.0,0.0,0.303,0.0,102.0,1.0,3.0,0.2239
0.32,0.21,6.0,0.0,153.0,89.0,2.0,18.0,0.0,0.3182,0.0,64.0,2.0,3.0,0.1642
0.28,0.45,6.0,0.0,138.0,93.0,2.0,19.0,0.0,0.2727,0.0,45.0,2.0,3.0,0.2537
0.28,0.45,6.0,0.0,85.0,67.0,2.0,20.0,0.0,0.2727,0.0,18.0,2.0,3.0,0.2537
0.26,0.44,6.0,0.0,51.0,36.0,2.0,21.0,0.0,0.2576,0.0,15.0,2.0,3.0,0.194
0.28,0.41,6.0,0.0,63.0,46.0,2.0,22.0,0.0,0.2727,0.0,17.0,2.0,3.0,0.2239
0.26,0.44,6.0,0.0,41.0,31.0,2.0,23.0,0.0,0.2424,0.0,10.0,2.0,3.0,0.2836
0.26,0.41,0.0,0.0,31.0,26.0,2.0,0.0,0.0,0.2576,0.0,5.0,2.0,3.0,0.1642
0.24,0.52,0.0,0.0,20.0,17.0,2.0,1.0,0.0,0.2273,0.0,3.0,2.0,3.0,0.194
0.22,0.55,0.0,0.0,21.0,15.0,2.0,2.0,0.0,0.2273,0.0,6.0,3.0,3.0,0.194
0.2,0.69,0.0,0.0,14.0,14.0,2.0,3.0,0.0,0.197,0.0,0.0,3.0,3.0,0.2239
0.18,0.74,0.0,0.0,6.0,5.0,2.0,4.0,0.0,0.197,0.0,1.0,3.0,3.0,0.1642
0.16,0.86,0.0,0.0,2.0,2.0,2.0,6.0,0.0,0.1818,0.0,0.0,3.0,3.0,0.1343
0.16,0.86,0.0,0.0,7.0,7.0,2.0,7.0,0.0,0.1667,0.0,0.0,3.0,3.0,0.1642
0.2,0.69,0.0,0.0,14.0,8.0,2.0,8.0,0.0,0.197,0.0,6.0,1.0,3.0,0.2239
0.22,0.55,0.0,0.0,54.0,37.0,2.0,9.0,0.0,0.2273,0.0,17.0,1.0,3.0,0.1343
0.22,0.55,0.0,0.0,86.0,59.0,2.0,10.0,0.0,0.2121,0.0,27.0,2.0,3.0,0.2239
0.24,0.48,0.0,0.0,108.0,85.0,2.0,11.0,0.0,0.2424,0.0,23.0,2.0,3.0,0.1642
0.26,0.44,0.0,0.0,163.0,120.0,2.0,12.0,0.0,0.2576,0.0,43.0,2.0,3.0,0.2239
0.3,0.39,0.0,0.0,147.0,100.0,2.0,13.0,0.0,0.2879,0.0,47.0,1.0,3.0,0.2239
0.32,0.36,0.0,0.0,164.0,103.0,2.0,14.0,0.0,0.3182,0.0,61.0,1.0,3.0,0.1642
0.32,0.36,0.0,0.0,172.0,111.0,2.0,15.0,0.0,0.303,0.0,61.0,1.0,3.0,0.2836
0.34,0.34,0.0,0.0,143.0,98.0,2.0,16.0,0.0,0.3333,0.0,45.0,1.0,3.0,0.0
0.32,0.31,0.0,0.0,159.0,109.0,2.0,17.0,0.0,0.303,0.0,50.0,1.0,3.0,0.2537
0.3,0.33,0.0,0.0,137.0,105.0,2.0,18.0,0.0,0.2879,0.0,32.0,1.0,3.0,0.194
0.3,0.31,0.0,0.0,103.0,80.0,2.0,19.0,0.0,0.2879,0.0,23.0,1.0,3.0,0.2239
0.28,0.36,0.0,0.0,57.0,50.0,2.0,20.0,0.0,0.2727,0.0,7.0,1.0,3.0,0.1642
0.26,0.41,0.0,0.0,36.0,29.0,2.0,21.0,0.0,0.2576,0.0,7.0,1.0,3.0,0.1642
0.26,0.41,0.0,0.0,30.0,25.0,2.0,22.0,0.0,0.2576,0.0,5.0,1.0,3.0,0.1642
0.26,0.44,0.0,0.0,19.0,16.0,2.0,23.0,0.0,0.2576,0.0,3.0,1.0,3.0,0.194
0.22,0.55,1.0,0.0,12.0,11.0,2.0,0.0,1.0,0.2273,0.0,1.0,1.0,3.0,0.194
0.22,0.44,1.0,0.0,6.0,4.0,2.0,1.0,1.0,0.2273,0.0,2.0,1.0,3.0,0.194
0.22,0.44,1.0,0.0,5.0,5.0,2.0,2.0,1.0,0.2273,0.0,0.0,1.0,3.0,0.1642
0.22,0.44,1.0,0.0,2.0,2.0,2.0,3.0,1.0,0.2273,0.0,0.0,1.0,3.0,0.1642
0.18,0.43,1.0,0.0,8.0,8.0,2.0,5.0,1.0,0.1818,0.0,0.0,1.0,3.0,0.194
0.18,0.34,1.0,0.0,40.0,40.0,2.0,6.0,1.0,0.1667,0.0,0.0,1.0,3.0,0.2836
0.2,0.32,1.0,0.0,110.0,104.0,2.0,7.0,1.0,0.1818,0.0,6.0,1.0,3.0,0.3284
0.2,0.34,1.0,0.0,254.0,239.0,2.0,8.0,1.0,0.197,0.0,15.0,1.0,3.0,0.2239
0.22,0.32,1.0,0.0,121.0,109.0,2.0,9.0,1.0,0.2121,0.0,12.0,2.0,3.0,0.2239
0.24,0.3,1.0,0.0,69.0,47.0,2.0,10.0,1.0,0.2273,0.0,22.0,1.0,3.0,0.194
0.26,0.3,1.0,0.0,57.0,39.0,2.0,11.0,1.0,0.2424,0.0,18.0,2.0,3.0,0.2836
0.26,0.25,1.0,0.0,79.0,71.0,2.0,12.0,1.0,0.2727,0.0,8.0,2.0,3.0,0.0
0.3,0.24,1.0,0.0,83.0,69.0,2.0,13.0,1.0,0.2879,0.0,14.0,2.0,3.0,0.2239
0.32,0.22,1.0,0.0,80.0,65.0,2.0,14.0,1.0,0.303,0.0,15.0,1.0,3.0,0.2239
0.32,0.24,1.0,0.0,72.0,53.0,2.0,15.0,1.0,0.303,0.0,19.0,1.0,3.0,0.2836
0.34,0.23,1.0,0.0,132.0,117.0,2.0,16.0,1.0,0.3182,0.0,15.0,1.0,3.0,0.2239
0.34,0.23,1.0,0.0,252.0,227.0,2.0,17.0,1.0,0.303,0.0,25.0,1.0,3.0,0.2985
0.32,0.21,1.0,0.0,241.0,220.0,2.0,18.0,1.0,0.303,0.0,21.0,1.0,3.0,0.2836
0.3,0.22,1.0,0.0,173.0,156.0,2.0,19.0,1.0,0.303,0.0,17.0,1.0,3.0,0.1343
0.32,0.22,1.0,0.0,112.0,107.0,2.0,20.0,1.0,0.3333,0.0,5.0,1.0,3.0,0.1045
0.32,0.21,1.0,0.0,61.0,55.0,2.0,21.0,1.0,0.3333,0.0,6.0,1.0,3.0,0.1343
0.3,0.22,1.0,0.0,40.0,40.0,2.0,22.0,1.0,0.2879,0.0,0.0,1.0,3.0,0.2239
0.28,0.24,1.0,0.0,19.0,18.0,2.0,23.0,1.0,0.2576,0.0,1.0,1.0,3.0,0.2985
0.26,0.28,2.0,0.0,16.0,15.0,2.0,0.0,1.0,0.2273,0.0,1.0,1.0,3.0,0.3284
0.24,0.32,2.0,0.0,4.0,4.0,2.0,1.0,1.0,0.2121,0.0,0.0,1.0,3.0,0.2985
0.24,0.32,2.0,0.0,3.0,3.0,2.0,2.0,1.0,0.2121,0.0,0.0,1.0,3.0,0.2985
0.24,0.32,2.0,0.0,3.0,1.0,2.0,3.0,1.0,0.2121,0.0,2.0,1.0,3.0,0.2985
0.2,0.44,2.0,0.0,2.0,1.0,2.0,4.0,1.0,0.2121,0.0,1.0,1.0,3.0,0.1642
0.22,0.37,2.0,0.0,8.0,8.0,2.0,5.0,1.0,0.2121,0.0,0.0,1.0,3.0,0.2537
0.22,0.41,2.0,0.0,50.0,46.0,2.0,6.0,1.0,0.2121,0.0,4.0,1.0,3.0,0.2985
0.22,0.41,2.0,0.0,133.0,128.0,2.0,7.0,1.0,0.197,0.0,5.0,1.0,3.0,0.3582
0.24,0.35,2.0,0.0,287.0,268.0,2.0,8.0,1.0,0.2121,0.0,19.0,1.0,3.0,0.3582
0.28,0.28,2.0,0.0,172.0,156.0,2.0,9.0,1.0,0.2576,0.0,16.0,1.0,3.0,0.3881
0.3,0.24,2.0,0.0,59.0,46.0,2.0,10.0,1.0,0.2727,0.0,13.0,1.0,3.0,0.2985
0.34,0.25,2.0,0.0,81.0,63.0,2.0,11.0,1.0,0.303,0.0,18.0,2.0,3.0,0.3881
0.34,0.25,2.0,0.0,106.0,77.0,2.0,12.0,1.0,0.3333,0.0,29.0,1.0,3.0,0.1642
0.34,0.25,2.0,0.0,104.0,80.0,2.0,13.0,1.0,0.303,0.0,24.0,1.0,3.0,0.2985
0.36,0.25,2.0,0.0,86.0,66.0,2.0,14.0,1.0,0.3333,0.0,20.0,1.0,3.0,0.2537
0.38,0.25,2.0,0.0,87.0,65.0,2.0,15.0,1.0,0.3939,0.0,22.0,1.0,3.0,0.2239
0.38,0.22,2.0,0.0,136.0,124.0,2.0,16.0,1.0,0.3939,0.0,12.0,1.0,3.0,0.1642
0.4,0.2,2.0,0.0,299.0,265.0,2.0,17.0,1.0,0.4091,0.0,34.0,1.0,3.0,0.1343
0.36,0.21,2.0,0.0,294.0,252.0,2.0,18.0,1.0,0.3636,0.0,42.0,1.0,3.0,0.0896
0.34,0.23,2.0,0.0,190.0,170.0,2.0,19.0,1.0,0.3333,0.0,20.0,1.0,3.0,0.194
0.36,0.21,2.0,0.0,132.0,119.0,2.0,20.0,1.0,0.3636,0.0,13.0,1.0,3.0,0.0896
0.34,0.42,2.0,0.0,83.0,75.0,2.0,21.0,1.0,0.3636,0.0,8.0,1.0,3.0,0.0
0.34,0.49,2.0,0.0,55.0,49.0,2.0,22.0,1.0,0.3636,0.0,6.0,1.0,3.0,0.0
0.32,0.57,2.0,0.0,35.0,27.0,2.0,23.0,1.0,0.3333,0.0,8.0,2.0,3.0,0.1045
0.32,0.57,3.0,0.0,11.0,8.0,2.0,0.0,1.0,0.3485,0.0,3.0,2.0,3.0,0.0
0.32,0.39,3.0,0.0,10.0,9.0,2.0,1.0,1.0,0.3485,0.0,1.0,1.0,3.0,0.0
0.32,0.57,3.0,0.0,4.0,4.0,2.0,2.0,1.0,0.3485,0.0,0.0,2.0,3.0,0.0
0.32,0.49,3.0,0.0,4.0,4.0,2.0,3.0,1.0,0.3485,0.0,0.0,2.0,3.0,0.0
0.32,0.57,3.0,0.0,1.0,0.0,2.0,4.0,1.0,0.3485,0.0,1.0,2.0,3.0,0.0
0.3,0.56,3.0,0.0,7.0,7.0,2.0,5.0,1.0,0.2879,0.0,0.0,2.0,3.0,0.194
0.3,0.49,3.0,0.0,48.0,44.0,2.0,6.0,1.0,0.303,0.0,4.0,2.0,3.0,0.1343
0.32,0.45,3.0,0.0,136.0,128.0,2.0,7.0,1.0,0.3333,0.0,8.0,2.0,3.0,0.1045
0.32,0.49,3.0,0.0,263.0,247.0,2.0,8.0,1.0,0.3182,0.0,16.0,2.0,3.0,0.1642
0.32,0.45,3.0,0.0,154.0,147.0,2.0,9.0,1.0,0.303,0.0,7.0,2.0,3.0,0.2239
0.34,0.46,3.0,0.0,64.0,51.0,2.0,10.0,1.0,0.3182,0.0,13.0,2.0,3.0,0.2239
0.34,0.46,3.0,0.0,90.0,64.0,2.0,11.0,1.0,0.3182,0.0,26.0,2.0,3.0,0.2537
0.34,0.46,3.0,0.0,80.0,65.0,2.0,12.0,1.0,0.3333,0.0,15.0,2.0,3.0,0.1642
0.36,0.46,3.0,0.0,98.0,84.0,2.0,13.0,1.0,0.3485,0.0,14.0,2.0,3.0,0.2239
0.36,0.46,3.0,0.0,80.0,64.0,2.0,14.0,1.0,0.3333,0.0,16.0,2.0,3.0,0.2985
0.28,0.81,3.0,0.0,70.0,56.0,2.0,15.0,1.0,0.2576,0.0,14.0,3.0,3.0,0.2985
0.28,0.87,3.0,0.0,36.0,36.0,2.0,16.0,1.0,0.2727,0.0,0.0,3.0,3.0,0.2537
0.26,0.93,3.0,0.0,116.0,105.0,2.0,17.0,1.0,0.2727,0.0,11.0,3.0,3.0,0.1045
0.26,0.93,3.0,0.0,85.0,79.0,2.0,18.0,1.0,0.2576,0.0,6.0,2.0,3.0,0.2239
0.26,0.93,3.0,0.0,72.0,67.0,2.0,19.0,1.0,0.2576,0.0,5.0,2.0,3.0,0.2239
0.24,0.93,3.0,0.0,44.0,40.0,2.0,20.0,1.0,0.2121,0.0,4.0,3.0,3.0,0.2985
0.24,0.93,3.0,0.0,27.0,27.0,2.0,21.0,1.0,0.2273,0.0,0.0,2.0,3.0,0.2537
0.24,0.93,3.0,0.0,24.0,21.0,2.0,22.0,1.0,0.2273,0.0,3.0,3.0,3.0,0.2239
0.24,0.93,3.0,0.0,12.0,11.0,2.0,23.0,1.0,0.2121,0.0,1.0,3.0,3.0,0.2836
0.24,0.93,4.0,0.0,3.0,3.0,2.0,0.0,1.0,0.2273,0.0,0.0,3.0,3.0,0.2239
0.24,0.93,4.0,0.0,5.0,4.0,2.0,1.0,1.0,0.2273,0.0,1.0,3.0,3.0,0.194
0.24,0.93,4.0,0.0,5.0,5.0,2.0,2.0,1.0,0.2273,0.0,0.0,3.0,3.0,0.194
0.24,0.93,4.0,0.0,1.0,1.0,2.0,3.0,1.0,0.2273,0.0,0.0,3.0,3.0,0.2239
0.24,0.93,4.0,0.0,2.0,2.0,2.0,4.0,1.0,0.2273,0.0,0.0,3.0,3.0,0.2537
0.24,0.93,4.0,0.0,8.0,8.0,2.0,5.0,1.0,0.2273,0.0,0.0,3.0,3.0,0.2239
0.24,0.93,4.0,0.0,36.0,34.0,2.0,6.0,1.0,0.2121,0.0,2.0,3.0,3.0,0.2985
0.24,0.93,4.0,0.0,92.0,87.0,2.0,7.0,1.0,0.2273,0.0,5.0,3.0,3.0,0.2537
0.24,1.0,4.0,0.0,192.0,185.0,2.0,8.0,1.0,0.2273,0.0,7.0,2.0,3.0,0.2537
0.26,0.93,4.0,0.0,132.0,126.0,2.0,9.0,1.0,0.2424,0.0,6.0,3.0,3.0,0.2537
0.26,0.93,4.0,0.0,69.0,54.0,2.0,10.0,1.0,0.2424,0.0,15.0,3.0,3.0,0.2537
