mcg,gvh,vac,erl,alm,nuc,pox,mit,class
0.58,0.45,0.52,0.5,0.48,0.37,0.0,0.24,CYT
0.58,0.41,0.51,0.5,0.51,0.37,0.0,0.26,CYT
0.41,0.6,0.47,0.5,0.53,0.43,0.0,0.29,NUC
0.69,0.5,0.49,0.5,0.49,0.22,0.0,0.42,MIT
0.38,0.49,0.54,0.5,0.61,0.22,0.0,0.13,CYT
0.6,0.48,0.54,0.5,0.44,0.63,0.0,0.52,NUC
0.47,0.49,0.31,0.5,0.63,0.26,0.0,0.17,NUC
0.28,0.51,0.46,0.5,0.55,0.22,0.0,0.11,NUC
0.56,0.57,0.59,1.0,0.63,0.4,0.0,0.39,NUC
0.21,0.38,0.51,0.5,0.49,0.45,0.0,0.16,CYT
0.46,0.57,0.52,0.5,0.57,0.26,0.0,0.15,NUC
0.43,0.42,0.57,0.5,0.54,0.33,0.0,0.22,NUC
0.57,0.59,0.53,0.5,0.5,0.22,0.0,0.58,MIT
0.48,0.34,0.47,0.5,0.47,0.26,0.0,0.14,CYT
0.35,0.4,0.42,0.5,0.53,0.38,0.0,0.18,CYT
0.47,0.45,0.46,0.5,0.53,0.22,0.0,0.62,MIT
0.53,0.43,0.58,0.5,0.47,0.22,0.0,0.15,CYT
0.46,0.45,0.56,0.5,0.56,0.22,0.0,0.16,CYT
0.44,0.42,0.55,0.5,0.62,0.37,0.0,0.14,NUC
0.37,0.34,0.44,0.5,0.58,0.18,0.0,0.24,NUC
0.37,0.34,0.44,0.5,0.58,0.18,0.0,0.24,NUC
0.39,0.39,0.37,0.5,0.55,0.16,0.0,0.52,NUC
0.39,0.39,0.37,0.5,0.55,0.16,0.0,0.52,NUC
0.48,0.46,0.53,0.5,0.38,0.22,0.0,0.29,ME3
0.48,0.57,0.52,0.5,0.5,0.42,0.0,0.09,NUC
0.61,0.57,0.5,0.5,0.45,0.42,0.0,0.21,NUC
0.56,0.44,0.54,0.5,0.56,0.22,0.0,0.19,CYT
0.51,0.63,0.53,0.5,0.3,0.27,0.0,0.35,ME3
0.53,0.68,0.54,0.5,0.34,0.27,0.0,0.42,ME3
0.37,0.22,0.47,0.5,0.64,0.22,0.0,0.35,NUC
0.51,0.48,0.5,0.5,0.58,0.28,0.0,0.22,NUC
0.49,0.37,0.51,0.5,0.59,0.22,0.0,0.17,NUC
0.51,0.48,0.5,0.5,0.58,0.28,0.0,0.22,NUC
0.53,0.53,0.49,0.5,0.53,0.37,0.0,0.17,NUC
0.29,0.68,0.47,0.5,0.47,0.37,0.0,0.26,NUC
0.5,0.45,0.55,0.5,0.49,0.43,0.0,0.15,NUC
0.33,0.28,0.53,0.5,0.31,0.22,0.0,0.24,ME3
0.85,0.85,0.55,0.5,0.3,0.42,0.0,0.31,ME1
0.43,0.39,0.4,0.5,0.51,0.22,0.0,0.28,NUC
0.61,0.54,0.54,0.5,0.49,0.42,0.0,0.16,CYT
0.34,0.35,0.52,0.5,0.61,0.25,0.0,0.19,NUC
0.55,0.53,0.48,0.5,0.56,0.22,0.0,0.29,MIT
0.66,0.62,0.49,0.5,0.52,0.22,0.0,0.17,CYT
0.44,0.41,0.57,0.5,0.58,0.25,0.0,0.2,CYT
0.37,0.62,0.51,0.5,0.34,0.22,0.0,0.25,ME3
0.45,0.56,0.54,0.5,0.51,0.22,0.0,0.64,MIT
0.38,0.46,0.5,0.5,0.52,0.26,0.0,0.75,MIT
0.61,0.54,0.54,0.5,0.49,0.47,0.0,0.19,CYT
0.44,0.53,0.5,0.5,0.52,0.22,0.0,0.37,NUC
0.44,0.53,0.5,0.5,0.52,0.22,0.0,0.37,NUC
0.32,0.34,0.52,0.5,0.61,0.32,0.0,0.17,NUC
0.34,0.34,0.52,0.5,0.61,0.32,0.0,0.18,NUC
0.51,0.68,0.54,0.5,0.49,0.27,0.0,0.59,MIT
0.41,0.3,0.54,0.5,0.49,0.22,0.0,0.28,CYT
0.41,0.43,0.5,0.5,0.5,0.22,0.0,0.28,CYT
0.3,0.5,0.51,0.5,0.34,0.22,0.0,0.26,ME3
0.49,0.4,0.5,0.5,0.34,0.22,0.0,0.26,ME3
0.34,0.4,0.51,0.5,0.3,0.22,0.0,0.23,ME3
0.43,0.44,0.51,0.5,0.3,0.22,0.0,0.18,ME3
0.43,0.45,0.48,0.5,0.37,0.22,0.0,0.12,ME3
0.45,0.57,0.51,0.5,0.3,0.22,0.0,0.17,ME3
0.45,0.57,0.51,0.5,0.3,0.22,0.0,0.17,ME3
0.42,0.44,0.54,0.5,0.33,0.27,0.0,0.17,ME3
0.52,0.5,0.48,0.5,0.53,0.22,0.0,0.1,POX
0.53,0.56,0.52,0.5,0.49,0.22,0.0,0.46,MIT
0.45,0.54,0.53,0.5,0.54,0.22,0.0,0.62,MIT
0.51,0.43,0.52,0.5,0.63,0.22,0.0,0.18,CYT
0.51,0.52,0.51,0.5,0.48,0.22,0.0,0.5,MIT
0.55,0.49,0.52,0.5,0.5,0.25,0.0,0.46,MIT
0.5,0.46,0.52,0.5,0.52,0.26,0.0,0.16,CYT
0.5,0.53,0.49,0.5,0.45,0.22,0.0,0.44,MIT
0.45,0.59,0.47,0.5,0.53,0.25,0.0,0.74,MIT
0.57,0.61,0.48,0.5,0.55,0.22,0.0,0.67,MIT
0.54,0.45,0.52,0.5,0.62,0.26,0.0,0.13,NUC
0.67,0.51,0.51,0.5,0.53,0.22,0.0,0.28,MIT
0.35,0.49,0.5,0.5,0.47,0.28,0.0,0.22,MIT
0.47,0.63,0.37,0.5,0.66,0.11,0.0,0.45,MIT
0.51,0.34,0.48,0.5,0.43,0.25,0.0,0.18,CYT
0.56,0.45,0.51,0.5,0.59,0.26,0.0,0.14,NUC
0.45,0.38,0.44,0.5,0.59,0.45,0.0,0.18,NUC
0.43,0.51,0.55,0.5,0.6,0.22,0.0,0.25,CYT
0.47,0.59,0.56,0.5,0.43,0.3,0.0,0.13,ME3
0.4,0.45,0.54,0.5,0.42,0.26,0.0,0.17,ME3
0.89,0.81,0.55,0.5,0.36,0.63,0.0,0.71,ME1
0.58,0.55,0.44,0.5,0.52,0.22,0.0,0.22,MIT
0.59,0.57,0.52,0.5,0.46,0.22,0.0,0.14,MIT
0.49,0.41,0.5,0.5,0.32,0.32,0.0,0.21,ME3
0.35,0.53,0.5,0.5,0.35,0.32,0.0,0.33,ME3
0.42,0.32,0.14,0.5,0.61,0.27,0.0,0.13,NUC
0.5,0.46,0.56,0.5,0.42,0.55,0.0,0.32,ME3
0.68,0.5,0.61,0.5,0.43,0.22,0.0,0.27,ME2
0.5,0.45,0.47,0.5,0.49,0.4,0.0,0.3,NUC
0.46,0.41,0.53,0.5,0.5,0.22,0.0,0.44,MIT
0.32,0.36,0.55,0.5,0.34,0.26,0.0,0.19,ME3
0.4,0.51,0.45,0.5,0.42,0.25,0.0,0.13,ME3
0.7,0.73,0.48,0.5,0.37,0.31,0.0,0.37,ME1
0.81,0.76,0.51,0.5,0.32,0.22,0.0,0.37,ME2
0.65,0.61,0.57,0.5,0.39,0.28,0.0,0.3,ME3
0.47,0.43,0.54,0.5,0.35,0.22,0.0,0.32,ME3
0.42,0.25,0.45,0.5,0.6,0.22,0.0,0.14,CYT
0.23,0.34,0.5,0.5,0.41,0.27,0.0,0.28,NUC
0.85,0.56,0.55,1.0,0.33,0.25,0.0,0.38,ERL
0.34,0.31,0.5,0.5,0.6,0.3,0.0,0.37,NUC
0.59,0.53,0.53,0.5,0.47,0.31,0.0,0.26,NUC
0.67,0.63,0.6,0.5,0.34,0.33,0.0,0.41,ME1
0.7,0.73,0.54,0.5,0.38,0.22,0.0,0.36,ME1
0.54,0.51,0.47,0.5,0.54,0.25,0.0,0.52,MIT
0.53,0.5,0.49,0.5,0.54,0.41,0.0,0.56,MIT
0.84,0.63,0.53,0.5,0.38,0.22,0.0,0.23,EXC
0.89,0.77,0.44,0.5,0.36,0.22,0.0,0.34,EXC
0.48,0.43,0.48,0.5,0.45,0.37,0.0,0.17,ME3
0.36,0.35,0.44,0.5,0.47,0.31,0.0,0.22,ME3
0.57,0.49,0.51,0.5,0.48,0.22,0.0,0.16,NUC
0.43,0.52,0.49,1.0,0.53,0.22,0.0,0.52,CYT
0.38,0.49,0.5,0.5,0.54,0.27,0.0,1.0,CYT
0.43,0.32,0.47,0.5,0.56,0.27,0.0,0.27,NUC
0.84,0.87,0.28,0.5,0.45,0.22,0.0,0.54,ME1
0.27,0.56,0.52,0.5,0.56,0.22,0.0,0.18,CYT
0.89,0.82,0.55,0.5,0.6,0.22,0.0,0.49,ME2
0.86,0.92,0.53,1.0,0.5,0.32,0.0,0.37,ERL
0.37,0.55,0.51,0.5,0.29,0.22,0.0,0.32,ME3
0.87,0.83,0.36,0.5,0.57,0.22,0.0,0.36,EXC
0.43,0.45,0.5,0.5,0.54,0.31,0.0,0.14,CYT
0.52,0.48,0.54,0.5,0.54,0.22,0.0,0.28,NUC
0.77,0.6,0.57,0.5,0.42,0.22,0.0,0.33,ME2
0.76,0.74,0.51,0.5,0.56,0.3,0.0,0.34,ME2
0.58,0.76,0.54,0.5,0.4,0.3,0.0,0.37,ME2
0.94,0.6,0.54,0.5,0.33,0.22,0.0,0.49,ME2
0.36,0.44,0.42,0.5,0.57,0.22,0.0,0.18,MIT
0.42,0.51,0.49,0.5,0.39,0.26,0.0,0.22,ME3
0.52,0.48,0.48,0.5,0.58,0.22,0.0,0.55,CYT
0.42,0.32,0.55,0.5,0.48,0.22,0.0,0.16,VAC
0.43,0.38,0.46,0.5,0.51,0.33,0.0,0.24,NUC
0.48,0.57,0.51,0.5,0.52,0.22,0.0,0.61,MIT
0.83,0.53,0.48,0.5,0.52,0.25,0.0,0.2,ME2
0.36,0.34,0.52,0.5,0.46,0.22,0.0,0.19,ME2
0.51,0.43,0.52,0.5,0.47,0.37,0.0,0.19,CYT
0.54,0.54,0.56,0.5,0.49,0.22,0.0,0.14,CYT
0.44,0.41,0.49,0.5,0.44,0.42,0.0,0.13,NUC
0.52,0.62,0.5,0.5,0.54,0.22,0.0,0.19,MIT
0.46,0.4,0.49,0.5,0.38,0.22,0.0,0.18,ME3
0.68,0.5,0.46,0.5,0.55,0.31,0.0,0.65,MIT
0.53,0.44,0.53,0.5,0.47,0.22,0.0,0.22,NUC
0.48,0.48,0.55,0.5,0.5,0.22,0.0,0.47,MIT
0.46,0.14,0.5,0.5,0.36,0.25,0.0,0.21,ME3
0.5,0.45,0.5,0.5,0.48,0.26,0.0,0.17,CYT
0.44,0.53,0.54,0.5,0.43,0.75,0.0,0.17,NUC
0.46,0.47,0.51,0.5,0.46,0.22,0.0,0.16,CYT
0.52,0.49,0.51,0.5,0.57,0.22,0.0,0.57,NUC
0.62,0.64,0.48,0.5,0.56,0.33,0.0,0.2,NUC
0.46,0.32,0.61,0.5,0.58,0.25,0.0,0.17,NUC
0.78,0.48,0.53,0.5,0.47,0.47,0.0,0.3,ME2
0.49,0.62,0.46,0.5,0.65,0.43,0.0,0.18,NUC
0.5,0.34,0.57,0.5,0.62,0.22,0.0,0.19,CYT
0.39,0.37,0.53,0.5,0.33,0.26,0.0,0.23,ME3
0.39,0.37,0.5,0.5,0.56,0.27,0.0,0.15,CYT
0.33,0.37,0.53,0.5,0.54,0.27,0.0,0.28,NUC
0.39,0.37,0.52,0.5,0.33,0.26,0.0,0.23,ME3
0.33,0.38,0.52,0.5,0.53,0.27,0.0,0.26,NUC
0.48,0.51,0.5,0.5,0.57,0.22,0.0,0.24,CYT
0.5,0.62,0.49,0.5,0.54,0.22,0.0,0.66,MIT
0.47,0.54,0.53,0.5,0.54,0.26,0.0,0.48,MIT
0.72,0.58,0.48,0.5,0.42,0.22,0.0,0.28,MIT
0.41,0.41,0.57,0.5,0.51,0.22,0.0,0.19,MIT
0.81,0.65,0.57,0.5,0.52,0.26,0.0,0.41,MIT
0.5,0.49,0.43,0.5,0.52,0.52,0.0,0.2,NUC
0.18,0.48,0.0,0.5,0.46,0.25,0.0,0.12,NUC
0.26,0.38,0.48,0.5,0.52,0.56,0.0,0.36,NUC
0.53,0.51,0.49,0.5,0.51,0.41,0.0,0.11,NUC
0.58,0.49,0.57,0.5,0.5,0.22,0.0,0.41,MIT
0.62,0.6,0.53,0.5,0.47,0.22,0.0,0.16,CYT
0.68,0.58,0.54,0.5,0.51,0.22,0.83,0.19,POX
0.4,0.52,0.51,0.5,0.53,0.22,0.0,0.52,MIT
0.51,0.47,0.5,0.5,0.41,0.22,0.0,0.44,ME3
0.72,0.56,0.51,0.5,0.4,0.26,0.0,0.26,ME2
0.49,0.44,0.51,0.5,0.45,0.22,0.0,0.22,CYT
0.32,0.47,0.49,0.5,0.55,0.22,0.0,0.25,MIT
0.46,0.57,0.52,0.5,0.52,0.22,0.0,0.28,NUC
0.53,0.48,0.49,0.5,0.45,0.27,0.0,0.44,MIT
0.49,0.48,0.52,0.5,0.46,0.22,0.0,0.63,MIT
0.7,0.53,0.51,0.5,0.42,0.28,0.0,0.22,NUC
0.68,0.68,0.53,0.5,0.49,0.22,0.0,0.15,EXC
0.47,0.6,0.52,0.5,0.35,0.22,0.0,0.21,ME3
0.55,0.49,0.49,0.5,0.45,0.22,0.0,0.18,NUC
0.4,0.53,0.48,0.5,0.61,0.33,0.0,0.21,NUC
0.57,0.44,0.54,0.5,0.42,0.22,0.0,0.2,CYT
0.4,0.47,0.46,0.5,0.48,0.22,0.0,0.18,CYT
0.34,0.54,0.52,0.5,0.54,0.22,0.0,0.13,CYT
0.43,0.83,0.47,0.5,0.55,0.4,0.0,0.2,NUC
0.55,0.65,0.55,0.5,0.5,0.22,0.0,0.28,NUC
0.29,0.46,0.49,0.5,0.54,0.22,0.0,0.27,CYT
0.46,0.42,0.4,0.5,0.6,0.22,0.0,0.21,EXC
0.8,0.81,0.42,0.5,0.55,0.22,0.0,0.35,EXC
0.79,0.74,0.48,0.5,0.49,0.22,0.0,0.33,EXC
0.45,0.48,0.48,0.5,0.63,0.22,0.0,0.67,MIT
0.66,0.52,0.56,0.5,0.52,0.27,0.0,0.44,MIT
0.5,0.49,0.49,0.5,0.59,0.36,0.0,0.47,MIT
0.54,0.52,0.55,0.5,0.54,0.25,0.0,0.2,NUC
0.37,0.31,0.53,0.5,0.53,0.44,0.0,0.16,NUC
0.43,0.39,0.41,0.5,0.59,0.43,0.0,0.13,NUC
0.48,0.47,0.51,0.5,0.54,0.65,0.0,0.55,MIT
0.6,0.59,0.55,0.5,0.45,0.22,0.0,0.23,MIT
0.45,0.73,0.54,0.5,0.47,0.43,0.0,0.65,MIT
0.66,0.54,0.54,0.5,0.49,0.36,0.0,0.16,NUC
0.46,0.55,0.47,0.5,0.61,0.22,0.0,0.13,CYT
0.42,0.5,0.5,0.5,0.53,0.22,0.83,0.22,POX
0.66,0.66,0.51,0.5,0.32,0.22,0.0,0.54,ME2
0.74,0.56,0.51,0.5,0.35,0.25,0.0,0.36,ME2
0.89,0.52,0.52,0.5,0.41,0.31,0.0,0.26,ME2
0.67,0.51,0.43,0.5,0.54,0.3,0.0,0.21,MIT
0.58,0.46,0.5,0.5,0.46,0.43,0.0,0.34,NUC
0.4,0.68,0.44,0.5,0.5,0.36,0.0,0.82,MIT
0.59,0.57,0.51,0.5,0.43,0.22,0.0,0.26,MIT
0.39,0.3,0.53,0.5,0.56,0.38,0.0,0.12,NUC
0.6,0.62,0.5,0.5,0.54,0.22,0.0,0.4,MIT
0.36,0.4,0.48,0.5,0.53,0.22,0.0,0.48,MIT
0.51,0.42,0.46,0.5,0.56,0.22,0.0,0.38,MIT
0.41,0.54,0.52,0.5,0.58,0.22,0.0,0.2,MIT
0.57,0.4,0.48,0.5,0.62,0.11,0.0,0.3,MIT
0.52,0.5,0.5,0.5,0.59,0.22,0.0,0.31,MIT
0.42,0.53,0.47,0.5,0.53,0.22,0.0,0.64,MIT
0.5,0.46,0.49,0.5,0.64,0.22,0.0,0.36,MIT
0.6,0.51,0.52,0.5,0.6,0.24,0.83,0.38,MIT
0.45,0.38,0.54,0.5,0.64,0.22,0.0,0.14,MIT
0.6,0.57,0.47,0.5,0.64,0.28,0.0,0.52,MIT
0.53,0.42,0.5,0.5,0.58,0.22,0.0,0.29,MIT
0.41,0.52,0.39,0.5,0.53,0.33,0.0,0.41,MIT
0.45,0.43,0.59,0.5,0.63,0.11,0.0,0.4,MIT
0.44,0.44,0.48,0.5,0.67,0.26,0.0,0.35,MIT
0.58,0.52,0.38,0.5,0.61,0.11,0.0,0.33,MIT
0.57,0.61,0.44,0.5,0.55,0.21,0.0,0.27,MIT
0.57,0.58,0.49,0.5,0.58,0.22,0.0,0.35,MIT
0.64,0.64,0.5,0.5,0.56,0.22,0.0,0.21,MIT
0.56,0.5,0.46,0.5,0.61,0.28,0.0,0.49,MIT
0.6,0.46,0.49,0.5,0.59,0.22,0.0,0.16,MIT
0.36,0.38,0.48,0.5,0.56,0.22,0.0,0.44,MIT
0.53,0.52,0.5,0.5,0.61,0.22,0.0,0.35,MIT
0.62,0.59,0.46,0.5,0.54,0.22,0.0,0.47,MIT
0.55,0.5,0.46,0.5,0.6,0.27,0.0,0.31,MIT
0.58,0.53,0.51,0.5,0.57,0.27,0.0,0.46,MIT
0.65,0.53,0.47,0.5,0.55,0.27,0.0,0.52,MIT
0.38,0.54,0.51,0.5,0.54,0.22,0.0,0.41,MIT
0.58,0.53,0.47,0.5,0.5,0.31,0.0,0.53,MIT
0.61,0.46,0.51,0.5,0.51,0.22,0.0,0.37,MIT
0.55,0.59,0.54,0.5,0.47,0.33,0.0,0.64,MIT
0.54,0.64,0.49,0.5,0.5,0.22,0.0,0.13,MIT
0.4,0.74,0.51,0.5,0.49,0.22,0.0,0.16,MIT
0.76,0.76,0.44,0.5,0.35,0.22,0.0,0.27,ME1
0.51,0.56,0.53,0.5,0.51,0.36,0.0,0.42,MIT
0.43,0.32,0.5,0.5,0.5,0.22,0.0,0.29,MIT
0.49,0.44,0.48,0.5,0.45,0.22,0.0,0.55,MIT
0.32,0.45,0.55,0.5,0.44,0.33,0.0,0.2,NUC
0.51,0.6,0.54,0.5,0.51,0.22,0.0,0.26,NUC
0.49,0.46,0.55,0.5,0.42,0.22,0.0,0.46,NUC
0.5,0.56,0.5,0.5,0.49,0.22,0.0,0.61,MIT
0.51,0.48,0.49,0.5,0.51,0.22,0.0,0.43,MIT
0.52,0.38,0.41,0.5,0.62,0.28,0.0,0.12,NUC
0.53,0.4,0.53,0.5,0.57,0.32,0.0,0.12,NUC
0.51,0.56,0.52,0.5,0.62,0.51,0.0,0.24,NUC
0.63,0.6,0.55,0.5,0.5,0.22,0.0,0.27,MIT
0.46,0.44,0.48,0.5,0.53,0.22,0.0,0.31,MIT
0.58,0.57,0.54,0.5,0.54,0.22,0.0,0.69,MIT
0.61,0.59,0.54,0.5,0.47,0.22,0.0,0.49,MIT
0.63,0.47,0.5,0.5,0.56,0.22,0.0,0.12,MIT
0.55,0.53,0.48,0.5,0.54,0.22,0.0,0.4,MIT
0.41,0.47,0.5,0.5,0.58,0.22,0.0,0.62,MIT
0.44,0.53,0.51,0.5,0.53,0.22,0.0,0.37,MIT
0.57,0.4,0.55,0.5,0.48,0.22,0.0,0.24,CYT
0.46,0.46,0.55,0.5,0.56,0.22,0.0,0.12,MIT
0.47,0.46,0.44,0.5,0.55,0.46,0.0,0.28,NUC
0.39,0.35,0.49,0.5,0.49,0.22,0.0,0.17,NUC
0.58,0.38,0.5,0.5,0.4,0.22,0.0,0.21,CYT
0.53,0.41,0.47,1.0,0.5,0.22,0.0,0.24,CYT
0.43,0.4,0.5,0.5,0.5,0.28,0.0,0.18,CYT
0.41,0.59,0.36,0.5,0.46,0.22,0.0,0.19,EXC
0.58,0.56,0.57,0.5,0.52,0.35,0.0,0.25,NUC
0.51,0.65,0.49,0.5,0.53,0.22,0.0,0.19,EXC
0.81,0.79,0.41,0.5,0.32,0.22,0.0,0.37,ME1
0.44,0.41,0.49,0.5,0.29,0.22,0.0,0.21,ME3
0.49,0.6,0.44,0.5,0.55,0.22,0.0,0.17,CYT
0.56,0.63,0.34,0.5,0.52,0.26,0.0,0.2,NUC
0.42,0.28,0.42,0.5,0.57,0.22,0.0,0.18,NUC
0.51,0.46,0.53,0.5,0.54,0.22,0.0,0.41,MIT
0.6,0.51,0.5,0.5,0.52,0.27,0.0,0.45,MIT
0.37,0.41,0.47,0.5,0.45,0.22,0.0,0.14,CYT
0.37,0.51,0.48,0.5,0.57,0.27,0.0,0.4,MIT
0.36,0.39,0.49,0.5,0.55,0.22,0.0,0.26,NUC
0.5,0.36,0.55,0.5,0.53,0.36,0.0,0.41,CYT
0.59,0.58,0.5,0.5,0.39,0.31,0.0,0.52,CYT
0.78,0.63,0.54,0.5,0.53,0.22,0.0,0.13,ME2
0.47,0.59,0.51,0.5,0.37,0.36,0.0,0.31,NUC
0.48,0.62,0.51,0.5,0.52,0.37,0.0,0.3,NUC
0.53,0.61,0.54,0.5,0.51,0.27,0.0,0.49,MIT
0.48,0.54,0.53,0.5,0.53,0.31,0.0,0.6,NUC
0.33,0.46,0.5,0.5,0.53,0.55,0.0,0.29,NUC
0.36,0.44,0.6,0.5,0.51,0.19,0.0,0.17,NUC
0.39,0.34,0.5,0.5,0.68,0.29,0.0,0.3,NUC
0.11,0.41,0.45,0.5,0.67,0.29,0.0,0.13,NUC
0.4,0.53,0.54,0.5,0.44,0.31,0.0,0.18,NUC
0.47,0.5,0.62,0.5,0.55,0.22,0.0,0.19,CYT
0.35,0.5,0.51,0.5,0.44,0.22,0.0,0.27,CYT
0.36,0.3,0.55,0.5,0.5,0.3,0.0,0.19,NUC
0.49,0.44,0.52,0.5,0.51,0.27,0.0,0.18,CYT
0.35,0.44,0.52,0.5,0.54,0.26,0.0,0.26,NUC
0.43,0.28,0.55,0.5,0.53,0.57,0.0,0.34,NUC
0.33,0.48,0.53,0.5,0.55,0.75,0.0,0.16,NUC
0.45,0.21,0.46,0.5,0.49,0.31,0.0,0.24,NUC
0.44,0.34,0.49,0.5,0.61,0.26,0.0,0.13,NUC
0.87,0.47,0.59,0.5,0.6,0.22,0.0,0.47,NUC
0.3,0.55,0.61,0.5,0.58,0.28,0.0,0.16,NUC
0.29,0.34,0.51,0.5,0.55,0.22,0.0,0.24,CYT
0.75,0.67,0.52,0.5,0.51,0.36,0.0,0.29,MIT
0.47,0.47,0.5,0.5,0.5,0.48,0.0,0.15,NUC
0.51,0.34,0.53,0.5,0.49,0.21,0.0,0.16,NUC
0.64,0.76,0.46,0.5,0.51,0.22,0.0,0.18,NUC
0.45,0.41,0.53,0.5,0.58,0.64,0.0,0.48,NUC
0.9,0.54,0.48,0.5,0.59,0.22,0.0,0.2,NUC
0.88,0.59,0.41,0.5,0.54,0.3,0.0,0.39,NUC
0.7,0.51,0.53,0.5,0.47,0.25,0.0,0.24,NUC
0.25,0.36,0.58,0.5,0.58,0.31,0.0,0.3,NUC
0.69,0.62,0.47,1.0,0.49,0.22,0.0,0.0,NUC
0.83,0.57,0.5,0.5,0.42,0.32,0.0,0.57,ME2
0.43,0.38,0.5,0.5,0.38,0.22,0.0,0.12,ME2
0.78,0.65,0.63,0.5,0.4,0.22,0.0,0.16,MIT
0.52,0.64,0.57,0.5,0.34,0.22,0.0,0.16,MIT
0.75,0.66,0.46,0.5,0.64,0.32,0.0,0.39,MIT
0.41,0.49,0.52,0.5,0.58,0.22,0.0,0.22,MIT
0.58,0.51,0.34,0.5,0.56,0.22,0.0,0.16,NUC
0.48,0.49,0.51,0.5,0.45,0.22,0.0,0.23,ME3
0.39,0.42,0.49,0.5,0.49,0.65,0.0,0.1,NUC
0.31,0.42,0.49,0.5,0.48,0.53,0.0,0.17,NUC
0.39,0.28,0.59,0.5,0.54,0.22,0.0,0.14,MIT
0.76,0.67,0.54,0.5,0.37,0.22,0.0,0.22,ME2
0.49,0.27,0.54,0.5,0.57,0.22,0.83,0.18,POX
0.28,0.48,0.48,0.5,0.56,0.26,0.0,0.16,CYT
0.69,0.39,0.38,0.5,0.52,0.35,0.0,0.12,CYT
0.64,0.52,0.51,0.5,0.5,0.31,0.0,0.26,NUC
0.56,0.48,0.51,0.5,0.5,0.22,0.0,0.3,CYT
0.5,0.5,0.49,0.5,0.54,0.22,0.0,0.16,POX
0.47,0.43,0.55,0.5,0.59,0.22,0.0,0.27,POX
0.68,0.59,0.4,0.5,0.44,0.26,0.0,0.49,POX
0.5,0.51,0.48,0.5,0.57,0.22,0.0,0.27,POX
0.45,0.46,0.62,0.5,0.61,0.22,0.0,0.2,CYT
0.53,0.51,0.52,0.5,0.36,0.22,0.0,0.13,ME3
0.6,0.54,0.52,0.5,0.54,0.27,0.0,0.53,MIT
0.49,0.52,0.51,0.5,0.53,0.22,0.0,0.7,MIT
0.49,0.45,0.49,0.5,0.53,0.31,0.0,0.16,CYT
0.51,0.46,0.53,0.5,0.57,0.22,0.0,0.25,CYT
0.49,0.45,0.49,0.5,0.46,0.31,0.0,0.18,CYT
0.52,0.46,0.5,0.5,0.51,0.22,0.0,0.18,CYT
0.55,0.59,0.53,0.5,0.52,0.22,0.0,0.1,CYT
0.39,0.58,0.51,0.5,0.5,0.25,0.0,0.1,CYT
0.7,0.84,0.58,1.0,0.49,0.22,0.0,0.28,ERL
0.33,0.38,0.54,0.5,0.45,0.37,0.0,0.19,NUC
0.61,0.46,0.5,0.5,0.44,0.37,0.0,0.47,NUC
0.41,0.48,0.51,0.5,0.38,0.35,0.0,0.13,ME3
0.37,0.42,0.51,0.5,0.6,0.22,0.0,0.13,NUC
0.45,0.58,0.56,0.5,0.59,0.22,0.0,0.44,MIT
0.74,0.89,0.54,0.5,0.32,0.32,0.0,0.24,ME1
0.28,0.46,0.39,0.5,0.26,0.22,0.0,0.18,VAC
0.51,0.46,0.55,0.5,0.49,0.22,0.0,0.21,VAC
0.8,0.82,0.57,0.5,0.57,0.27,0.0,0.26,VAC
0.46,0.49,0.55,0.5,0.45,0.22,0.0,0.28,VAC
0.4,0.36,0.53,0.5,0.55,0.22,0.0,0.15,VAC
0.67,0.46,0.57,0.5,0.58,0.27,0.0,0.3,NUC
0.5,0.32,0.48,0.5,0.49,0.32,0.0,0.49,MIT
0.45,0.53,0.5,0.5,0.47,0.27,0.0,0.43,MIT
0.75,0.6,0.45,0.5,0.43,0.27,0.0,0.35,MIT
0.56,0.68,0.36,0.5,0.52,0.22,0.0,0.39,MIT
0.48,0.45,0.55,0.5,0.59,0.3,0.0,0.35,MIT
0.26,0.28,0.54,0.5,0.6,0.31,0.0,0.2,MIT
0.59,0.45,0.49,0.5,0.58,0.22,0.0,0.21,MIT
0.48,0.52,0.51,0.5,0.49,0.22,0.5,0.35,MIT
0.59,0.58,0.44,0.5,0.47,0.3,0.0,0.61,MIT
0.5,0.57,0.51,0.5,0.62,0.22,0.0,0.25,MIT
0.57,0.49,0.51,0.5,0.5,0.28,0.0,0.2,CYT
0.62,0.43,0.5,0.5,0.49,0.27,0.0,0.29,CYT
0.45,0.41,0.53,1.0,0.49,0.3,0.0,0.14,CYT
0.47,0.49,0.38,0.5,0.6,0.22,0.0,0.15,CYT
0.41,0.48,0.37,0.5,0.54,0.51,0.0,0.24,NUC
0.46,0.46,0.51,0.5,0.53,0.22,0.0,0.23,CYT
0.48,0.42,0.58,0.5,0.48,0.22,0.0,0.19,CYT
0.43,0.45,0.56,0.5,0.53,0.22,0.0,0.19,CYT
0.28,0.36,0.57,0.5,0.55,0.22,0.0,0.15,CYT
0.48,0.46,0.44,0.5,0.58,0.22,0.0,0.26,NUC
0.74,0.72,0.5,0.5,0.5,0.27,0.0,0.28,EXC
0.74,0.72,0.49,0.5,0.5,0.27,0.0,0.28,EXC
0.38,0.62,0.53,0.5,0.52,0.22,0.0,0.14,CYT
