fAsym,fM3Trans,fLength,fConc1,fWidth,fDist,fConc,fM3Long,fAlpha,fSize,class
-70.3558,-23.0062,92.6912,0.0573,37.3019,259.993,0.1055,70.4408,0.019,4.0311,g
-75.3828,-14.8366,76.4663,0.1178,20.0737,255.358,0.215,71.7439,4.4052,3.231,g
-8.5739,9.0275,19.808,0.2383,16.5781,192.469,0.4318,-11.6572,38.7226,2.6503,g
14.5176,-9.3954,31.0954,0.1475,18.8015,48.5431,0.287,-8.9717,72.4556,2.9435,g
-3.513,-8.4838,30.5961,0.27,17.0359,133.467,0.4323,22.5779,11.8172,2.7604,g
13.7066,-12.5903,20.2643,0.27,16.5704,204.254,0.4708,18.3715,12.4856,2.3646,g
-2.6279,-4.3283,33.5888,0.2504,7.5491,101.167,0.4917,18.9164,22.805,2.5179,g
15.1327,-15.3421,39.5009,0.1998,15.263,197.517,0.3585,-11.7117,2.265,2.6656,g
-26.1562,-5.3126,35.9235,0.2167,17.7575,155.514,0.328,-28.7616,0.7528,2.6395,g
-12.632,11.9013,25.6468,0.1683,22.5865,146.34,0.285,-16.3279,3.2549,2.7493,g
21.4343,-6.3305,21.3528,0.4449,6.7475,62.2795,0.7376,14.5437,43.607,2.1189,g
15.1002,10.8121,12.863,0.4027,11.419,223.366,0.733,-7.4255,17.031,2.0434,g
-30.7767,10.5048,77.4047,0.1185,34.762,299.492,0.2002,58.2055,4.6324,3.5437,g
3.3099,5.6636,20.4263,0.3705,7.1947,247.988,0.741,-11.1449,68.4478,2.1833,g
58.1025,-9.4058,39.2121,0.1462,14.6739,195.33,0.2811,22.7781,0.0872,2.9015,g
-19.9602,9.6407,51.9989,0.2112,18.7027,169.348,0.3374,-46.4491,11.322,2.6508,g
32.2385,-18.237,55.0816,0.1206,30.2609,158.388,0.2036,43.8606,34.246,2.9923,g
14.5851,7.9247,18.8614,0.3806,12.4778,237.282,0.5931,15.8814,17.8187,2.4822,g
-2.3735,10.5536,18.2664,0.3579,12.4183,137.186,0.5622,9.3134,14.708,2.5126,g
-3.0992,-8.9173,50.0445,0.1692,13.8823,234.206,0.3057,42.0317,15.597,2.632,g
-8.4329,10.0525,27.5369,0.1705,17.5462,111.446,0.3397,22.4666,39.9687,2.8633,g
14.6228,13.2994,48.5563,0.1235,20.9762,211.926,0.2335,-25.5554,4.382,3.1905,g
-13.7308,-11.5998,13.4157,0.4628,10.1628,179.731,0.8091,-6.3306,73.2939,2.1889,g
72.5934,25.1096,88.3353,0.0766,34.4307,166.896,0.1521,92.0847,23.4767,3.5638,g
5.0712,12.4977,47.0908,0.2153,17.794,213.952,0.3248,42.9502,10.831,3.2496,g
-1.4627,-2.3056,18.5533,0.4882,7.4793,194.414,0.7677,5.8926,76.6555,2.1717,g
-7.8502,14.7187,27.8336,0.2052,22.651,84.8202,0.334,-17.1714,77.952,2.6857,g
4.2855,-10.5249,20.973,0.3796,9.2866,243.768,0.6283,-15.3278,6.917,2.281,g
29.4735,-7.1994,29.484,0.3886,8.141,224.52,0.6238,23.6883,9.272,2.3054,g
30.9449,15.2506,79.1886,0.0968,22.9409,148.692,0.1856,84.9596,2.6,3.273,g
-4.3365,9.9467,21.4086,0.3342,9.9958,101.901,0.5684,16.2155,35.187,2.2788,g
13.2481,-12.3212,42.1221,0.1208,16.7796,196.81,0.2399,-17.9692,10.45,2.766,g
-26.3838,-6.7517,28.443,0.1659,23.9642,179.118,0.28,-23.1416,9.0922,2.7173,g
-15.8126,15.4689,27.2843,0.1995,20.5933,139.235,0.3542,-18.6765,10.2623,2.8805,g
-0.7943,-6.6795,23.4415,0.2661,14.9202,157.409,0.471,-16.4041,23.308,2.4914,g
-12.6507,-15.5428,42.9283,0.146,20.0943,214.581,0.2743,-21.1994,13.034,2.752,g
-8.9206,9.0895,23.2179,0.2373,15.4175,186.147,0.4373,-12.3471,25.3949,2.6835,g
9.9641,-15.8638,46.5688,0.1248,25.0761,90.6557,0.2259,30.5916,10.39,3.143,g
62.15,5.0869,44.0512,0.1367,17.9755,165.107,0.2637,17.2911,3.4161,2.8621,g
-3.7121,-7.636,25.4265,0.2276,18.3037,219.091,0.3901,-18.7435,69.976,2.6493,g
25.981,2.594,19.3257,0.2767,10.0227,221.165,0.5533,0.0,61.973,2.2945,g
-7.4867,16.8424,32.144,0.1356,20.242,98.2473,0.2488,19.8897,62.537,2.6042,g
27.3789,-9.7914,28.4454,0.2693,11.6231,194.105,0.5344,20.2982,1.44,2.3793,g
-16.5286,3.5189,28.7186,0.2986,8.0563,143.302,0.554,-16.7053,21.0694,2.143,g
30.026,-5.844,42.2453,0.1942,10.8869,132.882,0.3484,24.9977,7.6092,2.601,g
-2.3324,4.9781,19.7594,0.4163,7.3625,195.254,0.7468,9.0043,77.3146,2.0663,g
29.0887,-6.2653,41.5898,0.1211,21.5951,166.164,0.2156,31.0661,8.909,3.1198,g
-79.0196,-17.694,67.1596,0.1258,23.3741,282.954,0.2291,54.0279,3.1282,3.0092,g
2.7562,7.5309,17.2356,0.3785,10.7068,206.342,0.6464,-7.3865,29.0239,2.2577,g
41.6583,-10.0263,32.8082,0.3104,10.1034,91.6486,0.5076,-12.0691,32.3945,2.5145,g
1.5853,18.2632,72.3558,0.1898,25.2105,362.993,0.3007,55.6873,0.114,3.1028,g
15.3186,-5.3469,30.5382,0.1917,17.6138,169.448,0.3086,22.8295,13.5528,2.8742,g
17.6722,11.9903,25.8002,0.2848,13.2023,171.925,0.501,14.3858,12.5937,2.3936,g
33.9577,11.3904,51.7157,0.0938,24.1009,167.0,0.184,36.5354,10.8389,3.0469,g
-11.0644,-11.7159,29.4778,0.1607,19.7679,152.973,0.3076,14.0597,16.05,2.76,g
-36.9952,18.6103,77.481,0.1569,24.4619,324.231,0.2974,-30.9218,1.751,3.0124,g
-4.7874,2.3464,28.582,0.1777,16.8035,119.815,0.3516,22.1801,52.8284,2.7304,g
-9.4964,5.671,21.4712,0.2506,17.4477,191.119,0.4866,15.0278,62.3507,2.3128,g
4.0452,5.2307,20.0503,0.3879,7.2266,186.949,0.7616,-11.4259,4.075,2.1477,g
-100.079,20.0833,74.1171,0.1102,36.349,238.366,0.1952,56.7992,11.6548,3.2307,g
-2.372,-17.7699,27.4892,0.1945,22.7223,62.181,0.3547,13.0575,48.1879,2.8062,g
14.7148,-16.1524,19.628,0.2262,17.7513,238.282,0.4297,15.3736,14.1914,2.42,g
21.1488,17.5655,36.5502,0.1372,25.3158,213.777,0.2617,17.445,27.555,3.0071,g
-2.0375,-11.0585,63.2711,0.1512,17.3787,223.98,0.2531,27.9478,7.7662,2.8639,g
-5.6162,-7.5771,28.4759,0.1515,19.6972,185.163,0.2969,11.3358,20.123,2.6857,g
-12.7926,-13.123,27.0224,0.1882,16.7469,262.182,0.3555,-22.4288,0.812,2.6821,g
20.6835,-11.1166,21.115,0.3415,10.6704,196.488,0.6011,19.2718,62.108,2.2625,g
3.8845,-2.3279,18.7881,0.4637,7.3623,159.366,0.795,-8.9848,1.4971,2.2,g
32.8172,10.3258,87.8129,0.1155,32.4592,363.262,0.2154,-47.1027,0.3878,3.6522,g
12.0269,-5.6699,28.3287,0.357,10.0515,224.705,0.5838,17.9473,18.23,2.404,g
-56.3724,10.6782,49.9318,0.217,16.424,273.474,0.3762,31.161,4.3301,2.9699,g
-5.2322,10.4855,20.4878,0.3827,9.6293,210.796,0.6313,15.7766,4.1929,2.2529,g
-17.3412,-2.4292,29.292,0.2435,14.5681,221.014,0.4301,-24.0049,3.226,2.6609,g
1.7251,20.1197,89.8999,0.1134,28.158,362.793,0.2183,-7.2309,0.128,3.6759,g
31.2745,17.4256,77.6261,0.0915,22.7467,240.038,0.1761,63.3317,9.526,3.1982,g
24.8514,2.9184,18.3365,0.2717,10.6044,171.877,0.529,7.2312,25.8546,2.1399,g
53.5418,5.2318,66.0798,0.0961,20.4955,235.042,0.1848,55.7708,3.584,3.3085,g
46.7012,-15.3156,55.9064,0.1153,21.038,234.113,0.2272,42.7948,1.324,3.2402,g
21.4545,12.7489,64.1003,0.0869,25.5615,237.039,0.1565,45.5128,2.876,3.8047,g
44.6598,10.5763,46.1956,0.0812,32.2745,148.428,0.1475,28.8594,0.305,3.7257,g
26.2943,12.9443,80.7602,0.1057,23.753,300.014,0.2072,86.821,12.3487,3.2176,g
23.6031,3.1174,18.8575,0.3134,10.2213,186.161,0.5563,9.8103,34.281,2.1523,g
3.2927,3.2949,18.947,0.4584,7.3926,163.186,0.7828,-8.7575,9.894,2.2707,g
-25.634,-11.8225,32.1521,0.2127,17.2853,229.596,0.3683,-26.2882,13.6027,2.6744,g
-16.8745,7.6887,40.0835,0.1947,14.5512,220.99,0.3458,-33.8985,0.784,2.7042,g
53.5906,-11.9949,47.0143,0.1151,17.4822,237.027,0.2143,26.3564,14.353,2.8811,g
45.2378,26.5973,58.8047,0.0955,33.6055,134.654,0.1798,56.4516,4.687,3.5673,g
-13.3971,8.8774,36.0068,0.3222,12.6478,145.551,0.5143,-31.5866,3.6931,2.4983,g
46.0553,6.9861,41.7791,0.3087,10.5247,204.743,0.4615,28.1884,1.8949,2.7105,g
32.6815,13.5109,31.068,0.1503,19.4888,201.13,0.3006,23.015,32.959,2.5514,g
-4.0308,-5.254,36.0439,0.1955,19.7232,210.308,0.3672,-15.2275,16.3704,2.525,g
-68.9298,10.9359,64.779,0.343,17.2199,218.42,0.4915,-23.2869,7.4192,2.4669,g
13.2345,10.9801,13.226,0.4843,10.3547,162.185,0.7944,6.1887,84.0609,2.1569,g
22.6438,5.487,18.7082,0.3324,10.0778,124.432,0.6216,10.8019,37.4141,2.2672,g
-6.4875,7.3932,24.4582,0.2509,15.2562,131.712,0.4637,-6.6784,15.933,2.4609,g
20.3493,17.9319,43.9587,0.0964,25.1267,207.306,0.1728,-10.1441,1.5723,3.333,g
92.0989,14.4082,88.7642,0.0534,33.506,247.631,0.106,74.2013,0.8187,4.058,g
12.7909,-11.5401,19.2685,0.2513,15.8885,54.3576,0.4991,17.6816,52.9701,2.4661,g
-60.2336,8.1483,98.5017,0.2012,16.8173,270.468,0.3275,56.7213,3.7729,2.8739,g
1.6125,2.1647,21.6757,0.3002,12.5449,109.292,0.4928,-10.5968,42.3811,2.3829,g
65.3791,-10.4012,40.5724,0.1819,11.6319,144.025,0.3618,-28.6802,9.5707,2.692,g
23.0205,-6.4939,21.6252,0.4126,6.7992,131.397,0.7063,12.7579,13.3261,2.1287,g
5.9665,9.521,22.8384,0.3313,13.7628,188.116,0.4888,15.5594,4.078,2.5231,g
-6.3871,-5.2796,22.2357,0.2921,12.5279,209.619,0.4984,-15.6055,0.0392,2.4814,g
-32.2986,9.1057,65.9375,0.2114,15.0955,179.332,0.3882,-50.0464,15.485,2.6898,g
37.2103,-11.3689,40.9913,0.1459,20.5501,156.834,0.2902,29.5254,13.4983,3.1227,g
-60.3048,15.5445,94.923,0.0754,25.5776,278.737,0.1491,89.4115,0.4546,3.4601,g
10.4481,-15.7335,81.4835,0.1761,27.3376,353.048,0.2874,-30.9463,6.3243,3.2641,g
0.4381,10.5741,24.7188,0.1686,18.7164,145.777,0.3349,17.8681,46.523,2.6274,g
30.7204,6.7396,29.2258,0.3489,8.3661,163.376,0.6154,22.9136,44.9555,2.2601,g
25.6493,3.0817,19.3209,0.283,10.0193,221.146,0.5532,5.2824,62.041,2.3711,g
13.3334,4.5159,25.7916,0.2406,18.3451,167.396,0.3806,10.9617,26.07,2.7376,g
-58.7378,-26.9114,104.514,0.0503,43.6324,271.591,0.0889,69.378,0.608,4.1671,g
-23.8823,-0.0001,23.7185,0.4353,0.0,202.789,0.7686,-17.1539,7.361,2.1055,g
9.7417,6.8072,42.9795,0.1363,15.9668,185.708,0.2607,29.9491,10.603,2.6253,g
-23.1417,-6.2322,21.1549,0.3956,6.9842,168.427,0.72,-12.1386,48.4901,2.0512,g
9.7475,-10.547,42.3207,0.1841,15.5822,198.737,0.3367,28.7389,9.1652,2.8439,g
-33.0433,7.831,33.368,0.1434,17.4968,177.243,0.2831,-28.6138,6.1441,2.7328,g
-73.7375,19.6654,79.1032,0.1308,22.0839,254.657,0.26,56.1072,8.208,3.0665,g
59.6588,-10.9931,84.2237,0.0858,27.3557,189.846,0.1708,86.462,0.0759,3.455,g
21.6175,-12.9648,31.523,0.1578,21.2047,261.668,0.2782,-7.0159,1.153,2.9039,g
-0.6738,-5.9934,20.7571,0.3612,7.2035,181.353,0.692,6.7455,1.2268,2.1189,g
33.5126,-25.3353,47.334,0.1392,25.5277,183.411,0.2716,-22.5711,0.04,3.1714,g
33.4619,23.346,88.736,0.0831,31.0932,272.492,0.1579,77.2546,5.822,3.764,g
-28.2479,8.5129,40.0484,0.1966,18.1552,206.09,0.3162,-33.2105,1.596,2.7042,g
-26.5669,9.5883,30.5311,0.2361,12.69,243.46,0.4246,-19.5461,1.3823,2.4014,g
12.1815,10.1199,13.1179,0.5287,10.0384,118.054,0.8036,7.779,26.688,2.2188,g
-95.8266,29.3812,118.601,0.1003,44.2479,286.69,0.1769,14.9809,4.134,3.5558,g
5.7451,12.3327,21.0476,0.238,18.0276,189.636,0.4533,16.6251,16.8056,2.6425,g
17.8267,-12.2051,38.6668,0.155,20.1272,242.514,0.2737,29.1279,6.4438,2.9727,g
22.3991,9.7927,34.7458,0.1831,21.9104,189.474,0.2996,17.3737,1.7171,3.0687,g
0.7189,4.7331,17.1793,0.3039,11.225,93.2077,0.5621,-5.2114,73.221,2.1847,g
14.6742,8.8685,35.1602,0.1963,15.3464,119.153,0.3589,-22.1246,5.54,2.7734,g
39.5508,-18.9697,56.6255,0.0973,26.505,234.588,0.1914,43.4081,5.3505,3.5083,g
-6.8808,7.9241,31.9523,0.2173,17.6019,225.822,0.3914,-20.0884,18.6087,2.5688,g
-14.1507,10.2185,13.0246,0.4488,10.9754,179.618,0.7562,5.8998,81.1239,2.1508,g
-30.1455,-16.6558,39.4245,0.0922,25.6496,159.575,0.1792,-19.2786,11.1713,3.2435,g
33.8589,-4.9483,35.7142,0.2229,13.3068,141.214,0.4009,29.111,0.7669,2.6274,g
-43.3434,20.5658,80.271,0.1592,27.8899,286.609,0.2425,61.0639,2.956,3.1882,g
81.1802,-18.4156,101.085,0.1145,22.1344,260.868,0.2053,96.609,0.0685,3.1546,g
1.0555,-11.8675,24.0015,0.2422,19.4838,161.718,0.4248,13.9059,52.118,2.6222,g
45.8372,5.0304,27.6421,0.1787,13.9434,205.412,0.3574,-20.5492,11.5031,2.4843,g
26.2654,12.147,37.7445,0.1392,21.0614,156.184,0.2429,-21.0211,5.248,2.955,g
-2.2525,-10.9555,20.5359,0.2812,12.1304,238.503,0.5177,9.8922,18.331,2.4289,g
-103.046,9.2347,85.3384,0.1725,17.7218,235.905,0.3287,62.953,4.915,2.6355,g
-14.7987,4.5162,24.7466,0.3387,9.3657,231.858,0.5314,11.2715,11.218,2.3918,g
-92.0304,18.032,70.9653,0.0904,20.5648,269.253,0.1694,55.5307,1.534,3.337,g
-44.1123,-6.1134,44.6018,0.1606,14.0666,166.027,0.2999,15.8585,2.399,2.7878,g
41.5264,-11.006,70.8411,0.0902,31.359,118.546,0.1765,71.504,4.763,3.5667,g
-55.6408,-31.5922,92.3071,0.0688,34.2421,304.384,0.1339,74.7856,0.0972,3.9473,g
40.3222,-13.8332,101.462,0.1189,21.4687,236.749,0.2367,121.008,8.2623,2.9761,g
38.8754,15.7311,35.9336,0.2138,18.5428,197.124,0.4,23.6713,4.915,2.7054,g
-24.1877,-5.0464,19.1691,0.3094,9.9321,114.271,0.5902,-9.1218,21.6486,2.3874,g
-17.0913,-5.1426,21.4777,0.3091,16.4931,137.283,0.5333,-18.2229,43.6228,2.3936,g
5.7936,6.796,20.3985,0.3358,10.6294,160.266,0.6169,-16.8918,32.3189,2.3032,g
24.2692,8.323,45.985,0.2034,26.2917,258.696,0.3407,34.8531,1.926,3.1091,g
25.6633,-10.4934,21.0379,0.2762,12.3581,185.547,0.4974,13.6431,16.1552,2.4646,g
27.8167,-20.5203,73.6129,0.1015,25.178,254.304,0.1795,76.2647,1.141,3.5681,g
53.3714,11.2178,52.1073,0.1038,21.5885,240.989,0.1999,26.7463,3.056,3.1124,g
-74.4167,-13.6334,54.8142,0.2107,22.468,254.67,0.3147,35.0013,3.8937,2.9892,g
-30.3125,6.879,38.0041,0.2113,11.0368,243.176,0.4169,24.9529,14.781,2.2492,g
17.0921,10.6464,29.8236,0.2085,17.7577,102.235,0.3576,21.8454,28.5766,2.8497,g
47.1937,16.3078,82.7708,0.1358,25.18,213.973,0.2189,83.6344,7.9764,3.2694,g
59.917,10.6587,67.0121,0.0763,24.7274,226.712,0.1495,48.4471,2.123,3.4648,g
29.0404,9.0218,52.254,0.1184,17.6747,255.514,0.1986,32.0298,4.2321,3.0894,g
-78.5004,-10.556,82.6258,0.1995,17.239,263.241,0.3288,54.9726,9.3363,2.8862,g
-1.4313,7.79,32.4786,0.1945,20.6876,176.953,0.3387,-16.8125,5.956,2.9112,g
23.2173,6.687,22.1023,0.4227,6.5949,155.696,0.7354,12.8695,79.998,2.1629,g
24.5038,27.474,83.2096,0.0875,31.5879,182.666,0.1558,84.5229,15.7003,3.5227,g
14.1257,-25.6806,72.8506,0.1524,33.8684,346.176,0.2736,36.1146,5.5282,3.3503,g
-11.2799,-4.739,26.5592,0.3634,7.5306,199.603,0.6339,9.7917,16.044,2.2625,g
20.0979,-5.4731,28.9235,0.234,13.424,243.209,0.4113,22.1078,16.859,2.5472,g
26.9247,15.227,41.2726,0.1211,21.9081,158.461,0.2369,29.987,6.769,3.221,g
12.0606,4.4044,23.7691,0.2723,10.8291,211.29,0.4948,18.9078,12.969,2.3811,g
-17.5408,13.5758,35.7318,0.1011,26.4597,153.031,0.2015,15.0557,17.331,3.1552,g
-15.2644,-16.5339,43.5993,0.1394,17.8827,195.593,0.2787,-27.7352,7.8899,2.9814,g
21.1296,7.3487,33.8469,0.2294,13.0364,235.852,0.4353,20.7403,8.7272,2.4065,g
-24.0045,8.761,31.3156,0.2737,10.0145,143.031,0.5045,23.2522,0.534,2.4464,g
-29.4095,-12.5583,19.8582,0.2317,17.0507,109.533,0.4467,11.6422,15.7031,2.4771,g
18.8737,11.5621,72.8641,0.0827,22.9807,234.499,0.1599,44.6984,0.343,3.1635,g
43.2074,19.4485,68.0828,0.1006,30.6709,210.517,0.1797,68.7917,3.9174,3.5616,g
42.7123,-9.1364,61.9969,0.2173,14.4244,150.479,0.3683,56.2947,5.723,2.541,g
19.9184,3.908,19.1505,0.4158,9.4805,202.387,0.6413,14.0811,3.5371,2.2648,g
42.6475,-13.432,41.6355,0.2213,17.1234,170.008,0.4163,39.779,35.001,2.6212,g
12.2701,-11.7698,21.1123,0.2341,15.8118,216.205,0.4411,-8.156,75.2845,2.5198,g
7.762,9.3391,32.6279,0.211,15.1199,67.121,0.4076,13.2774,10.3,2.798,g
9.3073,8.4402,22.2,0.3556,12.8346,165.199,0.6203,15.5974,42.7312,2.2718,g
13.607,20.884,31.6835,0.1529,27.1255,224.871,0.2978,21.9645,14.9066,2.7955,g
96.0039,23.6269,105.958,0.0345,66.7134,303.839,0.0686,69.9438,3.726,4.3649,g
71.0966,22.5111,97.7809,0.0635,31.7577,267.293,0.1217,87.5724,0.3308,3.799,g
1.2281,-2.4139,16.5149,0.2995,11.558,199.29,0.5938,-5.6061,48.896,2.2833,g
-4.6361,9.3551,41.7967,0.1383,17.4889,206.47,0.266,15.0798,17.537,2.8782,g
-3.5048,7.2225,16.9257,0.3579,11.0041,167.322,0.6339,7.9115,88.6483,2.2625,g
9.492,-19.8748,40.7958,0.1383,24.6848,173.969,0.2504,-25.5185,8.075,3.0592,g
45.8244,7.9734,39.8586,0.2752,10.4318,81.2325,0.4271,28.008,38.922,2.5218,g
18.0484,5.5949,24.7543,0.2954,9.5211,33.1645,0.5284,-15.2965,48.384,2.4354,g
14.503,4.0103,40.5701,0.1652,19.4878,144.383,0.253,-15.861,8.5051,3.1447,g
25.4293,29.0911,58.6083,0.1262,27.0816,265.44,0.2468,47.4135,0.558,3.2598,g
6.4309,7.3278,22.8277,0.3502,14.7154,155.257,0.5261,12.8232,53.449,2.4579,g
21.5647,5.0347,19.967,0.4031,7.1262,178.732,0.7815,12.7246,12.325,2.2109,g
0.6106,4.8201,19.2264,0.2546,16.412,121.874,0.4647,-11.9355,14.45,2.4298,g
2.0665,-9.2373,31.1818,0.2106,25.2797,122.403,0.3484,25.4166,41.428,2.6566,g
-97.9891,12.4887,82.9885,0.1086,21.5693,263.818,0.1947,74.3425,2.622,3.5101,g
2.1886,15.2668,25.3859,0.262,19.355,132.66,0.3979,-12.8104,0.685,2.7505,g
25.1272,11.1359,22.9984,0.2327,18.3025,185.909,0.3881,19.8852,41.034,2.7033,g
15.6913,11.0248,12.4893,0.3528,11.9803,97.0711,0.6926,-7.4384,88.4375,2.1889,g
-14.6341,12.4564,66.7064,0.1033,18.0313,225.711,0.1948,51.9567,3.2846,3.2703,g
15.7214,18.3962,36.0107,0.2396,20.6307,183.421,0.3361,29.185,8.56,2.8573,g
-15.4116,10.9531,12.7509,0.3839,11.6175,147.754,0.7204,7.677,46.2009,2.0233,g
-127.732,-3.8995,57.7671,0.0888,21.543,214.866,0.1711,50.8145,7.4076,3.0911,g
21.3794,-7.7317,37.5611,0.1348,17.6858,202.754,0.2677,27.5768,19.7833,2.7308,g
-1.3678,5.4482,20.1393,0.3973,7.3303,113.817,0.7215,7.9287,48.746,2.0394,g
-0.3083,13.9648,26.4671,0.2105,18.2015,71.9308,0.4183,21.9674,73.0349,2.5826,g
16.5025,-12.1978,61.8286,0.2083,16.2637,252.635,0.34,55.5797,19.1036,2.7969,g
30.8879,-6.9839,58.1803,0.1709,13.7197,257.231,0.3123,45.6919,0.625,2.8727,g
-34.4541,-10.6384,64.6119,0.1382,21.9114,291.997,0.2655,19.7226,5.402,3.1087,g
-2.3716,19.1961,42.9123,0.1156,35.0966,29.3704,0.1917,-37.3538,44.927,3.6205,g
24.7427,14.9646,66.4899,0.1362,20.5629,212.525,0.2378,62.8737,3.6733,3.2398,g
6.7717,12.1599,33.107,0.1792,21.1594,139.708,0.3052,-10.637,10.136,2.636,g
1.2677,6.3671,21.6096,0.3058,12.4518,80.425,0.5103,-9.7323,9.9943,2.4257,g
7.9786,12.8829,39.8927,0.1561,15.4219,193.449,0.3094,25.5705,14.818,2.5587,g
24.153,7.824,50.3586,0.1079,17.9568,128.144,0.1943,40.261,2.068,3.1857,g
-38.9167,-10.4765,60.9779,0.1248,26.6307,291.047,0.2326,52.4539,0.3079,3.3714,g
-48.9314,15.3258,60.2423,0.1585,17.5709,187.106,0.2715,-48.0945,30.2907,2.7889,g
22.9441,16.8853,47.6871,0.106,24.8174,163.736,0.1863,42.5079,15.898,3.3241,g
26.5421,14.3703,32.7251,0.1968,20.8588,74.0943,0.3369,26.9431,30.129,2.8149,g
-10.2906,-9.3821,37.6554,0.1605,13.4835,157.769,0.2978,-25.7961,49.195,2.7462,g
-83.0028,-9.9476,85.0908,0.1024,21.8638,277.977,0.1706,59.2178,0.4645,3.3523,g
-46.9312,6.6919,32.8531,0.2432,17.4773,228.32,0.4286,20.4172,15.4667,2.4683,g
48.9367,10.8849,66.9995,0.0694,31.1183,198.382,0.1359,61.7826,3.1014,3.5624,g
104.099,-23.9536,138.491,0.1291,28.3107,204.735,0.2505,92.0481,3.367,3.0695,g
-35.4372,-3.8845,28.4681,0.2966,6.7426,126.32,0.5706,-14.6775,23.221,2.248,g
13.4266,-17.0771,22.9136,0.2369,17.5362,138.55,0.4686,18.8307,38.491,2.5821,g
-142.074,10.3738,112.279,0.0823,21.1702,257.543,0.1574,92.6338,3.2837,3.3409,g
-125.656,-11.0657,76.5398,0.0757,24.806,202.902,0.1446,47.8438,2.2453,3.1276,g
-30.576,12.8331,31.4932,0.1649,17.9121,206.032,0.3122,19.6037,19.0525,2.7097,g
-20.5241,10.9173,28.5597,0.2833,10.4399,190.024,0.4768,16.6542,7.3378,2.5092,g
-22.2035,-14.7205,40.9815,0.1338,19.9359,247.604,0.2281,-28.5992,10.7449,2.909,g
12.5062,-4.9977,25.4153,0.227,10.369,43.8685,0.4458,18.7929,89.4684,2.3883,g
-8.3689,8.6107,29.2457,0.2358,15.493,207.77,0.3935,-22.9316,4.6888,2.4878,g
26.3265,4.643,30.8746,0.3196,8.2639,207.349,0.5714,17.3096,15.7149,2.5308,g
-11.7283,-13.0964,25.3556,0.3282,13.7094,148.957,0.5398,-17.2015,20.0785,2.4108,g
-13.9301,-12.4221,22.8033,0.23,17.1068,235.365,0.4047,-14.3515,48.194,2.5804,g
1.9239,-8.5164,19.1694,0.3002,12.4757,180.482,0.5466,-11.7821,6.4218,2.3829,g
0.4662,-9.0215,35.3166,0.15,22.398,99.6224,0.2923,30.5628,78.04,2.894,g
-28.4524,-5.8701,21.8166,0.2088,14.9668,241.328,0.4122,-5.4991,19.496,2.5752,g
0.0718,9.6084,20.4629,0.2925,11.8765,156.841,0.5277,-10.4111,51.793,2.4175,g
-14.9539,-11.84,13.0845,0.3872,11.0796,194.578,0.7609,2.8947,37.9872,2.1717,g
-9.6563,21.0792,34.4005,0.1946,23.3132,121.056,0.379,30.9815,1.775,2.6955,g
0.9571,-5.9985,18.9001,0.3279,9.8939,71.222,0.6093,-6.7595,42.667,2.3324,g
58.8868,-7.7744,61.8679,0.1784,16.3463,108.821,0.3426,51.2343,16.96,2.8901,g
23.669,10.2588,50.9972,0.0896,28.1852,203.657,0.1688,30.9557,1.139,3.3969,g
46.428,4.1555,39.5082,0.1458,20.09,233.249,0.2405,-19.2992,1.6435,2.8837,g
-14.6888,10.9724,12.9842,0.4205,11.1771,199.697,0.7491,6.392,45.726,2.1508,g
5.0386,-9.7943,34.3562,0.1359,25.6783,66.47,0.2443,-29.2331,58.6756,3.2604,g
-8.3699,-14.6811,24.578,0.1817,16.9487,147.502,0.3599,-11.9526,23.8051,2.4691,g
61.601,13.8813,37.3068,0.1154,23.7012,113.746,0.2288,-13.0362,3.436,2.6898,g
38.2563,16.6767,39.45,0.1524,19.6861,194.697,0.2766,9.3382,6.3884,2.9647,g
52.4041,19.6189,85.475,0.1253,28.3802,126.571,0.238,102.19,7.1658,3.0737,g
-13.1166,-18.1552,30.14,0.1405,21.4397,205.005,0.2727,-7.2126,19.5075,2.9261,g
-2.5263,0.0,21.3231,0.4877,0.0026,223.985,0.786,10.5923,6.6607,2.1538,g
-8.4546,-12.3898,20.7115,0.2617,18.0974,230.115,0.4341,-13.3082,45.0788,2.8552,g
31.182,19.0259,41.9782,0.1621,22.1387,139.299,0.3042,25.3913,20.5966,2.8748,g
-1.2829,6.5579,17.2849,0.3426,11.0088,69.1981,0.5864,6.1132,42.016,2.2095,g
-66.8663,17.0847,80.171,0.1046,28.1233,273.41,0.1859,65.0741,1.0298,3.6012,g
49.2506,-12.5983,42.4521,0.3629,14.0844,368.443,0.6925,19.0035,48.416,2.2565,g
-88.9495,-24.5269,85.5402,0.157,34.4071,332.472,0.2704,31.7049,4.01,3.3192,g
42.8861,-14.6201,39.6595,0.1292,22.153,239.169,0.2486,23.1097,6.372,2.9661,g
-27.7357,-16.0911,32.0521,0.2622,22.1564,6.6852,0.4033,17.8166,70.3212,2.6325,g
0.5887,-20.3598,56.6139,0.0862,26.1253,203.809,0.1667,48.7686,9.842,3.3259,g
-25.4822,14.9975,111.151,0.096,27.697,313.803,0.1856,101.477,1.2138,3.1893,g
14.3723,5.3336,20.7522,0.3214,11.1067,230.192,0.5989,18.4301,43.8882,2.2601,g
-13.0871,-10.852,21.3715,0.2149,16.0779,122.292,0.4177,-6.8394,18.5084,2.5159,g
