fWidth,fM3Long,fSize,fDist,fConc1,fAsym,fAlpha,fM3Trans,fLength,fConc,class
27.5097,60.3882,3.4919,279.476,0.1013,-62.0025,2.701,-25.3139,77.8986,0.1881,g
10.9271,11.1338,2.4322,162.228,0.268,12.2927,0.3841,-11.7935,26.2853,0.4991,g
17.3273,22.5929,2.6449,177.865,0.1733,18.6258,7.543,-13.2681,36.5246,0.3103,g
26.0164,40.5254,3.3832,197.426,0.1107,39.8728,4.9638,10.4452,53.5601,0.2164,g
23.2324,-33.2499,2.8395,251.816,0.1339,-40.423,16.85,-10.6714,39.5872,0.2634,g
13.1662,18.6374,2.658,161.266,0.1945,-6.189,11.2076,8.3616,38.428,0.378,g
30.0263,-37.2187,3.2404,373.486,0.2394,32.9406,3.1267,-17.1882,81.4626,0.4179,g
17.4804,-9.9466,2.639,224.987,0.2101,37.8819,19.0188,-13.5388,25.4553,0.3881,g
32.0081,79.2416,3.7907,294.466,0.0833,60.1796,1.3293,-13.9172,87.306,0.1569,g
11.3279,13.3676,2.5152,154.447,0.3832,-4.7249,22.163,7.0606,20.1099,0.6351,g
7.2096,12.6736,2.3032,200.803,0.3308,9.8144,29.3444,-1.3537,26.15,0.6169,g
15.1394,-16.0646,2.4764,98.6312,0.3222,8.7944,8.0924,9.0156,17.4153,0.5442,g
10.889,-6.1525,2.2822,172.193,0.4726,13.6981,12.1984,-5.7418,12.9733,0.7415,g
20.7481,17.3659,2.6479,163.153,0.1699,-5.5083,15.813,-15.2932,30.4868,0.3127,g
22.534,53.011,3.1313,195.5,0.1238,63.6607,6.0676,-10.7936,64.355,0.1988,g
17.3036,11.4106,2.5927,214.45,0.1775,29.817,19.356,-10.4083,34.4975,0.3321,g
11.9704,33.6616,2.4541,258.91,0.1951,48.3458,18.8968,8.7735,47.2013,0.3831,g
21.1137,39.2603,3.0939,223.142,0.1301,39.9539,18.5777,-16.04,45.9267,0.2352,g
14.7841,-15.7372,2.3664,84.5825,0.2387,-12.6958,42.763,10.9758,24.7206,0.4774,g
24.9163,62.6855,3.2767,266.53,0.0949,21.4103,2.2272,21.9289,77.5931,0.1782,g
21.9184,-43.2906,2.9358,136.305,0.1246,-49.3723,22.426,-17.2779,63.603,0.24,g
30.7335,65.8335,3.7383,161.366,0.0735,52.9696,3.44,-8.4667,67.9099,0.1445,g
42.1545,-32.1195,3.1971,123.943,0.0822,-48.893,84.3933,34.4839,53.7587,0.1575,g
27.0612,84.0906,3.8492,291.331,0.0823,64.8538,0.012,16.3896,90.5754,0.1609,g
27.5533,84.8353,2.9069,237.626,0.1109,71.5961,3.4161,-20.0138,113.304,0.2007,g
7.0653,-8.7187,2.266,165.157,0.355,-24.922,60.588,6.2775,21.185,0.6883,g
11.196,4.8137,2.2122,144.825,0.3834,-1.1644,56.9209,7.5399,16.6309,0.6074,g
18.6198,-11.638,2.4265,95.0414,0.2341,-15.176,12.249,-10.6607,23.8241,0.4195,g
12.6516,36.7524,2.433,166.405,0.2528,42.1591,13.331,-7.959,55.5272,0.4354,g
23.4469,25.0497,2.9355,283.58,0.1827,-96.6308,5.378,17.9122,72.4377,0.2981,g
25.5212,76.7409,2.9963,234.926,0.0943,-127.792,5.4781,21.6472,84.0883,0.1785,g
22.3263,-34.7742,2.5159,300.303,0.2149,-47.48,13.671,-17.7455,52.4255,0.4207,g
44.7793,63.3259,3.2641,246.976,0.0819,-96.0116,7.057,-44.1655,81.5485,0.1475,g
10.9239,16.9312,2.3766,119.999,0.3676,14.6583,10.1604,-7.9411,18.3451,0.7143,g
24.8044,19.6636,3.3788,172.228,0.0842,17.2495,3.357,13.7462,47.4505,0.1605,g
11.382,-9.294,2.444,199.532,0.2212,-10.3046,10.678,-7.2713,28.3143,0.4101,g
19.641,10.6267,2.6547,226.955,0.1872,-18.2175,24.2231,18.2321,28.1288,0.3477,g
14.5923,10.0478,2.6058,118.019,0.2069,11.0896,2.248,2.2291,24.3779,0.3866,g
18.2959,11.1219,2.4464,95.4522,0.2236,-5.5426,47.407,7.5284,28.1746,0.3971,g
16.4709,-19.6155,2.7597,218.723,0.213,8.8077,13.461,8.8907,26.9291,0.3791,g
17.0073,-6.787,2.5982,156.863,0.1803,-1.8758,0.4079,-12.6971,30.2724,0.3354,g
9.5513,14.5307,2.3365,103.821,0.4309,-4.2345,0.4882,-9.8162,19.6529,0.6313,g
21.5701,34.2588,2.8445,193.939,0.1509,26.1742,13.2839,-8.8342,36.1483,0.2876,g
10.9195,18.1433,2.3139,234.09,0.4102,14.5035,27.662,-9.2446,19.1054,0.7039,g
13.8828,-16.3585,2.6405,143.476,0.2323,-21.7392,17.995,-5.4809,29.4841,0.3684,g
27.9901,-71.2218,3.1992,376.223,0.1489,-66.8185,3.681,-24.3355,95.2562,0.2851,g
13.9393,-10.551,2.6435,216.059,0.3443,2.9241,36.155,-7.3328,18.6383,0.5455,g
0.0,0.0,2.1629,82.8544,0.4433,0.0,51.161,13.6602,21.9193,0.7973,g
16.455,18.3475,2.9125,190.467,0.1645,8.6542,9.549,7.3028,33.0532,0.3193,g
14.0803,29.6991,2.7543,112.369,0.2262,2.9558,53.8928,-7.1235,30.1845,0.4437,g
35.1145,79.7142,3.7157,267.256,0.0534,80.2307,4.5107,-23.6288,91.8442,0.1008,g
57.4737,-54.7687,3.9179,392.792,0.0962,-39.3854,8.6814,-44.1,79.5498,0.1796,g
14.8591,33.3481,2.6821,172.529,0.1944,15.3546,9.541,10.8831,41.9175,0.316,g
16.3476,-25.1399,2.7574,205.117,0.1774,-5.0131,7.9897,-8.2306,38.1489,0.3112,g
10.242,16.8257,2.4338,136.275,0.2597,-14.0338,44.3225,-1.7063,24.9059,0.4825,g
18.8476,50.8548,3.0535,243.316,0.1101,27.153,4.043,20.1825,70.2654,0.2175,g
16.8329,22.5657,2.3784,167.752,0.2573,38.9485,36.8783,-9.9164,32.9774,0.4142,g
34.8365,44.3144,3.3439,282.142,0.1017,-58.9375,5.726,15.1518,59.9928,0.1884,g
22.8505,22.693,3.0739,127.266,0.1194,-11.2592,9.087,13.9628,39.006,0.2218,g
21.7325,-35.8968,2.5179,269.895,0.3536,-62.4781,7.432,-20.348,67.2132,0.5736,g
27.5535,96.471,3.1256,260.204,0.1127,21.1073,6.0195,-23.4008,96.8724,0.1947,g
32.4801,68.1213,3.5739,268.427,0.1058,-62.0495,0.837,21.933,113.421,0.1752,g
32.7119,61.0854,3.6197,369.271,0.136,7.8062,3.4717,20.3299,91.6774,0.2403,g
24.6015,-31.4125,2.964,321.462,0.2395,-37.7185,8.5098,-23.275,74.7135,0.3781,g
27.7138,47.5564,2.9001,291.766,0.1907,-32.4868,10.598,29.9233,74.7173,0.3612,g
25.1619,70.7019,3.5143,288.832,0.1014,-51.2494,2.384,-16.5938,81.4054,0.1989,g
13.6851,26.0942,2.6571,140.335,0.2015,19.7791,32.9639,2.2219,36.8391,0.3634,g
19.9066,68.3034,3.0821,257.714,0.1279,-103.764,1.189,20.4865,89.668,0.2202,g
21.4301,13.0648,2.7712,207.901,0.1719,20.5951,1.6094,-16.4784,23.4302,0.3387,g
19.5469,-33.9564,3.1081,236.277,0.1314,2.0494,1.1326,-15.9531,56.5458,0.2308,g
23.6802,25.1985,3.0779,137.303,0.1132,2.9817,17.364,16.7342,40.1407,0.219,g
12.3422,-7.59,2.3811,156.321,0.2765,0.243,9.809,-5.7494,22.3018,0.5073,g
32.545,61.4786,3.641,317.552,0.0934,-23.6075,0.3386,-17.2517,93.4162,0.1664,g
10.4081,12.0855,2.3598,185.554,0.3734,19.9805,19.9398,4.9973,17.6569,0.6419,g
44.6295,-55.2433,3.7185,380.447,0.1001,-55.9672,8.9721,37.7286,81.7075,0.1939,g
27.8652,-18.4061,3.279,41.6044,0.1244,12.9281,87.3749,-20.2925,33.2471,0.2488,g
17.2742,22.5909,2.8785,171.207,0.1356,36.8293,13.5875,-9.6469,40.6832,0.2487,g
16.4474,16.6768,2.9383,226.805,0.1516,-38.3076,7.8144,-3.3641,64.3029,0.2605,g
45.3214,84.6158,4.1312,308.084,0.0533,-29.3517,2.297,-21.2486,99.4896,0.0973,g
20.7493,25.0588,3.0537,192.065,0.1639,-3.3422,11.983,-7.3933,30.1451,0.3093,g
17.4155,-17.4858,2.7054,112.626,0.1567,-47.7046,29.895,13.8939,31.9404,0.2936,g
22.2996,50.8936,2.9047,194.337,0.1426,-18.9382,33.805,-3.4144,49.3329,0.2702,g
6.9323,12.3351,2.1089,97.4673,0.4008,23.1009,74.355,6.3195,21.2971,0.716,g
12.4539,-4.3583,2.3512,52.0772,0.3096,0.1172,58.329,2.5525,21.5929,0.49,g
13.4302,54.8724,2.6848,295.249,0.2345,-66.499,6.0914,10.549,71.4573,0.3678,g
10.2893,18.7479,2.4541,139.076,0.2302,-19.2405,21.592,-5.465,24.536,0.4569,g
16.458,4.8933,2.6112,127.049,0.2925,-2.9543,0.893,-8.1687,24.0748,0.4798,g
10.3466,17.5152,2.1761,129.982,0.2967,-5.6489,39.441,10.1706,21.6732,0.56,g
43.8049,81.1,3.2549,314.336,0.092,-56.2991,24.157,34.851,105.542,0.1774,g
10.1784,-18.2081,2.3414,118.23,0.2118,41.8265,13.928,-5.724,26.6758,0.4237,g
10.9882,-15.2539,2.5575,183.255,0.2091,-26.4721,6.1882,-9.1242,31.4908,0.41,g
14.1814,-17.9627,2.3454,111.184,0.2957,-20.7896,69.122,-1.7639,19.295,0.5643,g
18.8426,18.2479,2.6551,200.457,0.1361,-59.5288,12.735,14.8418,38.0445,0.2677,g
16.492,-9.8857,2.5605,124.753,0.2462,34.8621,2.276,-10.0634,25.4335,0.4512,g
22.6806,10.8967,3.1757,145.532,0.1258,-9.0496,8.0235,12.598,41.0855,0.2469,g
9.4149,14.5879,2.2625,135.667,0.4071,-3.5893,23.077,-10.0237,20.3884,0.6175,g
11.6778,-25.8459,2.5988,175.844,0.2607,-4.1647,3.776,9.6786,35.5728,0.4736,g
12.6966,9.4996,2.673,129.904,0.1837,-6.118,24.192,3.971,30.1393,0.3524,g
35.1399,-47.9068,3.0869,292.677,0.1257,-151.843,11.885,33.2536,101.039,0.2399,g
19.258,40.6714,2.6959,154.013,0.1239,-65.5257,13.747,11.2022,51.5202,0.2457,g
16.452,21.9944,2.3775,133.152,0.3669,27.1041,46.6248,-9.7515,38.2871,0.5577,g
18.4724,25.2277,2.8331,159.832,0.1652,2.2985,12.9944,-11.8835,35.2689,0.2922,g
12.2506,-25.38,2.6707,38.5209,0.174,-16.7081,32.8027,8.5856,41.4518,0.3287,g
15.3431,-14.4844,2.9159,178.191,0.1693,-9.3078,2.4,-9.5128,36.423,0.3119,g
15.7621,20.4585,2.6217,212.126,0.3047,0.9667,25.715,-11.2414,22.9102,0.4851,g
21.2721,-13.407,2.9701,194.829,0.1644,-1.8203,0.5273,-15.461,30.4306,0.3192,g
7.4589,5.437,2.1287,129.267,0.4498,-0.6821,77.957,4.3523,19.2635,0.7361,g
21.3824,-30.2898,3.0147,198.089,0.0952,-46.8912,1.103,-16.574,53.0002,0.1808,g
15.8195,-15.1246,2.5821,167.81,0.25,-20.3539,5.6815,-12.0381,22.6241,0.4476,g
15.6218,-20.5552,2.7486,140.956,0.1971,-9.2178,6.6996,3.9239,29.5519,0.3818,g
13.9391,32.7874,3.0682,192.135,0.1628,12.8989,0.839,-5.4281,42.9047,0.3,g
12.8461,25.4132,2.643,219.265,0.2969,13.9063,21.5337,-5.0481,29.1785,0.4369,g
15.8991,20.2538,2.3729,170.952,0.2521,12.8385,37.5625,-2.877,24.1038,0.4788,g
24.8614,30.9172,2.8597,173.939,0.154,43.8736,0.277,23.5571,47.0455,0.2555,g
10.7539,17.7862,2.2856,150.189,0.3083,-6.7961,28.623,9.4211,20.7751,0.5648,g
17.3477,17.788,2.8179,211.496,0.1772,6.3889,12.413,-13.386,32.8653,0.3376,g
12.2997,50.2178,2.6314,262.324,0.1951,35.4775,2.9862,-8.8637,54.1138,0.3622,g
27.0197,71.9328,3.5433,256.077,0.0937,-105.018,0.883,8.7419,87.1984,0.1772,g
12.7848,-9.35,2.3757,85.2515,0.2421,-28.5594,28.132,8.8048,21.8483,0.4589,g
10.6015,6.9935,2.2122,156.28,0.3037,-1.2177,34.9363,-5.5534,18.1675,0.5706,g
10.9625,18.6013,2.3729,126.042,0.4004,14.8261,24.9395,8.8835,19.8847,0.6737,g
16.1708,-15.2411,2.7578,261.486,0.1686,-45.7699,31.5548,4.8417,30.1452,0.3266,g
11.2976,4.1978,2.2041,92.8949,0.3781,-0.7853,55.8503,-7.3818,16.5471,0.5938,g
20.9121,12.7581,2.7727,76.6136,0.1308,-15.7764,27.0291,-13.9039,33.4458,0.2447,g
15.1867,-14.8761,2.3096,58.837,0.4289,-1.6276,68.6733,11.3786,16.7429,0.6569,g
22.1223,77.8023,3.1931,226.814,0.0862,10.1997,12.3059,3.5625,88.1997,0.1679,g
22.143,29.1571,2.8136,144.56,0.1406,-6.3018,15.5754,-17.475,35.9312,0.2704,g
16.9068,21.735,2.5999,210.618,0.2123,13.709,11.7643,15.4354,31.0586,0.3668,g
12.4366,14.2953,2.4362,167.598,0.2473,14.8025,21.6114,-6.4183,28.9791,0.4469,g
19.1658,10.6441,2.6498,139.546,0.2676,9.1071,27.0844,-6.6945,22.3784,0.3942,g
16.5049,33.7819,2.9125,175.676,0.1242,16.8674,3.06,11.9977,45.1917,0.241,g
20.3299,82.9771,2.5384,196.761,0.2012,-131.404,6.8644,-12.051,106.008,0.3936,g
13.4603,22.9935,2.7631,199.632,0.1959,3.4144,14.9219,-10.8519,33.8423,0.3624,g
18.7394,59.6429,2.7197,140.18,0.1268,61.1647,17.172,-11.0501,66.2579,0.2498,g
18.0344,11.092,2.7749,83.869,0.1755,7.6496,27.768,12.225,26.456,0.3442,g
19.3694,23.3149,2.9921,188.33,0.1533,0.9897,2.8951,-13.9604,39.5943,0.2831,g
17.7514,19.6058,2.8998,150.238,0.1883,17.1385,11.4622,-11.3493,26.6048,0.3526,g
10.8106,12.1072,2.5999,217.201,0.3128,-7.8042,5.8253,-7.5764,26.6892,0.5176,g
27.3376,19.839,2.7843,64.8944,0.1816,1.0541,24.3712,-18.3691,27.5964,0.3007,g
16.7069,-19.1171,2.3493,236.344,0.2707,-19.5952,79.698,-7.8235,18.8423,0.5011,g
14.7447,61.5228,2.8976,274.555,0.212,94.9817,4.129,12.9656,81.2862,0.3367,g
11.5692,-7.0807,2.2188,205.549,0.3837,15.2986,86.4459,11.2142,12.7848,0.7251,g
7.203,5.7016,2.1629,145.125,0.3608,-0.406,26.499,-6.0033,20.7684,0.6873,g
26.6913,-24.7504,3.4442,187.46,0.1027,0.6152,7.3364,12.2586,49.7442,0.178,g
16.5254,12.899,2.2923,199.401,0.324,-26.0339,81.779,-15.7086,19.5201,0.5816,g
25.0561,-7.8397,2.8503,175.653,0.1588,-15.0762,32.497,-10.954,30.4274,0.2781,g
25.4463,19.3928,3.1094,181.334,0.089,62.6102,5.452,16.9034,46.2842,0.1757,g
17.4616,48.1427,2.9943,271.352,0.1727,-150.671,4.3488,-16.7787,102.077,0.2979,g
25.1592,92.2918,3.4009,282.081,0.0801,115.75,2.9063,13.2956,98.3607,0.1538,g
21.1078,24.1103,3.2783,228.939,0.0972,-10.4586,2.979,9.0154,62.4243,0.1802,g
12.4151,-14.527,2.3589,112.347,0.2867,-24.4586,4.7412,-10.2577,20.5613,0.5164,g
16.2532,-11.0711,2.6107,166.687,0.1801,-25.5846,15.3064,10.0324,31.9789,0.3407,g
12.1334,-11.3444,2.3729,198.599,0.197,42.6941,1.575,-4.3881,29.8384,0.3814,g
16.3811,17.2871,2.9337,200.285,0.166,22.3459,15.842,-8.9872,32.7377,0.311,g
20.8928,30.8087,2.6613,39.7423,0.2061,15.9701,40.323,-19.707,31.546,0.3402,g
12.3937,8.5182,2.5244,146.866,0.3004,0.3835,61.988,8.3654,19.1111,0.5172,g
19.5534,27.8685,2.8041,209.306,0.1342,27.7869,36.4581,8.9399,39.9822,0.2669,g
14.2861,-28.7116,2.5085,209.766,0.1938,60.1222,13.394,-11.789,37.6154,0.3876,g
14.8915,18.034,2.6955,161.388,0.2087,-4.2065,15.321,8.4802,26.5364,0.4133,g
32.9111,24.4557,3.397,131.182,0.0792,-18.0977,84.7514,-13.9225,41.1201,0.1571,g
24.468,-36.3161,3.1593,188.651,0.1452,5.9946,2.85,9.428,43.0627,0.2432,g
7.0937,-13.6263,2.29,208.955,0.4385,-9.6906,31.469,3.502,25.8224,0.6513,g
26.0811,-28.059,3.3427,180.959,0.1292,23.3161,1.818,19.9546,46.3906,0.203,g
19.6101,15.7759,2.9398,251.852,0.1706,-80.6783,7.6682,14.3358,56.8518,0.2723,g
9.0466,45.4794,2.5849,188.957,0.2432,6.8177,0.204,-7.6617,48.6388,0.4343,g
7.4598,-6.8371,2.1383,190.721,0.4618,1.5639,14.441,-3.833,19.021,0.7564,g
22.0968,-8.1313,2.3757,425.267,0.4021,29.6271,14.6067,-23.4816,26.1827,0.7621,g
18.9737,81.5687,3.1281,272.645,0.1255,38.5984,4.9933,13.3962,94.0642,0.2264,g
16.3655,-19.5828,2.7756,116.632,0.2054,-9.5722,15.2554,11.0002,29.1486,0.3755,g
8.7097,18.6176,2.3775,200.251,0.2411,13.7771,5.9537,-8.7877,31.9077,0.478,g
20.7843,-15.5396,2.9297,158.989,0.1311,36.9017,10.558,10.2351,45.0159,0.2434,g
46.2068,46.7629,3.6767,248.587,0.0633,81.9523,9.1982,57.314,70.2269,0.1196,g
25.6944,-17.6163,3.2916,188.041,0.0743,58.597,9.668,-14.9613,51.3033,0.1395,g
116.342,85.6656,4.8025,242.764,0.0157,-136.678,19.9605,-83.3076,119.371,0.0297,g
45.1884,-33.2713,3.8493,378.331,0.0789,-22.6832,5.1478,-28.6093,88.5664,0.156,g
10.9547,-8.4245,2.2765,145.02,0.2831,2.4225,23.896,-4.1089,17.5738,0.5608,g
10.7238,18.5352,2.3971,124.895,0.2505,15.4058,8.667,-4.2462,24.6029,0.477,g
18.5465,80.837,2.695,292.708,0.1705,-149.441,0.329,10.9899,172.979,0.337,g
20.1588,-13.1034,2.5711,263.98,0.1597,1.1567,60.7795,17.4626,30.3706,0.2926,g
30.7737,52.6065,3.3599,277.323,0.1164,43.1582,0.0235,23.8603,61.8847,0.2327,g
11.9079,-28.9003,2.6994,203.315,0.2747,-13.3895,3.533,6.0192,38.8804,0.4176,g
11.8899,-10.0733,2.0588,141.352,0.3712,16.2973,77.047,-6.9955,12.5554,0.69,g
11.008,-8.5602,2.4518,108.33,0.3304,3.5181,10.545,-6.4379,17.1269,0.6148,g
17.7977,27.3734,2.8385,159.66,0.2183,39.6559,0.4904,-5.3732,34.3515,0.3742,g
15.7262,25.4249,2.5635,124.449,0.3538,20.7198,2.298,14.3234,24.9766,0.5219,g
23.161,-22.6559,2.8109,309.048,0.1924,-54.154,7.9012,18.5595,68.3934,0.3725,g
30.9097,74.9125,3.6512,229.733,0.0619,62.5144,2.4232,-17.053,85.2939,0.1237,g
31.0478,61.3665,3.2827,86.7844,0.1051,58.4711,1.5087,10.245,59.5126,0.1731,g
15.3799,15.9569,2.2978,137.232,0.335,-5.8481,82.7585,-10.4222,18.0933,0.5441,g
6.6608,15.1482,2.1123,121.457,0.4595,20.9604,38.6953,-6.3638,21.4177,0.7413,g
13.3808,41.7832,2.6498,84.5171,0.1691,9.216,22.307,8.7147,54.6903,0.3225,g
14.8798,32.4473,3.1654,173.518,0.1554,42.1786,5.0177,9.2524,45.7388,0.2924,g
25.8895,97.9016,3.6091,233.582,0.0781,49.0344,7.4474,17.1415,91.9596,0.1473,g
16.2259,16.6594,2.3149,60.4438,0.2736,16.2374,84.4501,-13.8541,19.1712,0.5278,g
20.0272,-24.1045,2.9133,54.0099,0.1667,23.7078,14.0395,9.9646,33.7977,0.3162,g
18.4387,25.3813,3.1173,203.028,0.1576,6.5021,1.048,-14.5289,35.4667,0.2962,g
17.6041,52.9458,2.8319,303.364,0.1568,68.4064,3.947,-16.3575,77.2225,0.3019,g
20.8982,13.0192,2.8251,103.138,0.1563,-3.7079,80.2551,-13.5565,28.1919,0.2797,g
27.2546,-40.2479,3.4081,198.484,0.126,-10.9705,3.0708,18.5442,47.9982,0.2141,g
17.8139,30.3091,2.7835,161.232,0.1918,23.7456,0.831,7.6813,34.7714,0.3523,g
11.8205,9.8325,2.1746,139.723,0.3779,-16.0961,6.0163,-7.7148,12.6054,0.6957,g
7.274,-6.9468,2.0394,146.763,0.379,0.8144,78.8874,5.7574,20.4623,0.7032,g
13.2101,11.6885,2.6561,43.9642,0.2219,25.5832,55.967,-3.6973,31.3847,0.4238,g
17.4475,24.7243,2.8041,202.864,0.1939,20.3095,3.713,9.5885,36.2174,0.3454,g
17.2585,19.2528,2.7589,186.985,0.1925,31.0391,13.7391,5.6373,30.8784,0.3693,g
10.27,19.5069,2.2822,338.274,0.4726,11.6759,17.278,-5.9067,35.4526,0.8042,g
11.6604,25.719,2.7608,237.452,0.2212,41.0504,2.76,-8.0745,46.1928,0.3625,g
17.7549,22.9087,2.9217,169.281,0.1707,5.7032,19.8801,10.1315,35.0856,0.3174,g
16.2751,-29.2344,2.7439,55.2383,0.1776,-24.1711,43.9162,-9.4621,43.1636,0.3174,g
12.8986,9.3203,2.1987,118.838,0.2943,14.9756,52.36,-7.9253,22.8945,0.557,g
23.4599,22.6608,2.9865,144.826,0.1521,37.2139,5.359,18.2677,28.5956,0.3032,g
18.0657,17.4264,2.4706,165.406,0.1946,30.637,10.7423,17.4762,29.3314,0.3824,g
46.4634,72.13,4.0313,302.304,0.0474,-82.3014,3.503,-29.0426,107.597,0.0911,g
16.9787,26.4652,2.9151,180.238,0.183,14.0798,14.6972,-7.5275,30.1039,0.3453,g
16.8051,30.3234,2.9978,167.1,0.1573,17.0699,8.698,-11.765,46.5349,0.2663,g
21.6377,65.5715,3.2048,207.992,0.097,70.6315,0.386,-13.3125,72.5221,0.1941,g
17.8604,-7.8221,2.5955,91.8873,0.217,8.9796,13.7582,-7.0297,24.5827,0.4137,g
20.9993,11.9051,2.9621,99.4482,0.126,48.4576,13.6362,-12.1405,41.7932,0.2368,g
45.5227,76.0204,4.2044,210.778,0.0345,103.116,1.22,-25.6482,91.4572,0.0686,g
10.7886,-18.8,2.3646,181.501,0.2743,50.5459,9.0374,-3.4992,39.5326,0.4838,g
16.6179,-13.4913,2.8837,200.42,0.2059,2.875,6.11,-11.0505,39.6948,0.3242,g
38.4807,48.2571,3.876,359.328,0.0794,-82.9839,1.5824,-15.719,90.4031,0.1527,g
17.4667,-18.4165,3.063,178.341,0.125,-1.6417,1.0036,-7.3354,42.3083,0.2448,g
21.1167,38.6111,3.3867,227.379,0.1172,13.3262,10.241,12.3661,55.8974,0.2188,g
17.6416,17.7038,2.5465,101.997,0.2741,3.5979,45.454,16.0627,21.5669,0.446,g
23.5152,38.3548,2.7774,130.919,0.1194,50.5773,6.978,16.3403,40.3756,0.2387,g
23.1663,72.6058,3.3959,323.819,0.1115,-15.812,1.1324,11.8978,79.8079,0.2126,g
21.9075,67.8894,3.4512,224.172,0.1056,43.03,10.6894,11.479,65.6077,0.2052,g
10.5199,4.3884,2.2188,147.726,0.5045,12.8519,31.914,7.8762,13.0133,0.7674,g
23.1042,-22.9758,2.9906,177.32,0.1559,19.3852,9.5163,20.7725,36.7226,0.2657,g
17.5998,49.0497,3.1381,194.605,0.167,12.3637,0.461,-3.9128,46.6791,0.307,g
21.9595,27.3935,3.0792,255.374,0.1437,-84.935,1.5703,12.2755,54.1831,0.2658,g
9.9083,87.6339,2.6902,250.242,0.1929,23.7516,0.7801,-7.2335,95.5849,0.3531,g
9.5338,-6.6128,2.4141,208.744,0.3873,13.1172,11.2044,4.5553,23.1066,0.5665,g
40.5124,-26.2463,3.5649,358.199,0.124,-26.1619,1.825,-13.4764,81.8712,0.2241,g
25.7291,57.4163,3.3498,223.414,0.1187,41.2823,2.477,-21.3179,62.7921,0.2029,g
12.6364,30.5255,2.7011,218.012,0.194,36.8992,6.7752,7.991,36.5926,0.3423,g
7.495,9.9073,2.2833,202.572,0.2891,-12.4814,51.112,-6.3291,30.411,0.5729,g
24.5599,37.6472,3.0441,283.62,0.2163,49.259,8.201,18.7289,45.2957,0.3749,g
13.4473,71.1985,2.7447,302.925,0.2691,-131.051,0.8956,-8.0486,142.563,0.4572,g
27.8229,71.4551,3.9569,262.251,0.0685,45.9843,0.2799,13.9737,81.2144,0.132,g
37.0646,-82.5645,3.2999,295.128,0.111,-45.6339,4.591,14.312,96.5965,0.2175,g
10.94,18.7733,2.3892,157.318,0.3531,16.3374,51.144,-6.6591,22.2034,0.6041,g
21.7244,79.2466,3.1987,218.901,0.132,59.2782,6.34,-10.8127,83.5277,0.2418,g
8.888,-12.289,2.3608,174.214,0.2941,-35.4918,16.315,-4.3699,28.0012,0.5534,g
13.4496,15.1521,2.5447,234.56,0.3609,-3.2619,68.1324,10.0745,19.4247,0.5678,g
15.7769,-22.7371,2.938,223.827,0.1713,14.0632,0.2989,-10.9111,53.9567,0.331,g
17.5294,18.9954,2.6684,145.846,0.1878,-5.5426,7.9478,-10.4389,26.9196,0.3562,g
36.4748,-26.7678,3.6258,396.921,0.1031,-58.4457,4.6584,18.0674,90.6123,0.1906,g
17.6248,22.9679,3.022,184.47,0.1431,25.7111,4.53,-13.6953,41.5858,0.25,g
20.862,51.0709,3.2316,207.605,0.1493,51.4594,3.9671,13.4934,58.3354,0.2417,g
16.1131,10.8038,2.4997,105.4,0.2358,10.1979,36.551,-9.4188,20.8589,0.4652,g
14.8112,24.4189,2.6906,190.72,0.1621,25.4834,15.5689,10.447,45.4666,0.2834,g
21.3628,20.9643,3.3105,270.21,0.0873,-93.2578,6.759,-6.5174,54.323,0.1722,g
15.3539,19.2773,2.6604,150.524,0.1781,14.7364,2.124,-6.4606,31.9543,0.3213,g
34.9759,70.827,3.5158,289.206,0.102,19.2408,1.576,23.5493,71.3588,0.1845,g
24.7088,43.4367,3.1874,341.943,0.1738,0.9793,0.3113,-14.4227,80.393,0.317,g
14.4934,23.8006,2.8689,184.962,0.1684,-48.7893,4.081,10.5276,60.8649,0.307,g
14.9178,29.8447,2.9292,177.111,0.176,46.1626,2.6313,-11.6154,36.3933,0.3308,g
12.0635,20.5025,2.2989,96.9348,0.3693,8.9327,2.681,7.2398,19.9697,0.6533,g
22.4191,16.1367,2.6069,151.049,0.1545,-14.6134,44.853,-13.09,23.9923,0.2818,g
18.2507,62.4,2.6493,177.613,0.2119,22.6093,0.1321,9.105,59.4502,0.3991,g
18.4805,29.5839,2.9408,157.832,0.145,20.4114,2.6896,9.544,48.3912,0.2659,g
11.1348,4.6115,2.3253,140.294,0.3995,-14.8618,25.658,11.6942,13.0447,0.7565,g
14.9064,12.4334,2.549,89.3021,0.1907,12.9578,25.4801,7.1315,28.1559,0.3757,g
15.7524,31.0955,2.9501,158.301,0.1789,9.5988,3.764,7.6056,38.3688,0.3298,g
12.7697,-10.8733,2.3334,64.6895,0.2575,-27.3154,15.8492,-7.5809,21.3305,0.4919,g
10.8628,-17.5151,2.6191,194.368,0.2584,-20.0983,31.413,-7.1259,31.5005,0.4447,g
12.5471,11.3088,2.4306,207.886,0.3061,25.9603,2.3661,8.5799,23.2199,0.5195,g
11.0189,6.0922,2.1351,144.364,0.4432,-14.2679,2.5667,10.3619,13.0171,0.7546,g
19.1098,-13.8865,2.5237,238.888,0.1901,-17.6225,2.558,13.0794,25.2252,0.3413,g
29.4361,33.509,3.3516,154.749,0.0977,34.1361,6.0236,-22.1787,43.3839,0.1878,g
11.8845,11.4899,2.2636,80.5489,0.248,9.3925,40.449,-10.1253,26.9276,0.485,g
