fDist,fLength,fWidth,fAlpha,fSize,fConc,fConc1,fM3Trans,fAsym,fM3Long,class
246.398,71.8686,24.7685,7.977,3.5269,0.1605,0.0893,8.6513,-93.0266,59.4501,g
268.863,69.3249,23.0715,5.8399,3.0249,0.2587,0.1572,21.7806,-70.4276,50.122,g
149.56,32.9368,18.0335,23.5489,2.6269,0.3424,0.1854,14.4716,37.224,25.0526,g
255.59,53.1026,19.5641,6.083,3.089,0.3299,0.1723,-11.1149,46.5358,53.4769,g
149.954,27.6963,12.871,8.7213,2.6091,0.4182,0.2103,6.8491,14.9777,6.8249,g
221.664,12.9926,10.8059,32.917,2.1156,0.751,0.4789,7.3802,13.52,-5.3597,g
174.946,39.4615,23.6827,2.068,2.8552,0.2415,0.1249,19.8684,-35.0333,-18.9088,g
250.145,71.8778,28.5078,0.2039,3.404,0.1523,0.0767,23.7353,62.9494,59.1356,g
154.213,33.648,13.8336,8.817,2.7593,0.3359,0.1749,-7.6383,5.1559,-19.9497,g
315.663,74.2366,23.0297,11.747,2.9535,0.2871,0.1864,-22.7365,-25.9485,-17.5382,g
115.849,42.1568,36.3351,21.4458,3.1214,0.1369,0.0715,-11.2716,6.552,21.2319,g
136.293,28.0971,15.9477,13.9543,2.4728,0.3805,0.1936,-10.4618,-26.0141,-24.0529,g
53.5969,19.5203,16.7042,29.5127,2.6826,0.4922,0.325,12.5715,5.8958,11.4286,g
128.878,45.5944,27.1839,83.9665,2.938,0.2526,0.1286,16.8995,18.1131,52.9061,g
242.377,22.9908,15.2449,37.988,2.6585,0.4347,0.258,-8.3812,-0.2278,19.2622,g
206.967,40.8586,23.7642,9.4564,3.214,0.2187,0.1121,-17.5628,-1.9163,-20.1588,g
269.255,75.4299,24.781,10.217,3.0013,0.1934,0.1122,22.0215,-62.1678,43.4174,g
340.028,109.252,35.4895,0.35,3.7877,0.1661,0.0883,8.1323,-81.122,62.9458,g
197.584,20.0044,11.0652,59.473,2.2788,0.6737,0.45,-9.9991,13.7202,19.7044,g
262.871,59.7865,21.43,2.1534,2.8621,0.2843,0.1463,11.92,-66.6008,-37.6166,g
166.181,19.6336,14.4125,32.2376,2.5172,0.5015,0.3055,6.0382,2.343,-10.3786,g
110.385,46.9591,36.5351,4.533,3.696,0.1516,0.076,14.256,32.8331,33.523,g
143.89,40.6834,17.0578,18.706,2.8024,0.2979,0.1805,-11.8089,25.5019,32.8445,g
286.879,70.0897,27.9443,0.662,3.1908,0.1959,0.1034,13.8367,46.9552,78.1148,g
238.032,65.3016,12.6361,3.509,2.6385,0.331,0.1828,-8.7126,-102.821,47.2842,g
195.287,25.0535,18.9759,27.262,2.6803,0.4154,0.2307,-9.722,28.5321,14.58,g
124.948,36.9627,27.191,10.722,3.1818,0.25,0.1464,19.7013,20.1416,26.2498,g
265.229,67.2794,21.2906,0.8667,3.232,0.2327,0.1339,15.7832,-75.3727,46.2737,g
221.555,44.5336,12.852,13.042,2.5971,0.4147,0.2541,12.9971,-35.9658,-11.9196,g
271.558,75.9021,22.406,4.814,2.5694,0.3342,0.1685,16.2202,-87.2503,29.213,g
89.1934,51.1323,12.8883,17.713,2.6739,0.2627,0.1324,8.782,-18.1474,-22.0785,g
189.946,18.8209,15.2333,51.214,2.7308,0.5149,0.2872,8.1871,-1.8074,12.8161,g
85.0159,18.8799,16.5387,48.7839,2.5763,0.4721,0.2507,13.0545,-5.0157,14.3866,g
345.136,91.3763,33.8905,3.0507,3.8081,0.165,0.0877,-13.9476,-75.5898,68.6722,g
166.113,27.2926,8.7939,3.366,2.4935,0.5586,0.2969,5.466,-16.0749,15.1134,g
200.61,32.7206,16.2832,36.3443,2.7832,0.3937,0.2018,7.5338,3.8106,26.3171,g
141.421,28.0633,13.4339,7.147,2.4829,0.4539,0.2319,6.8095,4.2123,24.2691,g
218.433,48.2713,11.7368,10.349,2.5192,0.5446,0.295,1.4286,12.0288,40.4022,g
239.649,35.8304,16.0994,13.0951,2.7938,0.3248,0.1857,3.9149,-17.1983,-30.1669,g
193.064,31.3882,24.8083,2.267,2.934,0.2887,0.1636,-6.0742,26.4126,15.4992,g
93.1345,30.1107,26.1309,11.867,3.1978,0.2682,0.1576,-15.3273,12.6982,23.0753,g
172.126,49.2906,15.3147,11.635,2.6556,0.3514,0.2044,-5.0194,42.9064,25.2831,g
154.231,24.161,7.3075,5.242,2.3444,0.724,0.3914,-6.4874,-12.9097,12.9679,g
193.746,16.7983,11.3269,19.2365,2.3222,0.5762,0.3262,5.8045,2.1823,-6.9329,g
228.656,29.446,20.8319,29.3534,2.4346,0.4412,0.2261,-16.3188,34.318,14.5114,g
77.781,45.8695,19.1419,72.971,2.6508,0.2883,0.1508,-9.8389,46.056,37.9796,g
89.8562,18.405,10.4112,54.28,2.3997,0.5697,0.3127,-5.8368,0.3445,-4.6528,g
197.798,45.1037,16.2885,9.669,2.9509,0.3102,0.1786,9.2857,13.9854,38.0213,g
346.717,102.98,45.6669,3.0301,3.9547,0.1372,0.0774,25.2344,-50.0472,66.2168,g
283.07,64.3959,14.2694,0.9486,2.8331,0.5037,0.3664,-12.8025,-47.0293,-16.9877,g
59.978,33.4044,24.8757,29.609,2.8379,0.2513,0.1387,15.2057,31.8588,21.0436,g
202.919,28.7554,15.8285,2.941,2.4166,0.41,0.228,13.564,-30.0709,-21.9132,g
151.706,30.0754,11.8617,28.0357,2.6762,0.4236,0.2476,-8.1659,-4.9307,-5.4284,g
196.934,29.4914,19.0268,3.249,2.9325,0.2979,0.1723,-10.0385,-0.0923,-2.6917,g
235.71,16.8357,11.3438,39.434,2.3483,0.5785,0.3296,-5.8494,-1.1618,5.6097,g
259.733,90.3632,29.9861,3.801,3.399,0.1421,0.0732,21.3961,21.1646,82.802,g
97.8411,27.9799,13.511,3.9151,2.4735,0.521,0.2706,-12.6245,-8.1767,-19.0081,g
220.851,59.7172,25.0527,1.706,3.628,0.1724,0.0934,18.9795,24.2342,49.9711,g
200.916,19.0315,7.4799,58.852,2.1569,0.7317,0.4634,-3.9453,-0.0001,-0.4098,g
113.182,29.2453,14.9894,19.747,2.3454,0.4876,0.2641,-10.9994,27.5753,23.9034,g
84.4951,24.3806,12.9184,24.8729,2.3032,0.5473,0.2761,-7.3475,30.9249,-11.207,g
238.292,21.7385,11.5237,14.2929,2.4864,0.5644,0.2985,1.7874,8.8165,19.3702,g
99.9004,13.4443,10.3165,83.0514,2.2055,0.8037,0.4143,-11.8754,14.7522,3.6279,g
194.76,64.3781,17.8251,16.783,3.0613,0.2336,0.1238,2.7349,18.9146,53.2694,g
189.907,39.4843,19.4408,1.4023,2.4914,0.4452,0.2565,-7.6646,-17.763,-41.0076,g
179.916,29.5728,23.5821,28.8051,2.9834,0.3522,0.2301,20.5317,20.3924,22.015,g
188.476,22.6283,10.8492,56.227,2.2175,0.5394,0.2818,9.8064,23.3656,18.9841,g
87.0086,25.9703,18.3785,66.531,2.6946,0.402,0.2333,-13.6396,7.2172,22.292,g
200.071,19.8412,16.7819,13.1411,2.3128,0.4818,0.2993,-13.8364,14.3041,18.3897,g
188.931,54.5115,22.4033,3.7247,3.3076,0.1965,0.1056,11.2975,10.4624,38.6475,g
302.838,100.445,29.8257,5.256,3.3817,0.1744,0.0961,19.8401,-36.4986,89.8594,g
92.4558,26.2815,21.6234,8.796,2.9165,0.32,0.1885,9.7834,-14.4166,15.8649,g
113.437,12.367,12.1218,45.2352,2.2492,0.6761,0.3465,-8.0128,16.8508,-10.4085,g
207.534,57.3402,22.8948,10.865,3.3229,0.2287,0.1424,11.0851,26.913,59.498,g
279.206,102.611,30.6296,1.1606,3.7644,0.1445,0.0827,-16.806,33.7303,90.3116,g
151.905,37.0708,7.1717,3.987,2.3139,0.6456,0.3859,-6.0823,21.7228,23.4774,g
197.118,23.6609,15.3561,15.2553,2.5769,0.453,0.2821,10.8394,-10.5345,-12.8861,g
235.247,20.1677,16.1704,15.2811,2.3617,0.6043,0.363,-16.1341,24.813,-10.7875,g
88.0334,59.7685,44.6084,5.053,3.0467,0.2245,0.1361,49.942,41.4702,52.2899,g
342.689,82.914,36.0961,0.42,3.5828,0.2232,0.1277,-28.8992,1.5139,46.6229,g
171.015,57.1113,21.3398,1.343,2.7857,0.2654,0.1646,-15.8658,62.839,46.9964,g
250.647,27.1802,18.0149,50.664,2.7551,0.3673,0.1872,3.2183,1.3711,24.3176,g
227.148,38.0751,16.0546,8.0786,2.7745,0.3496,0.2328,-9.4914,11.1156,-14.5999,g
192.034,24.7323,10.4829,14.7714,2.3664,0.529,0.3118,6.9912,13.7086,19.575,g
177.921,35.4367,15.1226,44.6921,2.5328,0.346,0.195,-12.0347,30.5392,21.927,g
181.926,19.5795,9.7452,9.586,2.3502,0.5759,0.3326,3.5301,23.6644,10.355,g
123.392,19.0999,7.4626,34.841,2.1746,0.7492,0.4582,4.0277,-1.2309,6.4139,g
128.682,51.2581,21.3086,5.1346,2.7709,0.2729,0.1805,-14.0483,49.7429,33.7075,g
276.603,73.7395,26.2305,9.2393,3.1828,0.2133,0.1329,17.2683,51.1073,60.4879,g
284.557,86.9843,8.9062,5.4597,2.4354,0.5064,0.2624,-9.0031,-115.521,54.0211,g
96.0915,26.0797,9.9276,59.946,2.4479,0.4456,0.2478,5.2148,-13.5483,16.4528,g
295.107,53.6822,22.0666,0.164,2.8479,0.3989,0.2732,-24.5615,-35.3479,-14.1855,g
136.533,34.1703,20.6534,10.493,2.7716,0.3841,0.1971,19.1688,17.1768,11.1765,g
173.288,24.5939,10.1418,17.0056,2.5676,0.5007,0.2693,-7.0283,-8.4503,15.2452,g
232.055,42.5751,10.8151,11.3585,2.567,0.2954,0.1477,4.3417,-8.3266,-22.6394,g
208.559,27.8774,20.5885,37.707,2.785,0.4085,0.2322,-14.6864,7.7486,23.0835,g
253.029,22.61,10.6423,64.034,2.1875,0.513,0.2565,-9.0497,34.1147,-17.8097,g
154.638,12.803,11.5191,26.705,2.0588,0.7249,0.3974,-10.5084,-15.2872,8.0028,g
40.1037,21.833,12.846,19.3319,2.281,0.6597,0.3848,-8.3739,7.8831,17.2369,g
109.407,37.0013,9.2363,3.989,2.4639,0.3814,0.201,-6.2851,-28.2382,23.2361,g
180.234,19.5635,9.3726,15.0,2.3962,0.6667,0.4438,7.2756,1.7222,-12.9348,g
113.522,33.549,13.8846,16.5678,2.5011,0.3249,0.1688,7.0927,34.3963,-23.3316,g
132.548,24.593,17.4341,40.433,2.5004,0.3349,0.1754,14.6176,19.8232,11.1578,g
180.749,17.725,7.4803,73.787,2.1833,0.7738,0.5344,3.8835,0.4147,-2.2366,g
275.317,67.9392,23.9354,5.3057,3.4596,0.2141,0.1102,-11.5944,-56.1803,44.3933,g
209.954,27.4167,20.3066,3.5901,2.5786,0.3193,0.1675,-12.4444,-6.79,13.8562,g
117.347,19.8382,7.3316,73.499,2.0737,0.7511,0.4093,-5.0491,2.7955,-9.7102,g
220.082,37.2705,7.4475,16.857,2.3493,0.4698,0.2662,-4.242,-24.2342,-19.2888,g
310.933,95.7927,51.1362,0.68,4.1743,0.099,0.0511,-36.7337,51.2509,70.6563,g
113.79,25.3774,19.1365,26.6862,2.6355,0.3542,0.1956,-13.2159,9.3381,-15.0167,g
165.595,28.5875,19.2228,25.702,2.6679,0.3523,0.1966,15.266,20.8656,17.858,g
162.389,21.7075,10.714,15.7756,2.2148,0.5732,0.3018,-4.9643,-16.6769,-17.5153,g
234.581,109.472,49.6365,2.951,4.3524,0.0578,0.0301,15.4866,-95.6075,88.9234,g
259.403,80.4985,30.1587,6.046,3.5162,0.1307,0.0693,-22.0775,78.8852,74.8617,g
297.568,77.9716,23.5476,1.855,3.2819,0.2497,0.1387,18.8116,-42.8233,71.6843,g
283.209,83.3679,33.9628,0.914,3.5177,0.1901,0.1019,23.2448,-76.4035,42.1707,g
155.323,17.4165,11.0991,5.525,2.248,0.548,0.2853,-3.6904,-1.3577,6.7807,g
197.918,47.7946,20.001,3.1846,3.2281,0.1922,0.0985,-7.5876,-36.6001,-30.4123,g
207.432,106.984,10.4787,7.499,2.5769,0.3603,0.1921,4.0825,81.5029,95.5549,g
99.172,29.054,25.8172,31.0087,3.0193,0.2611,0.143,18.8811,7.3167,23.9303,g
193.305,32.5717,18.4936,20.151,2.8707,0.3219,0.1623,11.6068,-16.7857,-10.8447,g
207.932,21.7329,6.8412,41.1319,2.1021,0.7036,0.3834,6.5599,24.4104,10.3684,g
393.309,92.2871,39.647,2.436,3.724,0.1931,0.1066,-23.853,-26.7454,38.0785,g
126.068,24.161,12.9711,24.558,2.567,0.4959,0.3076,-9.5615,3.8962,18.4406,g
201.99,28.1929,19.8429,16.099,2.372,0.4544,0.2314,-14.5031,-37.1013,-10.0999,g
219.462,83.7767,15.2713,13.374,2.7348,0.2597,0.1409,9.6042,49.5684,65.8426,g
197.098,28.4655,9.5459,4.6337,2.4526,0.4868,0.2452,-3.0449,-41.3301,17.8354,g
154.265,13.2754,10.6408,16.91,2.2541,0.7855,0.4262,-11.7493,-14.4378,-3.5739,g
329.357,92.3287,33.9942,1.5216,3.8473,0.1494,0.0782,18.6972,-54.5674,67.4872,g
190.408,26.7106,13.2326,10.5863,2.6395,0.4633,0.2603,-9.5021,-20.609,13.2217,g
211.147,66.7283,20.8316,1.4439,3.0521,0.1836,0.0971,10.7784,55.2405,63.7642,g
166.645,22.3818,18.6311,36.6633,2.5557,0.4006,0.2017,-7.1341,-19.8828,19.3884,g
333.976,103.015,26.9201,0.471,2.9117,0.2855,0.1526,-23.2872,3.5157,11.6842,g
265.757,94.2137,34.1015,1.2801,3.8824,0.1276,0.0775,16.406,-64.6807,73.5551,g
193.264,12.97,11.2222,50.6846,2.1351,0.7473,0.4139,11.115,14.7928,-6.3933,g
117.655,21.0042,12.8793,21.891,2.372,0.5817,0.2994,-7.556,-7.6677,-15.9531,g
157.295,29.1855,17.7624,38.222,2.6689,0.3215,0.179,10.013,-14.0744,-25.8882,g
266.615,88.2461,15.1339,0.415,2.7439,0.3986,0.2822,13.2933,-74.3508,-63.6452,g
66.5816,13.0087,10.6477,18.8501,2.2589,0.7603,0.4931,-7.7198,-13.1488,2.7445,g
163.06,105.217,73.1736,2.1215,4.1822,0.072,0.0388,73.1276,89.2509,98.4422,g
217.529,12.5616,11.8911,34.1556,2.0626,0.7013,0.3506,11.3935,14.9995,0.6593,g
114.802,40.1306,26.8957,8.8138,3.4173,0.189,0.0989,11.2419,-5.2013,28.0616,g
277.767,89.508,37.8411,1.7565,4.0371,0.1133,0.0567,-23.9237,96.2219,74.1725,g
235.994,45.5041,17.5155,40.137,2.5045,0.4006,0.2269,-12.6714,-57.3568,12.8188,g
72.4328,29.8697,12.8979,62.887,2.4257,0.3302,0.1745,-6.6045,30.6572,12.4539,g
205.329,21.1285,10.8588,52.67,2.1461,0.5786,0.2893,-7.355,6.0936,-17.8457,g
212.014,31.4657,17.5314,4.625,2.9383,0.3643,0.1954,11.1724,29.5697,30.4555,g
238.325,23.2678,0.0,0.0002,2.0314,0.7256,0.3953,0.0,-1.6744,10.6773,g
209.888,26.8136,12.9271,0.708,2.5004,0.5719,0.3428,6.0542,13.8773,22.0226,g
176.359,12.6347,11.7757,73.055,2.055,0.696,0.3833,6.5793,-16.0,9.8209,g
320.636,96.995,32.6711,0.9411,3.6657,0.2233,0.1124,-20.9138,-7.5877,24.3333,g
137.385,55.1773,9.0773,8.473,2.6937,0.3725,0.2196,2.5931,-73.5428,-19.0002,g
343.2,78.709,41.2868,1.3633,3.587,0.2096,0.1308,23.1935,-16.8134,58.0471,g
185.333,18.4693,15.3164,8.1312,2.3473,0.5348,0.3258,-10.2321,5.5109,-16.1889,g
149.948,12.9851,11.1155,79.334,2.1508,0.7491,0.4346,-10.3747,-14.4702,6.6177,g
210.85,30.7739,19.0394,1.824,2.78,0.3203,0.1685,-13.1702,3.0604,9.2963,g
143.618,33.7556,27.8646,8.846,3.0519,0.1837,0.0989,-16.8618,14.9282,-8.5632,g
151.756,33.1849,11.7922,4.632,2.4564,0.521,0.299,8.4043,13.7963,29.5911,g
150.015,53.1862,27.8324,14.399,3.1593,0.1954,0.0988,21.2351,10.2465,28.4831,g
66.7513,22.5138,19.0376,41.772,2.6871,0.372,0.1922,12.7197,1.9549,19.025,g
164.253,20.5892,16.1986,11.6155,2.4786,0.402,0.2043,8.8222,2.5209,9.6397,g
72.0769,29.0556,6.6593,11.7655,2.1931,0.5449,0.2917,-2.9564,-36.2142,-15.047,g
193.31,22.5872,0.0,7.7242,2.2188,0.7674,0.4199,-0.0001,-3.4438,13.0312,g
230.166,85.9475,34.3101,11.692,3.522,0.1133,0.0624,19.3524,100.878,68.2724,g
291.206,85.3249,22.4331,6.8408,3.0197,0.279,0.1629,-14.1885,-37.8354,42.8629,g
238.875,125.302,22.4505,1.663,2.4232,0.5623,0.3151,12.9198,-101.882,-78.8886,g
17.9398,32.9955,31.0242,0.465,3.3646,0.257,0.1609,-17.9812,-12.0468,-26.149,g
184.419,13.1046,10.7367,39.533,2.3086,0.7715,0.4644,10.562,-13.7409,2.7674,g
298.93,87.8735,39.2427,0.1348,3.8333,0.1196,0.0676,-14.8771,3.5426,72.916,g
123.27,28.2797,12.2058,4.1031,2.5302,0.531,0.3437,10.561,-13.4904,-17.9955,g
134.882,29.3119,6.4782,63.188,2.3424,0.6091,0.3114,-2.6515,-34.2537,-19.6348,g
224.166,40.1304,18.5129,13.0774,2.8041,0.2527,0.1609,13.633,16.2275,20.2096,g
172.076,33.0788,13.591,2.2025,2.7649,0.3729,0.2088,-7.1459,13.2078,27.7357,g
253.379,95.6239,27.8725,3.744,3.8914,0.1235,0.0667,15.0026,66.5722,85.4658,g
169.125,24.5474,0.0,81.1632,2.1055,0.698,0.3725,12.4542,0.0,0.0,g
118.642,23.4823,11.8254,21.1996,2.5611,0.4615,0.2404,1.2537,16.1376,-11.3361,g
295.937,85.4747,24.6605,2.5811,3.5077,0.2408,0.1362,14.6733,-45.2309,45.8046,g
267.366,68.9277,17.4968,4.387,2.8004,0.2787,0.1465,-11.462,-60.5299,20.0711,g
62.8943,20.6078,7.1359,41.644,2.0952,0.739,0.3815,-5.8195,23.068,11.6837,g
148.147,43.2532,15.6787,5.1857,2.7135,0.352,0.177,-12.8025,-39.8043,25.5152,g
143.809,34.9601,19.0829,13.057,2.9098,0.2388,0.1212,9.3345,7.9824,22.8122,g
113.216,21.6639,10.6492,3.033,2.2577,0.558,0.2845,-7.7182,4.8909,-17.3416,g
193.068,38.0437,21.9132,14.454,2.8624,0.2924,0.1682,-18.5477,14.6147,39.3731,g
173.518,43.9609,9.5423,14.238,2.6848,0.4339,0.2965,-4.0381,14.7033,34.1128,g
160.995,21.5016,11.9761,32.9097,2.4208,0.5199,0.3245,-7.9863,25.6467,11.2996,g
205.058,34.7007,18.5968,6.713,2.7443,0.2901,0.1505,11.7097,-5.0242,-25.3911,g
184.876,16.2895,11.6516,8.8466,2.3541,0.6062,0.3296,-5.2762,0.7497,-4.3292,g
216.801,20.2473,12.0667,27.111,2.5472,0.5475,0.2738,7.6082,2.9324,-14.1631,g
185.735,20.8892,17.6576,13.3845,2.4298,0.4312,0.2546,15.2496,29.3369,-11.1259,g
168.823,33.9185,18.2139,10.519,2.9689,0.3298,0.1864,13.0989,20.8632,29.1407,g
196.925,28.9642,11.014,5.3282,2.6609,0.4279,0.2172,9.75,-19.0459,19.5525,g
169.273,23.4503,16.4117,1.9502,2.357,0.5055,0.2527,-12.5569,10.4535,17.472,g
201.733,59.0991,27.3523,7.378,3.4068,0.1532,0.0809,22.3758,41.5049,45.5346,g
53.7576,22.3788,19.4966,43.6657,2.4814,0.4455,0.2459,15.6651,16.5071,-16.6683,g
208.487,48.4256,19.9723,10.791,3.0418,0.2743,0.1512,6.4034,48.594,35.2823,g
192.948,12.566,11.8802,55.0063,2.0314,0.6977,0.3674,-10.0164,16.0329,-9.1508,g
147.072,19.1668,12.8584,8.459,2.3901,0.5662,0.3646,-8.336,11.856,14.0295,g
158.011,15.2121,12.1585,34.78,2.243,0.6571,0.3343,3.3465,-0.1527,1.4138,g
253.871,63.4852,34.8438,4.366,3.7149,0.1461,0.0774,-30.8343,67.1108,47.3921,g
228.773,24.1099,13.9701,4.4326,2.4191,0.499,0.2914,-12.5594,-9.6517,-10.4673,g
231.92,76.1742,22.2858,5.2872,2.946,0.2254,0.1319,-15.0163,-107.614,55.9253,g
176.41,36.7509,20.9182,39.6251,2.5533,0.358,0.2084,-16.7172,11.9435,29.204,g
185.098,39.7779,21.9585,17.966,3.1206,0.2318,0.1208,12.0024,4.0471,18.2073,g
188.581,18.52,15.7801,76.716,2.2956,0.4861,0.2911,6.8573,6.7766,-16.9967,g
170.27,48.3669,23.1997,1.99,3.4368,0.1737,0.0872,-9.8737,32.9294,11.2721,g
239.592,52.9502,17.4422,0.2328,3.056,0.2286,0.1147,9.089,42.9613,44.2121,g
166.121,22.6754,11.6713,9.329,2.3414,0.5057,0.2893,11.4814,28.0107,10.7875,g
254.872,77.228,30.2298,0.386,3.3032,0.1443,0.0769,19.8753,-1.4309,55.6943,g
198.878,38.3092,12.164,3.556,2.7271,0.4349,0.2615,7.1173,19.8189,26.6739,g
154.342,27.7069,9.7056,32.816,2.4023,0.4792,0.2594,-6.6979,-39.067,15.3697,g
238.385,39.1753,19.9988,12.887,2.829,0.2787,0.1401,-12.4074,2.1328,38.1831,g
122.036,26.1518,16.6008,10.531,2.5237,0.4401,0.238,-12.47,11.846,15.135,g
163.135,13.2862,10.6282,60.7289,2.1688,0.7864,0.4237,11.7789,-14.4844,-3.5736,g
146.237,15.962,11.5356,59.1671,2.3541,0.6195,0.3827,-7.639,2.8408,-5.2555,g
147.006,21.5804,8.8966,48.415,2.3284,0.6667,0.3732,9.4223,0.4564,10.9501,g
311.422,86.8165,27.1374,2.506,3.5146,0.1972,0.1252,-19.9237,-29.2676,59.8195,g
192.132,22.7427,12.9078,5.1628,2.2122,0.5767,0.3221,7.722,11.4307,13.8894,g
239.977,74.8027,20.1792,0.501,2.8379,0.2338,0.1256,15.233,-90.4185,61.2956,g
207.387,65.8168,28.7954,6.9368,3.4192,0.1725,0.0863,7.528,69.8768,65.376,g
281.319,140.384,13.5947,6.363,2.6263,0.3121,0.169,-8.331,-154.316,94.3209,g
187.323,18.155,9.9203,16.0923,2.3522,0.6889,0.3667,-6.7104,20.7872,11.8396,g
197.753,41.7854,17.7204,0.531,2.6365,0.321,0.1721,13.6465,-17.1632,-37.2658,g
206.846,31.4411,25.0631,4.4742,2.5198,0.3051,0.1677,22.4223,9.6219,-15.2078,g
228.211,28.7751,15.2636,8.6513,2.4362,0.4139,0.2179,7.3683,1.5566,28.3027,g
75.6293,43.3724,31.0202,14.518,3.4532,0.1838,0.1048,-20.5515,48.9576,37.6172,g
160.716,30.2098,15.3863,32.907,2.3692,0.3932,0.2158,9.4231,20.7711,27.7257,g
139.361,12.5521,11.8997,16.706,2.1156,0.6973,0.364,-10.3917,-15.9732,8.8188,g
143.561,15.6818,11.802,25.156,2.3075,0.6355,0.3818,7.2352,-0.4742,2.4314,g
345.464,84.8658,36.6013,1.804,2.8238,0.2971,0.1853,25.1221,-35.3613,-74.705,g
203.685,16.871,11.0212,5.8091,2.5198,0.6284,0.3157,6.0657,21.3773,9.6349,g
213.431,31.0773,13.4809,1.8695,2.4322,0.3808,0.2237,3.8404,-20.9866,-22.313,g
176.805,74.1891,33.1618,7.5825,3.7835,0.1386,0.0784,-10.6017,45.0609,73.5357,g
205.955,48.5588,16.0849,11.5045,2.4609,0.4118,0.237,12.3552,-0.7676,-41.3628,g
132.816,31.2748,25.1393,11.808,2.9798,0.2588,0.1378,14.4151,3.3812,-11.1756,g
162.593,13.1069,10.9952,50.3431,2.1123,0.7645,0.4131,11.6311,14.6709,-4.2694,g
176.34,26.9695,16.7441,33.261,2.6985,0.3684,0.1932,8.0814,7.2134,20.7674,g
293.853,65.6585,27.9322,11.6762,3.1543,0.2447,0.1546,-18.2446,-36.2624,50.2457,g
289.341,75.4189,21.0294,3.0122,3.0388,0.299,0.1596,9.1272,-38.5453,-36.8342,g
177.62,27.8065,11.0411,9.2,2.5658,0.462,0.2894,8.0266,18.3687,-15.6257,g
254.18,82.1558,24.0037,0.3795,3.4339,0.2213,0.1173,-18.0565,44.378,85.7075,g
117.892,33.5414,11.6431,9.224,2.5378,0.4319,0.2217,11.6025,11.4003,21.0699,g
236.485,62.6301,19.3823,1.4085,3.2934,0.2361,0.1198,-11.9191,26.5243,50.2173,g
132.914,20.7781,7.1662,13.992,2.0107,0.7122,0.3561,5.9924,24.3323,9.7708,g
101.517,24.7067,14.5735,75.425,2.4108,0.501,0.2738,12.5287,6.03,11.5113,g
242.286,122.273,50.8824,1.3933,4.3901,0.0568,0.0298,33.7007,134.135,95.3013,g
355.949,87.9511,26.8918,2.554,3.2888,0.2067,0.1124,18.1359,-101.6,41.8274,g
231.88,89.5781,22.4329,9.9644,3.1757,0.1942,0.1051,15.4546,51.3893,61.4924,g
243.879,20.8113,10.6396,13.446,2.2068,0.5963,0.3199,7.3448,5.5172,-17.0784,g
96.0308,25.1368,9.4491,19.017,2.3988,0.519,0.3094,5.3045,15.8663,-13.8935,g
198.692,19.1492,9.6685,20.5343,2.2695,0.6559,0.4489,-8.6973,3.8906,-14.0954,g
269.965,70.1757,26.7632,0.695,3.8166,0.1599,0.0838,-16.4713,-5.0073,52.4033,g
47.5687,13.0633,10.8801,22.795,2.0952,0.7631,0.4538,10.4674,-14.0036,4.9914,g
217.092,23.6595,16.511,24.255,2.6425,0.3759,0.2062,5.2125,-10.9314,-12.0225,g
173.846,31.9774,11.9107,6.46,2.7723,0.4088,0.2255,-10.7704,-6.8707,19.3197,g
275.858,72.0438,17.4318,8.348,2.9432,0.2142,0.1088,-14.2565,-147.147,60.8466,g
108.704,22.4196,11.1449,10.9799,2.4878,0.5594,0.3821,7.677,-8.8309,-20.7553,g
309.745,28.4307,11.4872,42.081,2.2504,0.5899,0.323,-13.5183,-35.756,-5.0305,g
275.671,81.4962,23.1716,0.386,3.3741,0.2185,0.119,-4.0485,-64.1631,50.8962,g
60.336,40.1618,27.4754,43.788,3.034,0.2432,0.1271,-11.074,23.6484,40.7144,g
167.979,45.5972,18.9386,12.439,2.8704,0.2655,0.1381,17.032,-43.8335,38.0687,g
78.7964,30.8407,22.8555,53.8665,2.6474,0.3288,0.1723,12.9735,12.5696,30.0093,g
194.395,20.0155,12.4255,3.954,2.4141,0.4855,0.2871,-10.5191,-1.4892,9.718,g
330.592,73.3131,33.3865,4.155,2.857,0.3266,0.1967,8.4757,-89.6724,-38.4596,g
270.433,39.8149,22.7019,7.0048,2.8139,0.3408,0.2157,-17.5219,-61.2519,24.4317,g
128.052,51.3222,27.5089,5.6174,3.6777,0.1834,0.0927,-19.4964,24.3186,49.4474,g
206.409,50.8907,15.9078,31.0686,2.4433,0.3315,0.1784,10.2157,41.9773,44.9566,g
139.415,35.5709,11.0064,2.313,2.3414,0.5194,0.3531,-9.3334,-16.5162,-30.749,g
208.981,29.5468,9.166,8.4488,2.3454,0.5011,0.2551,7.164,42.0525,-18.1544,g
177.407,13.2085,10.663,56.222,2.1446,0.7814,0.448,11.3782,14.0279,3.6622,g
75.9731,31.8013,14.9086,21.5187,2.5711,0.3275,0.1919,-8.179,-4.9424,9.4054,g
136.366,20.3101,11.5653,44.7651,2.4949,0.5568,0.28,-4.5498,-1.6245,12.8982,g
203.512,34.9959,19.3991,6.89,2.9151,0.2772,0.1429,9.2871,9.4718,-14.2932,g
342.796,77.0789,29.6883,6.8425,3.4049,0.1909,0.0986,23.1293,41.95,71.0791,g
206.465,20.201,12.8139,36.8528,2.3936,0.497,0.301,-5.2142,14.8803,13.9664,g
