fLength,fWidth,fAlpha,fSize,fConc,fConc1,fM3Trans,fM3Long,fAsym,fDist,class
40.6834,17.0578,18.706,2.8024,0.2979,0.1805,-11.8089,32.8445,25.5019,143.89,g
70.0897,27.9443,0.662,3.1908,0.1959,0.1034,13.8367,78.1148,46.9552,286.879,g
65.3016,12.6361,3.509,2.6385,0.331,0.1828,-8.7126,47.2842,-102.821,238.032,g
25.0535,18.9759,27.262,2.6803,0.4154,0.2307,-9.722,14.58,28.5321,195.287,g
36.9627,27.191,10.722,3.1818,0.25,0.1464,19.7013,26.2498,20.1416,124.948,g
67.2794,21.2906,0.8667,3.232,0.2327,0.1339,15.7832,46.2737,-75.3727,265.229,g
44.5336,12.852,13.042,2.5971,0.4147,0.2541,12.9971,-11.9196,-35.9658,221.555,g
75.9021,22.406,4.814,2.5694,0.3342,0.1685,16.2202,29.213,-87.2503,271.558,g
51.1323,12.8883,17.713,2.6739,0.2627,0.1324,8.782,-22.0785,-18.1474,89.1934,g
18.8209,15.2333,51.214,2.7308,0.5149,0.2872,8.1871,12.8161,-1.8074,189.946,g
18.8799,16.5387,48.7839,2.5763,0.4721,0.2507,13.0545,14.3866,-5.0157,85.0159,g
91.3763,33.8905,3.0507,3.8081,0.165,0.0877,-13.9476,68.6722,-75.5898,345.136,g
27.2926,8.7939,3.366,2.4935,0.5586,0.2969,5.466,15.1134,-16.0749,166.113,g
32.7206,16.2832,36.3443,2.7832,0.3937,0.2018,7.5338,26.3171,3.8106,200.61,g
28.0633,13.4339,7.147,2.4829,0.4539,0.2319,6.8095,24.2691,4.2123,141.421,g
48.2713,11.7368,10.349,2.5192,0.5446,0.295,1.4286,40.4022,12.0288,218.433,g
35.8304,16.0994,13.0951,2.7938,0.3248,0.1857,3.9149,-30.1669,-17.1983,239.649,g
31.3882,24.8083,2.267,2.934,0.2887,0.1636,-6.0742,15.4992,26.4126,193.064,g
30.1107,26.1309,11.867,3.1978,0.2682,0.1576,-15.3273,23.0753,12.6982,93.1345,g
49.2906,15.3147,11.635,2.6556,0.3514,0.2044,-5.0194,25.2831,42.9064,172.126,g
24.161,7.3075,5.242,2.3444,0.724,0.3914,-6.4874,12.9679,-12.9097,154.231,g
16.7983,11.3269,19.2365,2.3222,0.5762,0.3262,5.8045,-6.9329,2.1823,193.746,g
29.446,20.8319,29.3534,2.4346,0.4412,0.2261,-16.3188,14.5114,34.318,228.656,g
45.8695,19.1419,72.971,2.6508,0.2883,0.1508,-9.8389,37.9796,46.056,77.781,g
18.405,10.4112,54.28,2.3997,0.5697,0.3127,-5.8368,-4.6528,0.3445,89.8562,g
45.1037,16.2885,9.669,2.9509,0.3102,0.1786,9.2857,38.0213,13.9854,197.798,g
102.98,45.6669,3.0301,3.9547,0.1372,0.0774,25.2344,66.2168,-50.0472,346.717,g
64.3959,14.2694,0.9486,2.8331,0.5037,0.3664,-12.8025,-16.9877,-47.0293,283.07,g
33.4044,24.8757,29.609,2.8379,0.2513,0.1387,15.2057,21.0436,31.8588,59.978,g
28.7554,15.8285,2.941,2.4166,0.41,0.228,13.564,-21.9132,-30.0709,202.919,g
30.0754,11.8617,28.0357,2.6762,0.4236,0.2476,-8.1659,-5.4284,-4.9307,151.706,g
29.4914,19.0268,3.249,2.9325,0.2979,0.1723,-10.0385,-2.6917,-0.0923,196.934,g
16.8357,11.3438,39.434,2.3483,0.5785,0.3296,-5.8494,5.6097,-1.1618,235.71,g
90.3632,29.9861,3.801,3.399,0.1421,0.0732,21.3961,82.802,21.1646,259.733,g
27.9799,13.511,3.9151,2.4735,0.521,0.2706,-12.6245,-19.0081,-8.1767,97.8411,g
59.7172,25.0527,1.706,3.628,0.1724,0.0934,18.9795,49.9711,24.2342,220.851,g
19.0315,7.4799,58.852,2.1569,0.7317,0.4634,-3.9453,-0.4098,-0.0001,200.916,g
29.2453,14.9894,19.747,2.3454,0.4876,0.2641,-10.9994,23.9034,27.5753,113.182,g
24.3806,12.9184,24.8729,2.3032,0.5473,0.2761,-7.3475,-11.207,30.9249,84.4951,g
21.7385,11.5237,14.2929,2.4864,0.5644,0.2985,1.7874,19.3702,8.8165,238.292,g
13.4443,10.3165,83.0514,2.2055,0.8037,0.4143,-11.8754,3.6279,14.7522,99.9004,g
64.3781,17.8251,16.783,3.0613,0.2336,0.1238,2.7349,53.2694,18.9146,194.76,g
39.4843,19.4408,1.4023,2.4914,0.4452,0.2565,-7.6646,-41.0076,-17.763,189.907,g
29.5728,23.5821,28.8051,2.9834,0.3522,0.2301,20.5317,22.015,20.3924,179.916,g
22.6283,10.8492,56.227,2.2175,0.5394,0.2818,9.8064,18.9841,23.3656,188.476,g
25.9703,18.3785,66.531,2.6946,0.402,0.2333,-13.6396,22.292,7.2172,87.0086,g
19.8412,16.7819,13.1411,2.3128,0.4818,0.2993,-13.8364,18.3897,14.3041,200.071,g
54.5115,22.4033,3.7247,3.3076,0.1965,0.1056,11.2975,38.6475,10.4624,188.931,g
100.445,29.8257,5.256,3.3817,0.1744,0.0961,19.8401,89.8594,-36.4986,302.838,g
26.2815,21.6234,8.796,2.9165,0.32,0.1885,9.7834,15.8649,-14.4166,92.4558,g
12.367,12.1218,45.2352,2.2492,0.6761,0.3465,-8.0128,-10.4085,16.8508,113.437,g
57.3402,22.8948,10.865,3.3229,0.2287,0.1424,11.0851,59.498,26.913,207.534,g
102.611,30.6296,1.1606,3.7644,0.1445,0.0827,-16.806,90.3116,33.7303,279.206,g
37.0708,7.1717,3.987,2.3139,0.6456,0.3859,-6.0823,23.4774,21.7228,151.905,g
23.6609,15.3561,15.2553,2.5769,0.453,0.2821,10.8394,-12.8861,-10.5345,197.118,g
20.1677,16.1704,15.2811,2.3617,0.6043,0.363,-16.1341,-10.7875,24.813,235.247,g
59.7685,44.6084,5.053,3.0467,0.2245,0.1361,49.942,52.2899,41.4702,88.0334,g
82.914,36.0961,0.42,3.5828,0.2232,0.1277,-28.8992,46.6229,1.5139,342.689,g
57.1113,21.3398,1.343,2.7857,0.2654,0.1646,-15.8658,46.9964,62.839,171.015,g
27.1802,18.0149,50.664,2.7551,0.3673,0.1872,3.2183,24.3176,1.3711,250.647,g
38.0751,16.0546,8.0786,2.7745,0.3496,0.2328,-9.4914,-14.5999,11.1156,227.148,g
24.7323,10.4829,14.7714,2.3664,0.529,0.3118,6.9912,19.575,13.7086,192.034,g
35.4367,15.1226,44.6921,2.5328,0.346,0.195,-12.0347,21.927,30.5392,177.921,g
19.5795,9.7452,9.586,2.3502,0.5759,0.3326,3.5301,10.355,23.6644,181.926,g
19.0999,7.4626,34.841,2.1746,0.7492,0.4582,4.0277,6.4139,-1.2309,123.392,g
51.2581,21.3086,5.1346,2.7709,0.2729,0.1805,-14.0483,33.7075,49.7429,128.682,g
73.7395,26.2305,9.2393,3.1828,0.2133,0.1329,17.2683,60.4879,51.1073,276.603,g
86.9843,8.9062,5.4597,2.4354,0.5064,0.2624,-9.0031,54.0211,-115.521,284.557,g
26.0797,9.9276,59.946,2.4479,0.4456,0.2478,5.2148,16.4528,-13.5483,96.0915,g
53.6822,22.0666,0.164,2.8479,0.3989,0.2732,-24.5615,-14.1855,-35.3479,295.107,g
34.1703,20.6534,10.493,2.7716,0.3841,0.1971,19.1688,11.1765,17.1768,136.533,g
24.5939,10.1418,17.0056,2.5676,0.5007,0.2693,-7.0283,15.2452,-8.4503,173.288,g
42.5751,10.8151,11.3585,2.567,0.2954,0.1477,4.3417,-22.6394,-8.3266,232.055,g
27.8774,20.5885,37.707,2.785,0.4085,0.2322,-14.6864,23.0835,7.7486,208.559,g
22.61,10.6423,64.034,2.1875,0.513,0.2565,-9.0497,-17.8097,34.1147,253.029,g
12.803,11.5191,26.705,2.0588,0.7249,0.3974,-10.5084,8.0028,-15.2872,154.638,g
21.833,12.846,19.3319,2.281,0.6597,0.3848,-8.3739,17.2369,7.8831,40.1037,g
37.0013,9.2363,3.989,2.4639,0.3814,0.201,-6.2851,23.2361,-28.2382,109.407,g
19.5635,9.3726,15.0,2.3962,0.6667,0.4438,7.2756,-12.9348,1.7222,180.234,g
33.549,13.8846,16.5678,2.5011,0.3249,0.1688,7.0927,-23.3316,34.3963,113.522,g
24.593,17.4341,40.433,2.5004,0.3349,0.1754,14.6176,11.1578,19.8232,132.548,g
17.725,7.4803,73.787,2.1833,0.7738,0.5344,3.8835,-2.2366,0.4147,180.749,g
67.9392,23.9354,5.3057,3.4596,0.2141,0.1102,-11.5944,44.3933,-56.1803,275.317,g
27.4167,20.3066,3.5901,2.5786,0.3193,0.1675,-12.4444,13.8562,-6.79,209.954,g
19.8382,7.3316,73.499,2.0737,0.7511,0.4093,-5.0491,-9.7102,2.7955,117.347,g
37.2705,7.4475,16.857,2.3493,0.4698,0.2662,-4.242,-19.2888,-24.2342,220.082,g
95.7927,51.1362,0.68,4.1743,0.099,0.0511,-36.7337,70.6563,51.2509,310.933,g
25.3774,19.1365,26.6862,2.6355,0.3542,0.1956,-13.2159,-15.0167,9.3381,113.79,g
28.5875,19.2228,25.702,2.6679,0.3523,0.1966,15.266,17.858,20.8656,165.595,g
21.7075,10.714,15.7756,2.2148,0.5732,0.3018,-4.9643,-17.5153,-16.6769,162.389,g
109.472,49.6365,2.951,4.3524,0.0578,0.0301,15.4866,88.9234,-95.6075,234.581,g
80.4985,30.1587,6.046,3.5162,0.1307,0.0693,-22.0775,74.8617,78.8852,259.403,g
77.9716,23.5476,1.855,3.2819,0.2497,0.1387,18.8116,71.6843,-42.8233,297.568,g
83.3679,33.9628,0.914,3.5177,0.1901,0.1019,23.2448,42.1707,-76.4035,283.209,g
17.4165,11.0991,5.525,2.248,0.548,0.2853,-3.6904,6.7807,-1.3577,155.323,g
47.7946,20.001,3.1846,3.2281,0.1922,0.0985,-7.5876,-30.4123,-36.6001,197.918,g
106.984,10.4787,7.499,2.5769,0.3603,0.1921,4.0825,95.5549,81.5029,207.432,g
29.054,25.8172,31.0087,3.0193,0.2611,0.143,18.8811,23.9303,7.3167,99.172,g
32.5717,18.4936,20.151,2.8707,0.3219,0.1623,11.6068,-10.8447,-16.7857,193.305,g
21.7329,6.8412,41.1319,2.1021,0.7036,0.3834,6.5599,10.3684,24.4104,207.932,g
92.2871,39.647,2.436,3.724,0.1931,0.1066,-23.853,38.0785,-26.7454,393.309,g
24.161,12.9711,24.558,2.567,0.4959,0.3076,-9.5615,18.4406,3.8962,126.068,g
28.1929,19.8429,16.099,2.372,0.4544,0.2314,-14.5031,-10.0999,-37.1013,201.99,g
83.7767,15.2713,13.374,2.7348,0.2597,0.1409,9.6042,65.8426,49.5684,219.462,g
28.4655,9.5459,4.6337,2.4526,0.4868,0.2452,-3.0449,17.8354,-41.3301,197.098,g
13.2754,10.6408,16.91,2.2541,0.7855,0.4262,-11.7493,-3.5739,-14.4378,154.265,g
92.3287,33.9942,1.5216,3.8473,0.1494,0.0782,18.6972,67.4872,-54.5674,329.357,g
26.7106,13.2326,10.5863,2.6395,0.4633,0.2603,-9.5021,13.2217,-20.609,190.408,g
66.7283,20.8316,1.4439,3.0521,0.1836,0.0971,10.7784,63.7642,55.2405,211.147,g
22.3818,18.6311,36.6633,2.5557,0.4006,0.2017,-7.1341,19.3884,-19.8828,166.645,g
103.015,26.9201,0.471,2.9117,0.2855,0.1526,-23.2872,11.6842,3.5157,333.976,g
94.2137,34.1015,1.2801,3.8824,0.1276,0.0775,16.406,73.5551,-64.6807,265.757,g
12.97,11.2222,50.6846,2.1351,0.7473,0.4139,11.115,-6.3933,14.7928,193.264,g
21.0042,12.8793,21.891,2.372,0.5817,0.2994,-7.556,-15.9531,-7.6677,117.655,g
29.1855,17.7624,38.222,2.6689,0.3215,0.179,10.013,-25.8882,-14.0744,157.295,g
88.2461,15.1339,0.415,2.7439,0.3986,0.2822,13.2933,-63.6452,-74.3508,266.615,g
13.0087,10.6477,18.8501,2.2589,0.7603,0.4931,-7.7198,2.7445,-13.1488,66.5816,g
105.217,73.1736,2.1215,4.1822,0.072,0.0388,73.1276,98.4422,89.2509,163.06,g
12.5616,11.8911,34.1556,2.0626,0.7013,0.3506,11.3935,0.6593,14.9995,217.529,g
40.1306,26.8957,8.8138,3.4173,0.189,0.0989,11.2419,28.0616,-5.2013,114.802,g
89.508,37.8411,1.7565,4.0371,0.1133,0.0567,-23.9237,74.1725,96.2219,277.767,g
45.5041,17.5155,40.137,2.5045,0.4006,0.2269,-12.6714,12.8188,-57.3568,235.994,g
29.8697,12.8979,62.887,2.4257,0.3302,0.1745,-6.6045,12.4539,30.6572,72.4328,g
21.1285,10.8588,52.67,2.1461,0.5786,0.2893,-7.355,-17.8457,6.0936,205.329,g
31.4657,17.5314,4.625,2.9383,0.3643,0.1954,11.1724,30.4555,29.5697,212.014,g
23.2678,0.0,0.0002,2.0314,0.7256,0.3953,0.0,10.6773,-1.6744,238.325,g
26.8136,12.9271,0.708,2.5004,0.5719,0.3428,6.0542,22.0226,13.8773,209.888,g
12.6347,11.7757,73.055,2.055,0.696,0.3833,6.5793,9.8209,-16.0,176.359,g
96.995,32.6711,0.9411,3.6657,0.2233,0.1124,-20.9138,24.3333,-7.5877,320.636,g
55.1773,9.0773,8.473,2.6937,0.3725,0.2196,2.5931,-19.0002,-73.5428,137.385,g
78.709,41.2868,1.3633,3.587,0.2096,0.1308,23.1935,58.0471,-16.8134,343.2,g
18.4693,15.3164,8.1312,2.3473,0.5348,0.3258,-10.2321,-16.1889,5.5109,185.333,g
12.9851,11.1155,79.334,2.1508,0.7491,0.4346,-10.3747,6.6177,-14.4702,149.948,g
30.7739,19.0394,1.824,2.78,0.3203,0.1685,-13.1702,9.2963,3.0604,210.85,g
33.7556,27.8646,8.846,3.0519,0.1837,0.0989,-16.8618,-8.5632,14.9282,143.618,g
33.1849,11.7922,4.632,2.4564,0.521,0.299,8.4043,29.5911,13.7963,151.756,g
53.1862,27.8324,14.399,3.1593,0.1954,0.0988,21.2351,28.4831,10.2465,150.015,g
22.5138,19.0376,41.772,2.6871,0.372,0.1922,12.7197,19.025,1.9549,66.7513,g
20.5892,16.1986,11.6155,2.4786,0.402,0.2043,8.8222,9.6397,2.5209,164.253,g
29.0556,6.6593,11.7655,2.1931,0.5449,0.2917,-2.9564,-15.047,-36.2142,72.0769,g
22.5872,0.0,7.7242,2.2188,0.7674,0.4199,-0.0001,13.0312,-3.4438,193.31,g
85.9475,34.3101,11.692,3.522,0.1133,0.0624,19.3524,68.2724,100.878,230.166,g
85.3249,22.4331,6.8408,3.0197,0.279,0.1629,-14.1885,42.8629,-37.8354,291.206,g
125.302,22.4505,1.663,2.4232,0.5623,0.3151,12.9198,-78.8886,-101.882,238.875,g
32.9955,31.0242,0.465,3.3646,0.257,0.1609,-17.9812,-26.149,-12.0468,17.9398,g
13.1046,10.7367,39.533,2.3086,0.7715,0.4644,10.562,2.7674,-13.7409,184.419,g
87.8735,39.2427,0.1348,3.8333,0.1196,0.0676,-14.8771,72.916,3.5426,298.93,g
28.2797,12.2058,4.1031,2.5302,0.531,0.3437,10.561,-17.9955,-13.4904,123.27,g
29.3119,6.4782,63.188,2.3424,0.6091,0.3114,-2.6515,-19.6348,-34.2537,134.882,g
40.1304,18.5129,13.0774,2.8041,0.2527,0.1609,13.633,20.2096,16.2275,224.166,g
33.0788,13.591,2.2025,2.7649,0.3729,0.2088,-7.1459,27.7357,13.2078,172.076,g
95.6239,27.8725,3.744,3.8914,0.1235,0.0667,15.0026,85.4658,66.5722,253.379,g
24.5474,0.0,81.1632,2.1055,0.698,0.3725,12.4542,0.0,0.0,169.125,g
23.4823,11.8254,21.1996,2.5611,0.4615,0.2404,1.2537,-11.3361,16.1376,118.642,g
85.4747,24.6605,2.5811,3.5077,0.2408,0.1362,14.6733,45.8046,-45.2309,295.937,g
68.9277,17.4968,4.387,2.8004,0.2787,0.1465,-11.462,20.0711,-60.5299,267.366,g
20.6078,7.1359,41.644,2.0952,0.739,0.3815,-5.8195,11.6837,23.068,62.8943,g
43.2532,15.6787,5.1857,2.7135,0.352,0.177,-12.8025,25.5152,-39.8043,148.147,g
34.9601,19.0829,13.057,2.9098,0.2388,0.1212,9.3345,22.8122,7.9824,143.809,g
21.6639,10.6492,3.033,2.2577,0.558,0.2845,-7.7182,-17.3416,4.8909,113.216,g
38.0437,21.9132,14.454,2.8624,0.2924,0.1682,-18.5477,39.3731,14.6147,193.068,g
43.9609,9.5423,14.238,2.6848,0.4339,0.2965,-4.0381,34.1128,14.7033,173.518,g
21.5016,11.9761,32.9097,2.4208,0.5199,0.3245,-7.9863,11.2996,25.6467,160.995,g
34.7007,18.5968,6.713,2.7443,0.2901,0.1505,11.7097,-25.3911,-5.0242,205.058,g
16.2895,11.6516,8.8466,2.3541,0.6062,0.3296,-5.2762,-4.3292,0.7497,184.876,g
20.2473,12.0667,27.111,2.5472,0.5475,0.2738,7.6082,-14.1631,2.9324,216.801,g
20.8892,17.6576,13.3845,2.4298,0.4312,0.2546,15.2496,-11.1259,29.3369,185.735,g
33.9185,18.2139,10.519,2.9689,0.3298,0.1864,13.0989,29.1407,20.8632,168.823,g
28.9642,11.014,5.3282,2.6609,0.4279,0.2172,9.75,19.5525,-19.0459,196.925,g
23.4503,16.4117,1.9502,2.357,0.5055,0.2527,-12.5569,17.472,10.4535,169.273,g
59.0991,27.3523,7.378,3.4068,0.1532,0.0809,22.3758,45.5346,41.5049,201.733,g
22.3788,19.4966,43.6657,2.4814,0.4455,0.2459,15.6651,-16.6683,16.5071,53.7576,g
48.4256,19.9723,10.791,3.0418,0.2743,0.1512,6.4034,35.2823,48.594,208.487,g
12.566,11.8802,55.0063,2.0314,0.6977,0.3674,-10.0164,-9.1508,16.0329,192.948,g
19.1668,12.8584,8.459,2.3901,0.5662,0.3646,-8.336,14.0295,11.856,147.072,g
15.2121,12.1585,34.78,2.243,0.6571,0.3343,3.3465,1.4138,-0.1527,158.011,g
63.4852,34.8438,4.366,3.7149,0.1461,0.0774,-30.8343,47.3921,67.1108,253.871,g
24.1099,13.9701,4.4326,2.4191,0.499,0.2914,-12.5594,-10.4673,-9.6517,228.773,g
76.1742,22.2858,5.2872,2.946,0.2254,0.1319,-15.0163,55.9253,-107.614,231.92,g
36.7509,20.9182,39.6251,2.5533,0.358,0.2084,-16.7172,29.204,11.9435,176.41,g
39.7779,21.9585,17.966,3.1206,0.2318,0.1208,12.0024,18.2073,4.0471,185.098,g
18.52,15.7801,76.716,2.2956,0.4861,0.2911,6.8573,-16.9967,6.7766,188.581,g
48.3669,23.1997,1.99,3.4368,0.1737,0.0872,-9.8737,11.2721,32.9294,170.27,g
52.9502,17.4422,0.2328,3.056,0.2286,0.1147,9.089,44.2121,42.9613,239.592,g
22.6754,11.6713,9.329,2.3414,0.5057,0.2893,11.4814,10.7875,28.0107,166.121,g
77.228,30.2298,0.386,3.3032,0.1443,0.0769,19.8753,55.6943,-1.4309,254.872,g
38.3092,12.164,3.556,2.7271,0.4349,0.2615,7.1173,26.6739,19.8189,198.878,g
27.7069,9.7056,32.816,2.4023,0.4792,0.2594,-6.6979,15.3697,-39.067,154.342,g
39.1753,19.9988,12.887,2.829,0.2787,0.1401,-12.4074,38.1831,2.1328,238.385,g
26.1518,16.6008,10.531,2.5237,0.4401,0.238,-12.47,15.135,11.846,122.036,g
13.2862,10.6282,60.7289,2.1688,0.7864,0.4237,11.7789,-3.5736,-14.4844,163.135,g
15.962,11.5356,59.1671,2.3541,0.6195,0.3827,-7.639,-5.2555,2.8408,146.237,g
21.5804,8.8966,48.415,2.3284,0.6667,0.3732,9.4223,10.9501,0.4564,147.006,g
86.8165,27.1374,2.506,3.5146,0.1972,0.1252,-19.9237,59.8195,-29.2676,311.422,g
22.7427,12.9078,5.1628,2.2122,0.5767,0.3221,7.722,13.8894,11.4307,192.132,g
74.8027,20.1792,0.501,2.8379,0.2338,0.1256,15.233,61.2956,-90.4185,239.977,g
65.8168,28.7954,6.9368,3.4192,0.1725,0.0863,7.528,65.376,69.8768,207.387,g
140.384,13.5947,6.363,2.6263,0.3121,0.169,-8.331,94.3209,-154.316,281.319,g
18.155,9.9203,16.0923,2.3522,0.6889,0.3667,-6.7104,11.8396,20.7872,187.323,g
41.7854,17.7204,0.531,2.6365,0.321,0.1721,13.6465,-37.2658,-17.1632,197.753,g
31.4411,25.0631,4.4742,2.5198,0.3051,0.1677,22.4223,-15.2078,9.6219,206.846,g
28.7751,15.2636,8.6513,2.4362,0.4139,0.2179,7.3683,28.3027,1.5566,228.211,g
43.3724,31.0202,14.518,3.4532,0.1838,0.1048,-20.5515,37.6172,48.9576,75.6293,g
30.2098,15.3863,32.907,2.3692,0.3932,0.2158,9.4231,27.7257,20.7711,160.716,g
12.5521,11.8997,16.706,2.1156,0.6973,0.364,-10.3917,8.8188,-15.9732,139.361,g
15.6818,11.802,25.156,2.3075,0.6355,0.3818,7.2352,2.4314,-0.4742,143.561,g
84.8658,36.6013,1.804,2.8238,0.2971,0.1853,25.1221,-74.705,-35.3613,345.464,g
16.871,11.0212,5.8091,2.5198,0.6284,0.3157,6.0657,9.6349,21.3773,203.685,g
31.0773,13.4809,1.8695,2.4322,0.3808,0.2237,3.8404,-22.313,-20.9866,213.431,g
74.1891,33.1618,7.5825,3.7835,0.1386,0.0784,-10.6017,73.5357,45.0609,176.805,g
48.5588,16.0849,11.5045,2.4609,0.4118,0.237,12.3552,-41.3628,-0.7676,205.955,g
31.2748,25.1393,11.808,2.9798,0.2588,0.1378,14.4151,-11.1756,3.3812,132.816,g
13.1069,10.9952,50.3431,2.1123,0.7645,0.4131,11.6311,-4.2694,14.6709,162.593,g
26.9695,16.7441,33.261,2.6985,0.3684,0.1932,8.0814,20.7674,7.2134,176.34,g
65.6585,27.9322,11.6762,3.1543,0.2447,0.1546,-18.2446,50.2457,-36.2624,293.853,g
75.4189,21.0294,3.0122,3.0388,0.299,0.1596,9.1272,-36.8342,-38.5453,289.341,g
27.8065,11.0411,9.2,2.5658,0.462,0.2894,8.0266,-15.6257,18.3687,177.62,g
82.1558,24.0037,0.3795,3.4339,0.2213,0.1173,-18.0565,85.7075,44.378,254.18,g
33.5414,11.6431,9.224,2.5378,0.4319,0.2217,11.6025,21.0699,11.4003,117.892,g
62.6301,19.3823,1.4085,3.2934,0.2361,0.1198,-11.9191,50.2173,26.5243,236.485,g
20.7781,7.1662,13.992,2.0107,0.7122,0.3561,5.9924,9.7708,24.3323,132.914,g
24.7067,14.5735,75.425,2.4108,0.501,0.2738,12.5287,11.5113,6.03,101.517,g
122.273,50.8824,1.3933,4.3901,0.0568,0.0298,33.7007,95.3013,134.135,242.286,g
87.9511,26.8918,2.554,3.2888,0.2067,0.1124,18.1359,41.8274,-101.6,355.949,g
89.5781,22.4329,9.9644,3.1757,0.1942,0.1051,15.4546,61.4924,51.3893,231.88,g
20.8113,10.6396,13.446,2.2068,0.5963,0.3199,7.3448,-17.0784,5.5172,243.879,g
25.1368,9.4491,19.017,2.3988,0.519,0.3094,5.3045,-13.8935,15.8663,96.0308,g
19.1492,9.6685,20.5343,2.2695,0.6559,0.4489,-8.6973,-14.0954,3.8906,198.692,g
70.1757,26.7632,0.695,3.8166,0.1599,0.0838,-16.4713,52.4033,-5.0073,269.965,g
13.0633,10.8801,22.795,2.0952,0.7631,0.4538,10.4674,4.9914,-14.0036,47.5687,g
23.6595,16.511,24.255,2.6425,0.3759,0.2062,5.2125,-12.0225,-10.9314,217.092,g
31.9774,11.9107,6.46,2.7723,0.4088,0.2255,-10.7704,19.3197,-6.8707,173.846,g
72.0438,17.4318,8.348,2.9432,0.2142,0.1088,-14.2565,60.8466,-147.147,275.858,g
22.4196,11.1449,10.9799,2.4878,0.5594,0.3821,7.677,-20.7553,-8.8309,108.704,g
28.4307,11.4872,42.081,2.2504,0.5899,0.323,-13.5183,-5.0305,-35.756,309.745,g
81.4962,23.1716,0.386,3.3741,0.2185,0.119,-4.0485,50.8962,-64.1631,275.671,g
40.1618,27.4754,43.788,3.034,0.2432,0.1271,-11.074,40.7144,23.6484,60.336,g
45.5972,18.9386,12.439,2.8704,0.2655,0.1381,17.032,38.0687,-43.8335,167.979,g
30.8407,22.8555,53.8665,2.6474,0.3288,0.1723,12.9735,30.0093,12.5696,78.7964,g
20.0155,12.4255,3.954,2.4141,0.4855,0.2871,-10.5191,9.718,-1.4892,194.395,g
73.3131,33.3865,4.155,2.857,0.3266,0.1967,8.4757,-38.4596,-89.6724,330.592,g
39.8149,22.7019,7.0048,2.8139,0.3408,0.2157,-17.5219,24.4317,-61.2519,270.433,g
51.3222,27.5089,5.6174,3.6777,0.1834,0.0927,-19.4964,49.4474,24.3186,128.052,g
50.8907,15.9078,31.0686,2.4433,0.3315,0.1784,10.2157,44.9566,41.9773,206.409,g
35.5709,11.0064,2.313,2.3414,0.5194,0.3531,-9.3334,-30.749,-16.5162,139.415,g
29.5468,9.166,8.4488,2.3454,0.5011,0.2551,7.164,-18.1544,42.0525,208.981,g
13.2085,10.663,56.222,2.1446,0.7814,0.448,11.3782,3.6622,14.0279,177.407,g
31.8013,14.9086,21.5187,2.5711,0.3275,0.1919,-8.179,9.4054,-4.9424,75.9731,g
20.3101,11.5653,44.7651,2.4949,0.5568,0.28,-4.5498,12.8982,-1.6245,136.366,g
34.9959,19.3991,6.89,2.9151,0.2772,0.1429,9.2871,-14.2932,9.4718,203.512,g
77.0789,29.6883,6.8425,3.4049,0.1909,0.0986,23.1293,71.0791,41.95,342.796,g
20.201,12.8139,36.8528,2.3936,0.497,0.301,-5.2142,13.9664,14.8803,206.465,g
19.8869,12.636,59.4159,2.5045,0.5039,0.2551,8.333,11.646,-1.6288,145.616,g
48.0111,20.3797,7.784,3.1007,0.2506,0.132,9.5146,-42.6944,-19.4452,190.379,g
83.4271,26.1718,1.151,3.0699,0.2665,0.1682,11.2471,56.5799,-32.8563,308.236,g
25.16,10.4337,25.7405,2.3191,0.4556,0.2278,-4.0287,-18.1403,14.5512,118.281,g
94.9244,29.6092,1.23,2.995,0.3328,0.1998,-30.1159,58.973,-62.8822,321.891,g
42.3291,12.6618,5.744,2.5453,0.4815,0.255,-8.6033,34.4311,30.4877,195.125,g
16.5767,11.4318,20.1778,2.3181,0.5817,0.3053,4.3312,-7.538,2.8674,223.696,g
35.6255,19.8706,3.866,3.1647,0.2793,0.1516,12.294,-26.1111,28.8475,183.938,g
90.2095,19.0275,3.042,3.022,0.2129,0.1098,5.4586,99.3898,81.0268,168.421,g
33.4604,12.9133,3.66,2.3936,0.5535,0.2848,11.0502,25.3417,25.359,291.803,g
55.3893,24.3116,1.5204,3.2821,0.2074,0.1183,15.7701,45.8417,19.456,156.563,g
20.3875,7.2941,84.1758,2.0737,0.7004,0.384,5.6952,5.8566,-0.5028,235.629,g
200.408,11.2219,43.2002,2.5038,0.4201,0.2241,-8.8152,-198.867,-131.701,74.3087,g
44.5949,21.9905,2.6322,2.9511,0.2306,0.1304,-12.5102,-24.1922,39.0795,221.704,g
66.8617,23.0115,1.496,3.2444,0.2341,0.1233,9.3239,66.6961,51.7329,297.162,g
24.1401,15.4525,11.711,2.4393,0.4182,0.2273,-12.8517,-15.9255,-17.5407,166.719,g
26.008,15.8644,20.96,2.5711,0.357,0.1812,6.734,-20.6948,-3.5522,203.389,g
40.9252,10.3792,16.3084,2.4362,0.4396,0.2473,-8.5593,26.9007,44.4106,94.9077,g
77.9676,27.6079,11.219,2.9523,0.3002,0.168,19.9012,64.6676,82.4508,240.73,g
31.6734,22.572,28.296,2.6618,0.2963,0.171,-9.7599,14.9985,28.0199,120.347,g
48.7723,17.1093,0.464,2.8698,0.2591,0.1302,8.2388,47.7937,33.242,215.603,g
47.8875,23.5629,1.272,3.4947,0.1745,0.0885,-8.5295,25.3189,59.9256,149.729,g
