fDist,fLength,fAlpha,fWidth,fM3Trans,fConc1,fConc,fSize,fAsym,fM3Long,class
197.124,35.9336,4.915,18.5428,15.7311,0.2138,0.4,2.7054,38.8754,23.6713,g
114.271,19.1691,21.6486,9.9321,-5.0464,0.3094,0.5902,2.3874,-24.1877,-9.1218,g
137.283,21.4777,43.6228,16.4931,-5.1426,0.3091,0.5333,2.3936,-17.0913,-18.2229,g
160.266,20.3985,32.3189,10.6294,6.796,0.3358,0.6169,2.3032,5.7936,-16.8918,g
258.696,45.985,1.926,26.2917,8.323,0.2034,0.3407,3.1091,24.2692,34.8531,g
185.547,21.0379,16.1552,12.3581,-10.4934,0.2762,0.4974,2.4646,25.6633,13.6431,g
254.304,73.6129,1.141,25.178,-20.5203,0.1015,0.1795,3.5681,27.8167,76.2647,g
240.989,52.1073,3.056,21.5885,11.2178,0.1038,0.1999,3.1124,53.3714,26.7463,g
254.67,54.8142,3.8937,22.468,-13.6334,0.2107,0.3147,2.9892,-74.4167,35.0013,g
243.176,38.0041,14.781,11.0368,6.879,0.2113,0.4169,2.2492,-30.3125,24.9529,g
102.235,29.8236,28.5766,17.7577,10.6464,0.2085,0.3576,2.8497,17.0921,21.8454,g
213.973,82.7708,7.9764,25.18,16.3078,0.1358,0.2189,3.2694,47.1937,83.6344,g
226.712,67.0121,2.123,24.7274,10.6587,0.0763,0.1495,3.4648,59.917,48.4471,g
255.514,52.254,4.2321,17.6747,9.0218,0.1184,0.1986,3.0894,29.0404,32.0298,g
263.241,82.6258,9.3363,17.239,-10.556,0.1995,0.3288,2.8862,-78.5004,54.9726,g
176.953,32.4786,5.956,20.6876,7.79,0.1945,0.3387,2.9112,-1.4313,-16.8125,g
155.696,22.1023,79.998,6.5949,6.687,0.4227,0.7354,2.1629,23.2173,12.8695,g
182.666,83.2096,15.7003,31.5879,27.474,0.0875,0.1558,3.5227,24.5038,84.5229,g
346.176,72.8506,5.5282,33.8684,-25.6806,0.1524,0.2736,3.3503,14.1257,36.1146,g
199.603,26.5592,16.044,7.5306,-4.739,0.3634,0.6339,2.2625,-11.2799,9.7917,g
243.209,28.9235,16.859,13.424,-5.4731,0.234,0.4113,2.5472,20.0979,22.1078,g
158.461,41.2726,6.769,21.9081,15.227,0.1211,0.2369,3.221,26.9247,29.987,g
211.29,23.7691,12.969,10.8291,4.4044,0.2723,0.4948,2.3811,12.0606,18.9078,g
153.031,35.7318,17.331,26.4597,13.5758,0.1011,0.2015,3.1552,-17.5408,15.0557,g
195.593,43.5993,7.8899,17.8827,-16.5339,0.1394,0.2787,2.9814,-15.2644,-27.7352,g
235.852,33.8469,8.7272,13.0364,7.3487,0.2294,0.4353,2.4065,21.1296,20.7403,g
143.031,31.3156,0.534,10.0145,8.761,0.2737,0.5045,2.4464,-24.0045,23.2522,g
109.533,19.8582,15.7031,17.0507,-12.5583,0.2317,0.4467,2.4771,-29.4095,11.6422,g
234.499,72.8641,0.343,22.9807,11.5621,0.0827,0.1599,3.1635,18.8737,44.6984,g
210.517,68.0828,3.9174,30.6709,19.4485,0.1006,0.1797,3.5616,43.2074,68.7917,g
150.479,61.9969,5.723,14.4244,-9.1364,0.2173,0.3683,2.541,42.7123,56.2947,g
202.387,19.1505,3.5371,9.4805,3.908,0.4158,0.6413,2.2648,19.9184,14.0811,g
170.008,41.6355,35.001,17.1234,-13.432,0.2213,0.4163,2.6212,42.6475,39.779,g
216.205,21.1123,75.2845,15.8118,-11.7698,0.2341,0.4411,2.5198,12.2701,-8.156,g
67.121,32.6279,10.3,15.1199,9.3391,0.211,0.4076,2.798,7.762,13.2774,g
165.199,22.2,42.7312,12.8346,8.4402,0.3556,0.6203,2.2718,9.3073,15.5974,g
224.871,31.6835,14.9066,27.1255,20.884,0.1529,0.2978,2.7955,13.607,21.9645,g
303.839,105.958,3.726,66.7134,23.6269,0.0345,0.0686,4.3649,96.0039,69.9438,g
267.293,97.7809,0.3308,31.7577,22.5111,0.0635,0.1217,3.799,71.0966,87.5724,g
199.29,16.5149,48.896,11.558,-2.4139,0.2995,0.5938,2.2833,1.2281,-5.6061,g
206.47,41.7967,17.537,17.4889,9.3551,0.1383,0.266,2.8782,-4.6361,15.0798,g
167.322,16.9257,88.6483,11.0041,7.2225,0.3579,0.6339,2.2625,-3.5048,7.9115,g
173.969,40.7958,8.075,24.6848,-19.8748,0.1383,0.2504,3.0592,9.492,-25.5185,g
81.2325,39.8586,38.922,10.4318,7.9734,0.2752,0.4271,2.5218,45.8244,28.008,g
33.1645,24.7543,48.384,9.5211,5.5949,0.2954,0.5284,2.4354,18.0484,-15.2965,g
144.383,40.5701,8.5051,19.4878,4.0103,0.1652,0.253,3.1447,14.503,-15.861,g
265.44,58.6083,0.558,27.0816,29.0911,0.1262,0.2468,3.2598,25.4293,47.4135,g
155.257,22.8277,53.449,14.7154,7.3278,0.3502,0.5261,2.4579,6.4309,12.8232,g
178.732,19.967,12.325,7.1262,5.0347,0.4031,0.7815,2.2109,21.5647,12.7246,g
121.874,19.2264,14.45,16.412,4.8201,0.2546,0.4647,2.4298,0.6106,-11.9355,g
122.403,31.1818,41.428,25.2797,-9.2373,0.2106,0.3484,2.6566,2.0665,25.4166,g
263.818,82.9885,2.622,21.5693,12.4887,0.1086,0.1947,3.5101,-97.9891,74.3425,g
132.66,25.3859,0.685,19.355,15.2668,0.262,0.3979,2.7505,2.1886,-12.8104,g
185.909,22.9984,41.034,18.3025,11.1359,0.2327,0.3881,2.7033,25.1272,19.8852,g
97.0711,12.4893,88.4375,11.9803,11.0248,0.3528,0.6926,2.1889,15.6913,-7.4384,g
225.711,66.7064,3.2846,18.0313,12.4564,0.1033,0.1948,3.2703,-14.6341,51.9567,g
183.421,36.0107,8.56,20.6307,18.3962,0.2396,0.3361,2.8573,15.7214,29.185,g
147.754,12.7509,46.2009,11.6175,10.9531,0.3839,0.7204,2.0233,-15.4116,7.677,g
214.866,57.7671,7.4076,21.543,-3.8995,0.0888,0.1711,3.0911,-127.732,50.8145,g
202.754,37.5611,19.7833,17.6858,-7.7317,0.1348,0.2677,2.7308,21.3794,27.5768,g
113.817,20.1393,48.746,7.3303,5.4482,0.3973,0.7215,2.0394,-1.3678,7.9287,g
71.9308,26.4671,73.0349,18.2015,13.9648,0.2105,0.4183,2.5826,-0.3083,21.9674,g
252.635,61.8286,19.1036,16.2637,-12.1978,0.2083,0.34,2.7969,16.5025,55.5797,g
257.231,58.1803,0.625,13.7197,-6.9839,0.1709,0.3123,2.8727,30.8879,45.6919,g
291.997,64.6119,5.402,21.9114,-10.6384,0.1382,0.2655,3.1087,-34.4541,19.7226,g
29.3704,42.9123,44.927,35.0966,19.1961,0.1156,0.1917,3.6205,-2.3716,-37.3538,g
212.525,66.4899,3.6733,20.5629,14.9646,0.1362,0.2378,3.2398,24.7427,62.8737,g
139.708,33.107,10.136,21.1594,12.1599,0.1792,0.3052,2.636,6.7717,-10.637,g
80.425,21.6096,9.9943,12.4518,6.3671,0.3058,0.5103,2.4257,1.2677,-9.7323,g
193.449,39.8927,14.818,15.4219,12.8829,0.1561,0.3094,2.5587,7.9786,25.5705,g
128.144,50.3586,2.068,17.9568,7.824,0.1079,0.1943,3.1857,24.153,40.261,g
291.047,60.9779,0.3079,26.6307,-10.4765,0.1248,0.2326,3.3714,-38.9167,52.4539,g
187.106,60.2423,30.2907,17.5709,15.3258,0.1585,0.2715,2.7889,-48.9314,-48.0945,g
163.736,47.6871,15.898,24.8174,16.8853,0.106,0.1863,3.3241,22.9441,42.5079,g
74.0943,32.7251,30.129,20.8588,14.3703,0.1968,0.3369,2.8149,26.5421,26.9431,g
157.769,37.6554,49.195,13.4835,-9.3821,0.1605,0.2978,2.7462,-10.2906,-25.7961,g
277.977,85.0908,0.4645,21.8638,-9.9476,0.1024,0.1706,3.3523,-83.0028,59.2178,g
228.32,32.8531,15.4667,17.4773,6.6919,0.2432,0.4286,2.4683,-46.9312,20.4172,g
198.382,66.9995,3.1014,31.1183,10.8849,0.0694,0.1359,3.5624,48.9367,61.7826,g
204.735,138.491,3.367,28.3107,-23.9536,0.1291,0.2505,3.0695,104.099,92.0481,g
126.32,28.4681,23.221,6.7426,-3.8845,0.2966,0.5706,2.248,-35.4372,-14.6775,g
138.55,22.9136,38.491,17.5362,-17.0771,0.2369,0.4686,2.5821,13.4266,18.8307,g
257.543,112.279,3.2837,21.1702,10.3738,0.0823,0.1574,3.3409,-142.074,92.6338,g
202.902,76.5398,2.2453,24.806,-11.0657,0.0757,0.1446,3.1276,-125.656,47.8438,g
206.032,31.4932,19.0525,17.9121,12.8331,0.1649,0.3122,2.7097,-30.576,19.6037,g
190.024,28.5597,7.3378,10.4399,10.9173,0.2833,0.4768,2.5092,-20.5241,16.6542,g
247.604,40.9815,10.7449,19.9359,-14.7205,0.1338,0.2281,2.909,-22.2035,-28.5992,g
43.8685,25.4153,89.4684,10.369,-4.9977,0.227,0.4458,2.3883,12.5062,18.7929,g
207.77,29.2457,4.6888,15.493,8.6107,0.2358,0.3935,2.4878,-8.3689,-22.9316,g
207.349,30.8746,15.7149,8.2639,4.643,0.3196,0.5714,2.5308,26.3265,17.3096,g
148.957,25.3556,20.0785,13.7094,-13.0964,0.3282,0.5398,2.4108,-11.7283,-17.2015,g
235.365,22.8033,48.194,17.1068,-12.4221,0.23,0.4047,2.5804,-13.9301,-14.3515,g
180.482,19.1694,6.4218,12.4757,-8.5164,0.3002,0.5466,2.3829,1.9239,-11.7821,g
99.6224,35.3166,78.04,22.398,-9.0215,0.15,0.2923,2.894,0.4662,30.5628,g
241.328,21.8166,19.496,14.9668,-5.8701,0.2088,0.4122,2.5752,-28.4524,-5.4991,g
156.841,20.4629,51.793,11.8765,9.6084,0.2925,0.5277,2.4175,0.0718,-10.4111,g
194.578,13.0845,37.9872,11.0796,-11.84,0.3872,0.7609,2.1717,-14.9539,2.8947,g
121.056,34.4005,1.775,23.3132,21.0792,0.1946,0.379,2.6955,-9.6563,30.9815,g
71.222,18.9001,42.667,9.8939,-5.9985,0.3279,0.6093,2.3324,0.9571,-6.7595,g
108.821,61.8679,16.96,16.3463,-7.7744,0.1784,0.3426,2.8901,58.8868,51.2343,g
203.657,50.9972,1.139,28.1852,10.2588,0.0896,0.1688,3.3969,23.669,30.9557,g
233.249,39.5082,1.6435,20.09,4.1555,0.1458,0.2405,2.8837,46.428,-19.2992,g
199.697,12.9842,45.726,11.1771,10.9724,0.4205,0.7491,2.1508,-14.6888,6.392,g
66.47,34.3562,58.6756,25.6783,-9.7943,0.1359,0.2443,3.2604,5.0386,-29.2331,g
147.502,24.578,23.8051,16.9487,-14.6811,0.1817,0.3599,2.4691,-8.3699,-11.9526,g
113.746,37.3068,3.436,23.7012,13.8813,0.1154,0.2288,2.6898,61.601,-13.0362,g
194.697,39.45,6.3884,19.6861,16.6767,0.1524,0.2766,2.9647,38.2563,9.3382,g
126.571,85.475,7.1658,28.3802,19.6189,0.1253,0.238,3.0737,52.4041,102.19,g
205.005,30.14,19.5075,21.4397,-18.1552,0.1405,0.2727,2.9261,-13.1166,-7.2126,g
223.985,21.3231,6.6607,0.0026,0.0,0.4877,0.786,2.1538,-2.5263,10.5923,g
230.115,20.7115,45.0788,18.0974,-12.3898,0.2617,0.4341,2.8552,-8.4546,-13.3082,g
139.299,41.9782,20.5966,22.1387,19.0259,0.1621,0.3042,2.8748,31.182,25.3913,g
69.1981,17.2849,42.016,11.0088,6.5579,0.3426,0.5864,2.2095,-1.2829,6.1132,g
273.41,80.171,1.0298,28.1233,17.0847,0.1046,0.1859,3.6012,-66.8663,65.0741,g
368.443,42.4521,48.416,14.0844,-12.5983,0.3629,0.6925,2.2565,49.2506,19.0035,g
332.472,85.5402,4.01,34.4071,-24.5269,0.157,0.2704,3.3192,-88.9495,31.7049,g
239.169,39.6595,6.372,22.153,-14.6201,0.1292,0.2486,2.9661,42.8861,23.1097,g
6.6852,32.0521,70.3212,22.1564,-16.0911,0.2622,0.4033,2.6325,-27.7357,17.8166,g
203.809,56.6139,9.842,26.1253,-20.3598,0.0862,0.1667,3.3259,0.5887,48.7686,g
313.803,111.151,1.2138,27.697,14.9975,0.096,0.1856,3.1893,-25.4822,101.477,g
230.192,20.7522,43.8882,11.1067,5.3336,0.3214,0.5989,2.2601,14.3723,18.4301,g
122.292,21.3715,18.5084,16.0779,-10.852,0.2149,0.4177,2.5159,-13.0871,-6.8394,g
114.82,22.7689,38.404,17.0966,-11.1947,0.2716,0.5352,2.3953,-32.3802,16.9109,g
230.14,29.0494,9.703,15.9232,-7.9116,0.1748,0.3374,2.6117,20.0904,-18.7681,g
138.91,32.2976,16.6313,19.2113,15.2859,0.1479,0.2829,2.8887,11.3353,15.6989,g
53.0291,44.9124,60.9026,18.8047,13.3701,0.1401,0.2707,2.8642,-33.0305,-34.0672,g
260.875,21.0753,8.393,6.9523,6.1669,0.4107,0.7332,2.3334,22.4413,13.0232,g
228.349,63.5206,6.168,24.7702,15.9506,0.0762,0.1385,3.2717,80.4449,36.2196,g
133.799,62.1123,18.185,23.9456,-9.3872,0.1107,0.2187,2.8777,-25.578,61.5837,g
124.125,24.476,8.8517,11.7683,-6.5686,0.2412,0.4401,2.4533,6.2271,12.3548,g
129.388,22.791,33.009,20.5348,19.0801,0.2832,0.4778,2.4997,19.6715,16.5147,g
214.966,85.4782,1.9366,36.4647,-13.4819,0.0531,0.1031,3.9318,84.0815,81.3091,g
291.256,62.5191,6.7787,24.7736,-17.5968,0.1733,0.284,3.0366,-38.1673,42.9741,g
173.65,41.7024,5.5843,13.0452,7.3867,0.1581,0.3115,2.8119,65.5422,-12.671,g
175.097,38.8617,3.906,23.7015,18.1707,0.1392,0.2391,3.1057,16.2736,-31.8523,g
270.933,64.3417,3.0013,21.2392,-18.0344,0.1193,0.212,3.1316,-15.2461,55.0198,g
265.832,63.9927,1.338,27.1801,-11.5716,0.1223,0.2427,3.2015,28.0762,51.854,g
92.7433,43.0287,21.8794,22.9664,7.8542,0.1317,0.2439,3.1273,44.4516,41.8777,g
189.22,22.6892,11.3678,11.0188,-4.3507,0.3377,0.6021,2.281,-16.0832,-18.8818,g
243.331,46.198,4.529,14.2449,-4.8856,0.1705,0.3363,2.7955,58.1507,-30.3002,g
182.808,22.7309,23.725,9.7914,11.1305,0.3415,0.5938,2.3502,23.2255,18.6712,g
202.762,33.8326,24.9945,20.1962,-18.8533,0.1549,0.295,2.5302,-10.8243,26.4743,g
183.362,43.5086,14.6597,19.5924,16.0214,0.1782,0.2966,2.6385,42.6894,30.078,g
349.252,94.9356,2.649,33.6608,-16.8476,0.0791,0.1522,3.746,-72.5239,68.8893,g
351.061,73.6497,4.5424,31.483,20.8147,0.1645,0.2804,3.3631,-7.3913,51.8285,g
281.088,56.3338,2.257,20.6646,-13.7872,0.213,0.3256,2.7304,-80.6645,22.5169,g
234.79,78.3789,0.9648,31.3958,16.9368,0.0747,0.1414,3.8644,52.3737,73.7662,g
126.349,31.2386,9.5808,16.5869,-11.6708,0.1817,0.3489,2.6826,-10.471,21.1996,g
402.724,91.4389,1.088,28.1738,-24.0957,0.1361,0.2488,3.58,-18.2016,-43.5379,g
129.811,17.1452,13.853,11.0701,-4.9178,0.297,0.5897,2.3692,-3.6438,9.0615,g
113.778,26.4939,1.334,10.0137,6.9817,0.2258,0.4473,2.3664,6.0851,19.5276,g
302.136,71.3694,3.048,21.8207,10.6204,0.1447,0.2839,3.2536,-59.8454,49.8945,g
256.883,59.3778,8.789,18.3907,-13.9255,0.1738,0.3165,2.7118,-70.3242,-29.9143,g
138.887,37.593,1.2879,16.7365,11.4176,0.1714,0.3133,2.9605,30.7254,25.8026,g
121.658,26.3198,13.5641,9.8805,7.1373,0.2331,0.4662,2.2999,33.7517,19.4184,g
145.548,25.385,30.869,16.9466,6.0916,0.2134,0.3672,2.525,18.9622,-16.2494,g
109.751,13.376,75.648,10.2156,11.5249,0.4667,0.8058,2.2368,13.6339,6.3361,g
169.761,39.7794,7.225,13.4751,7.573,0.1761,0.3458,2.6707,49.7131,26.0123,g
162.542,22.2827,34.432,12.286,7.4325,0.3139,0.5322,2.3811,27.0087,9.5843,g
221.256,24.5566,15.6504,9.6981,5.6128,0.3226,0.5491,2.3971,12.9348,-13.8015,g
182.365,19.4525,4.6487,12.8362,-3.085,0.3129,0.5252,2.3589,14.7674,13.7077,g
242.73,68.7883,8.7606,20.6824,17.4655,0.175,0.324,2.699,-96.7581,44.5411,g
224.052,18.9455,47.57,9.996,2.9612,0.3549,0.5864,2.2095,21.9724,11.8739,g
192.665,40.22,7.1523,21.7955,12.6827,0.1242,0.2126,3.1948,-4.1605,24.4136,g
220.227,59.3471,1.29,26.2146,14.8584,0.0926,0.1683,3.7012,32.8522,45.5091,g
141.254,33.6084,32.615,20.9286,18.4048,0.1601,0.2904,2.827,26.4925,28.2606,g
168.416,18.14,53.2443,10.6353,-4.854,0.2848,0.5695,2.3483,24.0076,8.5178,g
241.118,68.0663,10.4946,22.5312,12.6088,0.1251,0.2243,3.1543,76.9274,47.619,g
114.916,12.644,7.5002,11.7606,0.0,0.3853,0.6926,2.0626,-15.971,9.8408,g
237.31,21.1505,29.3485,7.0203,6.2385,0.3831,0.7119,2.1688,-23.6547,-11.3333,g
237.578,38.3764,9.201,13.4924,-8.3981,0.2439,0.4533,2.4609,-38.1513,30.7856,g
187.85,74.8828,3.27,16.524,9.4851,0.13,0.2345,3.0243,69.3492,-33.1692,g
166.275,21.489,59.423,12.3798,-10.6024,0.3681,0.6481,2.3345,-14.2318,-12.648,g
135.828,38.3618,13.47,17.667,-9.6262,0.2417,0.4547,2.6561,32.72,35.3398,g
220.476,19.1372,4.7392,12.2128,10.3267,0.2964,0.561,2.499,5.1772,-12.0916,g
202.271,52.6559,9.053,19.2952,6.5129,0.1756,0.2958,2.9001,22.904,54.4992,g
172.217,20.5134,71.5113,15.5392,8.3232,0.2696,0.4693,2.5539,26.4613,6.9866,g
190.647,31.4029,55.708,12.3502,-6.5917,0.275,0.5444,2.2553,-38.7455,10.0746,g
395.404,85.7345,5.6722,49.8684,-21.9577,0.0859,0.1705,3.9618,-27.8438,21.7048,g
335.726,81.0409,2.8681,26.8651,17.7623,0.114,0.2262,3.3754,-23.1869,52.0337,g
286.572,103.475,1.727,53.3928,-22.7102,0.0405,0.0807,4.2653,76.4614,81.291,g
93.5727,12.8056,14.296,11.4689,7.0586,0.4144,0.7146,2.3043,-15.1891,8.8859,g
140.17,34.7035,5.354,14.3577,-4.1388,0.2129,0.3537,2.8663,2.2747,23.6089,g
263.303,115.666,6.803,57.3144,28.5217,0.0291,0.0568,4.3656,-77.6791,83.084,g
164.167,20.8402,13.2241,12.3622,-8.7076,0.2733,0.5059,2.4691,-15.2932,-14.9558,g
182.081,33.7908,13.7763,8.9799,6.0364,0.2785,0.481,2.4609,26.6154,-16.5715,g
218.712,29.4591,15.514,13.9346,-8.9275,0.1893,0.3619,2.6232,1.5087,-16.443,g
198.012,31.9906,18.9558,7.412,-3.7756,0.4424,0.6667,2.3856,32.1667,20.3889,g
166.04,26.0249,1.3587,14.2821,5.3671,0.2515,0.4647,2.5315,15.9963,14.3681,g
154.539,24.6743,0.373,15.1377,-2.5673,0.1876,0.3724,2.5496,-4.0523,-16.419,g
157.559,42.8667,6.9302,20.8577,10.4519,0.1662,0.2646,2.954,21.8687,28.1173,g
194.374,12.9816,0.0,10.8012,0.0807,0.4815,0.7407,2.1717,-13.4716,5.4531,g
98.3879,42.9914,25.0566,32.1129,-17.8527,0.106,0.2013,3.2679,25.9233,25.6297,g
122.632,22.4456,31.0008,12.8311,8.7399,0.3796,0.5794,2.5775,15.2333,19.6139,g
145.832,23.9329,8.5828,9.9603,10.8308,0.323,0.6011,2.2504,24.9946,18.2429,g
179.398,46.5394,7.146,20.4341,-14.2453,0.1056,0.1997,3.0197,-55.642,21.1884,g
202.581,51.094,0.746,26.2401,-15.4451,0.0828,0.1498,3.4519,20.0857,20.92,g
80.5603,19.9169,11.2053,12.7478,-9.3301,0.2571,0.4952,2.4191,-10.9752,-13.3411,g
132.009,28.0453,4.9786,23.9976,-14.5466,0.208,0.3267,2.8624,12.0582,-20.7506,g
166.353,27.9907,66.9996,9.4474,5.9111,0.2415,0.4605,2.3454,-35.5584,-18.5079,g
233.127,39.305,0.8225,18.6433,-14.0151,0.1607,0.2746,2.8491,7.141,22.0729,g
184.773,42.019,13.4966,7.3876,-3.486,0.3054,0.5882,2.3444,51.0773,-14.9667,g
152.285,12.7235,20.956,11.6292,6.7722,0.3983,0.7049,2.2418,15.6097,-9.407,g
170.054,36.345,10.885,16.4722,12.0976,0.2523,0.4495,2.5145,-41.0334,-21.1765,g
133.698,18.8065,36.1365,12.8227,6.1279,0.3016,0.5594,2.437,14.16,13.504,g
113.0,20.2891,2.323,10.2394,-8.4202,0.3705,0.6114,2.2856,4.7428,-15.8841,g
191.028,30.129,34.0607,14.4008,8.1622,0.2646,0.4359,2.4778,12.252,19.4426,g
187.411,20.4505,64.629,12.816,-8.8085,0.2276,0.445,2.2911,-12.919,-9.5121,g
182.836,22.1067,7.3063,16.9431,9.1987,0.2356,0.4116,2.7435,-0.0932,18.2243,g
356.486,76.8587,3.196,28.5152,17.7811,0.1691,0.3034,2.8564,-2.287,-50.0302,g
339.606,117.408,5.0911,23.6314,1.9932,0.1034,0.206,3.091,-100.082,52.8409,g
201.23,27.3072,61.037,21.1663,-10.5546,0.188,0.3417,2.7451,17.3432,25.0137,g
215.109,76.2697,4.054,27.5969,-18.3947,0.0891,0.1535,3.7549,47.708,65.1852,g
167.454,55.6718,1.6831,18.9436,5.7906,0.1061,0.2077,3.125,-19.2784,54.5009,g
172.745,12.9383,15.001,11.1055,-7.5549,0.4498,0.7361,2.1287,14.2672,-7.3614,g
146.984,26.5021,32.9272,9.9703,-7.5553,0.2639,0.4967,2.3531,31.6869,21.3727,g
306.276,82.8578,3.3652,23.9783,16.1363,0.1216,0.2296,2.9814,-34.4227,66.484,g
220.899,25.161,0.624,15.1905,-9.3134,0.2232,0.4232,2.7139,10.9884,-9.4704,g
53.4596,124.629,25.1567,59.6147,-91.3485,0.1109,0.2191,3.4092,29.7009,154.542,g
146.912,20.8531,33.4715,11.555,5.9216,0.3271,0.5566,2.6826,-25.1852,-9.9218,g
43.9121,17.9317,15.228,16.5232,-12.2526,0.2604,0.5089,2.4005,-8.4113,16.4595,g
133.906,18.8406,4.5583,12.7065,4.7478,0.305,0.5657,2.3936,15.5,13.6196,g
172.232,44.2129,6.929,19.0053,10.5025,0.1494,0.246,3.0088,40.7765,25.5338,g
63.9582,29.0007,32.224,21.2221,-14.3924,0.2407,0.3979,2.8774,1.2866,26.228,g
139.8,27.7854,16.456,13.3766,2.49,0.2289,0.4208,2.6637,-26.066,-13.0483,g
153.273,22.1773,20.288,12.7998,8.3117,0.316,0.5,2.5955,20.402,14.8564,g
194.707,102.9,5.0421,32.1181,19.4958,0.0802,0.1522,3.0801,-184.321,97.89,g
148.972,12.8442,42.146,11.3837,-7.5157,0.4224,0.7208,2.3212,14.9715,-8.5518,g
195.712,20.3792,55.157,6.807,5.5324,0.4671,0.79,2.2028,19.6537,15.2462,g
121.739,19.1399,47.866,7.3049,-3.535,0.4386,0.793,2.1538,-4.4963,10.2828,g
148.187,30.8233,31.3026,9.9406,-7.1803,0.3391,0.5439,2.4631,-26.7711,-25.2821,g
264.133,29.6374,64.4501,16.1694,-17.118,0.3181,0.5475,2.596,-1.1845,25.7663,g
98.4508,23.8603,0.557,14.8311,12.4322,0.2703,0.5104,2.4224,-9.5178,-12.722,g
220.417,98.1014,2.954,20.8224,13.993,0.2141,0.4205,2.7126,82.7671,76.1611,g
146.281,25.6068,12.1452,11.76,-11.0756,0.3157,0.562,2.4807,18.6603,12.575,g
290.341,69.0638,4.3045,30.9665,26.1325,0.1084,0.2017,3.6383,-40.3163,70.6762,g
166.863,46.9647,1.107,11.3272,-8.0923,0.2132,0.4226,2.4232,30.2592,32.5679,g
105.593,30.8219,29.901,22.2497,-12.7858,0.211,0.386,2.723,15.0605,18.6348,g
315.834,97.3016,0.131,50.3098,-37.2355,0.0708,0.1158,4.0832,-23.9193,64.0663,g
225.83,31.8369,8.419,19.6453,-13.2545,0.1759,0.3434,2.6817,-17.5852,23.8559,g
227.049,12.924,59.2402,11.3587,-11.7061,0.3814,0.7423,2.1629,-15.0341,4.591,g
177.247,27.8696,26.888,17.6775,11.9333,0.2116,0.347,2.6977,22.5204,14.7358,g
159.414,38.7094,4.65,23.9015,-15.8542,0.1464,0.2599,3.0149,-5.9509,38.9864,g
105.88,20.9113,0.1406,9.5,-9.3651,0.3848,0.6242,2.2175,-2.1989,14.0473,g
204.761,37.2874,4.73,22.5485,10.7004,0.1246,0.2408,2.9782,37.1565,26.159,g
233.389,17.9276,27.001,10.8255,-4.7014,0.2891,0.5306,2.1673,0.1866,-3.6981,g
153.304,76.7136,7.946,19.7113,-14.2018,0.1471,0.2876,2.6551,-6.9114,38.031,g
174.213,17.8482,15.518,14.1357,-7.7301,0.3554,0.5746,2.4338,7.7816,-15.7915,g
269.141,98.2047,5.352,27.6954,-8.1593,0.101,0.1748,3.4634,60.6472,96.4227,g
243.22,88.1208,4.201,17.6223,-4.3376,0.1471,0.2767,2.8719,-1.6843,97.7739,g
244.837,92.1254,1.0564,27.9136,-12.0556,0.0843,0.1612,3.6499,-85.6028,84.8794,g
256.102,71.4159,1.4909,24.9376,26.1025,0.1027,0.1974,3.5075,-105.408,47.4224,g
200.42,28.6896,31.784,16.7141,-9.5772,0.2568,0.4041,2.6415,5.3559,14.0629,g
128.287,23.5536,49.0547,17.5029,-16.9919,0.2149,0.4297,2.3962,13.7462,19.0743,g
79.8198,28.0299,2.7746,20.3342,-12.1098,0.2431,0.4011,2.723,19.7285,17.2489,g
261.867,141.235,3.5362,62.4268,6.9091,0.0375,0.0745,4.1179,-74.4915,-52.0873,g
230.51,19.6502,27.1728,9.5579,4.8182,0.3192,0.5982,2.3502,24.3778,9.1392,g
121.01,25.1685,72.786,23.4817,13.448,0.1518,0.3016,2.9845,10.4874,-19.1357,g
117.178,20.9328,83.6972,6.803,-6.0435,0.4525,0.7605,2.1189,20.707,14.8757,g
283.959,92.1213,0.7519,30.2434,29.2276,0.0893,0.1557,3.763,67.6719,84.4981,g
180.176,58.5931,0.6526,13.4441,-7.8945,0.1785,0.3156,2.8293,21.6422,43.9669,g
157.854,22.1854,85.4955,17.9779,13.1314,0.2781,0.4798,2.372,6.7497,10.3768,g
249.994,57.732,1.333,27.5528,6.7782,0.1115,0.1978,3.4248,12.9744,51.3579,g
45.2255,35.0354,55.3614,16.1398,12.6842,0.1569,0.3041,2.7101,14.4875,21.6115,g
229.847,57.1342,0.7289,17.0415,-4.7512,0.1088,0.2151,3.2002,22.2337,44.1026,g
128.384,24.205,49.512,14.851,11.2924,0.2678,0.4393,2.6604,-13.67,-10.0985,g
243.358,52.1834,1.5526,19.3217,15.827,0.153,0.2755,3.0952,33.2715,37.1666,g
212.208,77.9834,12.316,20.0944,-7.915,0.1144,0.2188,3.2053,30.4593,82.5238,g
18.578,27.3898,73.467,25.6871,11.1832,0.1615,0.2868,2.9607,1.8302,-14.7219,g
159.491,25.1812,36.429,13.8566,-12.3468,0.2482,0.4865,2.3086,16.389,7.8849,g
117.723,36.5196,28.845,33.7385,24.3361,0.0933,0.175,3.0812,-19.7906,-14.8072,g
194.631,34.6968,10.225,18.8589,-14.6888,0.2277,0.4131,2.7164,37.129,22.924,g
347.427,69.9615,0.9013,26.3511,13.6345,0.1535,0.2899,3.4098,-38.0473,37.7787,g
55.5818,28.1363,25.3978,17.3482,12.7907,0.1794,0.3534,2.7396,25.5993,24.9913,g
