dividends_from_stocks,capital_losses,age,weeks_worked_in_year,detailed_industry_recode,detailed_occupation_recode,detailed_household_and_family_stat,education,major_industry_code,major_occupation_code,country_of_birth_father,country_of_birth_mother,country_of_birth_self,hispanic_origin,race,detailed_household_summary_in_household,tax_filer_stat,veterans_benefits,marital_stat,citizenship,live_in_this_house_1_year_ago,own_business_or_self_employed,income,sex,year,full_or_part_time_employment_stat,num_persons_worked_for_employer,class_of_worker,migration_code-change_in_msa,migration_code-change_in_reg,migration_code-move_within_reg,family_members_under_18,enroll_in_edu_inst_last_wk,fill_inc_questionnaire_for_veteran's_admin,reason_for_unemployment,member_of_a_labor_union,migration_prev_res_in_sunbelt,region_of_previous_residence,state_of_previous_residence,wage_per_hour,capital_gains,instance_weight
0.0,0.0,51.0,52.0,32.0,18.0,11.0,11.0,9.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1060.36
0.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1922.65
0.0,0.0,48.0,52.0,43.0,9.0,11.0,11.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,6.0,6.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,290.55
275.0,0.0,27.0,52.0,33.0,16.0,18.0,11.0,10.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,296.82
0.0,0.0,24.0,52.0,0.0,0.0,11.0,10.0,1.0,-3.0,2.0,2.0,2.0,5.0,4.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1027.88
0.0,0.0,17.0,0.0,0.0,0.0,1.0,5.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,-3.0,2.0,2.0,2.0,1.0,1.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1709.61
0.0,0.0,58.0,52.0,35.0,17.0,11.0,15.0,11.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1983.08
0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.0,2.0,2.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,-3.0,2.0,2.0,2.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1526.66
0.0,0.0,53.0,45.0,4.0,34.0,11.0,7.0,15.0,9.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1715.28
0.0,0.0,33.0,52.0,45.0,23.0,18.0,14.0,17.0,6.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1394.5
0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.0,20.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,-3.0,8.0,3.0,3.0,1.0,-3.0,-3.0,-3.0,-3.0,1.0,2.0,48.0,0.0,0.0,1905.05
0.0,0.0,40.0,43.0,19.0,42.0,10.0,4.0,8.0,8.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1265.91
0.0,0.0,25.0,4.0,33.0,29.0,27.0,10.0,10.0,3.0,2.0,2.0,2.0,5.0,5.0,8.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,765.19
0.0,0.0,8.0,0.0,0.0,0.0,5.0,1.0,1.0,-3.0,-3.0,-3.0,-3.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,-3.0,-3.0,-3.0,-3.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,684.0
0.0,0.0,54.0,0.0,0.0,0.0,11.0,10.0,1.0,-3.0,24.0,24.0,24.0,5.0,3.0,5.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,0.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,3039.6
0.0,0.0,22.0,52.0,34.0,26.0,10.0,10.0,11.0,6.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1174.34
0.0,0.0,29.0,52.0,0.0,0.0,11.0,11.0,1.0,-3.0,2.0,2.0,2.0,5.0,4.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2901.42
0.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,-3.0,-3.0,-3.0,-3.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1039.2
0.0,0.0,85.0,0.0,0.0,0.0,11.0,10.0,1.0,-3.0,-3.0,-3.0,-3.0,5.0,5.0,5.0,4.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1339.37
0.0,0.0,40.0,52.0,29.0,17.0,11.0,10.0,18.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2917.4
0.0,0.0,38.0,0.0,0.0,0.0,23.0,2.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,8.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,-3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2243.77
0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,-3.0,2.0,2.0,2.0,1.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2882.4
0.0,0.0,49.0,52.0,29.0,26.0,11.0,8.0,18.0,6.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,6.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,958.8
11744.0,0.0,76.0,26.0,43.0,2.0,10.0,17.0,5.0,13.0,-3.0,-3.0,2.0,5.0,5.0,4.0,6.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1897.64
0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1353.41
0.0,0.0,21.0,52.0,33.0,3.0,23.0,11.0,10.0,13.0,2.0,2.0,2.0,5.0,5.0,8.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,6.0,3.0,-3.0,-3.0,-3.0,-3.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,996.16
0.0,0.0,52.0,0.0,0.0,0.0,11.0,5.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2634.31
0.0,0.0,34.0,40.0,43.0,10.0,10.0,14.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,7.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,2.0,-3.0,-3.0,-3.0,0.0,0.0,1152.47
0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,-3.0,2.0,2.0,2.0,1.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1117.33
0.0,0.0,31.0,50.0,5.0,39.0,10.0,8.0,7.0,12.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,636.85
0.0,0.0,74.0,0.0,0.0,0.0,11.0,10.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,5.0,6.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,-3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,5556.0,2730.77
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1428.97
0.0,0.0,19.0,4.0,39.0,32.0,23.0,11.0,14.0,3.0,2.0,2.0,2.0,5.0,5.0,8.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2147.49
0.0,0.0,15.0,0.0,0.0,0.0,1.0,5.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,-3.0,3.0,3.0,3.0,1.0,-3.0,-3.0,-3.0,-3.0,1.0,4.0,23.0,0.0,0.0,215.84
0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1289.56
0.0,0.0,24.0,0.0,0.0,0.0,6.0,14.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,-3.0,3.0,8.0,9.0,-3.0,2.0,-3.0,-3.0,-3.0,1.0,3.0,41.0,0.0,0.0,1208.48
0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,-3.0,-3.0,-3.0,-3.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,454.07
0.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2887.5
0.0,0.0,43.0,52.0,34.0,2.0,18.0,11.0,11.0,13.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1103.79
0.0,0.0,72.0,0.0,0.0,0.0,11.0,8.0,1.0,-3.0,2.0,2.0,2.0,5.0,4.0,5.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,-3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,573.79
3095.0,0.0,68.0,0.0,0.0,0.0,11.0,14.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,5.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1516.05
0.0,0.0,39.0,52.0,4.0,34.0,11.0,6.0,15.0,9.0,4.0,4.0,4.0,6.0,5.0,5.0,3.0,3.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,5.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1282.49
0.0,0.0,36.0,52.0,11.0,23.0,10.0,10.0,7.0,6.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2700.08
0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1570.8
0.0,0.0,38.0,20.0,39.0,31.0,11.0,3.0,14.0,3.0,15.0,15.0,15.0,4.0,5.0,5.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,272.14
0.0,1421.0,71.0,0.0,0.0,0.0,11.0,11.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,5.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2172.64
0.0,0.0,49.0,52.0,4.0,2.0,18.0,10.0,15.0,13.0,2.0,20.0,2.0,5.0,5.0,5.0,4.0,3.0,5.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.0,5.0,37.0,0.0,0.0,803.77
0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,-3.0,2.0,2.0,2.0,1.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,709.9
0.0,0.0,45.0,52.0,45.0,11.0,10.0,15.0,17.0,2.0,13.0,17.0,13.0,5.0,5.0,4.0,3.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,5.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,3497.86
0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.0,1.0,11.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1905.6
0.0,0.0,33.0,52.0,39.0,29.0,18.0,13.0,14.0,3.0,40.0,40.0,40.0,5.0,5.0,5.0,4.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,6.0,3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2117.38
0.0,0.0,15.0,6.0,0.0,0.0,1.0,7.0,1.0,-3.0,1.0,1.0,2.0,2.0,5.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,-3.0,-3.0,3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2288.5
0.0,0.0,62.0,52.0,29.0,2.0,18.0,10.0,18.0,13.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,4.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,359.51
0.0,0.0,18.0,12.0,0.0,0.0,23.0,11.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,8.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.0,2.0,2.0,2.0,-3.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1680.95
0.0,0.0,23.0,52.0,33.0,3.0,23.0,14.0,10.0,13.0,2.0,2.0,2.0,5.0,5.0,8.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1782.93
0.0,0.0,21.0,0.0,0.0,0.0,18.0,11.0,1.0,-3.0,-3.0,-3.0,-3.0,5.0,3.0,5.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,-3.0,2.0,2.0,2.0,-3.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1989.51
0.0,0.0,36.0,52.0,9.0,36.0,11.0,10.0,7.0,11.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2941.28
0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,-3.0,2.0,2.0,2.0,1.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2379.74
0.0,0.0,28.0,52.0,42.0,30.0,6.0,8.0,16.0,3.0,2.0,2.0,2.0,5.0,5.0,3.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,3713.29
0.0,0.0,84.0,0.0,0.0,0.0,18.0,10.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,-3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2784.47
0.0,0.0,69.0,0.0,0.0,0.0,18.0,7.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2176.86
0.0,0.0,58.0,52.0,43.0,32.0,10.0,10.0,5.0,3.0,2.0,2.0,2.0,5.0,5.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,7.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1578.2
0.0,0.0,38.0,0.0,0.0,0.0,11.0,10.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1701.24
800.0,0.0,75.0,0.0,0.0,0.0,18.0,15.0,1.0,-3.0,2.0,-3.0,2.0,5.0,5.0,5.0,4.0,3.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,-3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,3392.61
0.0,0.0,27.0,0.0,0.0,0.0,10.0,6.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,-3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1620.12
0.0,0.0,25.0,0.0,4.0,34.0,18.0,10.0,15.0,9.0,2.0,2.0,2.0,5.0,4.0,5.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1427.41
0.0,0.0,48.0,49.0,45.0,11.0,11.0,15.0,17.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,3031.74
0.0,0.0,44.0,51.0,40.0,12.0,10.0,14.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1712.56
0.0,0.0,17.0,0.0,0.0,0.0,1.0,8.0,1.0,-3.0,22.0,7.0,7.0,5.0,5.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,-3.0,2.0,2.0,2.0,1.0,1.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,3659.03
16.0,0.0,45.0,52.0,34.0,3.0,11.0,11.0,11.0,13.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,472.36
0.0,0.0,25.0,0.0,0.0,0.0,23.0,11.0,1.0,-3.0,1.0,1.0,1.0,1.0,5.0,8.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1862.94
0.0,0.0,54.0,52.0,43.0,26.0,10.0,11.0,5.0,6.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1356.9
0.0,0.0,30.0,52.0,37.0,23.0,34.0,10.0,13.0,6.0,1.0,1.0,1.0,1.0,5.0,8.0,3.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2111.71
0.0,0.0,23.0,48.0,43.0,23.0,11.0,12.0,5.0,6.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,7.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,4.0,4.0,-3.0,2.0,-3.0,-3.0,1.0,1.0,5.0,21.0,450.0,0.0,263.45
4.0,0.0,37.0,52.0,29.0,38.0,11.0,10.0,18.0,12.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1712.85
70.0,0.0,59.0,52.0,4.0,2.0,11.0,11.0,15.0,13.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,6.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,-3.0,-3.0,0.0,0.0,1142.73
