dividends_from_stocks,sex,instance_weight,detailed_occupation_recode,country_of_birth_mother,tax_filer_stat,marital_stat,class_of_worker,wage_per_hour,major_industry_code,enroll_in_edu_inst_last_wk,age,major_occupation_code,detailed_industry_recode,full_or_part_time_employment_stat,detailed_household_summary_in_household,migration_code-change_in_msa,migration_code-move_within_reg,reason_for_unemployment,own_business_or_self_employed,weeks_worked_in_year,hispanic_origin,state_of_previous_residence,migration_code-change_in_reg,year,migration_prev_res_in_sunbelt,family_members_under_18,country_of_birth_self,region_of_previous_residence,detailed_household_and_family_stat,citizenship,income,member_of_a_labor_union,veterans_benefits,fill_inc_questionnaire_for_veteran's_admin,live_in_this_house_1_year_ago,capital_gains,capital_losses,num_persons_worked_for_employer,race,country_of_birth_father,education
0.0,2.0,1060.36,18.0,2.0,3.0,2.0,3.0,0.0,9.0,-3.0,51.0,5.0,32.0,2.0,5.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,4.0,5.0,2.0,11.0
0.0,2.0,1922.65,0.0,1.0,1.0,1.0,-3.0,0.0,1.0,-3.0,10.0,-3.0,0.0,1.0,1.0,-3.0,-3.0,-3.0,1.0,0.0,2.0,-3.0,-3.0,2.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0
0.0,2.0,290.55,9.0,2.0,3.0,2.0,6.0,0.0,5.0,-3.0,48.0,2.0,43.0,2.0,5.0,-3.0,-3.0,-3.0,3.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,6.0,5.0,2.0,11.0
275.0,2.0,296.82,16.0,2.0,4.0,1.0,3.0,0.0,10.0,-3.0,27.0,5.0,33.0,2.0,5.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,18.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,6.0,5.0,2.0,11.0
0.0,2.0,1027.88,0.0,2.0,3.0,2.0,-3.0,0.0,1.0,-3.0,24.0,-3.0,0.0,1.0,5.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,6.0,4.0,2.0,10.0
0.0,2.0,1709.61,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,1.0,17.0,-3.0,0.0,1.0,1.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,0.0,5.0,2.0,5.0
0.0,1.0,1983.08,17.0,2.0,3.0,2.0,4.0,0.0,11.0,-3.0,58.0,5.0,35.0,2.0,5.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,2.0,-3.0,3.0,-3.0,1.0,0.0,0.0,1.0,5.0,2.0,15.0
0.0,1.0,1526.66,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,2.0,-3.0,0.0,1.0,1.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,3.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,2.0,0.0,0.0,0.0,4.0,2.0,1.0
0.0,2.0,1715.28,34.0,2.0,3.0,2.0,3.0,0.0,15.0,-3.0,53.0,9.0,4.0,2.0,5.0,-3.0,-3.0,-3.0,1.0,45.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,1.0,5.0,2.0,7.0
0.0,1.0,1394.5,23.0,2.0,4.0,1.0,3.0,0.0,17.0,-3.0,33.0,6.0,45.0,2.0,5.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,18.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,6.0,4.0,2.0,14.0
0.0,2.0,1905.05,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,7.0,-3.0,0.0,1.0,1.0,8.0,3.0,-3.0,1.0,0.0,5.0,48.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,-3.0,1.0,-3.0,3.0,0.0,0.0,0.0,5.0,20.0,1.0
0.0,1.0,1265.91,42.0,1.0,3.0,2.0,3.0,0.0,8.0,-3.0,40.0,8.0,19.0,1.0,4.0,2.0,2.0,-3.0,1.0,43.0,1.0,-3.0,2.0,1.0,-3.0,-3.0,1.0,-3.0,10.0,2.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,3.0,5.0,1.0,4.0
0.0,1.0,765.19,29.0,2.0,5.0,1.0,3.0,0.0,10.0,-3.0,25.0,3.0,33.0,1.0,8.0,2.0,2.0,-3.0,1.0,4.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,27.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,3.0,5.0,2.0,10.0
0.0,1.0,684.0,0.0,-3.0,1.0,1.0,-3.0,0.0,1.0,-3.0,8.0,-3.0,0.0,1.0,2.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,2.0,-3.0,-3.0,5.0,2.0,1.0,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,1.0,-3.0,1.0
0.0,2.0,3039.6,0.0,24.0,1.0,2.0,-3.0,0.0,1.0,-3.0,54.0,-3.0,0.0,4.0,5.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,24.0,-3.0,11.0,2.0,2.0,-3.0,3.0,-3.0,1.0,0.0,0.0,0.0,3.0,24.0,10.0
0.0,1.0,1174.34,26.0,2.0,3.0,2.0,3.0,0.0,11.0,-3.0,22.0,6.0,34.0,1.0,4.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,3.0,5.0,2.0,10.0
0.0,2.0,2901.42,0.0,2.0,3.0,2.0,-3.0,0.0,1.0,-3.0,29.0,-3.0,0.0,1.0,5.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,6.0,4.0,2.0,11.0
0.0,2.0,1039.2,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,9.0,-3.0,0.0,1.0,1.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,3.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0
0.0,1.0,1339.37,0.0,-3.0,4.0,1.0,-3.0,0.0,1.0,-3.0,85.0,-3.0,0.0,4.0,5.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,-3.0,-3.0,11.0,5.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,0.0,5.0,-3.0,10.0
0.0,2.0,2917.4,17.0,2.0,3.0,2.0,3.0,0.0,18.0,-3.0,40.0,5.0,29.0,1.0,5.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,3.0,5.0,2.0,10.0
0.0,1.0,2243.77,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,38.0,-3.0,0.0,1.0,8.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,23.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,0.0,5.0,2.0,2.0
0.0,2.0,2882.4,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,7.0,-3.0,0.0,1.0,1.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,2.0,0.0,0.0,0.0,5.0,2.0,1.0
0.0,2.0,958.8,26.0,2.0,3.0,2.0,6.0,0.0,18.0,-3.0,49.0,6.0,29.0,1.0,5.0,2.0,2.0,-3.0,1.0,52.0,2.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,6.0,5.0,2.0,8.0
11744.0,2.0,1897.64,2.0,-3.0,6.0,2.0,3.0,0.0,5.0,-3.0,76.0,13.0,43.0,1.0,4.0,2.0,2.0,-3.0,1.0,26.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,6.0,5.0,-3.0,17.0
0.0,1.0,1353.41,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,7.0,-3.0,0.0,1.0,1.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0
0.0,2.0,996.16,3.0,2.0,4.0,1.0,3.0,0.0,10.0,2.0,21.0,13.0,33.0,2.0,8.0,-3.0,-3.0,-3.0,3.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,23.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,6.0,5.0,2.0,11.0
0.0,2.0,2634.31,0.0,2.0,3.0,2.0,-3.0,0.0,1.0,-3.0,52.0,-3.0,0.0,4.0,5.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,0.0,5.0,2.0,5.0
0.0,1.0,1152.47,10.0,2.0,3.0,2.0,7.0,0.0,5.0,-3.0,34.0,2.0,43.0,1.0,4.0,2.0,2.0,-3.0,1.0,40.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,2.0,3.0,-3.0,2.0,0.0,0.0,6.0,5.0,2.0,14.0
0.0,2.0,1117.33,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,6.0,-3.0,0.0,1.0,1.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,2.0,0.0,0.0,0.0,5.0,2.0,1.0
0.0,1.0,636.85,39.0,2.0,3.0,2.0,3.0,0.0,7.0,-3.0,31.0,12.0,5.0,1.0,4.0,2.0,2.0,-3.0,1.0,50.0,2.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,2.0,5.0,2.0,8.0
0.0,2.0,2730.77,0.0,2.0,6.0,2.0,-3.0,0.0,1.0,-3.0,74.0,-3.0,0.0,1.0,5.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,2.0,5556.0,0.0,0.0,5.0,2.0,10.0
0.0,2.0,1428.97,0.0,1.0,1.0,1.0,-3.0,0.0,1.0,-3.0,0.0,-3.0,0.0,1.0,1.0,-3.0,-3.0,-3.0,1.0,0.0,2.0,-3.0,-3.0,1.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0
0.0,1.0,2147.49,32.0,2.0,1.0,1.0,3.0,0.0,14.0,-3.0,19.0,3.0,39.0,2.0,8.0,-3.0,-3.0,-3.0,1.0,4.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,23.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,3.0,5.0,2.0,11.0
0.0,1.0,215.84,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,15.0,-3.0,0.0,1.0,1.0,3.0,3.0,-3.0,1.0,0.0,5.0,23.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,-3.0,3.0,-3.0,3.0,0.0,0.0,0.0,5.0,2.0,5.0
0.0,1.0,1289.56,0.0,1.0,1.0,1.0,-3.0,0.0,1.0,-3.0,4.0,-3.0,0.0,1.0,1.0,-3.0,-3.0,-3.0,1.0,0.0,1.0,-3.0,-3.0,2.0,-3.0,1.0,1.0,-3.0,1.0,2.0,1.0,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0
0.0,2.0,1208.48,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,2.0,24.0,-3.0,0.0,1.0,3.0,3.0,9.0,-3.0,1.0,0.0,5.0,41.0,8.0,1.0,1.0,-3.0,2.0,3.0,6.0,1.0,1.0,-3.0,3.0,-3.0,3.0,0.0,0.0,0.0,5.0,2.0,14.0
0.0,2.0,454.07,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,3.0,-3.0,0.0,1.0,1.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,3.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0
0.0,1.0,2887.5,0.0,1.0,1.0,1.0,-3.0,0.0,1.0,-3.0,8.0,-3.0,0.0,1.0,1.0,-3.0,-3.0,-3.0,1.0,0.0,2.0,-3.0,-3.0,2.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0
0.0,1.0,1103.79,2.0,2.0,4.0,1.0,3.0,0.0,11.0,-3.0,43.0,13.0,34.0,1.0,5.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,18.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,6.0,5.0,2.0,11.0
0.0,2.0,573.79,0.0,2.0,1.0,2.0,-3.0,0.0,1.0,-3.0,72.0,-3.0,0.0,1.0,5.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,0.0,4.0,2.0,8.0
3095.0,2.0,1516.05,0.0,2.0,6.0,2.0,-3.0,0.0,1.0,-3.0,68.0,-3.0,0.0,4.0,5.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,0.0,5.0,2.0,14.0
0.0,2.0,1282.49,34.0,4.0,3.0,2.0,4.0,0.0,15.0,-3.0,39.0,9.0,4.0,1.0,5.0,2.0,2.0,5.0,1.0,52.0,6.0,-3.0,2.0,1.0,-3.0,-3.0,4.0,-3.0,11.0,5.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,1.0,5.0,4.0,6.0
0.0,1.0,2700.08,23.0,2.0,3.0,2.0,3.0,0.0,7.0,-3.0,36.0,6.0,11.0,1.0,4.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,4.0,5.0,2.0,10.0
0.0,2.0,1570.8,0.0,1.0,1.0,1.0,-3.0,0.0,1.0,-3.0,4.0,-3.0,0.0,1.0,1.0,-3.0,-3.0,-3.0,1.0,0.0,1.0,-3.0,-3.0,2.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0
0.0,1.0,272.14,31.0,15.0,5.0,1.0,3.0,0.0,14.0,-3.0,38.0,3.0,39.0,1.0,5.0,2.0,2.0,-3.0,3.0,20.0,4.0,-3.0,2.0,1.0,-3.0,-3.0,15.0,-3.0,11.0,5.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,3.0,5.0,15.0,3.0
0.0,2.0,2172.64,0.0,2.0,6.0,2.0,-3.0,0.0,1.0,-3.0,71.0,-3.0,0.0,4.0,5.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,1421.0,0.0,5.0,2.0,11.0
0.0,2.0,803.77,2.0,20.0,4.0,5.0,3.0,0.0,15.0,-3.0,49.0,13.0,4.0,1.0,5.0,3.0,3.0,-3.0,2.0,52.0,5.0,37.0,3.0,1.0,1.0,-3.0,2.0,5.0,18.0,1.0,1.0,-3.0,3.0,-3.0,3.0,0.0,0.0,3.0,5.0,2.0,10.0
0.0,2.0,709.9,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,2.0,-3.0,0.0,1.0,1.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,2.0,0.0,0.0,0.0,5.0,2.0,1.0
0.0,1.0,3497.86,11.0,17.0,3.0,2.0,5.0,0.0,17.0,-3.0,45.0,2.0,45.0,2.0,4.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,13.0,-3.0,10.0,5.0,2.0,-3.0,3.0,-3.0,1.0,0.0,0.0,3.0,5.0,13.0,15.0
0.0,2.0,1905.6,0.0,11.0,1.0,1.0,-3.0,0.0,1.0,-3.0,5.0,-3.0,0.0,1.0,1.0,-3.0,-3.0,-3.0,1.0,0.0,2.0,-3.0,-3.0,2.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0
0.0,2.0,2117.38,29.0,40.0,4.0,1.0,3.0,0.0,14.0,-3.0,33.0,3.0,39.0,1.0,5.0,2.0,2.0,-3.0,3.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,40.0,-3.0,18.0,2.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,6.0,5.0,40.0,13.0
0.0,2.0,2288.5,0.0,1.0,4.0,1.0,1.0,0.0,1.0,-3.0,15.0,-3.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,6.0,2.0,-3.0,2.0,1.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,6.0,5.0,1.0,7.0
0.0,1.0,359.51,2.0,2.0,4.0,6.0,4.0,0.0,18.0,-3.0,62.0,13.0,29.0,7.0,5.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,18.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,1.0,5.0,2.0,10.0
0.0,1.0,1680.95,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,2.0,18.0,-3.0,0.0,1.0,8.0,2.0,2.0,-3.0,1.0,12.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,23.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,1.0,5.0,2.0,11.0
0.0,1.0,1782.93,3.0,2.0,4.0,1.0,3.0,0.0,10.0,-3.0,23.0,13.0,33.0,2.0,8.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,23.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,4.0,5.0,2.0,14.0
0.0,2.0,1989.51,0.0,-3.0,1.0,1.0,-3.0,0.0,1.0,2.0,21.0,-3.0,0.0,1.0,5.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,-3.0,-3.0,18.0,2.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,0.0,3.0,-3.0,11.0
0.0,2.0,2941.28,36.0,2.0,3.0,2.0,3.0,0.0,7.0,-3.0,36.0,11.0,9.0,1.0,5.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,5.0,5.0,2.0,10.0
0.0,1.0,2379.74,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,3.0,-3.0,0.0,1.0,1.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,2.0,0.0,0.0,0.0,5.0,2.0,1.0
0.0,2.0,3713.29,30.0,2.0,4.0,5.0,3.0,0.0,16.0,-3.0,28.0,3.0,42.0,2.0,3.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,6.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,5.0,5.0,2.0,8.0
0.0,1.0,2784.47,0.0,2.0,4.0,5.0,-3.0,0.0,1.0,-3.0,84.0,-3.0,0.0,1.0,5.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,18.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,0.0,5.0,2.0,10.0
0.0,2.0,2176.86,0.0,2.0,4.0,5.0,-3.0,0.0,1.0,-3.0,69.0,-3.0,0.0,4.0,5.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,18.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,0.0,5.0,2.0,7.0
0.0,1.0,1578.2,32.0,2.0,2.0,2.0,7.0,0.0,5.0,-3.0,58.0,3.0,43.0,2.0,4.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,6.0,5.0,2.0,10.0
0.0,1.0,1701.24,0.0,2.0,1.0,5.0,-3.0,0.0,1.0,-3.0,38.0,-3.0,0.0,4.0,5.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,0.0,5.0,2.0,10.0
800.0,1.0,3392.61,0.0,-3.0,4.0,6.0,-3.0,0.0,1.0,-3.0,75.0,-3.0,0.0,1.0,5.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,18.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,0.0,5.0,2.0,15.0
0.0,1.0,1620.12,0.0,2.0,3.0,2.0,-3.0,0.0,1.0,-3.0,27.0,-3.0,0.0,1.0,4.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,0.0,5.0,2.0,6.0
0.0,2.0,1427.41,34.0,2.0,1.0,1.0,4.0,0.0,15.0,-3.0,25.0,9.0,4.0,1.0,5.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,18.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,0.0,4.0,2.0,10.0
0.0,2.0,3031.74,11.0,2.0,3.0,2.0,4.0,0.0,17.0,-3.0,48.0,2.0,45.0,2.0,5.0,-3.0,-3.0,-3.0,1.0,49.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,1.0,5.0,2.0,15.0
0.0,1.0,1712.56,12.0,2.0,3.0,2.0,3.0,0.0,2.0,-3.0,44.0,2.0,40.0,3.0,4.0,-3.0,-3.0,-3.0,1.0,51.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,1.0,5.0,2.0,14.0
0.0,1.0,3659.03,0.0,7.0,1.0,1.0,-3.0,0.0,1.0,1.0,17.0,-3.0,0.0,1.0,1.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,1.0,7.0,-3.0,1.0,4.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,0.0,5.0,22.0,8.0
16.0,1.0,472.36,3.0,1.0,5.0,5.0,3.0,0.0,11.0,-3.0,45.0,13.0,34.0,1.0,5.0,2.0,2.0,-3.0,1.0,52.0,1.0,-3.0,2.0,1.0,-3.0,-3.0,1.0,-3.0,11.0,4.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,3.0,5.0,2.0,11.0
0.0,2.0,1862.94,0.0,1.0,1.0,1.0,-3.0,0.0,1.0,-3.0,25.0,-3.0,0.0,1.0,8.0,-3.0,-3.0,-3.0,1.0,0.0,1.0,-3.0,-3.0,2.0,-3.0,-3.0,1.0,-3.0,23.0,2.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,0.0,5.0,1.0,11.0
0.0,1.0,1356.9,26.0,2.0,3.0,2.0,6.0,0.0,5.0,-3.0,54.0,6.0,43.0,2.0,4.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,6.0,5.0,2.0,11.0
0.0,1.0,2111.71,23.0,1.0,3.0,2.0,4.0,0.0,13.0,-3.0,30.0,6.0,37.0,1.0,8.0,2.0,2.0,-3.0,1.0,52.0,1.0,-3.0,2.0,1.0,-3.0,-3.0,1.0,-3.0,34.0,5.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,1.0,5.0,1.0,10.0
0.0,1.0,263.45,23.0,2.0,3.0,7.0,6.0,450.0,5.0,2.0,23.0,6.0,43.0,1.0,5.0,4.0,4.0,-3.0,3.0,48.0,5.0,21.0,4.0,1.0,1.0,-3.0,2.0,5.0,11.0,1.0,1.0,1.0,3.0,-3.0,3.0,0.0,0.0,1.0,5.0,2.0,12.0
4.0,2.0,1712.85,38.0,2.0,3.0,2.0,3.0,0.0,18.0,-3.0,37.0,12.0,29.0,1.0,5.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,6.0,5.0,2.0,10.0
70.0,2.0,1142.73,2.0,2.0,3.0,2.0,6.0,0.0,15.0,-3.0,59.0,13.0,4.0,1.0,5.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,1.0,3.0,-3.0,2.0,0.0,0.0,6.0,5.0,2.0,11.0
