migration_prev_res_in_sunbelt,country_of_birth_mother,dividends_from_stocks,country_of_birth_father,instance_weight,migration_code-move_within_reg,full_or_part_time_employment_stat,migration_code-change_in_reg,migration_code-change_in_msa,marital_stat,member_of_a_labor_union,num_persons_worked_for_employer,race,citizenship,major_occupation_code,major_industry_code,detailed_occupation_recode,family_members_under_18,age,state_of_previous_residence,reason_for_unemployment,region_of_previous_residence,country_of_birth_self,year,class_of_worker,detailed_industry_recode,education,income,live_in_this_house_1_year_ago,detailed_household_summary_in_household,capital_gains,veterans_benefits,own_business_or_self_employed,weeks_worked_in_year,capital_losses,tax_filer_stat,hispanic_origin,sex,fill_inc_questionnaire_for_veteran's_admin,enroll_in_edu_inst_last_wk,wage_per_hour,detailed_household_and_family_stat
-3.0,2.0,0.0,2.0,1060.36,-3.0,2.0,-3.0,-3.0,2.0,-3.0,4.0,5.0,1.0,5.0,9.0,18.0,-3.0,51.0,-3.0,-3.0,-3.0,2.0,2.0,3.0,32.0,11.0,1.0,1.0,5.0,0.0,3.0,1.0,52.0,0.0,3.0,5.0,2.0,-3.0,-3.0,0.0,11.0
-3.0,1.0,0.0,2.0,1922.65,-3.0,1.0,-3.0,-3.0,1.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,1.0,10.0,-3.0,-3.0,-3.0,2.0,2.0,-3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,-3.0,-3.0,0.0,1.0
-3.0,2.0,0.0,2.0,290.55,-3.0,2.0,-3.0,-3.0,2.0,-3.0,6.0,5.0,1.0,2.0,5.0,9.0,-3.0,48.0,-3.0,-3.0,-3.0,2.0,2.0,6.0,43.0,11.0,1.0,1.0,5.0,0.0,3.0,3.0,52.0,0.0,3.0,5.0,2.0,-3.0,-3.0,0.0,11.0
-3.0,2.0,275.0,2.0,296.82,-3.0,2.0,-3.0,-3.0,1.0,-3.0,6.0,5.0,1.0,5.0,10.0,16.0,-3.0,27.0,-3.0,-3.0,-3.0,2.0,2.0,3.0,33.0,11.0,1.0,1.0,5.0,0.0,3.0,1.0,52.0,0.0,4.0,5.0,2.0,-3.0,-3.0,0.0,18.0
-3.0,2.0,0.0,2.0,1027.88,-3.0,1.0,-3.0,-3.0,2.0,-3.0,6.0,4.0,1.0,-3.0,1.0,0.0,-3.0,24.0,-3.0,-3.0,-3.0,2.0,2.0,-3.0,0.0,10.0,1.0,1.0,5.0,0.0,3.0,1.0,52.0,0.0,3.0,5.0,2.0,-3.0,-3.0,0.0,11.0
-3.0,2.0,0.0,2.0,1709.61,2.0,1.0,2.0,2.0,1.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,1.0,17.0,-3.0,-3.0,-3.0,2.0,1.0,-3.0,0.0,5.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,2.0,-3.0,1.0,0.0,1.0
-3.0,2.0,0.0,2.0,1983.08,-3.0,2.0,-3.0,-3.0,2.0,-3.0,1.0,5.0,1.0,5.0,11.0,17.0,-3.0,58.0,-3.0,-3.0,-3.0,2.0,2.0,4.0,35.0,15.0,2.0,1.0,5.0,0.0,3.0,1.0,52.0,0.0,3.0,5.0,1.0,-3.0,-3.0,0.0,11.0
-3.0,2.0,0.0,2.0,1526.66,2.0,1.0,2.0,2.0,1.0,-3.0,0.0,4.0,1.0,-3.0,1.0,0.0,3.0,2.0,-3.0,-3.0,-3.0,2.0,1.0,-3.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,-3.0,-3.0,0.0,1.0
-3.0,2.0,0.0,2.0,1715.28,-3.0,2.0,-3.0,-3.0,2.0,-3.0,1.0,5.0,1.0,9.0,15.0,34.0,-3.0,53.0,-3.0,-3.0,-3.0,2.0,2.0,3.0,4.0,7.0,1.0,1.0,5.0,0.0,3.0,1.0,45.0,0.0,3.0,5.0,2.0,-3.0,-3.0,0.0,11.0
-3.0,2.0,0.0,2.0,1394.5,-3.0,2.0,-3.0,-3.0,1.0,-3.0,6.0,4.0,1.0,6.0,17.0,23.0,-3.0,33.0,-3.0,-3.0,-3.0,2.0,2.0,3.0,45.0,14.0,1.0,1.0,5.0,0.0,3.0,1.0,52.0,0.0,4.0,5.0,1.0,-3.0,-3.0,0.0,18.0
1.0,2.0,0.0,20.0,1905.05,3.0,1.0,3.0,8.0,1.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,1.0,7.0,48.0,-3.0,2.0,2.0,1.0,-3.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,-3.0,-3.0,0.0,1.0
-3.0,1.0,0.0,1.0,1265.91,2.0,1.0,2.0,2.0,2.0,-3.0,3.0,5.0,2.0,8.0,8.0,42.0,-3.0,40.0,-3.0,-3.0,-3.0,1.0,1.0,3.0,19.0,4.0,1.0,2.0,4.0,0.0,3.0,1.0,43.0,0.0,3.0,1.0,1.0,-3.0,-3.0,0.0,10.0
-3.0,2.0,0.0,2.0,765.19,2.0,1.0,2.0,2.0,1.0,-3.0,3.0,5.0,1.0,3.0,10.0,29.0,-3.0,25.0,-3.0,-3.0,-3.0,2.0,1.0,3.0,33.0,10.0,1.0,2.0,8.0,0.0,3.0,1.0,4.0,0.0,5.0,5.0,1.0,-3.0,-3.0,0.0,27.0
-3.0,-3.0,0.0,-3.0,684.0,-3.0,1.0,-3.0,-3.0,1.0,-3.0,0.0,1.0,2.0,-3.0,1.0,0.0,2.0,8.0,-3.0,-3.0,-3.0,-3.0,2.0,-3.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,-3.0,-3.0,0.0,5.0
-3.0,24.0,0.0,24.0,3039.6,-3.0,4.0,-3.0,-3.0,2.0,-3.0,0.0,3.0,2.0,-3.0,1.0,0.0,-3.0,54.0,-3.0,-3.0,-3.0,24.0,2.0,-3.0,0.0,10.0,2.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,2.0,-3.0,-3.0,0.0,11.0
-3.0,2.0,0.0,2.0,1174.34,2.0,1.0,2.0,2.0,2.0,-3.0,3.0,5.0,1.0,6.0,11.0,26.0,-3.0,22.0,-3.0,-3.0,-3.0,2.0,1.0,3.0,34.0,10.0,1.0,2.0,4.0,0.0,3.0,1.0,52.0,0.0,3.0,5.0,1.0,-3.0,-3.0,0.0,10.0
-3.0,2.0,0.0,2.0,2901.42,-3.0,1.0,-3.0,-3.0,2.0,-3.0,6.0,4.0,1.0,-3.0,1.0,0.0,-3.0,29.0,-3.0,-3.0,-3.0,2.0,2.0,-3.0,0.0,11.0,1.0,1.0,5.0,0.0,3.0,1.0,52.0,0.0,3.0,5.0,2.0,-3.0,-3.0,0.0,11.0
-3.0,2.0,0.0,2.0,1039.2,-3.0,1.0,-3.0,-3.0,1.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,3.0,9.0,-3.0,-3.0,-3.0,2.0,2.0,-3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,-3.0,-3.0,0.0,1.0
-3.0,-3.0,0.0,-3.0,1339.37,-3.0,4.0,-3.0,-3.0,1.0,-3.0,0.0,5.0,5.0,-3.0,1.0,0.0,-3.0,85.0,-3.0,-3.0,-3.0,-3.0,2.0,-3.0,0.0,10.0,1.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,4.0,5.0,1.0,-3.0,-3.0,0.0,11.0
-3.0,2.0,0.0,2.0,2917.4,2.0,1.0,2.0,2.0,2.0,-3.0,3.0,5.0,1.0,5.0,18.0,17.0,-3.0,40.0,-3.0,-3.0,-3.0,2.0,1.0,3.0,29.0,10.0,1.0,2.0,5.0,0.0,3.0,1.0,52.0,0.0,3.0,5.0,2.0,-3.0,-3.0,0.0,11.0
-3.0,2.0,0.0,2.0,2243.77,2.0,1.0,2.0,2.0,1.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,-3.0,38.0,-3.0,-3.0,-3.0,2.0,1.0,-3.0,0.0,2.0,1.0,2.0,8.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,1.0,-3.0,-3.0,0.0,23.0
-3.0,2.0,0.0,2.0,2882.4,2.0,1.0,2.0,2.0,1.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,1.0,7.0,-3.0,-3.0,-3.0,2.0,1.0,-3.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,-3.0,-3.0,0.0,1.0
-3.0,2.0,0.0,2.0,958.8,2.0,1.0,2.0,2.0,2.0,-3.0,6.0,5.0,1.0,6.0,18.0,26.0,-3.0,49.0,-3.0,-3.0,-3.0,2.0,1.0,6.0,29.0,8.0,1.0,2.0,5.0,0.0,3.0,1.0,52.0,0.0,3.0,2.0,2.0,-3.0,-3.0,0.0,11.0
-3.0,-3.0,11744.0,-3.0,1897.64,2.0,1.0,2.0,2.0,2.0,-3.0,6.0,5.0,1.0,13.0,5.0,2.0,-3.0,76.0,-3.0,-3.0,-3.0,2.0,1.0,3.0,43.0,17.0,1.0,2.0,4.0,0.0,3.0,1.0,26.0,0.0,6.0,5.0,2.0,-3.0,-3.0,0.0,10.0
-3.0,2.0,0.0,2.0,1353.41,-3.0,1.0,-3.0,-3.0,1.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,1.0,7.0,-3.0,-3.0,-3.0,2.0,2.0,-3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,-3.0,-3.0,0.0,1.0
-3.0,2.0,0.0,2.0,996.16,-3.0,2.0,-3.0,-3.0,1.0,-3.0,6.0,5.0,1.0,13.0,10.0,3.0,-3.0,21.0,-3.0,-3.0,-3.0,2.0,2.0,3.0,33.0,11.0,1.0,1.0,8.0,0.0,3.0,3.0,52.0,0.0,4.0,5.0,2.0,-3.0,2.0,0.0,23.0
-3.0,2.0,0.0,2.0,2634.31,-3.0,4.0,-3.0,-3.0,2.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,-3.0,52.0,-3.0,-3.0,-3.0,2.0,2.0,-3.0,0.0,5.0,1.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,3.0,5.0,2.0,-3.0,-3.0,0.0,11.0
-3.0,2.0,0.0,2.0,1152.47,2.0,1.0,2.0,2.0,2.0,2.0,6.0,5.0,1.0,2.0,5.0,10.0,-3.0,34.0,-3.0,-3.0,-3.0,2.0,1.0,7.0,43.0,14.0,1.0,2.0,4.0,0.0,3.0,1.0,40.0,0.0,3.0,5.0,1.0,-3.0,-3.0,0.0,10.0
-3.0,2.0,0.0,2.0,1117.33,2.0,1.0,2.0,2.0,1.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,1.0,6.0,-3.0,-3.0,-3.0,2.0,1.0,-3.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,-3.0,-3.0,0.0,1.0
-3.0,2.0,0.0,2.0,636.85,2.0,1.0,2.0,2.0,2.0,-3.0,2.0,5.0,1.0,12.0,7.0,39.0,-3.0,31.0,-3.0,-3.0,-3.0,2.0,1.0,3.0,5.0,8.0,1.0,2.0,4.0,0.0,3.0,1.0,50.0,0.0,3.0,2.0,1.0,-3.0,-3.0,0.0,10.0
-3.0,2.0,0.0,2.0,2730.77,2.0,1.0,2.0,2.0,2.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,-3.0,74.0,-3.0,-3.0,-3.0,2.0,1.0,-3.0,0.0,10.0,1.0,2.0,5.0,5556.0,3.0,1.0,0.0,0.0,6.0,5.0,2.0,-3.0,-3.0,0.0,11.0
-3.0,1.0,0.0,1.0,1428.97,-3.0,1.0,-3.0,-3.0,1.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,1.0,0.0,-3.0,-3.0,-3.0,2.0,1.0,-3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,-3.0,-3.0,0.0,1.0
-3.0,2.0,0.0,2.0,2147.49,-3.0,2.0,-3.0,-3.0,1.0,-3.0,3.0,5.0,1.0,3.0,14.0,32.0,-3.0,19.0,-3.0,-3.0,-3.0,2.0,2.0,3.0,39.0,11.0,1.0,1.0,8.0,0.0,3.0,1.0,4.0,0.0,1.0,5.0,1.0,-3.0,-3.0,0.0,23.0
1.0,2.0,0.0,2.0,215.84,3.0,1.0,3.0,3.0,1.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,1.0,15.0,23.0,-3.0,4.0,2.0,1.0,-3.0,0.0,5.0,1.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,1.0,-3.0,-3.0,0.0,1.0
-3.0,1.0,0.0,1.0,1289.56,-3.0,1.0,-3.0,-3.0,1.0,-3.0,0.0,5.0,2.0,-3.0,1.0,0.0,1.0,4.0,-3.0,-3.0,-3.0,1.0,2.0,-3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-3.0,-3.0,0.0,1.0
1.0,2.0,0.0,2.0,1208.48,9.0,1.0,8.0,3.0,1.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,-3.0,24.0,41.0,-3.0,3.0,2.0,1.0,-3.0,0.0,14.0,1.0,3.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,2.0,-3.0,2.0,0.0,6.0
-3.0,2.0,0.0,2.0,454.07,-3.0,1.0,-3.0,-3.0,1.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,3.0,3.0,-3.0,-3.0,-3.0,2.0,2.0,-3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,-3.0,-3.0,0.0,1.0
-3.0,1.0,0.0,1.0,2887.5,-3.0,1.0,-3.0,-3.0,1.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,1.0,8.0,-3.0,-3.0,-3.0,2.0,2.0,-3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,-3.0,-3.0,0.0,1.0
-3.0,2.0,0.0,2.0,1103.79,2.0,1.0,2.0,2.0,1.0,-3.0,6.0,5.0,1.0,13.0,11.0,2.0,-3.0,43.0,-3.0,-3.0,-3.0,2.0,1.0,3.0,34.0,11.0,1.0,2.0,5.0,0.0,3.0,1.0,52.0,0.0,4.0,5.0,1.0,-3.0,-3.0,0.0,18.0
-3.0,2.0,0.0,2.0,573.79,2.0,1.0,2.0,2.0,2.0,-3.0,0.0,4.0,1.0,-3.0,1.0,0.0,-3.0,72.0,-3.0,-3.0,-3.0,2.0,1.0,-3.0,0.0,8.0,1.0,2.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,2.0,-3.0,-3.0,0.0,11.0
-3.0,2.0,3095.0,2.0,1516.05,-3.0,4.0,-3.0,-3.0,2.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,-3.0,68.0,-3.0,-3.0,-3.0,2.0,2.0,-3.0,0.0,14.0,1.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,6.0,5.0,2.0,-3.0,-3.0,0.0,11.0
-3.0,4.0,0.0,4.0,1282.49,2.0,1.0,2.0,2.0,2.0,-3.0,1.0,5.0,5.0,9.0,15.0,34.0,-3.0,39.0,-3.0,5.0,-3.0,4.0,1.0,4.0,4.0,6.0,1.0,2.0,5.0,0.0,3.0,1.0,52.0,0.0,3.0,6.0,2.0,-3.0,-3.0,0.0,11.0
-3.0,2.0,0.0,2.0,2700.08,2.0,1.0,2.0,2.0,2.0,-3.0,4.0,5.0,1.0,6.0,7.0,23.0,-3.0,36.0,-3.0,-3.0,-3.0,2.0,1.0,3.0,11.0,10.0,1.0,2.0,4.0,0.0,3.0,1.0,52.0,0.0,3.0,5.0,1.0,-3.0,-3.0,0.0,10.0
-3.0,1.0,0.0,1.0,1570.8,-3.0,1.0,-3.0,-3.0,1.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,1.0,4.0,-3.0,-3.0,-3.0,2.0,2.0,-3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,-3.0,-3.0,0.0,1.0
-3.0,15.0,0.0,15.0,272.14,2.0,1.0,2.0,2.0,1.0,-3.0,3.0,5.0,5.0,3.0,14.0,31.0,-3.0,38.0,-3.0,-3.0,-3.0,15.0,1.0,3.0,39.0,3.0,1.0,2.0,5.0,0.0,3.0,3.0,20.0,0.0,5.0,4.0,1.0,-3.0,-3.0,0.0,11.0
-3.0,2.0,0.0,2.0,2172.64,-3.0,4.0,-3.0,-3.0,2.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,-3.0,71.0,-3.0,-3.0,-3.0,2.0,2.0,-3.0,0.0,11.0,1.0,1.0,5.0,0.0,3.0,1.0,0.0,1421.0,6.0,5.0,2.0,-3.0,-3.0,0.0,11.0
1.0,20.0,0.0,2.0,803.77,3.0,1.0,3.0,3.0,5.0,-3.0,3.0,5.0,1.0,13.0,15.0,2.0,-3.0,49.0,37.0,-3.0,5.0,2.0,1.0,3.0,4.0,10.0,1.0,3.0,5.0,0.0,3.0,2.0,52.0,0.0,4.0,5.0,2.0,-3.0,-3.0,0.0,18.0
-3.0,2.0,0.0,2.0,709.9,2.0,1.0,2.0,2.0,1.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,1.0,2.0,-3.0,-3.0,-3.0,2.0,1.0,-3.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,-3.0,-3.0,0.0,1.0
-3.0,17.0,0.0,13.0,3497.86,-3.0,2.0,-3.0,-3.0,2.0,-3.0,3.0,5.0,5.0,2.0,17.0,11.0,-3.0,45.0,-3.0,-3.0,-3.0,13.0,2.0,5.0,45.0,15.0,2.0,1.0,4.0,0.0,3.0,1.0,52.0,0.0,3.0,5.0,1.0,-3.0,-3.0,0.0,10.0
-3.0,11.0,0.0,1.0,1905.6,-3.0,1.0,-3.0,-3.0,1.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,1.0,5.0,-3.0,-3.0,-3.0,2.0,2.0,-3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,-3.0,-3.0,0.0,1.0
-3.0,40.0,0.0,40.0,2117.38,2.0,1.0,2.0,2.0,1.0,-3.0,6.0,5.0,2.0,3.0,14.0,29.0,-3.0,33.0,-3.0,-3.0,-3.0,40.0,1.0,3.0,39.0,13.0,1.0,2.0,5.0,0.0,3.0,3.0,52.0,0.0,4.0,5.0,2.0,-3.0,-3.0,0.0,18.0
-3.0,1.0,0.0,1.0,2288.5,2.0,1.0,2.0,2.0,1.0,-3.0,6.0,5.0,1.0,-3.0,1.0,0.0,1.0,15.0,-3.0,3.0,-3.0,2.0,1.0,1.0,0.0,7.0,1.0,2.0,1.0,0.0,3.0,1.0,6.0,0.0,4.0,2.0,2.0,-3.0,-3.0,0.0,1.0
-3.0,2.0,0.0,2.0,359.51,-3.0,7.0,-3.0,-3.0,6.0,-3.0,1.0,5.0,1.0,13.0,18.0,2.0,-3.0,62.0,-3.0,-3.0,-3.0,2.0,2.0,4.0,29.0,10.0,1.0,1.0,5.0,0.0,3.0,1.0,52.0,0.0,4.0,5.0,1.0,-3.0,-3.0,0.0,18.0
-3.0,2.0,0.0,2.0,1680.95,2.0,1.0,2.0,2.0,1.0,-3.0,1.0,5.0,1.0,-3.0,1.0,0.0,-3.0,18.0,-3.0,-3.0,-3.0,2.0,1.0,-3.0,0.0,11.0,1.0,2.0,8.0,0.0,3.0,1.0,12.0,0.0,1.0,5.0,1.0,-3.0,2.0,0.0,23.0
-3.0,2.0,0.0,2.0,1782.93,-3.0,2.0,-3.0,-3.0,1.0,-3.0,4.0,5.0,1.0,13.0,10.0,3.0,-3.0,23.0,-3.0,-3.0,-3.0,2.0,2.0,3.0,33.0,14.0,1.0,1.0,8.0,0.0,3.0,1.0,52.0,0.0,4.0,5.0,1.0,-3.0,-3.0,0.0,23.0
-3.0,-3.0,0.0,-3.0,1989.51,2.0,1.0,2.0,2.0,1.0,-3.0,0.0,3.0,2.0,-3.0,1.0,0.0,-3.0,21.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,0.0,11.0,1.0,2.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,2.0,-3.0,2.0,0.0,18.0
-3.0,2.0,0.0,2.0,2941.28,2.0,1.0,2.0,2.0,2.0,-3.0,5.0,5.0,1.0,11.0,7.0,36.0,-3.0,36.0,-3.0,-3.0,-3.0,2.0,1.0,3.0,9.0,10.0,1.0,2.0,5.0,0.0,3.0,1.0,52.0,0.0,3.0,5.0,2.0,-3.0,-3.0,0.0,11.0
-3.0,2.0,0.0,2.0,2379.74,2.0,1.0,2.0,2.0,1.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,1.0,3.0,-3.0,-3.0,-3.0,2.0,1.0,-3.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,-3.0,-3.0,0.0,1.0
-3.0,2.0,0.0,2.0,3713.29,-3.0,2.0,-3.0,-3.0,5.0,-3.0,5.0,5.0,1.0,3.0,16.0,30.0,-3.0,28.0,-3.0,-3.0,-3.0,2.0,2.0,3.0,42.0,8.0,1.0,1.0,3.0,0.0,3.0,1.0,52.0,0.0,4.0,5.0,2.0,-3.0,-3.0,0.0,6.0
-3.0,2.0,0.0,2.0,2784.47,2.0,1.0,2.0,2.0,5.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,-3.0,84.0,-3.0,-3.0,-3.0,2.0,1.0,-3.0,0.0,10.0,1.0,2.0,5.0,0.0,3.0,1.0,0.0,0.0,4.0,5.0,1.0,-3.0,-3.0,0.0,18.0
-3.0,2.0,0.0,2.0,2176.86,-3.0,4.0,-3.0,-3.0,5.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,-3.0,69.0,-3.0,-3.0,-3.0,2.0,2.0,-3.0,0.0,7.0,1.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,4.0,5.0,2.0,-3.0,-3.0,0.0,18.0
-3.0,2.0,0.0,2.0,1578.2,-3.0,2.0,-3.0,-3.0,2.0,-3.0,6.0,5.0,1.0,3.0,5.0,32.0,-3.0,58.0,-3.0,-3.0,-3.0,2.0,2.0,7.0,43.0,10.0,1.0,1.0,4.0,0.0,3.0,1.0,52.0,0.0,2.0,5.0,1.0,-3.0,-3.0,0.0,10.0
-3.0,2.0,0.0,2.0,1701.24,-3.0,4.0,-3.0,-3.0,5.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,-3.0,38.0,-3.0,-3.0,-3.0,2.0,2.0,-3.0,0.0,10.0,1.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,1.0,-3.0,-3.0,0.0,11.0
-3.0,-3.0,800.0,2.0,3392.61,2.0,1.0,2.0,2.0,6.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,-3.0,75.0,-3.0,-3.0,-3.0,2.0,1.0,-3.0,0.0,15.0,1.0,2.0,5.0,0.0,3.0,1.0,0.0,0.0,4.0,5.0,1.0,-3.0,-3.0,0.0,18.0
-3.0,2.0,0.0,2.0,1620.12,2.0,1.0,2.0,2.0,2.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,-3.0,27.0,-3.0,-3.0,-3.0,2.0,1.0,-3.0,0.0,6.0,1.0,2.0,4.0,0.0,3.0,1.0,0.0,0.0,3.0,5.0,1.0,-3.0,-3.0,0.0,10.0
-3.0,2.0,0.0,2.0,1427.41,2.0,1.0,2.0,2.0,1.0,-3.0,0.0,4.0,1.0,9.0,15.0,34.0,-3.0,25.0,-3.0,-3.0,-3.0,2.0,1.0,4.0,4.0,10.0,1.0,2.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,2.0,-3.0,-3.0,0.0,18.0
-3.0,2.0,0.0,2.0,3031.74,-3.0,2.0,-3.0,-3.0,2.0,-3.0,1.0,5.0,1.0,2.0,17.0,11.0,-3.0,48.0,-3.0,-3.0,-3.0,2.0,2.0,4.0,45.0,15.0,1.0,1.0,5.0,0.0,3.0,1.0,49.0,0.0,3.0,5.0,2.0,-3.0,-3.0,0.0,11.0
-3.0,2.0,0.0,2.0,1712.56,-3.0,3.0,-3.0,-3.0,2.0,-3.0,1.0,5.0,1.0,2.0,2.0,12.0,-3.0,44.0,-3.0,-3.0,-3.0,2.0,2.0,3.0,40.0,14.0,1.0,1.0,4.0,0.0,3.0,1.0,51.0,0.0,3.0,5.0,1.0,-3.0,-3.0,0.0,10.0
-3.0,7.0,0.0,22.0,3659.03,2.0,1.0,2.0,2.0,1.0,-3.0,0.0,5.0,4.0,-3.0,1.0,0.0,1.0,17.0,-3.0,-3.0,-3.0,7.0,1.0,-3.0,0.0,8.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,1.0,-3.0,1.0,0.0,1.0
-3.0,1.0,16.0,2.0,472.36,2.0,1.0,2.0,2.0,5.0,-3.0,3.0,5.0,4.0,13.0,11.0,3.0,-3.0,45.0,-3.0,-3.0,-3.0,1.0,1.0,3.0,34.0,11.0,1.0,2.0,5.0,0.0,3.0,1.0,52.0,0.0,5.0,1.0,1.0,-3.0,-3.0,0.0,11.0
-3.0,1.0,0.0,1.0,1862.94,-3.0,1.0,-3.0,-3.0,1.0,-3.0,0.0,5.0,2.0,-3.0,1.0,0.0,-3.0,25.0,-3.0,-3.0,-3.0,1.0,2.0,-3.0,0.0,11.0,1.0,1.0,8.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,-3.0,-3.0,0.0,23.0
-3.0,2.0,0.0,2.0,1356.9,-3.0,2.0,-3.0,-3.0,2.0,-3.0,6.0,5.0,1.0,6.0,5.0,26.0,-3.0,54.0,-3.0,-3.0,-3.0,2.0,2.0,6.0,43.0,11.0,1.0,1.0,4.0,0.0,3.0,1.0,52.0,0.0,3.0,5.0,1.0,-3.0,-3.0,0.0,10.0
-3.0,1.0,0.0,1.0,2111.71,2.0,1.0,2.0,2.0,2.0,-3.0,1.0,5.0,5.0,6.0,13.0,23.0,-3.0,30.0,-3.0,-3.0,-3.0,1.0,1.0,4.0,37.0,10.0,1.0,2.0,8.0,0.0,3.0,1.0,52.0,0.0,3.0,1.0,1.0,-3.0,-3.0,0.0,34.0
1.0,2.0,0.0,2.0,263.45,4.0,1.0,4.0,4.0,7.0,1.0,1.0,5.0,1.0,6.0,5.0,23.0,-3.0,23.0,21.0,-3.0,5.0,2.0,1.0,6.0,43.0,12.0,1.0,3.0,5.0,0.0,3.0,3.0,48.0,0.0,3.0,5.0,1.0,-3.0,2.0,450.0,11.0
-3.0,2.0,4.0,2.0,1712.85,2.0,1.0,2.0,2.0,2.0,-3.0,6.0,5.0,1.0,12.0,18.0,38.0,-3.0,37.0,-3.0,-3.0,-3.0,2.0,1.0,3.0,29.0,10.0,1.0,2.0,5.0,0.0,3.0,1.0,52.0,0.0,3.0,5.0,2.0,-3.0,-3.0,0.0,11.0
-3.0,2.0,70.0,2.0,1142.73,2.0,1.0,2.0,2.0,2.0,1.0,6.0,5.0,1.0,13.0,15.0,2.0,-3.0,59.0,-3.0,-3.0,-3.0,2.0,1.0,6.0,4.0,11.0,1.0,2.0,5.0,0.0,3.0,1.0,52.0,0.0,3.0,5.0,2.0,-3.0,-3.0,0.0,11.0
