price,peak-rpm,curb-weight,length,engine-size,horsepower,wheel-base,height,highway-mpg,compression-ratio,num-of-cylinders,bore,stroke,num-of-doors,symboling,fuel-type,engine-type_ohc,drive-wheels_fwd,body-style_sedan,fuel-system_mpfi,drive-wheels_rwd,body-style_hatchback,body-style_wagon,engine-type_l,engine-type_ohcv,body-style_hardtop,fuel-system_1bbl,engine-type_dohc,fuel-system_idi,engine-type_dohcv,drive-wheels_4wd,engine-location,fuel-system_mfi,fuel-system_spdi,aspiration,fuel-system_spfi,engine-type_ohcf,body-style_convertible,fuel-system_2bbl,city-mpg,width,make
15510,5250,2758,186.6,121,110,99.1,56.1,28,9.3,4,3.54,3.07,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,66.5,saab
18150,5500,2808,186.6,121,160,99.1,56.1,26,9.0,4,3.54,3.07,2,3,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,19,66.5,saab
18620,5500,2847,186.6,121,160,99.1,56.1,26,9.0,4,3.54,3.07,4,2,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,19,66.5,saab
5118,4900,2050,156.9,97,69,93.7,53.7,36,9.0,4,3.62,2.36,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,31,63.4,subaru
7053,4400,2120,157.9,108,73,93.7,53.7,31,8.7,4,3.62,2.64,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,26,63.6,subaru
7603,4400,2240,157.3,108,73,93.3,55.7,31,8.7,4,3.62,2.64,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,26,63.8,subaru
7126,4800,2145,172.0,108,82,97.2,52.5,37,9.5,4,3.62,2.64,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,32,65.4,subaru
7775,4400,2190,172.0,108,82,97.2,52.5,33,9.5,4,3.62,2.64,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,28,65.4,subaru
9960,5200,2340,172.0,108,94,97.2,52.5,32,9.0,4,3.62,2.64,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,65.4,subaru
9233,4800,2385,172.0,108,82,97.0,54.3,25,9.0,4,3.62,2.64,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,24,65.4,subaru
11259,4800,2510,172.0,108,111,97.0,54.3,29,7.7,4,3.62,2.64,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,24,65.4,subaru
7463,4800,2290,173.5,108,82,97.0,53.0,32,9.0,4,3.62,2.64,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,28,65.4,subaru
10198,5200,2455,173.5,108,94,97.0,53.0,31,9.0,4,3.62,2.64,4,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,65.4,subaru
8013,4800,2420,173.6,108,82,96.9,54.9,29,9.0,4,3.62,2.64,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,23,65.4,subaru
11694,4800,2650,173.6,108,111,96.9,54.9,23,7.7,4,3.62,2.64,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,23,65.4,subaru
5348,4800,1985,158.7,92,62,95.7,54.5,39,9.0,4,3.05,3.03,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,63.6,toyota
6338,4800,2040,158.7,92,62,95.7,54.5,38,9.0,4,3.05,3.03,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,63.6,toyota
6488,4800,2015,158.7,92,62,95.7,54.5,38,9.0,4,3.05,3.03,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,63.6,toyota
6918,4800,2280,169.7,92,62,95.7,59.1,37,9.0,4,3.05,3.03,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,63.6,toyota
7898,4800,2290,169.7,92,62,95.7,59.1,32,9.0,4,3.05,3.03,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,27,63.6,toyota
8778,4800,3110,169.7,92,62,95.7,59.1,32,9.0,4,3.05,3.03,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,27,63.6,toyota
6938,4800,2081,166.3,98,70,95.7,53.0,37,9.0,4,3.19,3.03,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,64.4,toyota
7198,4800,2109,166.3,98,70,95.7,52.8,37,9.0,4,3.19,3.03,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,64.4,toyota
7898,4500,2275,166.3,110,56,95.7,53.0,36,22.5,4,3.27,3.35,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,64.4,toyota
7788,4500,2275,166.3,110,56,95.7,52.8,47,22.5,4,3.27,3.35,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,64.4,toyota
7738,4800,2094,166.3,98,70,95.7,53.0,47,9.0,4,3.19,3.03,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,64.4,toyota
8358,4800,2122,166.3,98,70,95.7,52.8,34,9.0,4,3.19,3.03,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,64.4,toyota
9258,4800,2140,166.3,98,70,95.7,52.8,34,9.0,4,3.19,3.03,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,64.4,toyota
8058,4800,2169,168.7,98,70,94.5,52.6,34,9.0,4,3.19,3.03,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,64.0,toyota
8238,4800,2204,168.7,98,70,94.5,52.6,34,9.0,4,3.19,3.03,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,64.0,toyota
9298,6600,2265,168.7,98,112,94.5,52.6,29,9.4,4,3.24,3.08,2,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,64.0,toyota
9538,6600,2300,168.7,98,112,94.5,52.6,29,9.4,4,3.24,3.08,2,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,64.0,toyota
8449,4800,2540,176.2,146,116,98.4,52.0,30,9.3,4,3.62,3.5,2,2,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,65.6,toyota
9639,4800,2536,176.2,146,116,98.4,52.0,30,9.3,4,3.62,3.5,2,2,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,65.6,toyota
9989,4800,2551,176.2,146,116,98.4,52.0,30,9.3,4,3.62,3.5,2,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,65.6,toyota
11199,4800,2679,176.2,146,116,98.4,52.0,30,9.3,4,3.62,3.5,2,2,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,65.6,toyota
11549,4800,2714,176.2,146,116,98.4,52.0,30,9.3,4,3.62,3.5,2,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,65.6,toyota
17669,4800,2975,176.2,146,116,98.4,53.0,30,9.3,4,3.62,3.5,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,65.6,toyota
8948,4200,2326,175.6,122,92,102.4,54.9,34,8.7,4,3.31,3.54,4,-1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,66.5,toyota
10698,4500,2480,175.6,110,73,102.4,54.9,33,22.5,4,3.27,3.35,4,-1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,30,66.5,toyota
9988,4200,2414,175.6,122,92,102.4,53.9,32,8.7,4,3.31,3.54,4,-1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,66.5,toyota
10898,4200,2414,175.6,122,92,102.4,54.9,32,8.7,4,3.31,3.54,4,-1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,66.5,toyota
11248,4200,2458,175.6,122,92,102.4,53.9,32,8.7,4,3.31,3.54,4,-1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,66.5,toyota
16558,5200,2976,183.5,171,161,102.9,52.0,24,9.3,6,3.27,3.35,2,3,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,67.7,toyota
15998,5200,3016,183.5,171,161,102.9,52.0,24,9.3,6,3.27,3.35,2,3,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,67.7,toyota
15690,5200,3131,187.8,171,156,104.5,54.1,24,9.2,6,3.27,3.35,4,-1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,66.5,toyota
15750,5200,3151,187.8,161,156,104.5,54.1,24,9.2,6,3.27,3.35,4,-1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,66.5,toyota
7775,4800,2261,171.7,97,52,97.3,55.7,46,23.0,4,3.01,3.4,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,65.5,volkswagen
7975,5250,2209,171.7,109,85,97.3,55.7,34,9.0,4,3.19,3.4,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,65.5,volkswagen
7995,4800,2264,171.7,97,52,97.3,55.7,46,23.0,4,3.01,3.4,4,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,65.5,volkswagen
8195,5250,2212,171.7,109,85,97.3,55.7,34,9.0,4,3.19,3.4,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,65.5,volkswagen
8495,5250,2275,171.7,109,85,97.3,55.7,34,9.0,4,3.19,3.4,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,65.5,volkswagen
9495,4500,2319,171.7,97,68,97.3,55.7,42,23.0,4,3.01,3.4,4,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,37,65.5,volkswagen
9995,5500,2300,171.7,109,100,97.3,55.7,32,10.0,4,3.19,3.4,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,65.5,volkswagen
11595,5500,2254,159.3,109,90,94.5,55.6,29,8.5,4,3.19,3.4,2,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,64.2,volkswagen
9980,5500,2221,165.7,109,90,94.5,51.4,29,8.5,4,3.19,3.4,2,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,64.0,volkswagen
13295,5500,2661,180.2,136,110,100.4,55.1,24,8.5,5,3.19,3.4,4,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,66.9,volkswagen
13845,4500,2579,180.2,97,68,100.4,55.1,38,23.0,4,3.01,3.4,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,33,66.9,volkswagen
12290,5500,2563,183.1,109,88,100.4,55.1,31,9.0,4,3.19,3.4,4,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,66.9,volkswagen
12940,5400,2912,188.8,141,114,104.3,56.2,28,9.5,4,3.78,3.15,4,-2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,67.2,volvo
13415,5400,3034,188.8,141,114,104.3,57.5,28,9.5,4,3.78,3.15,4,-1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,67.2,volvo
15985,5400,2935,188.8,141,114,104.3,56.2,28,9.5,4,3.78,3.15,4,-2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,67.2,volvo
16515,5400,3042,188.8,141,114,104.3,57.5,28,9.5,4,3.78,3.15,4,-1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,67.2,volvo
18420,5100,3045,188.8,130,162,104.3,56.2,22,7.5,4,3.62,3.15,4,-2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,67.2,volvo
18950,5100,3157,188.8,130,162,104.3,57.5,22,7.5,4,3.62,3.15,4,-1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,67.2,volvo
16845,5400,2952,188.8,141,114,109.1,55.5,28,9.5,4,3.78,3.15,4,-1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,68.9,volvo
19045,5300,3049,188.8,141,160,109.1,55.5,25,8.7,4,3.78,3.15,4,-1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,68.8,volvo
21485,5500,3012,188.8,173,134,109.1,55.5,23,8.8,6,3.58,2.87,4,-1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,68.9,volvo
22470,4800,3217,188.8,145,106,109.1,55.5,27,23.0,6,3.01,3.4,4,-1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,26,68.9,volvo
22625,5400,3062,188.8,141,114,109.1,55.5,25,9.5,4,3.78,3.15,4,-1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,68.9,volvo
