price,peak-rpm,curb-weight,length,engine-size,horsepower,wheel-base,width,height,highway-mpg,city-mpg,compression-ratio,num-of-cylinders,bore,stroke,num-of-doors,body-style_sedan,fuel-system_mpfi,drive-wheels_rwd,body-style_wagon,engine-type_ohcf,engine-type_ohcv,engine-type_dohc,body-style_convertible,engine-type_dohcv,fuel-system_spfi,fuel-system_mfi,engine-location,body-style_hardtop,fuel-system_spdi,drive-wheels_4wd,fuel-system_1bbl,engine-type_l,fuel-system_idi,aspiration,body-style_hatchback,fuel-system_2bbl,drive-wheels_fwd,engine-type_ohc,fuel-type,symboling,make
15510,5250,2758,186.6,121,110,99.1,66.5,56.1,28,21,9.3,4,3.54,3.07,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,saab
18150,5500,2808,186.6,121,160,99.1,66.5,56.1,26,19,9.0,4,3.54,3.07,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,3,saab
18620,5500,2847,186.6,121,160,99.1,66.5,56.1,26,19,9.0,4,3.54,3.07,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,saab
5118,4900,2050,156.9,97,69,93.7,63.4,53.7,36,31,9.0,4,3.62,2.36,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,subaru
7053,4400,2120,157.9,108,73,93.7,63.6,53.7,31,26,8.7,4,3.62,2.64,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,subaru
7603,4400,2240,157.3,108,73,93.3,63.8,55.7,31,26,8.7,4,3.62,2.64,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,subaru
7126,4800,2145,172.0,108,82,97.2,65.4,52.5,37,32,9.5,4,3.62,2.64,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,subaru
7775,4400,2190,172.0,108,82,97.2,65.4,52.5,33,28,9.5,4,3.62,2.64,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,subaru
9960,5200,2340,172.0,108,94,97.2,65.4,52.5,32,26,9.0,4,3.62,2.64,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,subaru
9233,4800,2385,172.0,108,82,97.0,65.4,54.3,25,24,9.0,4,3.62,2.64,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,subaru
11259,4800,2510,172.0,108,111,97.0,65.4,54.3,29,24,7.7,4,3.62,2.64,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,subaru
7463,4800,2290,173.5,108,82,97.0,65.4,53.0,32,28,9.0,4,3.62,2.64,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,subaru
10198,5200,2455,173.5,108,94,97.0,65.4,53.0,31,25,9.0,4,3.62,2.64,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,subaru
8013,4800,2420,173.6,108,82,96.9,65.4,54.9,29,23,9.0,4,3.62,2.64,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,subaru
11694,4800,2650,173.6,108,111,96.9,65.4,54.9,23,23,7.7,4,3.62,2.64,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,subaru
5348,4800,1985,158.7,92,62,95.7,63.6,54.5,39,35,9.0,4,3.05,3.03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,toyota
6338,4800,2040,158.7,92,62,95.7,63.6,54.5,38,31,9.0,4,3.05,3.03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,toyota
6488,4800,2015,158.7,92,62,95.7,63.6,54.5,38,31,9.0,4,3.05,3.03,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,toyota
6918,4800,2280,169.7,92,62,95.7,63.6,59.1,37,31,9.0,4,3.05,3.03,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,toyota
7898,4800,2290,169.7,92,62,95.7,63.6,59.1,32,27,9.0,4,3.05,3.03,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,toyota
8778,4800,3110,169.7,92,62,95.7,63.6,59.1,32,27,9.0,4,3.05,3.03,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,toyota
6938,4800,2081,166.3,98,70,95.7,64.4,53.0,37,30,9.0,4,3.19,3.03,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,toyota
7198,4800,2109,166.3,98,70,95.7,64.4,52.8,37,30,9.0,4,3.19,3.03,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,toyota
7898,4500,2275,166.3,110,56,95.7,64.4,53.0,36,34,22.5,4,3.27,3.35,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,toyota
7788,4500,2275,166.3,110,56,95.7,64.4,52.8,47,38,22.5,4,3.27,3.35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,toyota
7738,4800,2094,166.3,98,70,95.7,64.4,53.0,47,38,9.0,4,3.19,3.03,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,toyota
8358,4800,2122,166.3,98,70,95.7,64.4,52.8,34,28,9.0,4,3.19,3.03,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,toyota
9258,4800,2140,166.3,98,70,95.7,64.4,52.8,34,28,9.0,4,3.19,3.03,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,toyota
8058,4800,2169,168.7,98,70,94.5,64.0,52.6,34,29,9.0,4,3.19,3.03,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,toyota
8238,4800,2204,168.7,98,70,94.5,64.0,52.6,34,29,9.0,4,3.19,3.03,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,toyota
9298,6600,2265,168.7,98,112,94.5,64.0,52.6,29,26,9.4,4,3.24,3.08,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,toyota
9538,6600,2300,168.7,98,112,94.5,64.0,52.6,29,26,9.4,4,3.24,3.08,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,toyota
8449,4800,2540,176.2,146,116,98.4,65.6,52.0,30,24,9.3,4,3.62,3.5,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,toyota
9639,4800,2536,176.2,146,116,98.4,65.6,52.0,30,24,9.3,4,3.62,3.5,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,toyota
9989,4800,2551,176.2,146,116,98.4,65.6,52.0,30,24,9.3,4,3.62,3.5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,toyota
11199,4800,2679,176.2,146,116,98.4,65.6,52.0,30,24,9.3,4,3.62,3.5,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,toyota
11549,4800,2714,176.2,146,116,98.4,65.6,52.0,30,24,9.3,4,3.62,3.5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,toyota
17669,4800,2975,176.2,146,116,98.4,65.6,53.0,30,24,9.3,4,3.62,3.5,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,toyota
8948,4200,2326,175.6,122,92,102.4,66.5,54.9,34,29,8.7,4,3.31,3.54,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,toyota
10698,4500,2480,175.6,110,73,102.4,66.5,54.9,33,30,22.5,4,3.27,3.35,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,-1,toyota
9988,4200,2414,175.6,122,92,102.4,66.5,53.9,32,27,8.7,4,3.31,3.54,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,toyota
10898,4200,2414,175.6,122,92,102.4,66.5,54.9,32,27,8.7,4,3.31,3.54,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,toyota
11248,4200,2458,175.6,122,92,102.4,66.5,53.9,32,27,8.7,4,3.31,3.54,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,toyota
16558,5200,2976,183.5,171,161,102.9,67.7,52.0,24,20,9.3,6,3.27,3.35,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,toyota
15998,5200,3016,183.5,171,161,102.9,67.7,52.0,24,19,9.3,6,3.27,3.35,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,toyota
15690,5200,3131,187.8,171,156,104.5,66.5,54.1,24,20,9.2,6,3.27,3.35,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,toyota
15750,5200,3151,187.8,161,156,104.5,66.5,54.1,24,19,9.2,6,3.27,3.35,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,toyota
7775,4800,2261,171.7,97,52,97.3,65.5,55.7,46,37,23.0,4,3.01,3.4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,volkswagen
7975,5250,2209,171.7,109,85,97.3,65.5,55.7,34,27,9.0,4,3.19,3.4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,volkswagen
7995,4800,2264,171.7,97,52,97.3,65.5,55.7,46,37,23.0,4,3.01,3.4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,volkswagen
8195,5250,2212,171.7,109,85,97.3,65.5,55.7,34,27,9.0,4,3.19,3.4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,volkswagen
8495,5250,2275,171.7,109,85,97.3,65.5,55.7,34,27,9.0,4,3.19,3.4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,volkswagen
9495,4500,2319,171.7,97,68,97.3,65.5,55.7,42,37,23.0,4,3.01,3.4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,volkswagen
9995,5500,2300,171.7,109,100,97.3,65.5,55.7,32,26,10.0,4,3.19,3.4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,volkswagen
11595,5500,2254,159.3,109,90,94.5,64.2,55.6,29,24,8.5,4,3.19,3.4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,volkswagen
9980,5500,2221,165.7,109,90,94.5,64.0,51.4,29,24,8.5,4,3.19,3.4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,volkswagen
13295,5500,2661,180.2,136,110,100.4,66.9,55.1,24,19,8.5,5,3.19,3.4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,volkswagen
13845,4500,2579,180.2,97,68,100.4,66.9,55.1,38,33,23.0,4,3.01,3.4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,volkswagen
12290,5500,2563,183.1,109,88,100.4,66.9,55.1,31,25,9.0,4,3.19,3.4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,volkswagen
12940,5400,2912,188.8,141,114,104.3,67.2,56.2,28,23,9.5,4,3.78,3.15,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-2,volvo
13415,5400,3034,188.8,141,114,104.3,67.2,57.5,28,23,9.5,4,3.78,3.15,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,volvo
15985,5400,2935,188.8,141,114,104.3,67.2,56.2,28,24,9.5,4,3.78,3.15,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-2,volvo
16515,5400,3042,188.8,141,114,104.3,67.2,57.5,28,24,9.5,4,3.78,3.15,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,volvo
18420,5100,3045,188.8,130,162,104.3,67.2,56.2,22,17,7.5,4,3.62,3.15,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-2,volvo
18950,5100,3157,188.8,130,162,104.3,67.2,57.5,22,17,7.5,4,3.62,3.15,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-1,volvo
16845,5400,2952,188.8,141,114,109.1,68.9,55.5,28,23,9.5,4,3.78,3.15,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,volvo
19045,5300,3049,188.8,141,160,109.1,68.8,55.5,25,19,8.7,4,3.78,3.15,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-1,volvo
21485,5500,3012,188.8,173,134,109.1,68.9,55.5,23,18,8.8,6,3.58,2.87,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,volvo
22470,4800,3217,188.8,145,106,109.1,68.9,55.5,27,26,23.0,6,3.01,3.4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,-1,volvo
22625,5400,3062,188.8,141,114,109.1,68.9,55.5,25,19,9.5,4,3.78,3.15,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-1,volvo
