price,peak-rpm,curb-weight,symboling,body-style_hatchback,fuel-system_2bbl,body-style_wagon,engine-type_ohcf,drive-wheels_4wd,body-style_hardtop,engine-location,engine-type_dohcv,fuel-system_mfi,fuel-system_spfi,body-style_convertible,fuel-system_spdi,fuel-system_1bbl,engine-type_dohc,engine-type_ohcv,engine-type_l,fuel-system_idi,aspiration,drive-wheels_rwd,fuel-system_mpfi,body-style_sedan,drive-wheels_fwd,engine-type_ohc,fuel-type,num-of-doors,stroke,bore,num-of-cylinders,compression-ratio,city-mpg,highway-mpg,height,width,wheel-base,horsepower,engine-size,length,make
15510,5250,2758,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,3.07,3.54,4,9.3,21,28,56.1,66.5,99.1,110,121,186.6,saab
18150,5500,2808,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,2,3.07,3.54,4,9.0,19,26,56.1,66.5,99.1,160,121,186.6,saab
18620,5500,2847,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,4,3.07,3.54,4,9.0,19,26,56.1,66.5,99.1,160,121,186.6,saab
5118,4900,2050,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2.36,3.62,4,9.0,31,36,53.7,63.4,93.7,69,97,156.9,subaru
7053,4400,2120,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2.64,3.62,4,8.7,26,31,53.7,63.6,93.7,73,108,157.9,subaru
7603,4400,2240,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2.64,3.62,4,8.7,26,31,55.7,63.8,93.3,73,108,157.3,subaru
7126,4800,2145,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,2.64,3.62,4,9.5,32,37,52.5,65.4,97.2,82,108,172.0,subaru
7775,4400,2190,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,2.64,3.62,4,9.5,28,33,52.5,65.4,97.2,82,108,172.0,subaru
9960,5200,2340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,2.64,3.62,4,9.0,26,32,52.5,65.4,97.2,94,108,172.0,subaru
9233,4800,2385,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2.64,3.62,4,9.0,24,25,54.3,65.4,97.0,82,108,172.0,subaru
11259,4800,2510,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,4,2.64,3.62,4,7.7,24,29,54.3,65.4,97.0,111,108,172.0,subaru
7463,4800,2290,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2.64,3.62,4,9.0,28,32,53.0,65.4,97.0,82,108,173.5,subaru
10198,5200,2455,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,2.64,3.62,4,9.0,25,31,53.0,65.4,97.0,94,108,173.5,subaru
8013,4800,2420,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2.64,3.62,4,9.0,23,29,54.9,65.4,96.9,82,108,173.6,subaru
11694,4800,2650,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,2.64,3.62,4,7.7,23,23,54.9,65.4,96.9,111,108,173.6,subaru
5348,4800,1985,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3.03,3.05,4,9.0,35,39,54.5,63.6,95.7,62,92,158.7,toyota
6338,4800,2040,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3.03,3.05,4,9.0,31,38,54.5,63.6,95.7,62,92,158.7,toyota
6488,4800,2015,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,3.03,3.05,4,9.0,31,38,54.5,63.6,95.7,62,92,158.7,toyota
6918,4800,2280,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,3.03,3.05,4,9.0,31,37,59.1,63.6,95.7,62,92,169.7,toyota
7898,4800,2290,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3.03,3.05,4,9.0,27,32,59.1,63.6,95.7,62,92,169.7,toyota
8778,4800,3110,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3.03,3.05,4,9.0,27,32,59.1,63.6,95.7,62,92,169.7,toyota
6938,4800,2081,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,3.03,3.19,4,9.0,30,37,53.0,64.4,95.7,70,98,166.3,toyota
7198,4800,2109,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,3.03,3.19,4,9.0,30,37,52.8,64.4,95.7,70,98,166.3,toyota
7898,4500,2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,4,3.35,3.27,4,22.5,34,36,53.0,64.4,95.7,56,110,166.3,toyota
7788,4500,2275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,3.35,3.27,4,22.5,38,47,52.8,64.4,95.7,56,110,166.3,toyota
7738,4800,2094,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,3.03,3.19,4,9.0,38,47,53.0,64.4,95.7,70,98,166.3,toyota
8358,4800,2122,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,3.03,3.19,4,9.0,28,34,52.8,64.4,95.7,70,98,166.3,toyota
9258,4800,2140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,3.03,3.19,4,9.0,28,34,52.8,64.4,95.7,70,98,166.3,toyota
8058,4800,2169,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,3.03,3.19,4,9.0,29,34,52.6,64.0,94.5,70,98,168.7,toyota
8238,4800,2204,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,3.03,3.19,4,9.0,29,34,52.6,64.0,94.5,70,98,168.7,toyota
9298,6600,2265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,2,3.08,3.24,4,9.4,26,29,52.6,64.0,94.5,112,98,168.7,toyota
9538,6600,2300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,3.08,3.24,4,9.4,26,29,52.6,64.0,94.5,112,98,168.7,toyota
8449,4800,2540,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,3.5,3.62,4,9.3,24,30,52.0,65.6,98.4,116,146,176.2,toyota
9639,4800,2536,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,3.5,3.62,4,9.3,24,30,52.0,65.6,98.4,116,146,176.2,toyota
9989,4800,2551,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,3.5,3.62,4,9.3,24,30,52.0,65.6,98.4,116,146,176.2,toyota
11199,4800,2679,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,3.5,3.62,4,9.3,24,30,52.0,65.6,98.4,116,146,176.2,toyota
11549,4800,2714,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,3.5,3.62,4,9.3,24,30,52.0,65.6,98.4,116,146,176.2,toyota
17669,4800,2975,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,2,3.5,3.62,4,9.3,24,30,53.0,65.6,98.4,116,146,176.2,toyota
8948,4200,2326,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,3.54,3.31,4,8.7,29,34,54.9,66.5,102.4,92,122,175.6,toyota
10698,4500,2480,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,4,3.35,3.27,4,22.5,30,33,54.9,66.5,102.4,73,110,175.6,toyota
9988,4200,2414,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4,3.54,3.31,4,8.7,27,32,53.9,66.5,102.4,92,122,175.6,toyota
10898,4200,2414,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,3.54,3.31,4,8.7,27,32,54.9,66.5,102.4,92,122,175.6,toyota
11248,4200,2458,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4,3.54,3.31,4,8.7,27,32,53.9,66.5,102.4,92,122,175.6,toyota
16558,5200,2976,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,3.35,3.27,6,9.3,20,24,52.0,67.7,102.9,161,171,183.5,toyota
15998,5200,3016,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,3.35,3.27,6,9.3,19,24,52.0,67.7,102.9,161,171,183.5,toyota
15690,5200,3131,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,4,3.35,3.27,6,9.2,20,24,54.1,66.5,104.5,156,171,187.8,toyota
15750,5200,3151,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,4,3.35,3.27,6,9.2,19,24,54.1,66.5,104.5,156,161,187.8,toyota
7775,4800,2261,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,2,3.4,3.01,4,23.0,37,46,55.7,65.5,97.3,52,97,171.7,volkswagen
7975,5250,2209,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3.4,3.19,4,9.0,27,34,55.7,65.5,97.3,85,109,171.7,volkswagen
7995,4800,2264,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,4,3.4,3.01,4,23.0,37,46,55.7,65.5,97.3,52,97,171.7,volkswagen
8195,5250,2212,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,3.4,3.19,4,9.0,27,34,55.7,65.5,97.3,85,109,171.7,volkswagen
8495,5250,2275,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,3.4,3.19,4,9.0,27,34,55.7,65.5,97.3,85,109,171.7,volkswagen
9495,4500,2319,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,4,3.4,3.01,4,23.0,37,42,55.7,65.5,97.3,68,97,171.7,volkswagen
9995,5500,2300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,3.4,3.19,4,10.0,26,32,55.7,65.5,97.3,100,109,171.7,volkswagen
11595,5500,2254,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,3.4,3.19,4,8.5,24,29,55.6,64.2,94.5,90,109,159.3,volkswagen
9980,5500,2221,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,3.4,3.19,4,8.5,24,29,51.4,64.0,94.5,90,109,165.7,volkswagen
13295,5500,2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,3.4,3.19,5,8.5,19,24,55.1,66.9,100.4,110,136,180.2,volkswagen
13845,4500,2579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,4,3.4,3.01,4,23.0,33,38,55.1,66.9,100.4,68,97,180.2,volkswagen
12290,5500,2563,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4,3.4,3.19,4,9.0,25,31,55.1,66.9,100.4,88,109,183.1,volkswagen
12940,5400,2912,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,4,3.15,3.78,4,9.5,23,28,56.2,67.2,104.3,114,141,188.8,volvo
13415,5400,3034,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,4,3.15,3.78,4,9.5,23,28,57.5,67.2,104.3,114,141,188.8,volvo
15985,5400,2935,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,4,3.15,3.78,4,9.5,24,28,56.2,67.2,104.3,114,141,188.8,volvo
16515,5400,3042,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,4,3.15,3.78,4,9.5,24,28,57.5,67.2,104.3,114,141,188.8,volvo
18420,5100,3045,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,4,3.15,3.62,4,7.5,17,22,56.2,67.2,104.3,162,130,188.8,volvo
18950,5100,3157,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,4,3.15,3.62,4,7.5,17,22,57.5,67.2,104.3,162,130,188.8,volvo
16845,5400,2952,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,4,3.15,3.78,4,9.5,23,28,55.5,68.9,109.1,114,141,188.8,volvo
19045,5300,3049,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,4,3.15,3.78,4,8.7,19,25,55.5,68.8,109.1,160,141,188.8,volvo
21485,5500,3012,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,4,2.87,3.58,6,8.8,18,23,55.5,68.9,109.1,134,173,188.8,volvo
22470,4800,3217,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,4,3.4,3.01,6,23.0,26,27,55.5,68.9,109.1,106,145,188.8,volvo
22625,5400,3062,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,4,3.15,3.78,4,9.5,19,25,55.5,68.9,109.1,114,141,188.8,volvo
