symboling,curb-weight,price,peak-rpm,length,engine-size,horsepower,wheel-base,width,height,highway-mpg,city-mpg,compression-ratio,num-of-cylinders,bore,stroke,num-of-doors,fuel-type,engine-type_ohc,drive-wheels_fwd,fuel-system_2bbl,body-style_sedan,fuel-system_mpfi,drive-wheels_rwd,aspiration,fuel-system_idi,engine-type_l,body-style_wagon,drive-wheels_4wd,engine-type_ohcf,engine-location,body-style_hardtop,engine-type_ohcv,engine-type_dohc,body-style_convertible,fuel-system_spfi,fuel-system_mfi,engine-type_dohcv,fuel-system_spdi,fuel-system_1bbl,body-style_hatchback,make
2,2758,15510,5250,186.6,121,110,99.1,66.5,56.1,28,21,9.3,4,3.54,3.07,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saab
3,2808,18150,5500,186.6,121,160,99.1,66.5,56.1,26,19,9.0,4,3.54,3.07,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,saab
2,2847,18620,5500,186.6,121,160,99.1,66.5,56.1,26,19,9.0,4,3.54,3.07,4,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,saab
2,2050,5118,4900,156.9,97,69,93.7,63.4,53.7,36,31,9.0,4,3.62,2.36,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,subaru
2,2120,7053,4400,157.9,108,73,93.7,63.6,53.7,31,26,8.7,4,3.62,2.64,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,subaru
2,2240,7603,4400,157.3,108,73,93.3,63.8,55.7,31,26,8.7,4,3.62,2.64,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,subaru
0,2145,7126,4800,172.0,108,82,97.2,65.4,52.5,37,32,9.5,4,3.62,2.64,4,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,subaru
0,2190,7775,4400,172.0,108,82,97.2,65.4,52.5,33,28,9.5,4,3.62,2.64,4,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,subaru
0,2340,9960,5200,172.0,108,94,97.2,65.4,52.5,32,26,9.0,4,3.62,2.64,4,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,subaru
0,2385,9233,4800,172.0,108,82,97.0,65.4,54.3,25,24,9.0,4,3.62,2.64,4,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,subaru
0,2510,11259,4800,172.0,108,111,97.0,65.4,54.3,29,24,7.7,4,3.62,2.64,4,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,subaru
0,2290,7463,4800,173.5,108,82,97.0,65.4,53.0,32,28,9.0,4,3.62,2.64,4,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,subaru
0,2455,10198,5200,173.5,108,94,97.0,65.4,53.0,31,25,9.0,4,3.62,2.64,4,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,subaru
0,2420,8013,4800,173.6,108,82,96.9,65.4,54.9,29,23,9.0,4,3.62,2.64,4,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,subaru
0,2650,11694,4800,173.6,108,111,96.9,65.4,54.9,23,23,7.7,4,3.62,2.64,4,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,subaru
1,1985,5348,4800,158.7,92,62,95.7,63.6,54.5,39,35,9.0,4,3.05,3.03,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,toyota
1,2040,6338,4800,158.7,92,62,95.7,63.6,54.5,38,31,9.0,4,3.05,3.03,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,toyota
1,2015,6488,4800,158.7,92,62,95.7,63.6,54.5,38,31,9.0,4,3.05,3.03,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,toyota
0,2280,6918,4800,169.7,92,62,95.7,63.6,59.1,37,31,9.0,4,3.05,3.03,4,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,toyota
0,2290,7898,4800,169.7,92,62,95.7,63.6,59.1,32,27,9.0,4,3.05,3.03,4,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,toyota
0,3110,8778,4800,169.7,92,62,95.7,63.6,59.1,32,27,9.0,4,3.05,3.03,4,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,toyota
0,2081,6938,4800,166.3,98,70,95.7,64.4,53.0,37,30,9.0,4,3.19,3.03,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,toyota
0,2109,7198,4800,166.3,98,70,95.7,64.4,52.8,37,30,9.0,4,3.19,3.03,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,toyota
0,2275,7898,4500,166.3,110,56,95.7,64.4,53.0,36,34,22.5,4,3.27,3.35,4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,toyota
0,2275,7788,4500,166.3,110,56,95.7,64.4,52.8,47,38,22.5,4,3.27,3.35,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,toyota
0,2094,7738,4800,166.3,98,70,95.7,64.4,53.0,47,38,9.0,4,3.19,3.03,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,toyota
0,2122,8358,4800,166.3,98,70,95.7,64.4,52.8,34,28,9.0,4,3.19,3.03,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,toyota
0,2140,9258,4800,166.3,98,70,95.7,64.4,52.8,34,28,9.0,4,3.19,3.03,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,toyota
1,2169,8058,4800,168.7,98,70,94.5,64.0,52.6,34,29,9.0,4,3.19,3.03,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,toyota
1,2204,8238,4800,168.7,98,70,94.5,64.0,52.6,34,29,9.0,4,3.19,3.03,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,toyota
1,2265,9298,6600,168.7,98,112,94.5,64.0,52.6,29,26,9.4,4,3.24,3.08,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,toyota
1,2300,9538,6600,168.7,98,112,94.5,64.0,52.6,29,26,9.4,4,3.24,3.08,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,toyota
2,2540,8449,4800,176.2,146,116,98.4,65.6,52.0,30,24,9.3,4,3.62,3.5,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,toyota
2,2536,9639,4800,176.2,146,116,98.4,65.6,52.0,30,24,9.3,4,3.62,3.5,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,toyota
2,2551,9989,4800,176.2,146,116,98.4,65.6,52.0,30,24,9.3,4,3.62,3.5,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,toyota
2,2679,11199,4800,176.2,146,116,98.4,65.6,52.0,30,24,9.3,4,3.62,3.5,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,toyota
2,2714,11549,4800,176.2,146,116,98.4,65.6,52.0,30,24,9.3,4,3.62,3.5,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,toyota
2,2975,17669,4800,176.2,146,116,98.4,65.6,53.0,30,24,9.3,4,3.62,3.5,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,toyota
-1,2326,8948,4200,175.6,122,92,102.4,66.5,54.9,34,29,8.7,4,3.31,3.54,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,toyota
-1,2480,10698,4500,175.6,110,73,102.4,66.5,54.9,33,30,22.5,4,3.27,3.35,4,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,toyota
-1,2414,9988,4200,175.6,122,92,102.4,66.5,53.9,32,27,8.7,4,3.31,3.54,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,toyota
-1,2414,10898,4200,175.6,122,92,102.4,66.5,54.9,32,27,8.7,4,3.31,3.54,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,toyota
-1,2458,11248,4200,175.6,122,92,102.4,66.5,53.9,32,27,8.7,4,3.31,3.54,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,toyota
3,2976,16558,5200,183.5,171,161,102.9,67.7,52.0,24,20,9.3,6,3.27,3.35,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,toyota
3,3016,15998,5200,183.5,171,161,102.9,67.7,52.0,24,19,9.3,6,3.27,3.35,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,toyota
-1,3131,15690,5200,187.8,171,156,104.5,66.5,54.1,24,20,9.2,6,3.27,3.35,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,toyota
-1,3151,15750,5200,187.8,161,156,104.5,66.5,54.1,24,19,9.2,6,3.27,3.35,4,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,toyota
2,2261,7775,4800,171.7,97,52,97.3,65.5,55.7,46,37,23.0,4,3.01,3.4,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen
2,2209,7975,5250,171.7,109,85,97.3,65.5,55.7,34,27,9.0,4,3.19,3.4,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen
2,2264,7995,4800,171.7,97,52,97.3,65.5,55.7,46,37,23.0,4,3.01,3.4,4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen
2,2212,8195,5250,171.7,109,85,97.3,65.5,55.7,34,27,9.0,4,3.19,3.4,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen
2,2275,8495,5250,171.7,109,85,97.3,65.5,55.7,34,27,9.0,4,3.19,3.4,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen
2,2319,9495,4500,171.7,97,68,97.3,65.5,55.7,42,37,23.0,4,3.01,3.4,4,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen
2,2300,9995,5500,171.7,109,100,97.3,65.5,55.7,32,26,10.0,4,3.19,3.4,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen
3,2254,11595,5500,159.3,109,90,94.5,64.2,55.6,29,24,8.5,4,3.19,3.4,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,volkswagen
3,2221,9980,5500,165.7,109,90,94.5,64.0,51.4,29,24,8.5,4,3.19,3.4,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,volkswagen
0,2661,13295,5500,180.2,136,110,100.4,66.9,55.1,24,19,8.5,5,3.19,3.4,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen
0,2579,13845,4500,180.2,97,68,100.4,66.9,55.1,38,33,23.0,4,3.01,3.4,4,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen
0,2563,12290,5500,183.1,109,88,100.4,66.9,55.1,31,25,9.0,4,3.19,3.4,4,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen
-2,2912,12940,5400,188.8,141,114,104.3,67.2,56.2,28,23,9.5,4,3.78,3.15,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo
-1,3034,13415,5400,188.8,141,114,104.3,67.2,57.5,28,23,9.5,4,3.78,3.15,4,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo
-2,2935,15985,5400,188.8,141,114,104.3,67.2,56.2,28,24,9.5,4,3.78,3.15,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo
-1,3042,16515,5400,188.8,141,114,104.3,67.2,57.5,28,24,9.5,4,3.78,3.15,4,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo
-2,3045,18420,5100,188.8,130,162,104.3,67.2,56.2,22,17,7.5,4,3.62,3.15,4,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo
-1,3157,18950,5100,188.8,130,162,104.3,67.2,57.5,22,17,7.5,4,3.62,3.15,4,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo
-1,2952,16845,5400,188.8,141,114,109.1,68.9,55.5,28,23,9.5,4,3.78,3.15,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo
-1,3049,19045,5300,188.8,141,160,109.1,68.8,55.5,25,19,8.7,4,3.78,3.15,4,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo
-1,3012,21485,5500,188.8,173,134,109.1,68.9,55.5,23,18,8.8,6,3.58,2.87,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,volvo
-1,3217,22470,4800,188.8,145,106,109.1,68.9,55.5,27,26,23.0,6,3.01,3.4,4,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo
-1,3062,22625,5400,188.8,141,114,109.1,68.9,55.5,25,19,9.5,4,3.78,3.15,4,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo
