curb-weight,price,peak-rpm,length,engine-size,wheel-base,horsepower,width,height,city-mpg,num-of-cylinders,stroke,bore,num-of-doors,fuel-type,engine-type_ohc,drive-wheels_fwd,fuel-system_2bbl,body-style_sedan,fuel-system_mpfi,drive-wheels_rwd,aspiration,fuel-system_spdi,engine-type_dohc,body-style_convertible,engine-type_ohcv,fuel-system_mfi,engine-type_dohcv,engine-location,fuel-system_spfi,engine-type_l,fuel-system_idi,body-style_hardtop,engine-type_ohcf,drive-wheels_4wd,body-style_wagon,fuel-system_1bbl,body-style_hatchback,symboling,compression-ratio,highway-mpg,make
2758,15510,5250,186.6,121,99.1,110,66.5,56.1,21,4,3.07,3.54,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.3,28,saab
2808,18150,5500,186.6,121,99.1,160,66.5,56.1,19,4,3.07,3.54,2,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9.0,26,saab
2847,18620,5500,186.6,121,99.1,160,66.5,56.1,19,4,3.07,3.54,4,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.0,26,saab
2050,5118,4900,156.9,97,93.7,69,63.4,53.7,31,4,2.36,3.62,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,9.0,36,subaru
2120,7053,4400,157.9,108,93.7,73,63.6,53.7,26,4,2.64,3.62,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,8.7,31,subaru
2240,7603,4400,157.3,108,93.3,73,63.8,55.7,26,4,2.64,3.62,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,8.7,31,subaru
2145,7126,4800,172.0,108,97.2,82,65.4,52.5,32,4,2.64,3.62,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5,37,subaru
2190,7775,4400,172.0,108,97.2,82,65.4,52.5,28,4,2.64,3.62,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5,33,subaru
2340,9960,5200,172.0,108,97.2,94,65.4,52.5,26,4,2.64,3.62,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.0,32,subaru
2385,9233,4800,172.0,108,97.0,82,65.4,54.3,24,4,2.64,3.62,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9.0,25,subaru
2510,11259,4800,172.0,108,97.0,111,65.4,54.3,24,4,2.64,3.62,4,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7.7,29,subaru
2290,7463,4800,173.5,108,97.0,82,65.4,53.0,28,4,2.64,3.62,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9.0,32,subaru
2455,10198,5200,173.5,108,97.0,94,65.4,53.0,25,4,2.64,3.62,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9.0,31,subaru
2420,8013,4800,173.6,108,96.9,82,65.4,54.9,23,4,2.64,3.62,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,9.0,29,subaru
2650,11694,4800,173.6,108,96.9,111,65.4,54.9,23,4,2.64,3.62,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7.7,23,subaru
1985,5348,4800,158.7,92,95.7,62,63.6,54.5,35,4,3.03,3.05,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9.0,39,toyota
2040,6338,4800,158.7,92,95.7,62,63.6,54.5,31,4,3.03,3.05,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9.0,38,toyota
2015,6488,4800,158.7,92,95.7,62,63.6,54.5,31,4,3.03,3.05,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9.0,38,toyota
2280,6918,4800,169.7,92,95.7,62,63.6,59.1,31,4,3.03,3.05,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.0,37,toyota
2290,7898,4800,169.7,92,95.7,62,63.6,59.1,27,4,3.03,3.05,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9.0,32,toyota
3110,8778,4800,169.7,92,95.7,62,63.6,59.1,27,4,3.03,3.05,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9.0,32,toyota
2081,6938,4800,166.3,98,95.7,70,64.4,53.0,30,4,3.03,3.19,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,37,toyota
2109,7198,4800,166.3,98,95.7,70,64.4,52.8,30,4,3.03,3.19,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0,37,toyota
2275,7898,4500,166.3,110,95.7,56,64.4,53.0,34,4,3.35,3.27,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.5,36,toyota
2275,7788,4500,166.3,110,95.7,56,64.4,52.8,38,4,3.35,3.27,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,22.5,47,toyota
2094,7738,4800,166.3,98,95.7,70,64.4,53.0,38,4,3.03,3.19,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,47,toyota
2122,8358,4800,166.3,98,95.7,70,64.4,52.8,28,4,3.03,3.19,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0,34,toyota
2140,9258,4800,166.3,98,95.7,70,64.4,52.8,28,4,3.03,3.19,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,34,toyota
2169,8058,4800,168.7,98,94.5,70,64.0,52.6,29,4,3.03,3.19,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,34,toyota
2204,8238,4800,168.7,98,94.5,70,64.0,52.6,29,4,3.03,3.19,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9.0,34,toyota
2265,9298,6600,168.7,98,94.5,112,64.0,52.6,26,4,3.08,3.24,2,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.4,29,toyota
2300,9538,6600,168.7,98,94.5,112,64.0,52.6,26,4,3.08,3.24,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9.4,29,toyota
2540,8449,4800,176.2,146,98.4,116,65.6,52.0,24,4,3.5,3.62,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,9.3,30,toyota
2536,9639,4800,176.2,146,98.4,116,65.6,52.0,24,4,3.5,3.62,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,9.3,30,toyota
2551,9989,4800,176.2,146,98.4,116,65.6,52.0,24,4,3.5,3.62,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9.3,30,toyota
2679,11199,4800,176.2,146,98.4,116,65.6,52.0,24,4,3.5,3.62,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,9.3,30,toyota
2714,11549,4800,176.2,146,98.4,116,65.6,52.0,24,4,3.5,3.62,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9.3,30,toyota
2975,17669,4800,176.2,146,98.4,116,65.6,53.0,24,4,3.5,3.62,2,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.3,30,toyota
2326,8948,4200,175.6,122,102.4,92,66.5,54.9,29,4,3.54,3.31,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,8.7,34,toyota
2480,10698,4500,175.6,110,102.4,73,66.5,54.9,30,4,3.35,3.27,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,22.5,33,toyota
2414,9988,4200,175.6,122,102.4,92,66.5,53.9,27,4,3.54,3.31,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,8.7,32,toyota
2414,10898,4200,175.6,122,102.4,92,66.5,54.9,27,4,3.54,3.31,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,8.7,32,toyota
2458,11248,4200,175.6,122,102.4,92,66.5,53.9,27,4,3.54,3.31,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,8.7,32,toyota
2976,16558,5200,183.5,171,102.9,161,67.7,52.0,20,6,3.35,3.27,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9.3,24,toyota
3016,15998,5200,183.5,171,102.9,161,67.7,52.0,19,6,3.35,3.27,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9.3,24,toyota
3131,15690,5200,187.8,171,104.5,156,66.5,54.1,20,6,3.35,3.27,4,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,9.2,24,toyota
3151,15750,5200,187.8,161,104.5,156,66.5,54.1,19,6,3.35,3.27,4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,9.2,24,toyota
2261,7775,4800,171.7,97,97.3,52,65.5,55.7,37,4,3.4,3.01,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,23.0,46,volkswagen
2209,7975,5250,171.7,109,97.3,85,65.5,55.7,27,4,3.4,3.19,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.0,34,volkswagen
2264,7995,4800,171.7,97,97.3,52,65.5,55.7,37,4,3.4,3.01,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,23.0,46,volkswagen
2212,8195,5250,171.7,109,97.3,85,65.5,55.7,27,4,3.4,3.19,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.0,34,volkswagen
2275,8495,5250,171.7,109,97.3,85,65.5,55.7,27,4,3.4,3.19,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.0,34,volkswagen
2319,9495,4500,171.7,97,97.3,68,65.5,55.7,37,4,3.4,3.01,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,23.0,42,volkswagen
2300,9995,5500,171.7,109,97.3,100,65.5,55.7,26,4,3.4,3.19,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10.0,32,volkswagen
2254,11595,5500,159.3,109,94.5,90,64.2,55.6,24,4,3.4,3.19,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.5,29,volkswagen
2221,9980,5500,165.7,109,94.5,90,64.0,51.4,24,4,3.4,3.19,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8.5,29,volkswagen
2661,13295,5500,180.2,136,100.4,110,66.9,55.1,19,5,3.4,3.19,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,24,volkswagen
2579,13845,4500,180.2,97,100.4,68,66.9,55.1,33,4,3.4,3.01,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.0,38,volkswagen
2563,12290,5500,183.1,109,100.4,88,66.9,55.1,25,4,3.4,3.19,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.0,31,volkswagen
2912,12940,5400,188.8,141,104.3,114,67.2,56.2,23,4,3.15,3.78,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,9.5,28,volvo
3034,13415,5400,188.8,141,104.3,114,67.2,57.5,23,4,3.15,3.78,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,9.5,28,volvo
2935,15985,5400,188.8,141,104.3,114,67.2,56.2,24,4,3.15,3.78,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,9.5,28,volvo
3042,16515,5400,188.8,141,104.3,114,67.2,57.5,24,4,3.15,3.78,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,9.5,28,volvo
3045,18420,5100,188.8,130,104.3,162,67.2,56.2,17,4,3.15,3.62,4,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,7.5,22,volvo
3157,18950,5100,188.8,130,104.3,162,67.2,57.5,17,4,3.15,3.62,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,7.5,22,volvo
2952,16845,5400,188.8,141,109.1,114,68.9,55.5,23,4,3.15,3.78,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,9.5,28,volvo
3049,19045,5300,188.8,141,109.1,160,68.8,55.5,19,4,3.15,3.78,4,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,8.7,25,volvo
3012,21485,5500,188.8,173,109.1,134,68.9,55.5,18,6,2.87,3.58,4,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,8.8,23,volvo
3217,22470,4800,188.8,145,109.1,106,68.9,55.5,26,6,3.4,3.01,4,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,23.0,27,volvo
3062,22625,5400,188.8,141,109.1,114,68.9,55.5,19,4,3.15,3.78,4,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,9.5,25,volvo
