fuel-system_spfi,engine-type_l,drive-wheels_rwd,fuel-system_idi,body-style_hatchback,engine-location,engine-size,fuel-system_spdi,fuel-system_1bbl,fuel-system_2bbl,aspiration,curb-weight,length,engine-type_dohcv,peak-rpm,drive-wheels_fwd,city-mpg,fuel-system_mpfi,body-style_hardtop,height,horsepower,engine-type_ohcf,body-style_wagon,num-of-doors,num-of-cylinders,drive-wheels_4wd,width,stroke,highway-mpg,body-style_sedan,fuel-system_mfi,engine-type_ohc,compression-ratio,price,engine-type_dohc,wheel-base,fuel-type,body-style_convertible,bore,symboling,engine-type_ohcv,make
0,0,0,0,0,0,121,0,0,0,0,2758,186.6,0,5250,1,21,1,0,56.1,110,0,0,4,4,0,66.5,3.07,28,1,0,1,9.3,15510,0,99.1,1,0,3.54,2,0,saab
0,0,0,0,1,0,121,0,0,0,1,2808,186.6,0,5500,1,19,1,0,56.1,160,0,0,2,4,0,66.5,3.07,26,0,0,0,9.0,18150,1,99.1,1,0,3.54,3,0,saab
0,0,0,0,0,0,121,0,0,0,1,2847,186.6,0,5500,1,19,1,0,56.1,160,0,0,4,4,0,66.5,3.07,26,1,0,0,9.0,18620,1,99.1,1,0,3.54,2,0,saab
0,0,0,0,1,0,97,0,0,1,0,2050,156.9,0,4900,1,31,0,0,53.7,69,1,0,2,4,0,63.4,2.36,36,0,0,0,9.0,5118,0,93.7,1,0,3.62,2,0,subaru
0,0,0,0,1,0,108,0,0,1,0,2120,157.9,0,4400,1,26,0,0,53.7,73,1,0,2,4,0,63.6,2.64,31,0,0,0,8.7,7053,0,93.7,1,0,3.62,2,0,subaru
0,0,0,0,1,0,108,0,0,1,0,2240,157.3,0,4400,0,26,0,0,55.7,73,1,0,2,4,1,63.8,2.64,31,0,0,0,8.7,7603,0,93.3,1,0,3.62,2,0,subaru
0,0,0,0,0,0,108,0,0,1,0,2145,172.0,0,4800,1,32,0,0,52.5,82,1,0,4,4,0,65.4,2.64,37,1,0,0,9.5,7126,0,97.2,1,0,3.62,0,0,subaru
0,0,0,0,0,0,108,0,0,1,0,2190,172.0,0,4400,1,28,0,0,52.5,82,1,0,4,4,0,65.4,2.64,33,1,0,0,9.5,7775,0,97.2,1,0,3.62,0,0,subaru
0,0,0,0,0,0,108,0,0,0,0,2340,172.0,0,5200,1,26,1,0,52.5,94,1,0,4,4,0,65.4,2.64,32,1,0,0,9.0,9960,0,97.2,1,0,3.62,0,0,subaru
0,0,0,0,0,0,108,0,0,1,0,2385,172.0,0,4800,0,24,0,0,54.3,82,1,0,4,4,1,65.4,2.64,25,1,0,0,9.0,9233,0,97.0,1,0,3.62,0,0,subaru
0,0,0,0,0,0,108,0,0,0,1,2510,172.0,0,4800,0,24,1,0,54.3,111,1,0,4,4,1,65.4,2.64,29,1,0,0,7.7,11259,0,97.0,1,0,3.62,0,0,subaru
0,0,0,0,0,0,108,0,0,1,0,2290,173.5,0,4800,1,28,0,0,53.0,82,1,1,4,4,0,65.4,2.64,32,0,0,0,9.0,7463,0,97.0,1,0,3.62,0,0,subaru
0,0,0,0,0,0,108,0,0,0,0,2455,173.5,0,5200,1,25,1,0,53.0,94,1,1,4,4,0,65.4,2.64,31,0,0,0,9.0,10198,0,97.0,1,0,3.62,0,0,subaru
0,0,0,0,0,0,108,0,0,1,0,2420,173.6,0,4800,0,23,0,0,54.9,82,1,1,4,4,1,65.4,2.64,29,0,0,0,9.0,8013,0,96.9,1,0,3.62,0,0,subaru
0,0,0,0,0,0,108,0,0,0,1,2650,173.6,0,4800,0,23,1,0,54.9,111,1,1,4,4,1,65.4,2.64,23,0,0,0,7.7,11694,0,96.9,1,0,3.62,0,0,subaru
0,0,0,0,1,0,92,0,0,1,0,1985,158.7,0,4800,1,35,0,0,54.5,62,0,0,2,4,0,63.6,3.03,39,0,0,1,9.0,5348,0,95.7,1,0,3.05,1,0,toyota
0,0,0,0,1,0,92,0,0,1,0,2040,158.7,0,4800,1,31,0,0,54.5,62,0,0,2,4,0,63.6,3.03,38,0,0,1,9.0,6338,0,95.7,1,0,3.05,1,0,toyota
0,0,0,0,1,0,92,0,0,1,0,2015,158.7,0,4800,1,31,0,0,54.5,62,0,0,4,4,0,63.6,3.03,38,0,0,1,9.0,6488,0,95.7,1,0,3.05,1,0,toyota
0,0,0,0,0,0,92,0,0,1,0,2280,169.7,0,4800,1,31,0,0,59.1,62,0,1,4,4,0,63.6,3.03,37,0,0,1,9.0,6918,0,95.7,1,0,3.05,0,0,toyota
0,0,0,0,0,0,92,0,0,1,0,2290,169.7,0,4800,0,27,0,0,59.1,62,0,1,4,4,1,63.6,3.03,32,0,0,1,9.0,7898,0,95.7,1,0,3.05,0,0,toyota
0,0,0,0,0,0,92,0,0,1,0,3110,169.7,0,4800,0,27,0,0,59.1,62,0,1,4,4,1,63.6,3.03,32,0,0,1,9.0,8778,0,95.7,1,0,3.05,0,0,toyota
0,0,0,0,0,0,98,0,0,1,0,2081,166.3,0,4800,1,30,0,0,53.0,70,0,0,4,4,0,64.4,3.03,37,1,0,1,9.0,6938,0,95.7,1,0,3.19,0,0,toyota
0,0,0,0,1,0,98,0,0,1,0,2109,166.3,0,4800,1,30,0,0,52.8,70,0,0,4,4,0,64.4,3.03,37,0,0,1,9.0,7198,0,95.7,1,0,3.19,0,0,toyota
0,0,0,1,0,0,110,0,0,0,0,2275,166.3,0,4500,1,34,0,0,53.0,56,0,0,4,4,0,64.4,3.35,36,1,0,1,22.5,7898,0,95.7,0,0,3.27,0,0,toyota
0,0,0,1,1,0,110,0,0,0,0,2275,166.3,0,4500,1,38,0,0,52.8,56,0,0,4,4,0,64.4,3.35,47,0,0,1,22.5,7788,0,95.7,0,0,3.27,0,0,toyota
0,0,0,0,0,0,98,0,0,1,0,2094,166.3,0,4800,1,38,0,0,53.0,70,0,0,4,4,0,64.4,3.03,47,1,0,1,9.0,7738,0,95.7,1,0,3.19,0,0,toyota
0,0,0,0,1,0,98,0,0,1,0,2122,166.3,0,4800,1,28,0,0,52.8,70,0,0,4,4,0,64.4,3.03,34,0,0,1,9.0,8358,0,95.7,1,0,3.19,0,0,toyota
0,0,0,0,0,0,98,0,0,1,0,2140,166.3,0,4800,1,28,0,0,52.8,70,0,0,4,4,0,64.4,3.03,34,1,0,1,9.0,9258,0,95.7,1,0,3.19,0,0,toyota
0,0,1,0,0,0,98,0,0,1,0,2169,168.7,0,4800,0,29,0,0,52.6,70,0,0,2,4,0,64.0,3.03,34,1,0,1,9.0,8058,0,94.5,1,0,3.19,1,0,toyota
0,0,1,0,1,0,98,0,0,1,0,2204,168.7,0,4800,0,29,0,0,52.6,70,0,0,2,4,0,64.0,3.03,34,0,0,1,9.0,8238,0,94.5,1,0,3.19,1,0,toyota
0,0,1,0,0,0,98,0,0,0,0,2265,168.7,0,6600,0,26,1,0,52.6,112,0,0,2,4,0,64.0,3.08,29,1,0,0,9.4,9298,1,94.5,1,0,3.24,1,0,toyota
0,0,1,0,1,0,98,0,0,0,0,2300,168.7,0,6600,0,26,1,0,52.6,112,0,0,2,4,0,64.0,3.08,29,0,0,0,9.4,9538,1,94.5,1,0,3.24,1,0,toyota
0,0,1,0,0,0,146,0,0,0,0,2540,176.2,0,4800,0,24,1,1,52.0,116,0,0,2,4,0,65.6,3.5,30,0,0,1,9.3,8449,0,98.4,1,0,3.62,2,0,toyota
0,0,1,0,0,0,146,0,0,0,0,2536,176.2,0,4800,0,24,1,1,52.0,116,0,0,2,4,0,65.6,3.5,30,0,0,1,9.3,9639,0,98.4,1,0,3.62,2,0,toyota
0,0,1,0,1,0,146,0,0,0,0,2551,176.2,0,4800,0,24,1,0,52.0,116,0,0,2,4,0,65.6,3.5,30,0,0,1,9.3,9989,0,98.4,1,0,3.62,2,0,toyota
0,0,1,0,0,0,146,0,0,0,0,2679,176.2,0,4800,0,24,1,1,52.0,116,0,0,2,4,0,65.6,3.5,30,0,0,1,9.3,11199,0,98.4,1,0,3.62,2,0,toyota
0,0,1,0,1,0,146,0,0,0,0,2714,176.2,0,4800,0,24,1,0,52.0,116,0,0,2,4,0,65.6,3.5,30,0,0,1,9.3,11549,0,98.4,1,0,3.62,2,0,toyota
0,0,1,0,0,0,146,0,0,0,0,2975,176.2,0,4800,0,24,1,0,53.0,116,0,0,2,4,0,65.6,3.5,30,0,0,1,9.3,17669,0,98.4,1,1,3.62,2,0,toyota
0,0,0,0,0,0,122,0,0,0,0,2326,175.6,0,4200,1,29,1,0,54.9,92,0,0,4,4,0,66.5,3.54,34,1,0,1,8.7,8948,0,102.4,1,0,3.31,-1,0,toyota
0,0,0,1,0,0,110,0,0,0,1,2480,175.6,0,4500,1,30,0,0,54.9,73,0,0,4,4,0,66.5,3.35,33,1,0,1,22.5,10698,0,102.4,0,0,3.27,-1,0,toyota
0,0,0,0,1,0,122,0,0,0,0,2414,175.6,0,4200,1,27,1,0,53.9,92,0,0,4,4,0,66.5,3.54,32,0,0,1,8.7,9988,0,102.4,1,0,3.31,-1,0,toyota
0,0,0,0,0,0,122,0,0,0,0,2414,175.6,0,4200,1,27,1,0,54.9,92,0,0,4,4,0,66.5,3.54,32,1,0,1,8.7,10898,0,102.4,1,0,3.31,-1,0,toyota
0,0,0,0,1,0,122,0,0,0,0,2458,175.6,0,4200,1,27,1,0,53.9,92,0,0,4,4,0,66.5,3.54,32,0,0,1,8.7,11248,0,102.4,1,0,3.31,-1,0,toyota
0,0,1,0,1,0,171,0,0,0,0,2976,183.5,0,5200,0,20,1,0,52.0,161,0,0,2,6,0,67.7,3.35,24,0,0,0,9.3,16558,1,102.9,1,0,3.27,3,0,toyota
0,0,1,0,1,0,171,0,0,0,0,3016,183.5,0,5200,0,19,1,0,52.0,161,0,0,2,6,0,67.7,3.35,24,0,0,0,9.3,15998,1,102.9,1,0,3.27,3,0,toyota
0,0,1,0,0,0,171,0,0,0,0,3131,187.8,0,5200,0,20,1,0,54.1,156,0,0,4,6,0,66.5,3.35,24,1,0,0,9.2,15690,1,104.5,1,0,3.27,-1,0,toyota
0,0,1,0,0,0,161,0,0,0,0,3151,187.8,0,5200,0,19,1,0,54.1,156,0,1,4,6,0,66.5,3.35,24,0,0,0,9.2,15750,1,104.5,1,0,3.27,-1,0,toyota
0,0,0,1,0,0,97,0,0,0,0,2261,171.7,0,4800,1,37,0,0,55.7,52,0,0,2,4,0,65.5,3.4,46,1,0,1,23.0,7775,0,97.3,0,0,3.01,2,0,volkswagen
0,0,0,0,0,0,109,0,0,0,0,2209,171.7,0,5250,1,27,1,0,55.7,85,0,0,2,4,0,65.5,3.4,34,1,0,1,9.0,7975,0,97.3,1,0,3.19,2,0,volkswagen
0,0,0,1,0,0,97,0,0,0,0,2264,171.7,0,4800,1,37,0,0,55.7,52,0,0,4,4,0,65.5,3.4,46,1,0,1,23.0,7995,0,97.3,0,0,3.01,2,0,volkswagen
0,0,0,0,0,0,109,0,0,0,0,2212,171.7,0,5250,1,27,1,0,55.7,85,0,0,4,4,0,65.5,3.4,34,1,0,1,9.0,8195,0,97.3,1,0,3.19,2,0,volkswagen
0,0,0,0,0,0,109,0,0,0,0,2275,171.7,0,5250,1,27,1,0,55.7,85,0,0,4,4,0,65.5,3.4,34,1,0,1,9.0,8495,0,97.3,1,0,3.19,2,0,volkswagen
0,0,0,1,0,0,97,0,0,0,1,2319,171.7,0,4500,1,37,0,0,55.7,68,0,0,4,4,0,65.5,3.4,42,1,0,1,23.0,9495,0,97.3,0,0,3.01,2,0,volkswagen
0,0,0,0,0,0,109,0,0,0,0,2300,171.7,0,5500,1,26,1,0,55.7,100,0,0,4,4,0,65.5,3.4,32,1,0,1,10.0,9995,0,97.3,1,0,3.19,2,0,volkswagen
0,0,0,0,0,0,109,0,0,0,0,2254,159.3,0,5500,1,24,1,0,55.6,90,0,0,2,4,0,64.2,3.4,29,0,0,1,8.5,11595,0,94.5,1,1,3.19,3,0,volkswagen
0,0,0,0,1,0,109,0,0,0,0,2221,165.7,0,5500,1,24,1,0,51.4,90,0,0,2,4,0,64.0,3.4,29,0,0,1,8.5,9980,0,94.5,1,0,3.19,3,0,volkswagen
0,0,0,0,0,0,136,0,0,0,0,2661,180.2,0,5500,1,19,1,0,55.1,110,0,0,4,5,0,66.9,3.4,24,1,0,1,8.5,13295,0,100.4,1,0,3.19,0,0,volkswagen
0,0,0,1,0,0,97,0,0,0,1,2579,180.2,0,4500,1,33,0,0,55.1,68,0,0,4,4,0,66.9,3.4,38,1,0,1,23.0,13845,0,100.4,0,0,3.01,0,0,volkswagen
0,0,0,0,0,0,109,0,0,0,0,2563,183.1,0,5500,1,25,1,0,55.1,88,0,1,4,4,0,66.9,3.4,31,0,0,1,9.0,12290,0,100.4,1,0,3.19,0,0,volkswagen
0,0,1,0,0,0,141,0,0,0,0,2912,188.8,0,5400,0,23,1,0,56.2,114,0,0,4,4,0,67.2,3.15,28,1,0,1,9.5,12940,0,104.3,1,0,3.78,-2,0,volvo
0,0,1,0,0,0,141,0,0,0,0,3034,188.8,0,5400,0,23,1,0,57.5,114,0,1,4,4,0,67.2,3.15,28,0,0,1,9.5,13415,0,104.3,1,0,3.78,-1,0,volvo
0,0,1,0,0,0,141,0,0,0,0,2935,188.8,0,5400,0,24,1,0,56.2,114,0,0,4,4,0,67.2,3.15,28,1,0,1,9.5,15985,0,104.3,1,0,3.78,-2,0,volvo
0,0,1,0,0,0,141,0,0,0,0,3042,188.8,0,5400,0,24,1,0,57.5,114,0,1,4,4,0,67.2,3.15,28,0,0,1,9.5,16515,0,104.3,1,0,3.78,-1,0,volvo
0,0,1,0,0,0,130,0,0,0,1,3045,188.8,0,5100,0,17,1,0,56.2,162,0,0,4,4,0,67.2,3.15,22,1,0,1,7.5,18420,0,104.3,1,0,3.62,-2,0,volvo
0,0,1,0,0,0,130,0,0,0,1,3157,188.8,0,5100,0,17,1,0,57.5,162,0,1,4,4,0,67.2,3.15,22,0,0,1,7.5,18950,0,104.3,1,0,3.62,-1,0,volvo
0,0,1,0,0,0,141,0,0,0,0,2952,188.8,0,5400,0,23,1,0,55.5,114,0,0,4,4,0,68.9,3.15,28,1,0,1,9.5,16845,0,109.1,1,0,3.78,-1,0,volvo
0,0,1,0,0,0,141,0,0,0,1,3049,188.8,0,5300,0,19,1,0,55.5,160,0,0,4,4,0,68.8,3.15,25,1,0,1,8.7,19045,0,109.1,1,0,3.78,-1,0,volvo
0,0,1,0,0,0,173,0,0,0,0,3012,188.8,0,5500,0,18,1,0,55.5,134,0,0,4,6,0,68.9,2.87,23,1,0,0,8.8,21485,0,109.1,1,0,3.58,-1,1,volvo
0,0,1,1,0,0,145,0,0,0,1,3217,188.8,0,4800,0,26,0,0,55.5,106,0,0,4,6,0,68.9,3.4,27,1,0,1,23.0,22470,0,109.1,0,0,3.01,-1,0,volvo
0,0,1,0,0,0,141,0,0,0,1,3062,188.8,0,5400,0,19,1,0,55.5,114,0,0,4,4,0,68.9,3.15,25,1,0,1,9.5,22625,0,109.1,1,0,3.78,-1,0,volvo
