curb-weight,peak-rpm,price,num-of-cylinders,stroke,bore,num-of-doors,fuel-type,engine-type_ohc,drive-wheels_fwd,fuel-system_2bbl,body-style_sedan,fuel-system_mpfi,drive-wheels_rwd,aspiration,fuel-system_spdi,fuel-system_idi,engine-type_l,body-style_convertible,fuel-system_spfi,engine-location,engine-type_dohcv,fuel-system_mfi,engine-type_dohc,engine-type_ohcv,body-style_hardtop,drive-wheels_4wd,engine-type_ohcf,body-style_wagon,fuel-system_1bbl,body-style_hatchback,symboling,compression-ratio,city-mpg,highway-mpg,horsepower,length,engine-size,wheel-base,width,height,make
2758,5250,15510,4,3.07,3.54,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.3,21,28,110,186.6,121,99.1,66.5,56.1,saab
2808,5500,18150,4,3.07,3.54,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,9.0,19,26,160,186.6,121,99.1,66.5,56.1,saab
2847,5500,18620,4,3.07,3.54,4,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,9.0,19,26,160,186.6,121,99.1,66.5,56.1,saab
2050,4900,5118,4,2.36,3.62,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,9.0,31,36,69,156.9,97,93.7,63.4,53.7,subaru
2120,4400,7053,4,2.64,3.62,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,8.7,26,31,73,157.9,108,93.7,63.6,53.7,subaru
2240,4400,7603,4,2.64,3.62,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,8.7,26,31,73,157.3,108,93.3,63.8,55.7,subaru
2145,4800,7126,4,2.64,3.62,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,32,37,82,172.0,108,97.2,65.4,52.5,subaru
2190,4400,7775,4,2.64,3.62,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,28,33,82,172.0,108,97.2,65.4,52.5,subaru
2340,5200,9960,4,2.64,3.62,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.0,26,32,94,172.0,108,97.2,65.4,52.5,subaru
2385,4800,9233,4,2.64,3.62,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9.0,24,25,82,172.0,108,97.0,65.4,54.3,subaru
2510,4800,11259,4,2.64,3.62,4,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7.7,24,29,111,172.0,108,97.0,65.4,54.3,subaru
2290,4800,7463,4,2.64,3.62,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9.0,28,32,82,173.5,108,97.0,65.4,53.0,subaru
2455,5200,10198,4,2.64,3.62,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9.0,25,31,94,173.5,108,97.0,65.4,53.0,subaru
2420,4800,8013,4,2.64,3.62,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,9.0,23,29,82,173.6,108,96.9,65.4,54.9,subaru
2650,4800,11694,4,2.64,3.62,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7.7,23,23,111,173.6,108,96.9,65.4,54.9,subaru
1985,4800,5348,4,3.03,3.05,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9.0,35,39,62,158.7,92,95.7,63.6,54.5,toyota
2040,4800,6338,4,3.03,3.05,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9.0,31,38,62,158.7,92,95.7,63.6,54.5,toyota
2015,4800,6488,4,3.03,3.05,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9.0,31,38,62,158.7,92,95.7,63.6,54.5,toyota
2280,4800,6918,4,3.03,3.05,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.0,31,37,62,169.7,92,95.7,63.6,59.1,toyota
2290,4800,7898,4,3.03,3.05,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9.0,27,32,62,169.7,92,95.7,63.6,59.1,toyota
3110,4800,8778,4,3.03,3.05,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9.0,27,32,62,169.7,92,95.7,63.6,59.1,toyota
2081,4800,6938,4,3.03,3.19,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,30,37,70,166.3,98,95.7,64.4,53.0,toyota
2109,4800,7198,4,3.03,3.19,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0,30,37,70,166.3,98,95.7,64.4,52.8,toyota
2275,4500,7898,4,3.35,3.27,4,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,34,36,56,166.3,110,95.7,64.4,53.0,toyota
2275,4500,7788,4,3.35,3.27,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.5,38,47,56,166.3,110,95.7,64.4,52.8,toyota
2094,4800,7738,4,3.03,3.19,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,38,47,70,166.3,98,95.7,64.4,53.0,toyota
2122,4800,8358,4,3.03,3.19,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0,28,34,70,166.3,98,95.7,64.4,52.8,toyota
2140,4800,9258,4,3.03,3.19,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,28,34,70,166.3,98,95.7,64.4,52.8,toyota
2169,4800,8058,4,3.03,3.19,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,29,34,70,168.7,98,94.5,64.0,52.6,toyota
2204,4800,8238,4,3.03,3.19,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9.0,29,34,70,168.7,98,94.5,64.0,52.6,toyota
2265,6600,9298,4,3.08,3.24,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9.4,26,29,112,168.7,98,94.5,64.0,52.6,toyota
2300,6600,9538,4,3.08,3.24,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,9.4,26,29,112,168.7,98,94.5,64.0,52.6,toyota
2540,4800,8449,4,3.5,3.62,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,9.3,24,30,116,176.2,146,98.4,65.6,52.0,toyota
2536,4800,9639,4,3.5,3.62,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,9.3,24,30,116,176.2,146,98.4,65.6,52.0,toyota
2551,4800,9989,4,3.5,3.62,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9.3,24,30,116,176.2,146,98.4,65.6,52.0,toyota
2679,4800,11199,4,3.5,3.62,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,9.3,24,30,116,176.2,146,98.4,65.6,52.0,toyota
2714,4800,11549,4,3.5,3.62,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9.3,24,30,116,176.2,146,98.4,65.6,52.0,toyota
2975,4800,17669,4,3.5,3.62,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9.3,24,30,116,176.2,146,98.4,65.6,53.0,toyota
2326,4200,8948,4,3.54,3.31,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,8.7,29,34,92,175.6,122,102.4,66.5,54.9,toyota
2480,4500,10698,4,3.35,3.27,4,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,22.5,30,33,73,175.6,110,102.4,66.5,54.9,toyota
2414,4200,9988,4,3.54,3.31,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,8.7,27,32,92,175.6,122,102.4,66.5,53.9,toyota
2414,4200,10898,4,3.54,3.31,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,8.7,27,32,92,175.6,122,102.4,66.5,54.9,toyota
2458,4200,11248,4,3.54,3.31,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,8.7,27,32,92,175.6,122,102.4,66.5,53.9,toyota
2976,5200,16558,6,3.35,3.27,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,9.3,20,24,161,183.5,171,102.9,67.7,52.0,toyota
3016,5200,15998,6,3.35,3.27,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,9.3,19,24,161,183.5,171,102.9,67.7,52.0,toyota
3131,5200,15690,6,3.35,3.27,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,9.2,20,24,156,187.8,171,104.5,66.5,54.1,toyota
3151,5200,15750,6,3.35,3.27,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,9.2,19,24,156,187.8,161,104.5,66.5,54.1,toyota
2261,4800,7775,4,3.4,3.01,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23.0,37,46,52,171.7,97,97.3,65.5,55.7,volkswagen
2209,5250,7975,4,3.4,3.19,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.0,27,34,85,171.7,109,97.3,65.5,55.7,volkswagen
2264,4800,7995,4,3.4,3.01,4,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23.0,37,46,52,171.7,97,97.3,65.5,55.7,volkswagen
2212,5250,8195,4,3.4,3.19,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.0,27,34,85,171.7,109,97.3,65.5,55.7,volkswagen
2275,5250,8495,4,3.4,3.19,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.0,27,34,85,171.7,109,97.3,65.5,55.7,volkswagen
2319,4500,9495,4,3.4,3.01,4,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23.0,37,42,68,171.7,97,97.3,65.5,55.7,volkswagen
2300,5500,9995,4,3.4,3.19,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10.0,26,32,100,171.7,109,97.3,65.5,55.7,volkswagen
2254,5500,11595,4,3.4,3.19,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,8.5,24,29,90,159.3,109,94.5,64.2,55.6,volkswagen
2221,5500,9980,4,3.4,3.19,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8.5,24,29,90,165.7,109,94.5,64.0,51.4,volkswagen
2661,5500,13295,5,3.4,3.19,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,19,24,110,180.2,136,100.4,66.9,55.1,volkswagen
2579,4500,13845,4,3.4,3.01,4,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,33,38,68,180.2,97,100.4,66.9,55.1,volkswagen
2563,5500,12290,4,3.4,3.19,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.0,25,31,88,183.1,109,100.4,66.9,55.1,volkswagen
2912,5400,12940,4,3.15,3.78,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,9.5,23,28,114,188.8,141,104.3,67.2,56.2,volvo
3034,5400,13415,4,3.15,3.78,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,9.5,23,28,114,188.8,141,104.3,67.2,57.5,volvo
2935,5400,15985,4,3.15,3.78,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,9.5,24,28,114,188.8,141,104.3,67.2,56.2,volvo
3042,5400,16515,4,3.15,3.78,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,9.5,24,28,114,188.8,141,104.3,67.2,57.5,volvo
3045,5100,18420,4,3.15,3.62,4,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,7.5,17,22,162,188.8,130,104.3,67.2,56.2,volvo
3157,5100,18950,4,3.15,3.62,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,7.5,17,22,162,188.8,130,104.3,67.2,57.5,volvo
2952,5400,16845,4,3.15,3.78,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,9.5,23,28,114,188.8,141,109.1,68.9,55.5,volvo
3049,5300,19045,4,3.15,3.78,4,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,8.7,19,25,160,188.8,141,109.1,68.8,55.5,volvo
3012,5500,21485,6,2.87,3.58,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,8.8,18,23,134,188.8,173,109.1,68.9,55.5,volvo
3217,4800,22470,6,3.4,3.01,4,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,23.0,26,27,106,188.8,145,109.1,68.9,55.5,volvo
3062,5400,22625,4,3.15,3.78,4,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,9.5,19,25,114,188.8,141,109.1,68.9,55.5,volvo
